method,EMC_mean,EMC_std,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,mala_accept,mala_accept_count_cumulative,mala_accept_fraction_cumulative,mala_proposal_count_cumulative,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_frac_mean,nonfinite_frac_std,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,outside_proposal_reject_count_cumulative,outside_proposal_reject_fraction_cumulative,pt_swap_accept,pt_swap_accept_count_cumulative,pt_swap_accept_fraction_cumulative,pt_swap_proposal_count_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
ULA,0.5494258308605902,0.009668618007380404,2.4193552148655826,0.0819964476542077,0.0,0.0,0.5309366526573756,0.0019325212794133136,0.6714305184557032,0.0030103986446980537,0.0,1.2157665581987662,0.003862516104112576,3.0709230780078345,0.308017102706044,0.0,0.0,16000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0,0.0,inf,22.5321908229962,0.0
MALA,0.5452692676530506,0.004846273740049094,2.4494366774238525,0.0414850962930445,0.0,0.0,0.5325973296277982,0.0018322669589334163,0.6729930184557031,0.0014548768561863535,16000.0,1.2199264126635594,0.003627795666267966,3.130967828457111,0.16601367571632855,0.0,0.0,16000.0,,,,,,,,,,,,,,0.8910744147157194,712814659,0.89101832375,800000000,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,,,,,,0.0,,,inf,43.177885121665895,0.0
FLA,0.9959904664072119,0.0015183183226114005,1.1243548198556823,0.03747517078457079,6.25e-05,0.00025,0.054898636218785775,0.01256576605787638,0.059946813094061226,0.013315770712622575,0.0,0.19372106056160884,0.032472673502624325,0.011371741300664534,0.004364809045099336,0.0,0.0,16000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,712229,0.00089028625,inf,27.08268037531525,0.0
BAOAB,0.5451227392870994,0.006566674094622723,2.4522489976159276,0.04501130766043799,0.0,0.0,0.5322823332308644,0.0024093511798739422,0.6729930184557031,0.0020289570391377495,0.0,1.2188131300121052,0.005452521920884914,3.141519529494426,0.21925521059253714,0.0,0.0,16000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0,0.0,inf,24.388752658851445,0.0
PT,0.986161723025575,0.0027218438752872527,1.0633500028827245,0.055814213943366685,0.0,0.0,0.1151779732295096,0.012157333166497988,0.11867407504864394,0.015462559266785001,96000.0,0.36376943429682085,0.028296063183577254,0.03871919299083022,0.007620464056953627,0.0,0.0,96000.0,,,,,,,,,,,,,,0.8761668060200661,4205835699,0.876215770625,4800000000,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.3146371527777778,63092616,0.31546308,200000000,,,0.0,,,inf,59.000395538285375,0.0
CP,0.9940288324885918,0.0021625996742462897,2.0846724890060466,0.02678665334914457,0.2089375,0.008970089185732767,0.12789222082373042,0.00615439639532757,0.0773330257267807,0.01612151723652438,0.0,0.4103582570802734,0.02112928378846755,0.016916670480635634,0.006291906121844039,0.000375,0.0005,16000.0,1.000529375,1600847,6612,0.004130313515282847,0,0,0.0,8,1600847,1600847,0.0019882943143812687,1.000529375,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,6592,8.24e-06,4.0680000000000005,63.04338682536036,0.0
LSC-CP,0.9991795785045509,0.0006448160505450522,1.3212903909168308,0.1257999683912615,0.003625,0.001927865832122834,0.021550441284737265,0.010334243523689394,0.028160609083307142,0.013374764232883937,0.0,0.12414484298391665,0.031025493229735836,0.0022694126566153595,0.0017820293355642028,0.0,0.0,16000.0,1.000529375,1600847,207,0.00012930654834596936,0,0,0.0,8,1600847,1600847,0.0019882943143812687,1.000529375,0.00020735785953177274,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,166144,0.00020768,16384000.0,116,1.45e-07,4.408,196.78595919162035,0.0
LSC-CP-MA,0.9994670311634402,0.00047796487833759254,1.293898012401705,0.08830379691211623,0.0028750000000000004,0.0015,0.01623847921151202,0.006556226321036224,0.021943286038693707,0.0112754743112932,0.0,0.10024704944352594,0.02831421627661882,0.001480339123715487,0.0013335032363682566,0.0,0.0,16000.0,0.998768125,1598029,256,0.00016019734310203382,,,,,1598029,1598029,0.0019721989966555165,0.998768125,0.00020756688963210717,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,167079,0.00020884875,4096000.0,142,1.775e-07,4.408,413.4583477312699,0.0
