step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8345679289892053,0.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,0.0,0.0,0.0
4,0.02,8192000,0,32000,0,0,0,32000,8192000,8192000.0,0.8345679289892053,6868780.474279569,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,4.0,1024.0,858.5975592849462
8,0.04,16384000,0,64000,0,0,0,64000,16384000,16384000.0,0.8345679289892053,13737560.948559139,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,8.0,2048.0,1717.1951185698924
12,0.06,24576000,0,96000,0,0,0,96000,24576000,24576000.0,0.8345679289892053,20606341.42283871,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,12.0,3072.0,2575.792677854839
17,0.085,34816000,0,136000,0,0,0,136000,34816000,34816000.0,0.8345679289892053,29192317.01568817,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,17.0,4352.0,3649.0396269610214
21,0.105,43008000,0,168000,0,0,0,168000,43008000,43008000.0,0.8345679289892053,36061097.48996774,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,21.0,5376.0,4507.637186245967
25,0.125,51200000,0,200000,0,0,0,200000,51200000,51200000.0,0.8345679289892053,42929877.96424731,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,25.0,6400.0,5366.234745530914
29,0.145,59392000,0,232000,0,0,0,232000,59392000,59392000.0,0.8345679289892053,49798658.43852688,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,29.0,7424.0,6224.832304815861
33,0.165,67584000,0,264000,0,0,0,264000,67584000,67584000.0,0.8345679289892053,56667438.91280645,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,33.0,8448.0,7083.429864100806
38,0.19,77824000,0,304000,0,0,0,304000,77824000,77824000.0,0.8345679289892053,65253414.505655915,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,38.0,9728.0,8156.676813206989
