method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,0,0.0,0.0,0.0,0.0,0.0,1.3546639611117566,0.42918007126520175,0.4289530763560613,0.6177388151620928,0.7003848871791447,1.0123157906244502,1.0,0.5,0.9983940553143836,0.034793885817369086,1.002558891562892,0.012622076982953367,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,1,0,0.0,0.0,0.0,0.0,0.0,1.3549299396187242,0.4294642532990772,0.42923714444039385,0.6109669951830925,0.7004615157121169,1.0123470972328112,1.0,0.5,1.000053744156023,0.03830869244589441,1.0081289696497207,0.020454994003754723,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,2,0,0.0,0.0,0.0,0.0,0.0,1.356251665949082,0.4297446496884245,0.42951761576809433,0.6127253688231731,0.7011351148627669,1.0133222961499107,1.0,0.5,1.0007234354121721,0.03951847459623892,1.0097591705578621,0.022394453354206756,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,3,0,0.0,0.0,0.0,0.0,0.0,1.3555386004319776,0.42944248603267754,0.4292155075413535,0.6154742140596208,0.7007970748800024,1.0127482216388457,1.0,0.5,0.9993002213956168,0.03657537712048842,1.005193968814415,0.016096883694934117,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,4,0.02,32000.0,4.0,4.0,0.0,1.3085559331259367,0.41017199259229786,0.4099334663636297,0.4969000720139639,0.6748376780381512,0.9862423785842613,0.9955,0.49550000000000005,0.9815433356904073,0.05199291644569515,0.9659271658982278,0.5172621058657799,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,1,4,0.02,32000.0,4.0,4.0,0.0,1.304253302891885,0.41212489096876936,0.4118883776691077,0.5013218605308819,0.6754064361343306,0.982956078,0.998,0.498,0.9829557065763116,0.02705709067165396,1.0181103994166454,0.10351556819365337,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,2,4,0.02,32000.0,4.0,4.0,0.0,1.3027347270174237,0.4135618529756022,0.41332661513207225,0.4995747382441979,0.6756983543646986,0.981999252,0.9995,0.49950000000000006,0.9819990707201129,0.017774259998766584,0.9972086156794279,0.032186016023886155,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,3,4,0.02,32000.0,4.0,4.0,0.0,1.3086270027831939,0.4147297174844974,0.41449446429953374,0.4988362522769282,0.6782432407175957,0.9870255980062784,0.998,0.498,0.9870257161357897,0.028491964069997655,1.0109298131528397,0.04713821390281947,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,8,0.04,64000.0,8.0,8.0,0.0,1.2848147498209133,0.40007722216356145,0.399834995452765,0.49407291402660025,0.664076069786906,0.9662790585842614,0.9925,0.49250000000000005,0.96464857988052,0.013928208395710073,0.972469611982244,0.05818117964445013,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,1,8,0.04,64000.0,8.0,8.0,0.0,1.2972678684737482,0.40811259779054876,0.40787417910090984,0.49717115188993055,0.6716170130142363,0.9773089294788042,0.9955,0.49550000000000005,0.976876201221339,0.0225596645069418,1.0012557668626645,0.07126399451801191,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,2,8,0.04,64000.0,8.0,8.0,0.0,1.298616801045529,0.4088649605898689,0.40862682892315394,0.4974895265021796,0.6714812502756926,0.979206227478804,0.997,0.497,0.9755928851509362,0.030149399656708153,0.9398113259738732,0.3519250242828379,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,3,8,0.04,64000.0,8.0,8.0,0.0,1.2958013076979205,0.40587813575427123,0.4056380758314727,0.49784901992321584,0.669411331359093,0.9778966334788042,0.996,0.496,0.9748439477723111,0.03465057375153113,0.993945295268476,0.38247091212565787,True,1.0,reject,1.8,3.125e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,12,0.06,96000.0,12.0,12.0,0.0,1.2783973570420648,0.3946530273777812,0.3944076348642348,0.492012864333503,0.6600482901355568,0.9629973594788043,0.99,0.49,0.9626320118528809,0.017629636760674305,0.993052926353659,0.07573690500551333,True,1.0,reject,1.8,7.291666666666667e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,1,12,0.06,96000.0,12.0,12.0,0.0,1.292121906545253,0.4059425750025132,0.4057036558108359,0.4956068030228199,0.6691197805978658,0.9727303039999999,0.994,0.494,0.9727300056004049,0.013523752786805066,0.9872213334064568,0.027647114031280506,True,1.0,reject,1.8,7.291666666666667e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,2,12,0.06,96000.0,12.0,12.0,0.0,1.2903229858023244,0.4054779448499909,0.40523930614755876,0.49652936920761787,0.6675931171520463,0.9684237154788042,0.9965,0.49650000000000005,0.9679686647448759,0.00790647975639358,0.9886453422000806,0.09792411168067361,True,1.0,reject,1.8,7.291666666666667e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,3,12,0.06,96000.0,12.0,12.0,0.0,1.2911069032244864,0.4038570042761386,0.4036161382321811,0.496641220376285,0.6680540706053025,0.9745666492536131,0.995,0.495,0.974552951311859,0.02400237644484393,1.017351206211975,0.12197946650701452,True,1.0,reject,1.8,7.291666666666667e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,17,0.085,136000.0,17.0,17.0,0.0,1.274776754463729,0.39173717020806276,0.3914905295457719,0.49009690426953256,0.6573830731167064,0.958327786,0.988,0.488,0.9583276678838674,0.014420904788599365,0.9882765474835271,0.0707233833717803,True,1.0,reject,1.8,5.882352941176471e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,1,17,0.085,136000.0,17.0,17.0,0.0,1.2854498989796335,0.4007490093610341,0.40050736554227606,0.494937851889208,0.6649104220665512,0.967358288,0.992,0.492,0.9673580705183547,0.011375900804468264,0.9878796308298491,0.043193711220980036,True,1.0,reject,1.8,5.882352941176471e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,2,17,0.085,136000.0,17.0,17.0,0.0,1.2912725941648704,0.40376596628522476,0.4035253650872114,0.49640242184072736,0.667889030298852,0.972582234,0.9955,0.49550000000000005,0.9725819724670783,0.01945169521621526,1.0037322564274875,0.08293550136934569,True,1.0,reject,1.8,5.882352941176471e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,3,17,0.085,136000.0,17.0,17.0,0.0,1.2823563420970658,0.39972707225662274,0.39948561826589035,0.4939639490161528,0.663002948605972,0.96161923,0.993,0.493,0.9616195049170707,0.0017823437398193365,0.9690281018196202,0.01872874611631803,True,1.0,reject,1.8,5.882352941176471e-05,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,8da7d73e85753d4e79f54062070fbc7b,True,0,21,0.105,168000.0,21.0,21.0,0.0,1.2772282739719254,0.39065726880284535,0.39041030641927366,0.4896486904174372,0.6571390567197535,0.9571252600000001,0.9865,0.48650000000000004,0.9571255803742635,0.017324268514892105,1.01434547422911,0.20371242823261226,True,1.0,reject,1.8,6.547619047619048e-05,0.0
