method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,0,0,0.0,0.0,0.0,0.0,0.0,1.35378658482891,0.42906395708981326,0.4288368511958892,0.6117571512022495,0.6998678557834944,1.0113592357999062,1.0,0.5,0.9985265242374235,0.03525128510646924,1.0035369727667016,0.014322564657097137,False,nan,reject,,
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,1,0,0.0,0.0,0.0,0.0,0.0,1.354666590322276,0.42929093433594356,0.42906382641035457,0.6109450143089945,0.7002895748314676,1.0120264050505727,1.0,0.5,0.9993956938214874,0.03699179574466327,1.0061496372724117,0.01780845008583587,False,nan,reject,,
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,2,0,0.0,0.0,0.0,0.0,0.0,1.3573987552352456,0.43001317501359293,0.4297862179057763,0.6173313440466823,0.7017501043669591,1.0145184321897194,1.0,0.5,1.001338932527834,0.04061709208302644,1.0112105796910915,0.024067867709694712,False,nan,reject,,
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,3,0,0.0,0.0,0.0,0.0,0.0,1.356166818477689,0.4295295511980777,0.42930256210471385,0.6184830120575404,0.7010054988985144,1.0128751406662782,1.0,0.5,0.9996840131575421,0.03736144411486375,1.0063991400354093,0.01773817411371137,False,nan,reject,,
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,0,4,0.02,32000.0,4.0,4.0,0.0,1.3359520225044528,0.42574308690376694,0.4255137996658248,0.5546847356601923,0.6913995065783832,1.000003752316129,1.0,0.5,0.9972070963306192,0.03643666851178984,1.0109849378167555,0.0318299018203706,False,nan,reject,0.0,0.0
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,1,4,0.02,32000.0,4.0,4.0,0.0,1.3390039156974942,0.4266786526559426,0.4264494658402084,0.5519824340565518,0.6929521593912572,1.0034701642330828,1.0,0.5,1.0002329524547044,0.042304557414528654,1.019496167726446,0.042766405267452456,False,nan,reject,0.0,0.0
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,2,4,0.02,32000.0,4.0,4.0,0.0,1.3388691818588558,0.42672543315419875,0.42649630960264906,0.5608431480591483,0.6929386704327352,1.0024636028609277,1.0,0.5,1.0000653769750987,0.04185624951822331,1.018760023666263,0.04183127006640064,False,nan,reject,0.0,0.0
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,3,4,0.02,32000.0,4.0,4.0,0.0,1.3380522726882755,0.42634823857872883,0.4261190182887249,0.555605628240728,0.6924032535386887,1.0016192919006337,1.0,0.5,0.9991492070223742,0.04019686894450425,1.0164743051865048,0.038993211613644774,False,nan,reject,0.0,0.0
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,0,8,0.04,64000.0,8.0,8.0,0.0,1.3242636356355928,0.42264626439886077,0.4224153715228155,0.5268686469245369,0.6861511258463804,0.9942233286518591,1.0,0.5,0.9937600826921918,0.032419875278103305,1.0090405453027116,0.034515673836269856,False,nan,reject,0.0,0.0
ULA,"ULA, canonical",b7de5ef3f9c90a224aa9d5db71797325,8da7d73e85753d4e79f54062070fbc7b,False,1,8,0.04,64000.0,8.0,8.0,0.0,1.328678716495404,0.42430249565657774,0.4240716920509051,0.5304435335914879,0.6885430244567564,1.0003061595594915,1.0,0.5,0.9995700680511699,0.04383746720382775,1.0260123491587112,0.057105999117573636,False,nan,reject,0.0,0.0
