method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,gamma,integrator,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,17,0.085,54400.0,17.0,17.0,0.0,0.7366413278753665,0.518707913957136,0.5182080809821183,0.79125,0.5302794929358441,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,17,0.085,54400.0,17.0,17.0,0.0,0.7385756497361939,0.5211735872568505,0.520673938410613,0.79125,0.5300955455424178,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,25,0.125,80000.0,25.0,25.0,0.0,0.7353757831155845,0.5160221202608279,0.5155228739889759,0.7887500000000001,0.5246110905242891,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,25,0.125,80000.0,25.0,25.0,0.0,0.7348328896377406,0.5152669265449327,0.5147675102258497,0.78625,0.5245813317549856,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,25,0.125,80000.0,25.0,25.0,0.0,0.7354569297217952,0.5177949232243434,0.5172944007784076,0.785,0.5268495054568545,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,25,0.125,80000.0,25.0,25.0,0.0,0.7374456124221436,0.5203245420570867,0.519824214935682,0.785,0.5269584913020644,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,33,0.165,105600.0,33.0,33.0,0.0,0.7337007103804942,0.5146790663613022,0.5141789254852567,0.7837500000000001,0.5210924122773105,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,33,0.165,105600.0,33.0,33.0,0.0,0.7332215334187147,0.5139372672879301,0.5134370522430843,0.7812500000000001,0.521383956445472,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,33,0.165,105600.0,33.0,33.0,0.0,0.734020547447904,0.5165933904086222,0.516091978966153,0.7775,0.5229648451405724,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,33,0.165,105600.0,33.0,33.0,0.0,0.7361177657750175,0.5192000736023118,0.518698961331802,0.78,0.5233889375084644,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,42,0.21,134400.0,42.0,42.0,0.0,0.731549014883308,0.5128836432201375,0.5123822618096234,0.7775000000000001,0.5173687447539117,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,42,0.21,134400.0,42.0,42.0,0.0,0.7311675334854755,0.5123409758785789,0.5118396113709691,0.775,0.5182887128417405,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,42,0.21,134400.0,42.0,42.0,0.0,0.7322177488861672,0.5150733525949254,0.5145707332299452,0.7712500000000001,0.519024060075485,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,42,0.21,134400.0,42.0,42.0,0.0,0.7342911249911886,0.5175733779801612,0.5170712005870068,0.77375,0.5194893521876398,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,50,0.25,160000.0,50.0,50.0,0.0,0.7295043918875863,0.5111480687035405,0.5106454523317208,0.7725000000000001,0.5147429532733622,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,50,0.25,160000.0,50.0,50.0,0.0,0.7292599776485575,0.5108728083428651,0.5103702640744321,0.76875,0.516088102815319,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,50,0.25,160000.0,50.0,50.0,0.0,0.7304470417798135,0.5135439593617902,0.5130401161951055,0.7675000000000001,0.5162629282007143,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,50,0.25,160000.0,50.0,50.0,0.0,0.7324299463821702,0.5158553356326976,0.5153520517680552,0.77,0.5164664836494997,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,58,0.29,185600.0,58.0,58.0,0.0,0.7272788616400844,0.5092457340751454,0.5087417307778319,0.7675000000000001,0.5130319535333301,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,58,0.29,185600.0,58.0,58.0,0.0,0.7272186147443749,0.5091687261675415,0.5086648915410128,0.7625000000000001,0.5144162302982991,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,58,0.29,185600.0,58.0,58.0,0.0,0.7283923082479085,0.5117443123076401,0.5112390780544003,0.76375,0.514267908035002,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,58,0.29,185600.0,58.0,58.0,0.0,0.7304970075537919,0.5139766311220307,0.5134721269866203,0.765,0.5140320664682725,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,67,0.335,214400.0,67.0,67.0,0.0,0.7245553666623934,0.506806626045926,0.5063009262144387,0.7625000000000001,0.5120198796051306,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,67,0.335,214400.0,67.0,67.0,0.0,0.7249605065684563,0.5071720401428477,0.5066667075278432,0.76,0.5130362553073082,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,67,0.335,214400.0,67.0,67.0,0.0,0.7259128548654916,0.5095183089474727,0.5090114357371233,0.76,0.5131041280163458,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,67,0.335,214400.0,67.0,67.0,0.0,0.7281776489872673,0.5116554529520697,0.5111494811434658,0.75875,0.5121956969167651,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,75,0.375,240000.0,75.0,75.0,0.0,0.7220764566713794,0.5044702478246239,0.5039630558378732,0.75875,0.5117043883360476,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,75,0.375,240000.0,75.0,75.0,0.0,0.7231153955721866,0.5054736428724675,0.5049670345079278,0.75875,0.5122114016949361,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,75,0.375,240000.0,75.0,75.0,0.0,0.7236691856433005,0.5074482639903937,0.5069399110759975,0.75625,0.512825139818085,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,75,0.375,240000.0,75.0,75.0,0.0,0.7260561025172168,0.5095133513231372,0.5090060832526175,0.75625,0.5112484618365483,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.7196458325601294,0.502070933916535,0.5015622971497247,0.7575000000000001,0.5116813502906765,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.7215205973710082,0.5039615475979301,0.5034537772485884,0.75625,0.5116366886159146,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.7214172415361157,0.5052752444374854,0.5047654317631396,0.7525000000000001,0.5129271632448675,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,83,0.41500000000000004,265600.0,83.0,83.0,0.0,0.7238506948431183,0.5072624328233994,0.5067539372009915,0.75625,0.5106372946700475,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,92,0.46,294400.0,92.0,92.0,0.0,0.7170467388116359,0.49938287005626514,0.49887280845265625,0.7550000000000001,0.5116326833894016,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,92,0.46,294400.0,92.0,92.0,0.0,0.7198284182487338,0.5022855575989102,0.5017765786699663,0.755,0.5110107711840478,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,92,0.46,294400.0,92.0,92.0,0.0,0.718981210574288,0.5028499966061103,0.5023385963602776,0.7525000000000001,0.5131861538576195,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,92,0.46,294400.0,92.0,92.0,0.0,0.7213557370473329,0.5046869501183514,0.5041772244311681,0.755,0.5102316449956779,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,100,0.5,320000.0,100.0,100.0,0.0,0.7148917133441226,0.4970512381130574,0.4965401069121117,0.75375,0.5113381646589114,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,100,0.5,320000.0,100.0,100.0,0.0,0.7185033880218445,0.5009247400280773,0.5004148219405185,0.7525000000000001,0.5104582525174926,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,100,0.5,320000.0,100.0,100.0,0.0,0.7170461242409414,0.500865293148015,0.5003526163486905,0.75125,0.5132156122375204,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,100,0.5,320000.0,100.0,100.0,0.0,0.719318176758327,0.5025433967392486,0.5020327826416837,0.75375,0.5100605794879232,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,108,0.54,345600.0,108.0,108.0,0.0,0.7129971313294778,0.4947741373640516,0.4942622119768727,0.7525000000000001,0.5102838705610053,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,108,0.54,345600.0,108.0,108.0,0.0,0.7172874145530173,0.4996109388391583,0.4991002233030103,0.7512500000000001,0.5098559610535195,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,108,0.54,345600.0,108.0,108.0,0.0,0.7153356926132668,0.49902365297257234,0.49850992585422416,0.75,0.512748012824435,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,108,0.54,345600.0,108.0,108.0,0.0,0.7174214699143573,0.5004825557755305,0.4999711849113646,0.7525000000000001,0.5098241482057964,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,117,0.585,374400.0,117.0,117.0,0.0,0.7112141642405896,0.4924164891771523,0.4919039690617988,0.7512500000000001,0.5085055546289974,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,117,0.585,374400.0,117.0,117.0,0.0,0.716135662982357,0.49825573116553945,0.49774427566520796,0.7512500000000001,0.5090203779136676,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,117,0.585,374400.0,117.0,117.0,0.0,0.7137862319120669,0.49723859209272103,0.4967239162519559,0.7475,0.5115511986910656,0.0,0.3581375190341678,0.7286477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,117,0.585,374400.0,117.0,117.0,0.0,0.7154831632417129,0.49830174490076207,0.49778961343284,0.7500000000000001,0.5093862207733555,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,125,0.625,400000.0,125.0,125.0,0.0,0.7098293121321297,0.49050177934203243,0.4899888994486066,0.75125,0.5068432915373218,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,125,0.625,400000.0,125.0,125.0,0.0,0.7153097801637539,0.49725276834804444,0.496740768447262,0.7500000000000001,0.5082855755627824,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,125,0.625,400000.0,125.0,125.0,0.0,0.7126494487554456,0.495729998073118,0.4952147468038195,0.7462500000000001,0.5098482280401173,0.0,0.3581375190341678,0.7286477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,125,0.625,400000.0,125.0,125.0,0.0,0.7140019528528541,0.49648393332586205,0.49597128080795927,0.74875,0.5086191497173294,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,133,0.665,425600.0,133.0,133.0,0.0,0.7085641493518647,0.48871078997968365,0.48819767457312546,0.7475,0.5052566450394884,0.0,0.36138685991337355,0.7298977216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,133,0.665,425600.0,133.0,133.0,0.0,0.714528615415236,0.49625832765505384,0.49574592277204466,0.74875,0.5074720140691659,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,133,0.665,425600.0,133.0,133.0,0.0,0.7116424372041665,0.49424682144315035,0.4937311793424203,0.7462500000000001,0.5076087056799414,0.0,0.3581375190341678,0.7286477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,133,0.665,425600.0,133.0,133.0,0.0,0.7127126686010166,0.49474814647819954,0.494235128652849,0.74875,0.5073846821691541,0.0,0.36138685991337355,0.7298977216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,142,0.71,454400.0,142.0,142.0,0.0,0.7073176440130902,0.4869341453131587,0.48642083036043415,0.7475,0.5036391054252585,0.0,0.36138685991337355,0.7298977216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,142,0.71,454400.0,142.0,142.0,0.0,0.7136863379512652,0.4951752396799928,0.4946624463585033,0.7462500000000001,0.5064227853467179,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,142,0.71,454400.0,142.0,142.0,0.0,0.7106822618841349,0.49265014728744694,0.49213437019688244,0.7462500000000001,0.5043169982723591,0.0,0.35250024063813834,0.7261477216369079,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,3,142,0.71,454400.0,142.0,142.0,0.0,0.7115275578226907,0.4929282783327438,0.4924150538431087,0.7475,0.5053933906171586,0.0,0.3581375190341678,0.7286477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,0,150,0.75,480000.0,150.0,150.0,0.0,0.7063374122376457,0.4855258076522738,0.4850123705110819,0.7475,0.5023690824102487,0.0,0.36138685991337355,0.7298977216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,1,150,0.75,480000.0,150.0,150.0,0.0,0.7129923659747255,0.494235256135507,0.4937222339055152,0.7450000000000001,0.5053143981461057,0.0,0.36550095012754413,0.7311477216369078,False,nan,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, canonical",b914b1c481c4dcc20022dd4a196ddcc1,c87203a12406cc5114b7ffa2d8877465,False,2,150,0.75,480000.0,150.0,150.0,0.0,0.7100189737997402,0.491334824646145,0.4908191431684281,0.7450000000000001,0.5006389814787278,0.0,0.35250024063813834,0.7261477216369079,False,nan,reject,1.0,BAOAB,0.0,0.0
