method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,0,0,0.0,0.0,0.0,0.0,0.0,1.3564275390894247,0.4299992283002496,0.4297721521571457,0.6166510989000662,0.7013438273190242,1.014215377945534,1.0,0.5,1.0018946624321943,0.04193728450462131,1.0135091871298225,0.027567328449603523,False,nan,reject,1.7,,
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,1,0,0.0,0.0,0.0,0.0,0.0,1.3538375421919024,0.42904694394861365,0.428819872586103,0.6150262617972384,0.6998920499478875,1.0109592375287553,1.0,0.5,0.9982828998258474,0.03470448042402374,1.0026318588556944,0.013006455738574618,False,nan,reject,1.7,,
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,2,0,0.0,0.0,0.0,0.0,0.0,1.3571492080415675,0.4301329950407319,0.42990599245039895,0.6208501049157646,0.7017224227085379,1.0146714654828075,1.0,0.5,1.0020194428348992,0.04205921374234789,1.0135052043313366,0.027316129437074843,False,nan,reject,1.7,,
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,3,0,0.0,0.0,0.0,0.0,0.0,1.3551174338826633,0.42936459646738945,0.42913753268125465,0.6122023320028024,0.7005303852455076,1.0124003586576067,1.0,0.5,0.9994472786889733,0.03701813950720734,1.0060706191052737,0.017539403428190492,False,nan,reject,1.7,,
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,0,8,0.02,64000.0,8.0,8.0,0.0,1.3141235464151444,0.4148001441222836,0.4145656383334283,0.5136601253349742,0.6794222288683862,0.9829498270556574,0.996,0.496,0.9809613867909255,0.02275825105717244,0.9802683639220255,0.04221755895353374,False,nan,reject,1.7,3.125e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,1,8,0.02,64000.0,8.0,8.0,0.0,1.3174704375131263,0.41614242263488443,0.4159081344061857,0.5139142892117752,0.6809692974481091,0.9867412413332399,0.9975,0.49750000000000005,0.9855714297578491,0.030718555385207957,1.0093463774317728,0.10598513721351377,False,nan,reject,1.7,3.125e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,2,8,0.02,64000.0,8.0,8.0,0.0,1.3087838824121854,0.4115047912206252,0.4112689885840839,0.5027519315756401,0.676426677195794,0.9778879414699924,0.9965,0.49650000000000005,0.9772523240083536,0.015726251693944815,0.984030306078459,0.015921025585014292,False,nan,reject,1.7,3.125e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,3,8,0.02,64000.0,8.0,8.0,0.0,1.321867519734936,0.4177657825256791,0.4175315554749981,0.5191411079422288,0.6837581042136297,0.99303048,0.9975,0.49750000000000005,0.9930306639627652,0.040852099830104294,1.025661519649079,0.07150211830180042,False,nan,reject,1.7,3.125e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,0,17,0.0425,136000.0,17.0,17.0,0.0,1.301449295905564,0.405935157118382,0.4056967689835045,0.4973121302740946,0.671588855754631,0.9702960640840417,0.9935,0.49350000000000005,0.9701528911226985,0.010383787064076944,0.9779694269076464,0.018604564499694942,False,nan,reject,1.7,8.088235294117648e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,1,17,0.0425,136000.0,17.0,17.0,0.0,1.3032938147147854,0.4073699339420318,0.40713218840779763,0.5019718978780698,0.672794289238072,0.9722946410674274,0.994,0.494,0.972125210563908,0.012195481053879131,0.9779683029114202,0.010476714806863963,False,nan,reject,1.7,8.088235294117648e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,2,17,0.0425,136000.0,17.0,17.0,0.0,1.2948598613854034,0.40424095957643313,0.40400226974597275,0.49560812250079445,0.6688360495233252,0.9656813419206587,0.993,0.493,0.9651663573059229,0.000894834141953238,0.960608522534766,0.015020013761974704,False,nan,reject,1.7,8.088235294117648e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,3,17,0.0425,136000.0,17.0,17.0,0.0,1.3108380490688436,0.4077185745789109,0.4074795613848702,0.5053302706698202,0.6743224752990158,0.9818119239736349,0.9945,0.49450000000000005,0.9816580102603839,0.04834836467729153,1.121890882959749,0.6572679682159902,False,nan,reject,1.7,8.088235294117648e-05,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,0,25,0.0625,200000.0,25.0,25.0,0.0,1.2933783489480932,0.4020008733331797,0.40176079399381415,0.4932610836538326,0.6672098389855446,0.9639160896007253,0.9915,0.49150000000000005,0.9639078965150953,0.004006304029969043,0.964265295572843,0.004110834606998237,False,nan,reject,1.7,0.000135,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,1,25,0.0625,200000.0,25.0,25.0,0.0,1.2956023321945458,0.4043472037806234,0.4041084787958926,0.4940053637415708,0.6687980968393514,0.9657953235493852,0.994,0.494,0.9655302514364152,0.0028855607057830523,0.9619097610040453,0.011731770558328636,False,nan,reject,1.7,0.000135,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,2,25,0.0625,200000.0,25.0,25.0,0.0,1.2943917776457181,0.40117530097557896,0.4009349145194805,0.4931266674977668,0.66650013928276,0.9641535174512953,0.992,0.492,0.9632177501373865,0.011171875559752187,1.0208856893463734,0.3243390810913048,False,nan,reject,1.7,0.000135,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,3,25,0.0625,200000.0,25.0,25.0,0.0,1.2980738323237708,0.4024832655943609,0.4022427687086336,0.4942870107701779,0.6684864246062431,0.9690659680000001,0.9915,0.49150000000000005,0.9690660465701686,0.022252345276755348,1.040401039090788,0.3596088124747422,False,nan,reject,1.7,0.000135,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,0,33,0.0825,264000.0,33.0,33.0,0.0,1.2912122398686452,0.39705464658609435,0.3968114686382377,0.49406621621120556,0.6644243771427513,0.9612875267471797,0.9885,0.48850000000000005,0.9612554073949477,0.012342052023752825,0.9725668116435399,0.0214939241695139,False,nan,reject,1.7,0.00016666666666666666,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,1,33,0.0825,264000.0,33.0,33.0,0.0,1.296722254291146,0.4027824563958744,0.4025421319853444,0.4925343259722698,0.6682356304948648,0.966983478159084,0.991,0.491,0.9652444173292397,0.015207391755661104,0.958766716682245,0.03989116586585506,False,nan,reject,1.7,0.00016666666666666666,0.0
FLA,"FLA alpha=1.7, canonical",f3178da7b0a518ce87a471d07e026fce,8da7d73e85753d4e79f54062070fbc7b,False,2,33,0.0825,264000.0,33.0,33.0,0.0,1.2925265600585225,0.3965401652968654,0.396296788622179,0.49080583134458833,0.6640784186531411,0.9620224585900803,0.988,0.488,0.961843443823601,0.019384037076365268,1.0304281531173074,0.34329937733404925,False,nan,reject,1.7,0.00016666666666666666,0.0
