method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2817758035944178,0.30157914930105745,0.022500823214311128,0.9997649126453324,0.3007098484923416,0.676619318181681,0.676619318181681,0.0,0.001655990466582152,0.002480753435604023,0.05614707699425832,5.823863636363635e-05,1.2718006783350921,0.01791867320695717,1.2825598002762055,0.7175,0.715,0.5275000000000001,1.005785296379244,0.8697127619361095,0.10465428400487368,0.20750000000000002,0.021030319270320615,0.037967828182388974,0.03547600662316275,0.32249999999999995,0.0024092007546845768,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9995979591172676,0.14814745032395324,0.002982428113769352,0.00995894196533827,0.0,2.2905047913748615,1.0187041130397694,0.4997773776643457,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02339872062263242,0.0001252519596836638,0.0001252519596836638,0.019482351612889977,2.0170231400850436,0.004997558378830647,2.0120436691023746,1.808739616171451e-05,2.012046904523864,2.1322817651103776e-05,2.0119782905520016,-4.7291154211315245e-05,2.012061772118895,3.6190412682213235e-05,2.0120501131528483,2.4531446635389642e-05,2.0122690751839127,0.00024349347769980767,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,,,,,,
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2815529959277216,0.30139605863719454,0.024263613782723514,0.9997618961982258,0.30052675353679126,0.676619318181681,0.676619318181681,0.0,0.0013929148012201229,0.002598768509509003,0.0554034369056564,5.823863636363635e-05,1.0697585673370547,0.017919079657106818,1.2820444202117733,0.7050000000000001,0.7050000000000001,0.53,1.005673217506491,0.869713957809017,0.10431024517666863,0.21999999999999997,0.02257845205568146,0.04854635697907095,0.04603558761968751,0.3475,0.0025244369594739535,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996020630018918,0.14991024089236563,0.002719352448407323,0.01007695703924325,0.0,2.088462680376824,1.0187041130397694,0.49977778411449536,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02248590751493279,-0.00023580645844575228,-0.00023580645844575228,0.021024005608760412,2.0156031595219295,0.0049876045928467505,2.0105646810023075,-5.087392677527447e-05,2.0106465810282588,3.102609917604582e-05,2.0106915353885375,7.598045945478304e-05,2.0106821175378435,6.656260876081177e-05,2.0106783053079256,6.275037884284629e-05,2.0106822013899253,6.664646084253434e-05,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,,,,,,
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2824017951624085,0.3016574001368194,0.019251232833560727,0.9997849044251644,0.30078812367480345,0.676619318181681,0.676619318181681,0.0,0.0014765554309225332,0.0022655240425238114,0.05666585054900399,5.823863636363635e-05,1.1339945709485055,0.017941474007127534,1.282887719715289,0.7125,0.7125,0.5425,1.0054259045589644,0.870909480154397,0.10524751640816053,0.15250000000000008,0.01757910371939012,0.0252793397252421,0.02280317541485577,0.2875,0.0021916753121164483,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996285561785824,0.14489785994320284,0.0028029930781097332,0.009743712572258059,0.0,2.152698683988275,1.0187041130397694,0.4998001784645161,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020864320141691057,-0.0002979895720544484,-0.0002979895720544484,0.018451817900537973,2.0179998993206714,0.004925505556141907,2.0131280430345426,5.364927001316744e-05,2.0131334897657314,5.9096001201908166e-05,2.0130631895184523,-1.1204246077145541e-05,2.0131135812553707,3.9187490841197103e-05,2.0129467224200055,-0.00012767134452396078,2.0130250048276155,-4.938893691397439e-05,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,,,,,,
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2818385833195318,0.3013422943580333,0.01990925554055628,0.9997773392093415,0.30047301097229995,0.676619318181681,0.676619318181681,0.0,0.0013909187992074753,0.0023097500432181306,0.055186704629109164,5.823863636363635e-05,1.0682256377913413,0.01791555018921387,1.2818999493950274,0.7150000000000001,0.7075,0.5275000000000001,1.005264272742209,0.8703481338010631,0.10424473747794498,0.1625000000000001,0.0181417916826624,0.026476591238993263,0.023998642881084664,0.3025000000000001,0.0022354184931830784,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996226668954835,0.1455558826501984,0.0027173564463946753,0.009787938572952378,0.0,2.0869297508311107,1.0187041130397694,0.4997742546466024,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.021156579360869066,0.0017019091630893334,0.0017019091630893334,0.019173257897372085,2.015172288813225,0.004929963851218577,2.010278319526749,3.599456474256968e-05,2.010233722898216,-8.602063790608128e-06,2.0102318668332164,-1.0458128790080679e-05,2.010320851563375,7.852660136853373e-05,2.010208229036511,-3.409592549541429e-05,2.0102182575978493,-2.4067364157165372e-05,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,,,,,,
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,0,10,0.02,16000.0,10.0,10.0,0.0,0.2992105398770064,1.257906826502877,0.29209670321330683,0.008096009648427466,0.9654556538472316,0.29119358749162905,0.6641193181816809,0.6641193181816809,0.0,0.11516106287972203,0.00011372856339257956,0.07561794034824566,5.823863636363635e-05,88.4436962916265,0.016276335235141715,1.272311589422447,0.6699999999999999,0.6725000000000001,0.445,0.9823915112605351,0.8658658300324461,0.10095234674335092,0.20750000000000002,0.0396492914985399,0.04559938639060801,0.04348745800047449,0.08750000000000002,0.0002261113171119054,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9651378690485911,0.13374263675806958,0.11648750052690923,0.0073644599663416676,0.0,89.46240040466627,1.0187041130397694,0.46558236922224683,0.48185870445738854,0.9874999999999899,395,0.0025,1,0.01,4,0.0,0,0,3.4074782344232073,0.03466896742613096,0.03466896742613096,2.892263305683983,2.0549724037164503,0.07080220239737534,2.0512901737332796,0.06711997241420464,2.049430410875674,0.06526020955659906,2.0486621199694537,0.06449191865037873,2.0484226783038633,0.06425247698478831,2.0483105946655593,0.06414039334648436,2.0483370802989134,0.06416687897983842,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0019375000000000004,31,0.9687500000000001,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,1,10,0.02,16000.0,10.0,10.0,0.0,0.30330387096630324,1.259548085091617,0.29288812030999034,0.03088843069078298,0.9522566384007403,0.2919791915899883,0.666619318181681,0.666619318181681,0.0,0.2484426876138397,0.0001807510896096971,0.09123664497846977,5.823863636363635e-05,190.8039840874289,0.047480531558422356,1.2746835540163828,0.6799999999999999,0.675,0.4575000000000001,1.008244198931719,0.8491303584902088,0.10644935353528168,0.1975,0.06320792956468209,0.04728757813622442,0.045128875508563815,0.07750000000000001,0.00027480981740823495,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9517619683713123,0.1565350578004251,0.2497691252610269,0.00729743744012455,0.0,191.82268820046866,1.0187041130397694,0.4343781728989662,0.48185870445738854,0.9899999999999899,396,0.0075,3,0.0025,1,0.0,0,0,6.137073608036866,0.0541722302035033,0.0541722302035033,2.590502131687706,2.0846007993524047,0.09589037469155048,2.080952080632343,0.0922416559714887,2.0791542959839218,0.09044387132306753,2.0784085355902735,0.08969811092941926,2.078238713504403,0.08952828884354869,2.0781917850579457,0.08948136039709143,2.078253075086978,0.08954265042612386,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0019375000000000004,31,0.9687500000000001,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,2,10,0.02,16000.0,10.0,10.0,0.0,0.30740656990103615,1.2624603373898382,0.29557672576921445,0.018690803988461402,0.9682715445587231,0.2946768261583719,0.6691193181816809,0.6691193181816809,0.0,0.16872174662791364,0.00016166695374968468,0.08630018674960462,5.823863636363635e-05,129.57830141023763,0.030910465562003164,1.28213845891266,0.6775,0.675,0.45,1.0057684482962177,0.8526654606691639,0.10410538317971607,0.21000000000000002,0.051352702665819136,0.05115221480511223,0.04903850541524479,0.08250000000000002,0.0002445854703946504,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9679419524059562,0.1443374310981035,0.17004818427510085,0.0073165215759845624,0.0,130.5970055232774,1.0187041130397694,0.4509482388953854,0.48185870445738854,0.9924999999999898,397,0.005,2,0.0025,1,0.0,0,0,3.79845276242993,0.01209125715905926,0.01209125715905926,1.9936772612471958,2.0752225568048113,0.06540411519501133,2.071564296016819,0.061745854407019074,2.0698296835334506,0.060011241923650704,2.069112202667958,0.05929376105815809,2.0688256034591803,0.059007161849380374,2.0687523806702464,0.058933939060446416,2.068636622144722,0.05881818053492216,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0019375000000000004,31,0.9687500000000001,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,3,10,0.02,16000.0,10.0,10.0,0.0,0.29829278808978443,1.2560567954366335,0.29027265216226206,0.04555316945072971,0.9491917896605526,0.28935407684491,0.6641193181816809,0.6641193181816809,0.0,0.30031565713266495,0.00011590199974959112,0.1012048937769763,5.823863636363635e-05,230.64242467788674,0.06465543230892434,1.2785894495780794,0.6725000000000001,0.6625000000000001,0.4650000000000001,0.9869251231463266,0.8694246710548416,0.11004240227118359,0.22000000000000003,0.07501561572671607,0.04735157203299167,0.04515871141758121,0.08500000000000008,0.00025254451880960227,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9487142732151003,0.17119979656037182,0.30164209477985215,0.007362286529984656,0.0,231.6611287909265,1.0187041130397694,0.4172032721484642,0.48185870445738854,0.9874999999999899,395,0.005,2,0.0075,3,0.0,0,0,4.135902043779804,0.029909816360547452,0.029909816360547452,5.144895329094204,2.103632573683397,0.10167116792619302,2.0999514304184044,0.09799002466120044,2.098126830618395,0.09616542486119117,2.09741584012368,0.09545443436647627,2.097227378304233,0.09526597254702907,2.0972223878167324,0.09526098205952849,2.097215983270387,0.09525457751318323,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0019375000000000004,31,0.9687500000000001,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,0,21,0.042,33600.0,21.0,21.0,0.0,0.29095057011964437,1.2448456760101059,0.28740608311888693,0.10230681901543062,0.9157330374357395,0.28645493556389423,0.6591193181816808,0.6591193181816808,0.0,0.5300514410493009,8.85568785786205e-05,0.15472343896820825,5.823863636363635e-05,407.0795067258631,0.12056201778509323,1.2921878679668142,0.645,0.645,0.4025,0.9879714960135699,0.8708463853407582,0.11880377122654195,0.18,0.12386439811765501,0.03113475057728099,0.02892663866066203,0.04749999999999999,0.0001672755887857233,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9150792847439708,0.22795344612507273,0.5313778786964881,0.007566745408312868,0.0,408.09821083890284,1.0187041130397694,0.3612966866722953,0.48185870445738854,0.98249999999999,393,0.005,2,0.0125,5,0.0,0,0,8.13324346432246,0.02012172242899502,0.02012172242899502,7.252121544250727,2.206550533708745,0.1660202549111962,2.2027671610045885,0.16223688220703947,2.200588335423403,0.16005805662585404,2.199357100916749,0.15882682211920018,2.1987167879831135,0.15818650918556454,2.1984706812487174,0.15794040245116836,2.198375378215164,0.15784509941761504,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0023863636363636366,73,1.0863095238095235,0.0,0.0,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,6301bacd8069f5c726e241e2afe2fb0c,True,1,21,0.042,33600.0,21.0,21.0,0.0,0.27335435924553886,1.2265247558844474,0.2776996043954385,0.09481601837209136,0.8861547653419634,0.27672569212040565,0.6466193181816806,0.6466193181816806,0.0,0.4489751059068611,0.00025013727332639287,0.14306409145404117,5.823863636363635e-05,344.8128813364693,0.1116021214159062,1.2649138612710367,0.6275000000000001,0.64,0.4075,0.9920244970196757,0.8386998696734375,0.11844662563306528,0.125,0.11121329003512515,0.01846244542079778,0.01616448188645503,0.057499999999999996,0.0002330089256265259,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.8849627193182097,0.22046264548173347,0.45030154355404833,0.00772832580306064,0.0,345.831585449509,1.0187041130397694,0.37025658304148235,0.48185870445738854,0.9699999999999903,388,0.015000000000000001,6,0.015000000000000001,6,0.0,0,0,13.51279398712395,0.1602252266755459,0.1602252266755459,7.3379934692625906,2.1845879836933757,0.22307854562324758,2.1807238207918456,0.21921438272171745,2.178400137924782,0.21689069985465403,2.177092449527401,0.215583011457273,2.176369619834754,0.21486018176462585,2.176075324935685,0.2145658868655569,2.176035128087422,0.21452569001729405,True,1.3856211183947165,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0023863636363636366,73,1.0863095238095235,0.0,0.0,0.0
