method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,3944,19.72,9796255834.140623,3061329.9481689446,3944.0,4038656.0,0.03498377986878792,7.064812704427048e-05,-0.0009051654661177411,0.019999999999999907,0.05444049927363526,0.0,0.0002275342802768455,0.017275241291206334,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005072916666666665,239.2425769468161,63157,0.0,1.00083988336714,0.0,8.636536511156187e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,3944,19.72,9796255834.140623,3061329.9481689446,3944.0,4038656.0,0.05896027869126118,0.0004080067801975895,-0.0005640164245301893,0.04000000000000001,0.061866556749509694,0.0,0.0006850694365323094,0.03135227836309222,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005072916666666665,239.2425769468161,63157,0.0,1.00083988336714,0.0,8.636536511156187e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4003,20.015,9942802257.62295,3107125.705507172,4003.0,4099072.0,0.05125222407594297,0.00023072372793475626,-0.0007555709616582362,0.04375000000000007,0.06616906000106415,0.0,0.00031947544368186864,0.021352278363092198,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0047563559322033894,459.50589965502235,64055,0.0,1.0001092930302273,0.0,8.587309517861603e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4003,20.015,9942802257.62295,3107125.705507172,4003.0,4099072.0,0.07210718329609062,0.0009164314957204045,-5.0320508902745864e-05,0.04500000000000004,0.05935099066425453,0.0,0.00034976537975936386,0.024077037071885826,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0047563559322033894,459.50589965502235,64055,0.0,1.0001092930302273,0.0,8.587309517861603e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4003,20.015,9942802257.62295,3107125.705507172,4003.0,4099072.0,0.05360723465864649,0.0002877822602842528,-0.0006922542311849078,0.03249999999999997,0.06322942841608414,0.0,0.0001334627531836695,0.014775241291206331,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0047563559322033894,459.50589965502235,64055,0.0,1.0001092930302273,0.0,8.587309517861603e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4003,20.015,9942802257.62295,3107125.705507172,4003.0,4099072.0,0.03478884580612074,5.515467526429063e-05,-0.0009257731103220479,0.025000000000000022,0.06131533265185951,0.0,0.0004031161252944607,0.022602278363092212,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0047563559322033894,459.50589965502235,64055,0.0,1.0001092930302273,0.0,8.587309517861603e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4062,20.31,10089348681.105278,3152921.4628453995,4062.0,4159488.0,0.06853393118897014,0.0008814055845478563,-0.0001026307027739426,0.03875000000000001,0.061310737784397995,0.0,8.477663703707994e-06,0.003525241291206377,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005037076271186441,141.43050840180743,65006,0.0,1.0002154111275234,0.0,8.6164451009355e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4062,20.31,10089348681.105278,3152921.4628453995,4062.0,4159488.0,0.08247395224000455,0.001242332313219241,0.00027635562340977415,0.04249999999999998,0.05712486412394113,0.0,0.0006398642336233884,0.03282703707188582,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005037076271186441,141.43050840180743,65006,0.0,1.0002154111275234,0.0,8.6164451009355e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4062,20.31,10089348681.105278,3152921.4628453995,4062.0,4159488.0,0.057956046837524824,0.00069474188409957,-0.000293060870825812,0.04375000000000001,0.06187993719437468,0.0,0.0001072016822271705,0.01352524129120633,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005037076271186441,141.43050840180743,65006,0.0,1.0002154111275234,0.0,8.6164451009355e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4062,20.31,10089348681.105278,3152921.4628453995,4062.0,4159488.0,0.04849249196642105,0.00021413891965282872,-0.000766591359403157,0.027499999999999997,0.06654136143319711,0.0,0.0005985168650775039,0.030102278363092205,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005037076271186441,141.43050840180743,65006,0.0,1.0002154111275234,0.0,8.6164451009355e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4122,20.61,10238378942.273745,3199493.4194605453,4122.0,4220928.0,0.07942883877785567,0.0015694653279829662,0.0005941963208929701,0.0475000000000001,0.06097613060290308,0.0,1.546284212852907e-05,0.004897721636907798,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005203125000000002,172.3806473950825,66005,0.0,1.0008036147501214,0.0,8.566836487142164e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4122,20.61,10238378942.273745,3199493.4194605453,4122.0,4220928.0,0.09891181902640957,0.0024971129014746962,0.001533617586441216,0.05500000000000005,0.06287290336002005,0.0,0.0004093541464088241,0.027827037071885802,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005203125000000002,172.3806473950825,66005,0.0,1.0008036147501214,0.0,8.566836487142164e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4122,20.61,10238378942.273745,3199493.4194605453,4122.0,4220928.0,0.04815699337544021,0.0003290497653920532,-0.0006516562864564701,0.03999999999999998,0.0609358106156056,0.0,0.00021490629976444813,0.016352278363092193,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005203125000000002,172.3806473950825,66005,0.0,1.0008036147501214,0.0,8.566836487142164e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4122,20.61,10238378942.273745,3199493.4194605453,4122.0,4220928.0,0.055067465609960106,0.00018402694185959412,-0.0007959234276789795,0.0325,0.06448955391097466,0.0,0.0001847442954649905,0.016352278363092193,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005203125000000002,172.3806473950825,66005,0.0,1.0008036147501214,0.0,8.566836487142164e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4181,20.905,10384925365.756071,3245289.176798772,4181.0,4281344.0,0.09478045431973726,0.002042907307334807,0.0010621267632179299,0.05625000000000002,0.06114332474223172,0.0,9.094732985731667e-05,0.011147721636907804,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053389830508474585,161.47162545612284,67013,0.0,1.0017489834967712,0.0,8.595431714900741e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4181,20.905,10384925365.756071,3245289.176798772,4181.0,4281344.0,0.09078938148085355,0.0016517600036417557,0.0006868654821094999,0.04500000000000004,0.059332065595068983,0.0,0.0007094048733612968,0.03657703707188582,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053389830508474585,161.47162545612284,67013,0.0,1.0017489834967712,0.0,8.595431714900741e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4181,20.905,10384925365.756071,3245289.176798772,4181.0,4281344.0,0.054223522494301506,0.0002917093478673749,-0.0006908191182509738,0.03125,0.06299426324243707,0.0,0.00019269681427460457,0.016352278363092193,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053389830508474585,161.47162545612284,67013,0.0,1.0017489834967712,0.0,8.595431714900741e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4181,20.905,10384925365.756071,3245289.176798772,4181.0,4281344.0,0.04212844857503065,0.00010538342864763184,-0.0008760622810124463,0.03500000000000003,0.0640806668176841,0.0,0.0005861413291379921,0.028852278363092204,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0053389830508474585,161.47162545612284,67013,0.0,1.0017489834967712,0.0,8.595431714900741e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4241,21.205000000000002,10533955626.92454,3291861.133413919,4241.0,4342784.0,0.08507577989493251,0.001615435617356109,0.0006380113222268502,0.057499999999999996,0.05897168814488696,0.0,3.75985673038955e-05,0.0073977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004932291666666667,140.4348481097037,67960,0.0,1.0015326573921246,0.0,8.694883282244753e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4241,21.205000000000002,10533955626.92454,3291861.133413919,4241.0,4342784.0,0.1035596481916627,0.002593175582842666,0.0016267127441200735,0.05375000000000002,0.06286308921232275,0.0,0.00028765528817800354,0.021577037071885824,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004932291666666667,140.4348481097037,67960,0.0,1.0015326573921246,0.0,8.694883282244753e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4241,21.205000000000002,10533955626.92454,3291861.133413919,4241.0,4342784.0,0.05753879994511471,0.00044057211720371914,-0.0005443091137703471,0.04250000000000009,0.06338308899627498,0.0,0.00012652288942526608,0.01352524129120633,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004932291666666667,140.4348481097037,67960,0.0,1.0015326573921246,0.0,8.694883282244753e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4241,21.205000000000002,10533955626.92454,3291861.133413919,4241.0,4342784.0,0.0537696827532331,0.0002294758309161482,-0.0007503498429256572,0.021250000000000047,0.06696845532695062,0.0,0.00021687546940186357,0.017602278363092194,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004932291666666667,140.4348481097037,67960,0.0,1.0015326573921246,0.0,8.694883282244753e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4300,21.5,10680502050.406866,3337656.8907521456,4300.0,4403200.0,0.1104772059374142,0.004019618901125566,0.003048613870526684,0.08375000000000005,0.06519605629930425,0.0,0.0003056887679382934,0.021474758708793645,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004968220338983054,153.13119811157756,68898,0.0,1.0014244186046513,0.0,8.720930232558139e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4300,21.5,10680502050.406866,3337656.8907521456,4300.0,4403200.0,0.08759440281445965,0.0013535045422721215,0.00037567427234275197,0.05250000000000005,0.06259363341806157,0.0,0.00014022455475913922,0.01657703707188582,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004968220338983054,153.13119811157756,68898,0.0,1.0014244186046513,0.0,8.720930232558139e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4300,21.5,10680502050.406866,3337656.8907521456,4300.0,4403200.0,0.05919914398680918,0.0006959586936093887,-0.0002971215898456281,0.04375000000000007,0.061380460362935985,0.0,0.00039513786718259683,0.02717296292811419,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004968220338983054,153.13119811157756,68898,0.0,1.0014244186046513,0.0,8.720930232558139e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4300,21.5,10680502050.406866,3337656.8907521456,4300.0,4403200.0,0.0506838643998932,0.00029316584298899606,-0.0006831961861203384,0.043749999999999956,0.06181391112177492,0.0,0.00023743694720392526,0.018852278363092195,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.004968220338983054,153.13119811157756,68898,0.0,1.0014244186046513,0.0,8.720930232558139e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4359,21.795,10827048473.889193,3383452.648090373,4359.0,4463616.0,0.10960405451285507,0.003598078096197388,0.002635392341558629,0.07625000000000004,0.060444595873456075,0.0,0.00039226071901097073,0.023974758708793675,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00513241525423729,360.2553778398163,69867,0.0,1.0017635925671025,0.0,8.602890571231935e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4359,21.795,10827048473.889193,3383452.648090373,4359.0,4463616.0,0.0917822531960096,0.0015776860411611526,0.0005978327064091182,0.05499999999999999,0.064910665706021,0.0,7.056019197639518e-05,0.011577037071885815,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00513241525423729,360.2553778398163,69867,0.0,1.0017635925671025,0.0,8.602890571231935e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4359,21.795,10827048473.889193,3383452.648090373,4359.0,4463616.0,0.07917802635837383,0.0012456954817615662,0.00025340079475677513,0.04750000000000004,0.06237090475994256,0.0,0.0003711653810729177,0.02592296292811419,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00513241525423729,360.2553778398163,69867,0.0,1.0017635925671025,0.0,8.602890571231935e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4359,21.795,10827048473.889193,3383452.648090373,4359.0,4463616.0,0.03847759430938559,4.510772729471313e-05,-0.0009355636994270444,0.02124999999999999,0.06580575163741076,0.0,0.00048466569098511007,0.025102278363092187,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00513241525423729,360.2553778398163,69867,0.0,1.0017635925671025,0.0,8.602890571231935e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4419,22.095,10976078735.057661,3430024.604705519,4419.0,4525056.0,0.1051158640012596,0.002654150345575701,0.0016866825736256974,0.07,0.06280061119818103,0.0,0.0002436312328246014,0.020224758708793672,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,5.208333333333333e-06,0.005098958333333334,679.5015141837808,70846,7.07173568680697e-08,1.002008372935053,0.0,8.698234894772573e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4419,22.095,10976078735.057661,3430024.604705519,4419.0,4525056.0,0.08464448353197078,0.0012134415804174736,0.00024036711941077815,0.03875000000000001,0.06336458739201556,0.0,6.507245396337276e-05,0.010327037071885814,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,5.208333333333333e-06,0.005098958333333334,679.5015141837808,70846,7.07173568680697e-08,1.002008372935053,0.0,8.698234894772573e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4419,22.095,10976078735.057661,3430024.604705519,4419.0,4525056.0,0.09421639269436458,0.0023373556131055517,0.0013565330997129532,0.06500000000000006,0.058033370913499915,0.0,0.0002180095412395661,0.01864772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,5.208333333333333e-06,0.005098958333333334,679.5015141837808,70846,7.07173568680697e-08,1.002008372935053,0.0,8.698234894772573e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4419,22.095,10976078735.057661,3430024.604705519,4419.0,4525056.0,0.05533611626806334,0.0002537775236525208,-0.0007222433613178758,0.027499999999999997,0.06656742413710892,0.0,0.0008199662136015766,0.03510227836309218,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,5.208333333333333e-06,0.005098958333333334,679.5015141837808,70846,7.07173568680697e-08,1.002008372935053,0.0,8.698234894772573e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4478,22.39,11122625158.539988,3475820.3620437463,4478.0,4585472.0,0.07241888484977427,0.0007229496930868384,-0.0002638302224674538,0.03874999999999995,0.06219513188499315,0.0,7.237320533176822e-06,0.003525241291206349,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048834745762711875,207.88690144028905,71768,6.978561857972309e-08,1.0016748548459133,0.0,8.653416703885663e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4478,22.39,11122625158.539988,3475820.3620437463,4478.0,4585472.0,0.09133163867606645,0.0017224546134847474,0.0007498810688287838,0.04625000000000001,0.05573559574396969,0.0,8.092560288520305e-05,0.011474758708793636,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048834745762711875,207.88690144028905,71768,6.978561857972309e-08,1.0016748548459133,0.0,8.653416703885663e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4478,22.39,11122625158.539988,3475820.3620437463,4478.0,4585472.0,0.1099139708871685,0.003432290324171583,0.0024438189477730132,0.07500000000000007,0.066507494272674,0.0,0.00031869664781102036,0.022397721636907814,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048834745762711875,207.88690144028905,71768,6.978561857972309e-08,1.0016748548459133,0.0,8.653416703885663e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4478,22.39,11122625158.539988,3475820.3620437463,4478.0,4585472.0,0.07182150778095851,0.0008653770211504153,-0.0001280594968342541,0.04250000000000004,0.06573335286860149,0.0,0.0014848965243327778,0.04227524129120633,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0048834745762711875,207.88690144028905,71768,6.978561857972309e-08,1.0016748548459133,0.0,8.653416703885663e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4538,22.69,11271655419.708456,3522392.3186588925,4538.0,4646912.0,0.07445172232387451,0.0011105694451750692,0.00012647051644809615,0.04375000000000007,0.06472993570438113,0.0,3.0509431786570652e-05,0.0071729629281142016,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005239583333333335,164.66022098826406,72774,6.886293521375055e-08,1.0022862494490965,0.0,8.74559277214632e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4538,22.69,11271655419.708456,3522392.3186588925,4538.0,4646912.0,0.10361733293355258,0.0026550155372964124,0.0016825553544890237,0.06500000000000006,0.06474114231888195,0.0,0.0002553689554561497,0.019077037071885822,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005239583333333335,164.66022098826406,72774,6.886293521375055e-08,1.0022862494490965,0.0,8.74559277214632e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4538,22.69,11271655419.708456,3522392.3186588925,4538.0,4646912.0,0.08584604608085891,0.0013382076546524235,0.00035517148313846114,0.05125000000000002,0.06174810615559978,0.0,1.1324257177962576e-05,0.0040770370718858084,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005239583333333335,164.66022098826406,72774,6.886293521375055e-08,1.0022862494490965,0.0,8.74559277214632e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4538,22.69,11271655419.708456,3522392.3186588925,4538.0,4646912.0,0.0467172671480209,0.000367521715366137,-0.0006124405653425979,0.03125,0.06561240901279763,0.0,0.0014131676150064085,0.043852278363092204,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.005239583333333335,164.66022098826406,72774,6.886293521375055e-08,1.0022862494490965,0.0,8.74559277214632e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4597,22.985,11418201843.190783,3568188.07599712,4597.0,4707328.0,0.09350331516955657,0.002127284827818543,0.0011469845013309943,0.0625,0.06377187972535514,0.0,0.0001893085108246404,0.01739772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00523834745762712,147.61474068704553,73763,6.797911681531433e-08,1.0028687187296064,0.0,8.76930606917555e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4597,22.985,11418201843.190783,3568188.07599712,4597.0,4707328.0,0.09964854843480297,0.002381799956016284,0.0013984967715906516,0.05624999999999991,0.06122990557266428,0.0,0.0002484898794969182,0.01989772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00523834745762712,147.61474068704553,73763,6.797911681531433e-08,1.0028687187296064,0.0,8.76930606917555e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4597,22.985,11418201843.190783,3568188.07599712,4597.0,4707328.0,0.09318279387287966,0.0020326622838890973,0.0010569220502488763,0.04625000000000001,0.062009015963917835,0.0,7.822755995011074e-05,0.011474758708793664,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00523834745762712,147.61474068704553,73763,6.797911681531433e-08,1.0028687187296064,0.0,8.76930606917555e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4597,22.985,11418201843.190783,3568188.07599712,4597.0,4707328.0,0.04171635537834394,0.00028560001678479274,-0.0006883925715138739,0.03874999999999995,0.06416901712946033,0.0,0.0014134763321343577,0.04510227836309222,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.00523834745762712,147.61474068704553,73763,6.797911681531433e-08,1.0028687187296064,0.0,8.76930606917555e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,0,4656,23.28,11564748266.67311,3613983.8333353465,4656.0,4767744.0,0.05866736069358133,0.000283584817308169,-0.0006953378956332523,0.02749999999999997,0.0645351602544576,0.0,0.00017515847551275885,0.01635227836309222,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0049576271186440694,154.61526908832727,74699,6.711769759450171e-08,1.0027249785223367,0.0,8.792418384879725e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,1,4656,23.28,11564748266.67311,3613983.8333353465,4656.0,4767744.0,0.09391853424943619,0.0018940630283328375,0.0009133183836115277,0.050000000000000044,0.06319964302345271,0.0,7.791250341875235e-05,0.009897721636907802,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0049576271186440694,154.61526908832727,74699,6.711769759450171e-08,1.0027249785223367,0.0,8.792418384879725e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,2,4656,23.28,11564748266.67311,3613983.8333353465,4656.0,4767744.0,0.11574959078655714,0.0032192377986212106,0.0022334580831692152,0.06999999999999995,0.06301517424887126,0.0,0.0005286537715670997,0.02864772163690779,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0049576271186440694,154.61526908832727,74699,6.711769759450171e-08,1.0027249785223367,0.0,8.792418384879725e-06,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,c87203a12406cc5114b7ffa2d8877465,True,3,4656,23.28,11564748266.67311,3613983.8333353465,4656.0,4767744.0,0.039524200377004604,0.00014656624606868007,-0.000828670740910642,0.04249999999999998,0.05914608564020796,0.0,0.0007273094954110401,0.03260227836309221,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0,0.0049576271186440694,154.61526908832727,74699,6.711769759450171e-08,1.0027249785223367,0.0,8.792418384879725e-06,0.0
