step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.7570305438663122,0.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,0.0,0.0,0.0
8,0.04,26214400,0,25600,0,0,0,25600,26214400,26214400.0,0.7570305438663122,19870701.489129055,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,8.0,8192.0,6209.594215352829
17,0.085,55705600,0,54400,0,0,0,54400,55705600,55705600.0,0.7570305438663122,42225240.664399244,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,17.0,17408.0,13195.387707624765
25,0.125,81920000,0,80000,0,0,0,80000,81920000,81920000.0,0.7570305438663122,62095942.153528295,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,25.0,25600.0,19404.981922977593
33,0.165,108134400,0,105600,0,0,0,105600,108134400,108134400.0,0.7570305438663122,81966643.64265735,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,33.0,33792.0,25614.576138330423
42,0.21,137625600,0,134400,0,0,0,134400,137625600,137625600.0,0.7570305438663122,104321182.81792754,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,42.0,43008.0,32600.369630602356
50,0.25,163840000,0,160000,0,0,0,160000,163840000,163840000.0,0.7570305438663122,124191884.30705659,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,50.0,51200.0,38809.963845955186
58,0.29,190054400,0,185600,0,0,0,185600,190054400,190054400.0,0.7570305438663122,144062585.79618564,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,58.0,59392.0,45019.55806130802
67,0.335,219545600,0,214400,0,0,0,214400,219545600,219545600.0,0.7570305438663122,166417124.97145584,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,67.0,68608.0,52005.35155357995
75,0.375,245760000,0,240000,0,0,0,240000,245760000,245760000.0,0.7570305438663122,186287826.46058488,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,75.0,76800.0,58214.945768932776
83,0.41500000000000004,271974400,0,265600,0,0,0,265600,271974400,271974400.0,0.7570305438663122,206158527.94971395,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,83.0,84992.0,64424.539984285606
92,0.46,301465600,0,294400,0,0,0,294400,301465600,301465600.0,0.7570305438663122,228513067.12498412,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,92.0,94208.0,71410.33347655754
100,0.5,327680000,0,320000,0,0,0,320000,327680000,327680000.0,0.7570305438663122,248383768.61411318,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,100.0,102400.0,77619.92769191037
108,0.54,353894400,0,345600,0,0,0,345600,353894400,353894400.0,0.7570305438663122,268254470.10324222,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,108.0,110592.0,83829.52190726319
117,0.585,383385600,0,374400,0,0,0,374400,383385600,383385600.0,0.7570305438663122,290609009.2785124,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,117.0,119808.0,90815.31539953513
125,0.625,409600000,0,400000,0,0,0,400000,409600000,409600000.0,0.7570305438663122,310479710.7676415,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,125.0,128000.0,97024.90961488796
133,0.665,435814400,0,425600,0,0,0,425600,435814400,435814400.0,0.7570305438663122,330350412.25677055,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,133.0,136192.0,103234.50383024079
142,0.71,465305600,0,454400,0,0,0,454400,465305600,465305600.0,0.7570305438663122,352704951.4320407,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,142.0,145408.0,110220.29732251272
150,0.75,491520000,0,480000,0,0,0,480000,491520000,491520000.0,0.7570305438663122,372575652.92116976,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,150.0,153600.0,116429.89153786555
158,0.79,517734400,0,505600,0,0,0,505600,517734400,517734400.0,0.7570305438663122,392446354.4102988,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,158.0,161792.0,122639.48575321838
167,0.835,547225600,0,534400,0,0,0,534400,547225600,547225600.0,0.7570305438663122,414800893.585569,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,167.0,171008.0,129625.27924549032
175,0.875,573440000,0,560000,0,0,0,560000,573440000,573440000.0,0.7570305438663122,434671595.0746981,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,175.0,179200.0,135834.87346084314
183,0.915,599654400,0,585600,0,0,0,585600,599654400,599654400.0,0.7570305438663122,454542296.5638271,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,183.0,187392.0,142044.46767619596
192,0.96,629145600,0,614400,0,0,0,614400,629145600,629145600.0,0.7570305438663122,476896835.7390973,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,192.0,196608.0,149030.2611684679
200,1.0,655360000,0,640000,0,0,0,640000,655360000,655360000.0,0.7570305438663122,496767537.22822636,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,200.0,204800.0,155239.85538382074
208,1.04,681574400,0,665600,0,0,0,665600,681574400,681574400.0,0.7570305438663122,516638238.71735543,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,208.0,212992.0,161449.44959917356
217,1.085,711065600,0,694400,0,0,0,694400,711065600,711065600.0,0.7570305438663122,538992777.8926256,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,217.0,222208.0,168435.2430914455
225,1.125,737280000,0,720000,0,0,0,720000,737280000,737280000.0,0.7570305438663122,558863479.3817546,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,225.0,230400.0,174644.83730679832
233,1.165,763494400,0,745600,0,0,0,745600,763494400,763494400.0,0.7570305438663122,578734180.8708837,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,233.0,238592.0,180854.43152215116
242,1.21,792985600,0,774400,0,0,0,774400,792985600,792985600.0,0.7570305438663122,601088720.0461539,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,242.0,247808.0,187840.2250144231
250,1.25,819200000,0,800000,0,0,0,800000,819200000,819200000.0,0.7570305438663122,620959421.535283,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,250.0,256000.0,194049.81922977592
258,1.29,845414400,0,825600,0,0,0,825600,845414400,845414400.0,0.7570305438663122,640830123.024412,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,258.0,264192.0,200259.41344512877
267,1.335,874905600,0,854400,0,0,0,854400,874905600,874905600.0,0.7570305438663122,663184662.1996822,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,267.0,273408.0,207245.2069374007
275,1.375,901120000,0,880000,0,0,0,880000,901120000,901120000.0,0.7570305438663122,683055363.6888112,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,275.0,281600.0,213454.8011527535
283,1.415,927334400,0,905600,0,0,0,905600,927334400,927334400.0,0.7570305438663122,702926065.1779402,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,283.0,289792.0,219664.3953681063
