method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,bank_size,bank_refresh_policy,bank_shared_between_score_and_noise,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,0,0,0.0,0.0,0.0,0.0,0.0,0.737586164494588,0.518280861160171,0.5177822771446605,0.795,0.5312652962468645,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,1,0,0.0,0.0,0.0,0.0,0.0,0.7363971650569312,0.5170655927850246,0.5165666593260999,0.7987500000000001,0.5325983194160443,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,2,0,0.0,0.0,0.0,0.0,0.0,0.737450310232412,0.5182029564778866,0.5177042618537692,0.8,0.5313629085504212,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,3,0,0.0,0.0,0.0,0.0,0.0,0.7360177411298788,0.5171460930078633,0.5166470002279283,0.79625,0.5322216680741242,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,0,8,0.04,4986875.372282264,1558.3985538382074,8.0,2048.0,0.7139735786604454,0.4882755158495786,0.4877406178946385,0.74875,0.4424662554499791,0.0,0.32767947714092516,0.7136477216369079,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.0048828125,125.78567551036356,125,0.0,0.9765625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,1,8,0.04,4986875.372282264,1558.3985538382074,8.0,2048.0,0.7134806277793128,0.4871048903931837,0.48657235911997,0.745,0.4503445684529076,0.0,0.32440411580000983,0.712397721636908,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.0048828125,125.78567551036356,125,0.0,0.9765625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,2,8,0.04,4986875.372282264,1558.3985538382074,8.0,2048.0,0.7178654516102323,0.49320742014822616,0.492677420024929,0.75125,0.46922739681550685,0.0,0.3377951444882765,0.7198977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.0048828125,125.78567551036356,125,0.0,0.9765625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,3,8,0.04,4986875.372282264,1558.3985538382074,8.0,2048.0,0.7149442088099587,0.4882828927985491,0.4877507002059438,0.7462500000000001,0.44171002413024596,0.0,0.3296601720922019,0.7148977216369079,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.0048828125,125.78567551036356,125,0.0,0.9765625,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,0,17,0.085,10597110.166099811,3311.596926906191,17.0,4352.0,0.6945883084548985,0.461931326396229,0.46138030856808376,0.7250000000000001,0.3972392124557632,0.0,0.29786036298167606,0.6936477216369079,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.005243055555555554,142.85019388358992,276,0.0,1.0147058823529411,0.0,0.0
LSC-CP-RA,"LSC-CP-RA (A=8), tamed",44d6ecf1abcc7ab097c151f5d67417fb,c87203a12406cc5114b7ffa2d8877465,True,1,17,0.085,10597110.166099811,3311.596926906191,17.0,4352.0,0.6914670676397418,0.4568213769776768,0.45625505834101576,0.7175,0.4088844074907425,0.0,0.29561896992605574,0.6923977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,8,every_step,True,0.0,0.005243055555555554,142.85019388358992,276,0.0,1.0147058823529411,0.0,0.0
