method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,467,2.335,1494400.0,467.0,467.0,0.0,0.321294640996576,0.07219485007389237,0.07121706670846462,0.26500000000000007,0.15538265770664628,0.0,0.030615049745750897,0.23614772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00486111111111111,7496,1.0032119914346895,0.0,9.769807280513918e-05,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,467,2.335,1494400.0,467.0,467.0,0.0,0.3029776914099567,0.06080237891224316,0.059819908805817223,0.24000000000000005,0.15551266004161468,0.0,0.026521873239485846,0.21739772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00486111111111111,7496,1.0032119914346895,0.0,9.769807280513918e-05,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,475,2.375,1520000.0,475.0,475.0,0.0,0.3066018345777359,0.06218891979414487,0.061182543280136725,0.23125,0.1654733929872696,0.0,0.022844504791112687,0.2036477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0045703125,7613,1.0017105263157895,0.0,0.00010065789473684211,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,475,2.375,1520000.0,475.0,475.0,0.0,0.305276877749701,0.05516075125872033,0.054166200132139464,0.20875,0.15190582270396646,0.0,0.02036446955783172,0.1861477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0045703125,7613,1.0017105263157895,0.0,0.00010065789473684211,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,475,2.375,1520000.0,475.0,475.0,0.0,0.3247095806654026,0.07588817098215739,0.07491568653377512,0.26875000000000004,0.1508556392867243,0.0,0.032139855332810705,0.24239772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0045703125,7613,1.0017105263157895,0.0,0.00010065789473684211,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,475,2.375,1520000.0,475.0,475.0,0.0,0.29801700256489194,0.058734226216554664,0.05775452003477666,0.23875000000000002,0.15410855401068524,0.0,0.025665504150552756,0.2123977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0045703125,7613,1.0017105263157895,0.0,0.00010065789473684211,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,483,2.415,1545600.0,483.0,483.0,0.0,0.2986646689210845,0.05848238456324939,0.05747399667769637,0.22375,0.16585723046874945,0.0,0.022169629356448728,0.20114772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046484375,7732,1.0005175983436854,0.0,0.00010157867494824017,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,483,2.415,1545600.0,483.0,483.0,0.0,0.30425354805553795,0.0536347277526904,0.052635493641653985,0.21250000000000002,0.14988014947319783,0.0,0.018967570997490014,0.1786477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046484375,7732,1.0005175983436854,0.0,0.00010157867494824017,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,483,2.415,1545600.0,483.0,483.0,0.0,0.3258094938690219,0.07528575421323158,0.07430733926343813,0.27125000000000005,0.15773054547535137,0.0,0.03233486825163305,0.2436477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046484375,7732,1.0005175983436854,0.0,0.00010157867494824017,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,483,2.415,1545600.0,483.0,483.0,0.0,0.2978688082301133,0.05879282084604753,0.05781312338037514,0.23875000000000007,0.151521327176381,0.0,0.024539531176752456,0.2073977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0046484375,7732,1.0005175983436854,0.0,0.00010157867494824017,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,492,2.46,1574400.0,492.0,492.0,0.0,0.29451709182364405,0.056509487115977364,0.05550282766651593,0.22750000000000004,0.157547560697623,0.0,0.020474115192471897,0.1923977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004548611111111111,7863,0.9988567073170732,0.0,0.00010289634146341463,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,492,2.46,1574400.0,492.0,492.0,0.0,0.3024463893764653,0.05206360026902068,0.05106153259334434,0.20500000000000007,0.14731433681296646,0.0,0.018575821075428475,0.1773977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004548611111111111,7863,0.9988567073170732,0.0,0.00010289634146341463,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,492,2.46,1574400.0,492.0,492.0,0.0,0.31918960005936065,0.07237370521820119,0.07139502849227297,0.26750000000000007,0.153899734366297,0.0,0.031076300886072144,0.23864772163690784,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004548611111111111,7863,0.9988567073170732,0.0,0.00010289634146341463,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,492,2.46,1574400.0,492.0,492.0,0.0,0.2982723749294086,0.05884180969785113,0.05785785411405797,0.24750000000000005,0.15122166070207888,0.0,0.025294393786724316,0.2136477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004548611111111111,7863,0.9988567073170732,0.0,0.00010289634146341463,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,500,2.5,1600000.0,500.0,500.0,0.0,0.2834652865159204,0.050298428469838896,0.049287452766885065,0.21750000000000003,0.16007874328626082,0.0,0.01763244161246795,0.1773977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058203125,8012,1.0015,0.0,0.00010625,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,500,2.5,1600000.0,500.0,500.0,0.0,0.30206921043948665,0.05100636254359947,0.04999642033253948,0.19874999999999998,0.1589346734410444,0.0,0.017832844452323228,0.1711477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058203125,8012,1.0015,0.0,0.00010625,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,500,2.5,1600000.0,500.0,500.0,0.0,0.30579757289303877,0.06353184779090348,0.06254752368361804,0.25250000000000006,0.1553473562697698,0.0,0.027844514295299473,0.2261477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058203125,8012,1.0015,0.0,0.00010625,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,500,2.5,1600000.0,500.0,500.0,0.0,0.3009206334845883,0.05998525715226599,0.05899926363601049,0.25,0.1531001887594765,0.0,0.025404896396963587,0.2148977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0058203125,8012,1.0015,0.0,0.00010625,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,559,2.795,1788800.0,559.0,559.0,0.0,0.2713968574046031,0.04243688631202591,0.04141554702732053,0.1925,0.14847851116700295,0.0,0.014039110955335388,0.1586477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005137711864406782,8982,1.0042486583184258,0.0,0.00011292486583184257,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,559,2.795,1788800.0,559.0,559.0,0.0,0.2846865918952003,0.041747679897984113,0.04071952458797068,0.17375000000000007,0.1513580759474651,0.0,0.013129483242314659,0.1486477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005137711864406782,8982,1.0042486583184258,0.0,0.00011292486583184257,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,559,2.795,1788800.0,559.0,559.0,0.0,0.28700753077987345,0.051307353208711715,0.0502936065440629,0.21249999999999997,0.14824467085089033,0.0,0.0198084607970855,0.18989772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005137711864406782,8982,1.0042486583184258,0.0,0.00011292486583184257,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,559,2.795,1788800.0,559.0,559.0,0.0,0.27525806965981725,0.045964751289160444,0.04495545793485156,0.20999999999999996,0.13930591582044882,0.0,0.018794190725938707,0.1848977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005137711864406782,8982,1.0042486583184258,0.0,0.00011292486583184257,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,619,3.095,1980800.0,619.0,619.0,0.0,0.2503092013728409,0.03482613287564096,0.03378646217464276,0.1775,0.13829356369534063,0.0,0.012181813584597866,0.1473977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005093749999999999,9960,1.005654281098546,0.0,0.0001337843295638126,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,619,3.095,1980800.0,619.0,619.0,0.0,0.2688752987130378,0.03706012075843623,0.03602952367649093,0.1625000000000001,0.1501880838681069,0.0,0.010435125186562644,0.1336477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005093749999999999,9960,1.005654281098546,0.0,0.0001337843295638126,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,619,3.095,1980800.0,619.0,619.0,0.0,0.2854754112864557,0.04816121517209826,0.04713543817279664,0.20750000000000002,0.15167970300002476,0.0,0.016617568630261946,0.17364772163690778,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005093749999999999,9960,1.005654281098546,0.0,0.0001337843295638126,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,619,3.095,1980800.0,619.0,619.0,0.0,0.2533962194878448,0.03751938989279702,0.03649742970017711,0.19749999999999995,0.1322828001602565,0.0,0.014613839584214916,0.1623977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005093749999999999,9960,1.005654281098546,0.0,0.0001337843295638126,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,678,3.39,2169600.0,678.0,678.0,0.0,0.2235632276643743,0.02588505875010294,0.024822716377379428,0.15875000000000006,0.14798716369391474,0.0,0.010573476909041247,0.1298977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050688559322033915,10917,1.0063606194690264,0.0,0.00014472713864306785,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,678,3.39,2169600.0,678.0,678.0,0.0,0.26210149195982735,0.033795975379145915,0.03274667522596619,0.16500000000000004,0.16072526288899358,0.0,0.011012962395127102,0.1398977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050688559322033915,10917,1.0063606194690264,0.0,0.00014472713864306785,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,678,3.39,2169600.0,678.0,678.0,0.0,0.2708363920900714,0.038339910822427825,0.03729826939235992,0.1937500000000001,0.1414991432342797,0.0,0.013748325943620809,0.15739772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050688559322033915,10917,1.0063606194690264,0.0,0.00014472713864306785,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,678,3.39,2169600.0,678.0,678.0,0.0,0.22562164106606314,0.0274221015885715,0.0263885163189711,0.16625,0.13363209524356834,0.0,0.009416716077313522,0.12864772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050688559322033915,10917,1.0063606194690264,0.0,0.00014472713864306785,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,738,3.69,2361600.0,738.0,738.0,0.0,0.2274547936888361,0.029496850358782134,0.02840930426607846,0.15875000000000006,0.1538720653567981,0.0,0.012761249212152811,0.13364772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050260416666666665,11882,1.0062669376693767,0.0,0.00016260162601626016,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,738,3.69,2361600.0,738.0,738.0,0.0,0.259512149734251,0.03618636702816569,0.0351475890595897,0.16625,0.14753118494996065,0.0,0.0115486983085611,0.1436477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050260416666666665,11882,1.0062669376693767,0.0,0.00016260162601626016,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,738,3.69,2361600.0,738.0,738.0,0.0,0.2636330349703416,0.03556163237038157,0.034494129088749936,0.1675000000000001,0.15299267501689073,0.0,0.010674955876844298,0.13614772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050260416666666665,11882,1.0062669376693767,0.0,0.00016260162601626016,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,738,3.69,2361600.0,738.0,738.0,0.0,0.2330542747132513,0.02656655755296411,0.025499767267441076,0.15250000000000008,0.16061230252631098,0.0,0.00923022156671276,0.12364772163690779,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0050260416666666665,11882,1.0062669376693767,0.0,0.00016260162601626016,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,797,3.985,2550400.0,797.0,797.0,0.0,0.2154033019131848,0.022085624004467674,0.02099425651152287,0.11875000000000002,0.15203501919391282,0.0,0.007296370314807128,0.10592296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005063559322033899,12838,1.0067440401505645,0.0,0.0001807559598494354,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,797,3.985,2550400.0,797.0,797.0,0.0,0.25388371261583187,0.03254980792032325,0.03149499485550333,0.15250000000000008,0.15424533271700203,0.0,0.008880393473659029,0.1248977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005063559322033899,12838,1.0067440401505645,0.0,0.0001807559598494354,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,797,3.985,2550400.0,797.0,797.0,0.0,0.23829143558302468,0.02961042092550148,0.028516723034753166,0.14500000000000002,0.1651079723788178,0.0,0.011487479294788171,0.1259229629281142,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005063559322033899,12838,1.0067440401505645,0.0,0.0001807559598494354,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,797,3.985,2550400.0,797.0,797.0,0.0,0.21237750918489112,0.02022249934769138,0.019157852952073173,0.1312500000000001,0.14154151958097916,0.0,0.006731553091738448,0.10239772163690783,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005063559322033899,12838,1.0067440401505645,0.0,0.0001807559598494354,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,856,4.28,2739200.0,856.0,856.0,0.0,0.22614521289026146,0.027291900002402336,0.02619920875054782,0.1275,0.15379801619433997,0.0,0.007768278468602112,0.1059229629281142,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004920550847457628,13767,1.005183995327103,0.0,0.0001927570093457944,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,856,4.28,2739200.0,856.0,856.0,0.0,0.24873889005861882,0.03275340348104305,0.031686308703593236,0.16500000000000004,0.14998889004901894,0.0,0.010989583954823821,0.1348977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004920550847457628,13767,1.005183995327103,0.0,0.0001927570093457944,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,856,4.28,2739200.0,856.0,856.0,0.0,0.23467190513990704,0.026814975735699242,0.025724056828990594,0.13874999999999993,0.1570944719574595,0.0,0.01017122389005469,0.11967296292811419,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004920550847457628,13767,1.005183995327103,0.0,0.0001927570093457944,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,856,4.28,2739200.0,856.0,856.0,0.0,0.20286072169020467,0.017559909394265993,0.016481261217883958,0.11625000000000008,0.15009837065910037,0.0,0.004677262243536484,0.07989772163690781,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004920550847457628,13767,1.005183995327103,0.0,0.0001927570093457944,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,916,4.58,2931200.0,916.0,916.0,0.0,0.20994390737014065,0.020016249192936653,0.01892576162320725,0.13625,0.15973859756728181,0.0,0.004818552363257834,0.08717296292811419,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004729166666666666,14675,1.0012963973799127,0.0,0.00020810589519650654,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,916,4.58,2931200.0,916.0,916.0,0.0,0.221862227107641,0.026106122884996252,0.02503731109656382,0.15250000000000008,0.14105944012722083,0.0,0.011087481229898132,0.1298977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004729166666666666,14675,1.0012963973799127,0.0,0.00020810589519650654,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,916,4.58,2931200.0,916.0,916.0,0.0,0.22641700988480767,0.02769475246919606,0.02660398312599721,0.13124999999999998,0.14456804919198596,0.0,0.009407229364049523,0.11842296292811419,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004729166666666666,14675,1.0012963973799127,0.0,0.00020810589519650654,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,916,4.58,2931200.0,916.0,916.0,0.0,0.1980354487882874,0.017424978757459186,0.0163337663961598,0.1225,0.14686964347692621,0.0,0.007151667939835984,0.11217296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004729166666666666,14675,1.0012963973799127,0.0,0.00020810589519650654,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,975,4.875,3120000.0,975.0,975.0,0.0,0.21945160398240438,0.021905544407439637,0.020807070066433564,0.13875,0.16944557819383832,0.0,0.0036149740504052112,0.07717296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004989406779661017,15617,1.0010897435897437,0.0,0.00021987179487179486,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,975,4.875,3120000.0,975.0,975.0,0.0,0.2160202711685835,0.02671598176162382,0.025640477694789943,0.15125,0.15089069153600443,0.0,0.011259822940634424,0.1246729629281142,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004989406779661017,15617,1.0010897435897437,0.0,0.00021987179487179486,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,975,4.875,3120000.0,975.0,975.0,0.0,0.23285437958698207,0.026688113879677955,0.025586616130049977,0.12875000000000003,0.16253917316600142,0.0,0.008677203981529432,0.11342296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004989406779661017,15617,1.0010897435897437,0.0,0.00021987179487179486,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,975,4.875,3120000.0,975.0,975.0,0.0,0.20799165393145874,0.01788441166431276,0.01678610150694171,0.12875,0.1454706621648415,0.0,0.007109160129961878,0.11342296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004989406779661017,15617,1.0010897435897437,0.0,0.00021987179487179486,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,1034,5.17,3308800.0,1034.0,1034.0,0.0,0.20838438509989723,0.017001495828121493,0.015900938634922146,0.14125000000000001,0.16249911031264264,0.0,0.004526759442000081,0.09092296292811416,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004878177966101696,16538,0.999637330754352,0.0,0.00022545938104448742,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,1034,5.17,3308800.0,1034.0,1034.0,0.0,0.22464135329515872,0.02872067361066155,0.02763570441580243,0.14875000000000005,0.15080110528073376,0.0,0.011595408954482734,0.12614772163690782,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004878177966101696,16538,0.999637330754352,0.0,0.00022545938104448742,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,1034,5.17,3308800.0,1034.0,1034.0,0.0,0.23494719506644546,0.026646105612085025,0.025540504849142276,0.1375,0.16270737207519348,0.0,0.008479272281670894,0.11467296292811416,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004878177966101696,16538,0.999637330754352,0.0,0.00022545938104448742,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,1034,5.17,3308800.0,1034.0,1034.0,0.0,0.21532201548558025,0.017499033480344428,0.01639001528605588,0.14250000000000002,0.1553582418879963,0.0,0.005203869174188493,0.0984229629281142,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004878177966101696,16538,0.999637330754352,0.0,0.00022545938104448742,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,0,1094,5.47,3500800.0,1094.0,1094.0,0.0,0.21909873971416582,0.019866709337056476,0.01875642245957998,0.14125000000000001,0.1619776272636425,0.0,0.006281415957202354,0.10717296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004927083333333332,17484,0.9988574040219378,0.0,0.00023651736745886656,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,1,1094,5.47,3500800.0,1094.0,1094.0,0.0,0.210033962687647,0.021247257837121003,0.020154032802151667,0.11625000000000008,0.14231194750525544,0.0,0.00962852307446617,0.1259229629281142,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004927083333333332,17484,0.9988574040219378,0.0,0.00023651736745886656,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,2,1094,5.47,3500800.0,1094.0,1094.0,0.0,0.22377153485064427,0.023323473151861895,0.02222643428479354,0.13375,0.16566527735859993,0.0,0.006846127602983202,0.10467296292811415,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004927083333333332,17484,0.9988574040219378,0.0,0.00023651736745886656,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,c87203a12406cc5114b7ffa2d8877465,True,3,1094,5.47,3500800.0,1094.0,1094.0,0.0,0.2208029111132621,0.018859754162318332,0.017750526847492676,0.1375,0.16087617262160692,0.0,0.005904180207770199,0.10467296292811418,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004927083333333332,17484,0.9988574040219378,0.0,0.00023651736745886656,0.0
