method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.2715561305199294,0.02143035061739248,0.2175625,0.011678862672937522,0.11782774278076247,0.007161231700315878,0.07410586810273913,0.010557115927297137,0.0,0.4429508087985511,0.0177697552447847,0.015159760621022991,0.004185970065631963,0.0,0.0,16000.0,1.001373125,1602197,118,7.364887089415346e-05,0,0,0.0,8,1602197,1602197,0.0019875821018062374,1.001373125,,0,0.0,0.0,0.0,0,0.0,,,0.0,116,1.45e-07,inf,698.2514457114739,0.0
LSC-CP-RA-1,1.5166449442485792,0.060880270049900306,0.0121875,0.004102336732481461,0.05149021818102656,0.015008948343692773,0.06948029406719217,0.013058426708113044,0.0,0.2521639039588461,0.03508007423571883,0.013601342247578974,0.005169756841037854,0.0,0.0,16000.0,1.00003625,1600058,103,6.43726664908397e-05,,,,,1600058,1600058,0.001990917487684727,1.00003625,0.0010477729885057445,0,0.0,0.0,0.0,0,0.0,839342,0.0010491775,512000.0,68,8.5e-08,3.684,773.596394595108,0.0
LSC-CP-RA-2,1.459354014042556,0.07290399677134028,0.0084375,0.0028040149785619906,0.04638060198324742,0.012671836831352298,0.06252052572677999,0.013855340581347768,0.0,0.23419175139802856,0.035546714117305436,0.011118763900438967,0.004981536836000054,0.0,0.0,16000.0,1.000975625,1601561,53,3.3092713920980846e-05,,,,,1601561,1601561,0.0020055418719211833,1.000975625,0.0011901169950738857,0,0.0,0.0,0.0,0,0.0,964783,0.00120597875,1024000.0,35,4.375e-08,3.684,946.3350621778518,0.0
LSC-CP-RA-4,1.3750758367374618,0.11972548142081407,0.0055,0.0028982753492378874,0.041333987245474234,0.0166495496878537,0.05857590956003694,0.01956376277719434,0.0,0.20233868891803325,0.04975908422533822,0.010344083620044206,0.006339871979452499,0.0,0.0,16000.0,1.000210625,1600337,34,2.124552516126291e-05,,,,,1600337,1600337,0.002013238916256156,1.000210625,0.0013025451559934228,0,0.0,0.0,0.0,0,0.0,1043146,0.0013039325,2048000.0,23,2.875e-08,3.948,1052.258938372077,0.0
LSC-CP-RA-8,1.3601518736807783,0.09064919188928612,0.0046875,0.0024143667216615346,0.036486546400352024,0.009978808878645006,0.0503585651327902,0.01196852899050798,0.0,0.1917122254249985,0.023288821143159142,0.006849893747921727,0.003173182811903199,0.0,0.0,16000.0,0.9991725,1598676,21,1.3135869932369036e-05,,,,,1598676,1598676,0.001986555829228239,0.9991725,0.0013049568965517156,0,0.0,0.0,0.0,0,0.0,1070888,0.00133861,4096000.0,14,1.75e-08,4.21,1476.109815663076,0.0
LSC-CP-RA-16,1.361803475506113,0.0699854970247012,0.00475,0.0021134489978863144,0.02801635623482223,0.011151253973866687,0.0377399098157124,0.013506684007408115,0.0,0.1563069248467618,0.04240342547625497,0.0040856888452162265,0.002403814472566507,0.0,0.0,16000.0,1.000264375,1600423,12,7.498017711567504e-06,,,,,1600423,1600423,0.0020167795566502465,1.000264375,0.0013495484400656732,0,0.0,0.0,0.0,0,0.0,1075611,0.00134451375,8192000.0,10,1.25e-08,4.21,2210.777722507075,0.0
LSC-CP-RA-32,1.3733303199515818,0.06693277592402215,0.004562500000000001,0.0015903353943953666,0.022173792243248978,0.007856449567275402,0.029905835617617997,0.009496988760627543,0.0,0.14126100955648185,0.030097703788099936,0.002652367662178896,0.0015318620299231594,0.0,0.0,16000.0,0.998398125,1597437,19,1.1894052785806264e-05,,,,,1597437,1597437,0.001991584564860422,0.998398125,0.001307830459770105,0,0.0,0.0,0.0,0,0.0,1062849,0.00132856125,16384000.0,15,1.875e-08,4.474,3795.6657987940125,0.0
LSC-CP,1.3516831990308553,0.08256554401294802,0.0041875,0.0020402205763103165,0.01612348479496465,0.007058972002565338,0.018621744325720564,0.009859674880175662,0.0,0.11186994844963805,0.02929855096229934,0.0012179218372363894,0.0010936493385654326,0.0,0.0,16000.0,1.001373125,1602197,15,9.362144605189e-06,0,0,0.0,8,1602197,1602197,0.0019875821018062374,1.001373125,0.0012528222495894828,0,0.0,0.0,0.0,0,0.0,1022549,0.00127818625,131072000.0,13,1.625e-08,7.438,3131.6851595159387,0.0
