schema_version,method,seed,seeds,warmup_steps,burn_in_steps,steps_per_draw,dt,equilibrium_initialized,initialization_method,n_draws_per_chain,n_chains,trace_start,trace_stop,trace_interval,wallclock_s,gradient_evals,potential_evals,score_quadrature_evals,worst_basin_name,worst_basin_ess,worst_basin_ess_per_second,worst_basin_ess_per_gradient_eval,worst_basin_ess_per_potential_eval,worst_basin_ess_per_score_quadrature_eval,label_transition_count,no_label_transition_chain_count,all_chains_no_label_transition,kind,name,index,mean,target,signed_bias,absolute_bias,sample_sd,iat,iat_saved_draws,iat_sampler_time,iat_min_chain,iat_median_chain,iat_max_chain,ess,rhat,mcse,constant_chain_count,finite_iat_chain_count,ess_per_second,ess_per_gradient_eval,ess_per_potential_eval,ess_per_score_quadrature_eval,basin_id,basin_transition_count,no_basin_transition_chain_count,unvisited_chain_count,always_in_basin_chain_count,unvisited
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_0,0,0.007,0.025,-0.018000000000000002,0.018000000000000002,0.08337396011668331,761.9874533878055,761.9874533878055,76.19874533877622,29.076185567010313,80.30130096441636,inf,41.99544212667493,1.1624064508217604,0.012865579455995872,30,2,1.162804466127813,6.561787832292958e-05,nan,nan,0,5,30,30,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_1,1,0.00740625,0.025,-0.017593750000000002,0.017593750000000002,0.08574163049118834,6000.478555114997,6000.478555114997,600.0478555114656,187.51495484734366,187.51495484734366,inf,5.332907984934334,1.3774390741669211,0.037128695672335364,31,1,0.1476619582578807,8.332668726459896e-06,nan,nan,1,2,31,31,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_2,2,0.0168125,0.025,-0.0081875,0.0081875,0.12857043368281856,10584.649762886433,10584.649762886433,1058.464976288583,330.770305090201,330.770305090201,inf,3.023245994610369,3.906080342834962,0.07394424274701314,31,1,0.08371013059302922,4.723821866578701e-06,nan,nan,2,1,31,31,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_3,3,0.02684375,0.025,0.0018437499999999982,0.0018437499999999982,0.16162914174212406,3926.6486062408326,3926.6486062408326,392.66486062406096,238.23552182952184,245.63865583938588,inf,8.149443255284083,1.7688144543625703,0.05661815287996034,30,2,0.22564851169123318,1.273350508638138e-05,nan,nan,3,3,30,30,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_4,4,0.0301875,0.025,0.005187499999999998,0.005187499999999998,0.17110560994325935,502.3981760186433,502.3981760186433,50.239817601861475,61.06715014397368,95.69497436314448,inf,63.69449876110323,1.3139342347010368,0.021439432556840714,26,6,1.763625857391288,9.95226543142238e-05,nan,nan,4,19,26,26,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_5,5,0.0553125,0.025,0.0303125,0.0303125,0.22859278269858924,29.60848351291928,29.60848351291928,2.9608483512917596,1.0,64.05184942084942,inf,1080.7713264354527,1.4871281278604134,0.00695337428883799,25,7,29.925288593253548,0.0016887051975553948,nan,nan,5,59,25,25,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_6,6,0.04671875,0.025,0.021718750000000002,0.021718750000000002,0.21103909636680734,226.22024748321857,226.22024748321857,22.62202474832057,32.96983906376923,42.726575580197334,inf,141.4550658308064,1.2011836760178503,0.01774408732196875,26,6,3.9167246247417675,0.000221023540360635,nan,nan,6,280,26,26,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_7,7,0.02575,0.025,0.0007499999999999972,0.0007499999999999972,0.15839103980748598,1686.6383105731556,1686.6383105731556,168.66383105730597,114.25787767202372,190.6481358790044,inf,18.972650982370794,1.3554714807841386,0.03636357732686065,29,3,0.5253304210975753,2.9644767159954367e-05,nan,nan,7,6,29,29,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_8,8,0.02546875,0.025,0.00046874999999999695,0.00046874999999999695,0.1575464008651921,5681.460114740508,5681.460114740508,568.1460114740186,177.54562858564088,177.54562858564088,inf,5.632354949914411,2.62547007088123,0.06638400926925354,31,1,0.15595329299837346,8.800554609241267e-06,nan,nan,8,1,31,31,0,False
1,FLA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,36.1156525881961,640000.0,0.0,0.0,basin_14,0.0,0.0,0.0,nan,nan,399,1,False,basin,basin_9,9,0.0705625,0.025,0.0455625,0.0455625,0.256096628521537,2381.003562035567,2381.003562035567,238.10035620354316,289.8553321703995,296.79360758683345,inf,13.439711099231857,2.2870011533086,0.06985683327670897,28,4,0.37212981452879634,2.0999548592549778e-05,nan,nan,9,4,28,28,0,False
