schema_version,method,seed,seeds,warmup_steps,burn_in_steps,steps_per_draw,dt,equilibrium_initialized,initialization_method,n_draws_per_chain,n_chains,trace_start,trace_stop,trace_interval,gradient_evals,potential_evals,score_quadrature_evals,worst_basin_name,worst_basin_ess,worst_basin_ess_per_gradient_eval,worst_basin_ess_per_potential_eval,worst_basin_ess_per_score_quadrature_eval,label_transition_count,no_label_transition_chain_count,all_chains_no_label_transition,kind,name,index,mean,target,signed_bias,absolute_bias,sample_sd,iat,iat_saved_draws,iat_sampler_time,iat_min_chain,iat_median_chain,iat_max_chain,ess,rhat,mcse,constant_chain_count,finite_iat_chain_count,ess_per_gradient_eval,ess_per_potential_eval,ess_per_score_quadrature_eval,basin_id,basin_transition_count,no_basin_transition_chain_count,unvisited_chain_count,always_in_basin_chain_count,unvisited
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_0,0,0.02521875,0.025,0.0002187500000000002,0.0002187500000000002,0.15679136737665159,5.697172994518786,5.697172994518786,0.5697172994518462,1.0,10.372370747963927,inf,5616.820839175324,1.0371177281102966,0.0020920731319052765,8,24,0.008776282561211443,nan,0.0005485176600757152,0,197,8,8,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_1,1,0.02225,0.025,-0.0027500000000000024,0.0027500000000000024,0.1474978554523509,29.78694989693683,29.78694989693683,2.9786949896935138,1.6646546305583416,39.61068903803133,inf,1074.2959621821083,1.1476683972038932,0.004500116263671274,23,9,0.0016785874409095442,nan,0.00010491171505684651,1,107,23,23,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_2,2,0.02796875,0.025,0.002968749999999999,0.002968749999999999,0.16488586545875342,11.970912433817757,11.970912433817757,1.1970912433817076,1.0,20.25179140064877,inf,2673.1462766029586,1.0364611109178485,0.0031891288472248114,11,21,0.004176791057192123,nan,0.00026104944107450766,2,179,11,11,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_3,3,0.0288125,0.025,0.0038125,0.0038125,0.16728184097264556,7.568918052358078,7.568918052358078,0.7568918052357647,1.0,17.173136524174886,inf,4227.816945386333,1.026225307254813,0.0025727092724862712,5,27,0.006605963977166145,nan,0.00041287274857288407,3,245,5,5,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_4,4,0.0139375,0.025,-0.011062500000000001,0.011062500000000001,0.11723342349181819,4.217106215333606,4.217106215333606,0.42171062153333666,1.0,5.613433338698427,inf,7588.141812422561,1.0248440574534061,0.0013458099295263946,11,21,0.011856471581910251,nan,0.0007410294738693907,4,127,11,11,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_5,5,0.01809375,0.025,-0.006906250000000003,0.006906250000000003,0.13329261580159682,12.356497534208524,12.356497534208524,1.2356497534207822,1.0,18.29042339008142,inf,2589.7306183576,1.0574522975183167,0.0026192611124494034,17,15,0.00404645409118375,nan,0.0002529033806989844,5,81,17,17,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_6,6,0.00671875,0.025,-0.018281250000000002,0.018281250000000002,0.08169343275452043,9.541715754581022,9.541715754581022,0.9541715754580479,1.0,7.218959705233539,inf,3353.6945370267035,1.025932782572262,0.0014106698805973722,22,10,0.005240147714104224,nan,0.000327509232131514,6,73,22,22,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_7,7,0.01540625,0.025,-0.009593750000000002,0.009593750000000002,0.12316400246742958,7.465767802921539,7.465767802921539,0.7465767802921114,1.0,9.294051282051282,inf,4286.230277276721,1.0365506070637376,0.001881247968135141,13,19,0.006697234808244876,nan,0.00041857717551530476,7,127,13,13,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_8,8,0.0210625,0.025,-0.0039375,0.0039375,0.14359497015427777,9.415871486039093,9.415871486039093,0.9415871486038557,1.0,9.887767676767675,inf,3398.517072736855,1.0523747955249498,0.002463170642279284,10,22,0.005310182926151336,nan,0.0003318864328844585,8,183,10,10,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_9,9,0.03903125,0.025,0.014031250000000002,0.014031250000000002,0.19367236168121013,6.441718853235081,6.441718853235081,0.6441718853234715,1.0,17.996690404367634,inf,4967.618228779009,1.0261112230664085,0.002747853294686625,2,30,0.007761903482467201,nan,0.0004851189676542001,9,259,2,2,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_10,10,0.015625,0.025,-0.009375000000000001,0.009375000000000001,0.12402153055770723,19.58045623949469,19.58045623949469,1.9580456239493578,1.0,21.252833087547607,inf,1634.2826545305168,1.069956723833805,0.003067845618236978,22,10,0.0025535666477039323,nan,0.00015959791548149577,10,111,22,22,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_11,11,0.016875,0.025,-0.008125,0.008125,0.12880509631232037,5.51816415017503,5.51816415017503,0.5518164150174717,1.0,9.413042139686205,inf,5799.030099346536,1.01968356900569,0.0016914352034974442,6,26,0.009060984530228963,nan,0.0005663115331393102,11,197,6,6,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_12,12,0.0144375,0.025,-0.0105625,0.0105625,0.11928748159688449,5.307431837950934,5.307431837950934,0.5307431837950632,1.0,6.933841992070043,inf,6029.281388256961,1.0201135896709286,0.0015362506984411203,8,24,0.009420752169151501,nan,0.0005887970105719688,12,174,8,8,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_13,13,0.0314375,0.025,0.006437499999999999,0.006437499999999999,0.174499670946606,29.092315604725528,29.092315604725528,2.9092315604723873,1.9979919839679363,48.93534956183058,inf,1099.9468187675707,1.1279778678159698,0.00526149023060201,19,13,0.0017186669043243292,nan,0.00010741668152027057,13,58,19,19,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_14,14,0.01915625,0.025,-0.005843750000000002,0.005843750000000002,0.13707616594266006,7.371035370993583,7.371035370993583,0.7371035370993164,1.0,11.989217610680717,inf,4341.316842125876,1.0293539183119331,0.002080420895128064,9,23,0.006783307565821682,nan,0.0004239567228638551,14,177,9,9,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_15,15,0.026,0.025,0.0009999999999999974,0.0009999999999999974,0.1591376492214562,6.8248285942841855,6.8248285942841855,0.6824828594283797,1.0,10.183088794649834,inf,4688.7624440561185,1.0317337719465056,0.002324041203439926,6,26,0.0073261913188376855,nan,0.00045788695742735535,15,257,6,6,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_16,16,0.052375,0.025,0.027374999999999997,0.027374999999999997,0.22278557049116893,9.690966550628389,9.690966550628389,0.9690966550627838,1.0,15.661303229262696,inf,3302.0442112582705,1.0766650723649043,0.003876998356351503,6,26,0.0051594440800910475,nan,0.00032246525500569047,16,367,6,6,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_17,17,0.029,0.025,0.004,0.004,0.1678090581471986,11.89773623400269,11.89773623400269,1.1897736234002012,2.9879277833500497,14.643331624390957,inf,2689.587276993652,1.0336643553593512,0.0032357322614853623,6,26,0.004202480120302581,nan,0.0002626550075189113,17,240,6,6,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_18,18,0.013375,0.025,-0.011625000000000002,0.011625000000000002,0.11487611486425364,5.115064686408732,5.115064686408732,0.5115064686408441,1.0,8.540067476383266,inf,6256.030365564562,1.0186032503868507,0.0014523801851427786,9,23,0.009775047446194628,nan,0.0006109404653871643,18,114,9,9,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_19,19,0.02096875,0.025,-0.00403125,0.00403125,0.14328190072950123,10.91114111408992,10.91114111408992,1.09111411140893,1.0,13.830817969660863,inf,2932.7821595742475,1.0386887014708364,0.002645766000257466,14,18,0.004582472124334762,nan,0.0002864045077709226,19,169,14,14,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_20,20,0.0115,0.025,-0.013500000000000002,0.013500000000000002,0.1066213170678789,7.109647207142315,7.109647207142315,0.710964720714191,1.0,7.943096774193547,inf,4500.92656747482,1.01888889142463,0.001589253143820109,11,21,0.007032697761679407,nan,0.00043954361010496295,20,129,11,11,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_21,21,0.0123125,0.025,-0.0126875,0.0126875,0.11027820448222984,8.236027743670597,8.236027743670597,0.8236027743670129,1.0,8.170748036977619,inf,3885.3681648403945,1.0196502110568177,0.0017691864224110105,12,20,0.006070887757563116,nan,0.00037943048484769475,21,113,12,12,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_22,22,0.03059375,0.025,0.005593749999999998,0.005593749999999998,0.17221701221218097,9.873583129358307,9.873583129358307,0.9873583129357746,1.9979919839679359,10.78635098808276,inf,3240.9713455341825,1.0469883068489063,0.003025091078177912,8,24,0.00506401772739716,nan,0.0003165011079623225,22,230,8,8,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_23,23,0.0286875,0.025,0.0036875,0.0036875,0.16692932078410253,7.341713238919084,7.341713238919084,0.7341713238918667,1.0,12.042621069135336,inf,4358.655665051737,1.0223523754565997,0.0025284615036458417,4,28,0.0068103994766433385,nan,0.00042564996729020866,23,243,4,4,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_24,24,0.044625,0.025,0.019624999999999997,0.019624999999999997,0.20648230364108364,15.00946267557969,15.00946267557969,1.5009462675578835,3.3818492462311553,13.697480730223125,inf,2131.988379041964,1.0800909126645823,0.004471882875170411,7,25,0.0033312318422530685,nan,0.00020820199014081678,24,242,7,7,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_25,25,0.0221875,0.025,-0.0028125000000000025,0.0028125000000000025,0.14729525735882085,8.811985355996242,8.811985355996242,0.8811985355995742,1.0,12.790591977869985,inf,3631.4177460843307,1.0316149471693963,0.002444278331602191,11,21,0.0056740902282567665,nan,0.0003546306392660479,25,175,11,11,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_26,26,0.0138125,0.025,-0.011187500000000001,0.011187500000000001,0.11671392605701232,6.9908580900280315,6.9908580900280315,0.6990858090027634,1.0,7.578987249414926,inf,4577.406605584764,1.052819615250529,0.0017250946655826042,18,14,0.007152197821226195,nan,0.00044701236382663716,26,115,18,18,0,False
1,LSC-CP-RA,,"[0, 1, 2, 3]",20,10000,10,0.01,False,exact_gaussian_mixture:reference_draw_then_charged_kernel_settling,1000,32,100.10000000000001,200.0,0.09999999999999432,640000.0,0.0,10240000.0,basin_29,859.1968353099302,0.001342495055171766,nan,8.390594094823538e-05,3580,0,False,basin,basin_27,27,0.01465625,0.025,-0.010343750000000002,0.010343750000000002,0.12017443840175168,5.45597149548735,5.45597149548735,0.545597149548704,1.0,11.78168766590808,inf,5865.133281298719,1.0453152555781184,0.0015691814245499685,14,18,0.009164270752029248,nan,0.000572766922001828,27,94,14,14,0,False
