method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,gamma,integrator,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,2,117,0.585,374400.0,117.0,117.0,0.0,0.7137177761781208,0.49722998153694886,0.4967151643265899,0.7475,0.5117381495345443,0.0,0.3581375190341678,0.7286477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,3,117,0.585,374400.0,117.0,117.0,0.0,0.7154428590638089,0.4983202197991654,0.4978079677475523,0.7500000000000001,0.5095107906265568,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,0,125,0.625,400000.0,125.0,125.0,0.0,0.7097296540764448,0.49046885195463785,0.4899558207175537,0.7500000000000001,0.5070285154364736,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,1,125,0.625,400000.0,125.0,125.0,0.0,0.7152103687251222,0.49721690624634685,0.49670476418563103,0.7500000000000001,0.508451447121395,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,2,125,0.625,400000.0,125.0,125.0,0.0,0.7125582863718056,0.49570784734933415,0.49519243211893627,0.7462500000000001,0.5100870616551999,0.0,0.3581375190341678,0.7286477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,3,125,0.625,400000.0,125.0,125.0,0.0,0.7139400819433612,0.4964914161221091,0.4959786253008174,0.74875,0.5087855559953443,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,0,133,0.665,425600.0,133.0,133.0,0.0,0.7084505525572027,0.4886682885268673,0.48815500579244064,0.7475,0.5054505070522688,0.0,0.36138685991337355,0.7298977216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,1,133,0.665,425600.0,133.0,133.0,0.0,0.7144176785975578,0.49621190457601905,0.4956993408834751,0.74875,0.5076614062005671,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,2,133,0.665,425600.0,133.0,133.0,0.0,0.7115281361545575,0.4942100923603151,0.4936942630290454,0.7462500000000001,0.5079027092484726,0.0,0.3552135294390274,0.7273977216369079,True,1.0,reject,1.0,BAOAB,0.0,0.0
ULD,"ULD gamma=1, tamed",e6c4a104a924b32b17e71efad43c7504,c87203a12406cc5114b7ffa2d8877465,True,3,133,0.665,425600.0,133.0,133.0,0.0,0.712626260084519,0.4947423932265199,0.49422921779563234,0.74875,0.5076002920945956,0.0,0.36138685991337355,0.7298977216369078,True,1.0,reject,1.0,BAOAB,0.0,0.0
