method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.1211084302985195,0.029588743389254574,0.091625,0.006323237567364785,0.062445175744029614,0.010204841071601845,0.0750944469147593,0.012505033751366669,0.0,0.2897368933701332,0.014316302356224987,0.01563203303713806,0.004797023973887522,0.0,0.0,16000.0,1.001373125,1602197,55,3.4327863552359664e-05,0,0,0.0,8,1602197,1602197,0.0019875821018062374,1.001373125,,0,0.0,0.0,0.0,0,0.0,,,0.0,55,6.875e-08,inf,702.2608487415127,0.0
LSC-CP-RA-8,1.2564836307902256,0.11859613821248693,0.002625,0.001927865832122834,0.03594298498289987,0.014448245308774995,0.04665139509829194,0.017241131833286193,0.0,0.1683142877599421,0.04185346861656414,0.0062682694979138715,0.003788196660894594,0.0,0.0,16000.0,0.9991725,1598676,9,5.629658542443873e-06,,,,,1598676,1598676,0.001986555829228239,0.9991725,0.00012145935960590948,0,0.0,0.0,0.0,0,0.0,103417,0.00012927125,4096000.0,6,7.5e-09,12.31,1474.9753252019873,0.0
