epsilon,method,seed,metric,threshold,bias_floor,first_crossing_time,persistent_reached,censored,mixing_time,final_metric_value,N_particles,n_recorded_points,persistence_records,record_dt,T_final
0.4,Langevin,2,KDE_chi2,0.05,0.006489530444972148,4.669689111555944,True,False,4.669689111555944,0.003460738538667135,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,bin_chi2_M40,0.06,0.01172204444444444,4.579887397872176,True,False,4.84929253892348,0.006159999999999999,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,bin_chi2_M80,0.1,0.01881497777777777,3.906374545243915,True,False,4.041077115769567,0.011088888888888888,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,bin_chi2_M120,0.14,0.026531733333333328,3.5920685473507263,True,False,3.6818702610344944,0.018093333333333333,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,well_TV,0.075,0.020319999999999987,6.016714816812467,True,False,6.016714816812467,0.002666666666666595,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,CDF_sup,0.07308624999999994,0.024362083333333312,6.061615673654351,True,False,6.061615673654351,0.012041666666666695,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,2,W1,0.12890064975511223,0.04296688325170407,6.061615673654351,True,False,6.286119957863771,0.014616657043801981,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,KDE_chi2,0.05,0.006489530444972148,4.669689111555944,True,False,4.983995109449133,0.002821986770432232,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,bin_chi2_M40,0.06,0.01172204444444444,4.759490825239713,True,False,4.939094252607249,0.0076333333333333305,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,bin_chi2_M80,0.1,0.01881497777777777,3.951275402085799,True,False,4.085977972611452,0.013835555555555552,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,bin_chi2_M120,0.14,0.026531733333333328,3.6369694041926106,True,False,3.6369694041926106,0.018400000000000003,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,well_TV,0.075,0.020319999999999987,5.657507962077394,True,False,6.241219101021887,0.007333333333333303,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,CDF_sup,0.07308624999999994,0.024362083333333312,5.747309675761162,True,False,6.420822528389423,0.01079166666666668,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,3,W1,0.12890064975511223,0.04296688325170407,5.971813959970582,True,False,6.420822528389423,0.014967751906067476,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,KDE_chi2,0.05,0.006489530444972148,4.669689111555944,True,False,4.84929253892348,0.0023008750628525005,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,bin_chi2_M40,0.06,0.01172204444444444,4.759490825239713,True,False,4.939094252607249,0.0057444444444444435,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,bin_chi2_M80,0.1,0.01881497777777777,4.041077115769567,True,False,4.130878829453335,0.01116,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,bin_chi2_M120,0.14,0.026531733333333328,3.547167690508842,True,False,3.6818702610344944,0.02059333333333333,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,well_TV,0.075,0.020319999999999987,5.477904534709857,True,False,6.016714816812467,0.0014999999999999458,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,CDF_sup,0.07308624999999994,0.024362083333333312,5.477904534709857,True,False,6.016714816812467,0.006000000000000006,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,4,W1,0.12890064975511223,0.04296688325170407,6.016714816812467,True,False,6.420822528389423,0.006284355366329075,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,KDE_chi2,0.05,0.006489530444972148,4.804391682081596,True,False,4.939094252607249,0.002256864151773676,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,bin_chi2_M40,0.06,0.01172204444444444,4.714589968397829,True,False,4.939094252607249,0.0064288888888888885,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,bin_chi2_M80,0.1,0.01881497777777777,3.996176258927683,True,False,4.175779686295219,0.017697777777777778,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,bin_chi2_M120,0.14,0.026531733333333328,3.41246511998319,True,False,3.6369694041926106,0.015173333333333334,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,well_TV,0.075,0.020319999999999987,5.567706248393626,True,False,5.702408818919278,0.0,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,CDF_sup,0.07308624999999994,0.024362083333333312,5.792210532603046,True,False,6.5555250989150755,0.007208333333333322,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,5,W1,0.12890064975511223,0.04296688325170407,5.792210532603046,True,False,6.5555250989150755,0.006640370221470727,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,KDE_chi2,0.05,0.006489530444972148,4.84929253892348,True,False,4.939094252607249,0.0031287037055608173,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,bin_chi2_M40,0.06,0.01172204444444444,4.669689111555944,True,False,4.983995109449133,0.005415555555555554,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,bin_chi2_M80,0.1,0.01881497777777777,3.8614736884020306,True,False,4.220680543137103,0.012822222222222221,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,bin_chi2_M120,0.14,0.026531733333333328,3.457365976825074,True,False,3.6818702610344944,0.016133333333333333,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,well_TV,0.075,0.020319999999999987,5.657507962077394,True,False,6.016714816812467,0.0001666666666666483,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,CDF_sup,0.07308624999999994,0.024362083333333312,5.926913103128698,True,False,6.375921671547539,0.004208333333333376,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,6,W1,0.12890064975511223,0.04296688325170407,5.926913103128698,True,False,6.645326812598844,0.004002116212955847,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,KDE_chi2,0.05,0.006489530444972148,4.939094252607249,True,False,4.939094252607249,0.0036844301025458132,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,bin_chi2_M40,0.06,0.01172204444444444,4.714589968397829,True,False,4.983995109449133,0.0044511111111111105,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,bin_chi2_M80,0.1,0.01881497777777777,4.085977972611452,True,False,4.085977972611452,0.016146666666666667,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,bin_chi2_M120,0.14,0.026531733333333328,3.547167690508842,True,False,3.6818702610344944,0.024726666666666668,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,well_TV,0.075,0.020319999999999987,5.792210532603046,True,False,6.241219101021887,0.0008333333333333526,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,CDF_sup,0.07308624999999994,0.024362083333333312,5.792210532603046,True,False,6.286119957863771,0.008749999999999966,6000,401,4,0.04490085684188408,17.96034273675363
0.4,Langevin,7,W1,0.12890064975511223,0.04296688325170407,6.061615673654351,True,False,6.286119957863771,0.007592065199861303,6000,401,4,0.04490085684188408,17.96034273675363
0.4,LSC-CP,0,KDE_chi2,0.05,0.006489530444972148,1.08,True,False,1.16,0.0038657296183183657,6000,401,4,0.04,16.0
0.4,LSC-CP,0,bin_chi2_M40,0.06,0.01172204444444444,1.08,True,False,1.08,0.0070599999999999994,6000,401,4,0.04,16.0
0.4,LSC-CP,0,bin_chi2_M80,0.1,0.01881497777777777,0.92,True,False,0.92,0.013293333333333332,6000,401,4,0.04,16.0
0.4,LSC-CP,0,bin_chi2_M120,0.14,0.026531733333333328,0.76,True,False,0.76,0.019479999999999997,6000,401,4,0.04,16.0
0.4,LSC-CP,0,well_TV,0.075,0.020319999999999987,1.32,True,False,1.4000000000000001,0.01483333333333331,6000,401,4,0.04,16.0
0.4,LSC-CP,0,CDF_sup,0.07308624999999994,0.024362083333333312,1.32,True,False,1.48,0.016208333333333352,6000,401,4,0.04,16.0
0.4,LSC-CP,0,W1,0.12890064975511223,0.04296688325170407,1.32,True,False,1.48,0.028073098655814317,6000,401,4,0.04,16.0
0.4,LSC-CP,1,KDE_chi2,0.05,0.006489530444972148,1.12,True,False,1.12,0.0033418326306701427,6000,401,4,0.04,16.0
0.4,LSC-CP,1,bin_chi2_M40,0.06,0.01172204444444444,1.08,True,False,1.08,0.00900888888888889,6000,401,4,0.04,16.0
0.4,LSC-CP,1,bin_chi2_M80,0.1,0.01881497777777777,0.96,True,False,0.96,0.00966222222222222,6000,401,4,0.04,16.0
0.4,LSC-CP,1,bin_chi2_M120,0.14,0.026531733333333328,0.84,True,False,0.84,0.023773333333333334,6000,401,4,0.04,16.0
0.4,LSC-CP,1,well_TV,0.075,0.020319999999999987,1.32,True,False,1.32,0.017500000000000016,6000,401,4,0.04,16.0
0.4,LSC-CP,1,CDF_sup,0.07308624999999994,0.024362083333333312,1.36,True,False,1.36,0.01775000000000002,6000,401,4,0.04,16.0
0.4,LSC-CP,1,W1,0.12890064975511223,0.04296688325170407,1.4000000000000001,True,False,1.4000000000000001,0.027360368054778837,6000,401,4,0.04,16.0
0.4,LSC-CP,2,KDE_chi2,0.05,0.006489530444972148,1.08,True,False,1.08,0.0008982196184457388,6000,401,4,0.04,16.0
0.4,LSC-CP,2,bin_chi2_M40,0.06,0.01172204444444444,1.08,True,False,1.16,0.006440000000000001,6000,401,4,0.04,16.0
0.4,LSC-CP,2,bin_chi2_M80,0.1,0.01881497777777777,0.88,True,False,0.96,0.016715555555555556,6000,401,4,0.04,16.0
0.4,LSC-CP,2,bin_chi2_M120,0.14,0.026531733333333328,0.84,True,False,0.84,0.023866666666666668,6000,401,4,0.04,16.0
0.4,LSC-CP,2,well_TV,0.075,0.020319999999999987,1.28,True,False,1.4000000000000001,0.004166666666666652,6000,401,4,0.04,16.0
0.4,LSC-CP,2,CDF_sup,0.07308624999999994,0.024362083333333312,1.32,True,False,1.44,0.009708333333333373,6000,401,4,0.04,16.0
0.4,LSC-CP,2,W1,0.12890064975511223,0.04296688325170407,1.32,True,False,1.44,0.012483224406462236,6000,401,4,0.04,16.0
0.4,LSC-CP,3,KDE_chi2,0.05,0.006489530444972148,1.08,True,False,1.08,0.0024111405234491677,6000,401,4,0.04,16.0
0.4,LSC-CP,3,bin_chi2_M40,0.06,0.01172204444444444,1.08,True,False,1.08,0.005777777777777779,6000,401,4,0.04,16.0
0.4,LSC-CP,3,bin_chi2_M80,0.1,0.01881497777777777,0.92,True,False,0.92,0.012524444444444442,6000,401,4,0.04,16.0
0.4,LSC-CP,3,bin_chi2_M120,0.14,0.026531733333333328,0.8,True,False,0.8,0.016966666666666668,6000,401,4,0.04,16.0
0.4,LSC-CP,3,well_TV,0.075,0.020319999999999987,1.28,True,False,1.4000000000000001,0.009333333333333305,6000,401,4,0.04,16.0
0.4,LSC-CP,3,CDF_sup,0.07308624999999994,0.024362083333333312,1.28,True,False,1.4000000000000001,0.0114166666666667,6000,401,4,0.04,16.0
0.4,LSC-CP,3,W1,0.12890064975511223,0.04296688325170407,1.28,True,False,1.4000000000000001,0.017593568148370545,6000,401,4,0.04,16.0
0.4,LSC-CP,4,KDE_chi2,0.05,0.006489530444972148,1.12,True,False,1.12,0.004673980073696544,6000,401,4,0.04,16.0
0.4,LSC-CP,4,bin_chi2_M40,0.06,0.01172204444444444,1.08,True,False,1.08,0.005555555555555555,6000,401,4,0.04,16.0
0.4,LSC-CP,4,bin_chi2_M80,0.1,0.01881497777777777,0.92,True,False,0.92,0.012262222222222221,6000,401,4,0.04,16.0
0.4,LSC-CP,4,bin_chi2_M120,0.14,0.026531733333333328,0.84,True,False,0.84,0.020706666666666665,6000,401,4,0.04,16.0
0.4,LSC-CP,4,well_TV,0.075,0.020319999999999987,1.4000000000000001,True,False,1.4000000000000001,0.0023333333333334094,6000,401,4,0.04,16.0
0.4,LSC-CP,4,CDF_sup,0.07308624999999994,0.024362083333333312,1.4000000000000001,True,False,1.4000000000000001,0.012125000000000007,6000,401,4,0.04,16.0
0.4,LSC-CP,4,W1,0.12890064975511223,0.04296688325170407,1.36,True,False,1.36,0.01830492452211594,6000,401,4,0.04,16.0
0.4,LSC-CP,5,KDE_chi2,0.05,0.006489530444972148,1.12,True,False,1.12,0.005759304413360693,6000,401,4,0.04,16.0
0.4,LSC-CP,5,bin_chi2_M40,0.06,0.01172204444444444,0.96,True,False,1.08,0.0036911111111111094,6000,401,4,0.04,16.0
0.4,LSC-CP,5,bin_chi2_M80,0.1,0.01881497777777777,0.96,True,False,0.96,0.01164888888888889,6000,401,4,0.04,16.0
0.4,LSC-CP,5,bin_chi2_M120,0.14,0.026531733333333328,0.84,True,False,0.84,0.02375333333333333,6000,401,4,0.04,16.0
0.4,LSC-CP,5,well_TV,0.075,0.020319999999999987,1.36,True,False,1.44,0.0033333333333334103,6000,401,4,0.04,16.0
0.4,LSC-CP,5,CDF_sup,0.07308624999999994,0.024362083333333312,1.36,True,False,1.44,0.009958333333333295,6000,401,4,0.04,16.0
0.4,LSC-CP,5,W1,0.12890064975511223,0.04296688325170407,1.36,True,False,1.44,0.010111963683080826,6000,401,4,0.04,16.0
0.4,LSC-CP,6,KDE_chi2,0.05,0.006489530444972148,1.12,True,False,1.12,0.0034247666643767456,6000,401,4,0.04,16.0
0.4,LSC-CP,6,bin_chi2_M40,0.06,0.01172204444444444,1.04,True,False,1.12,0.006866666666666666,6000,401,4,0.04,16.0
0.4,LSC-CP,6,bin_chi2_M80,0.1,0.01881497777777777,0.88,True,False,0.88,0.013413333333333334,6000,401,4,0.04,16.0
0.4,LSC-CP,6,bin_chi2_M120,0.14,0.026531733333333328,0.88,True,False,0.88,0.02059333333333334,6000,401,4,0.04,16.0
0.4,LSC-CP,6,well_TV,0.075,0.020319999999999987,1.36,True,False,1.36,0.01316666666666666,6000,401,4,0.04,16.0
0.4,LSC-CP,6,CDF_sup,0.07308624999999994,0.024362083333333312,1.36,True,False,1.36,0.014666666666666647,6000,401,4,0.04,16.0
0.4,LSC-CP,6,W1,0.12890064975511223,0.04296688325170407,1.36,True,False,1.36,0.02105590287896318,6000,401,4,0.04,16.0
0.4,LSC-CP,7,KDE_chi2,0.05,0.006489530444972148,1.08,True,False,1.08,0.004818513645831029,6000,401,4,0.04,16.0
0.4,LSC-CP,7,bin_chi2_M40,0.06,0.01172204444444444,1.16,True,False,1.16,0.007155555555555554,6000,401,4,0.04,16.0
0.4,LSC-CP,7,bin_chi2_M80,0.1,0.01881497777777777,0.92,True,False,0.92,0.013408888888888889,6000,401,4,0.04,16.0
0.4,LSC-CP,7,bin_chi2_M120,0.14,0.026531733333333328,0.84,True,False,0.92,0.0223,6000,401,4,0.04,16.0
0.4,LSC-CP,7,well_TV,0.075,0.020319999999999987,1.32,True,False,1.32,0.0005000000000000004,6000,401,4,0.04,16.0
0.4,LSC-CP,7,CDF_sup,0.07308624999999994,0.024362083333333312,1.32,True,False,1.44,0.007208333333333294,6000,401,4,0.04,16.0
0.4,LSC-CP,7,W1,0.12890064975511223,0.04296688325170407,1.32,True,False,1.32,0.007887294390055331,6000,401,4,0.04,16.0
0.35,Langevin,0,KDE_chi2,0.05,0.005841667679990973,5.43563331401341,True,False,5.958290363437776,0.0031877155117750614,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,bin_chi2_M40,0.06,0.010963199999999998,5.2788361991861,True,False,5.696961838725593,0.00625111111111111,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,bin_chi2_M80,0.1,0.017686222222222218,4.599382034934424,True,False,4.8607105596466065,0.009155555555555556,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,bin_chi2_M120,0.14,0.02538553333333332,4.128990690452494,True,False,4.338053510222241,0.020853333333333335,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,well_TV,0.075,0.015578333333333343,6.480947412862142,True,False,7.055870167228945,0.008000000000000007,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,CDF_sup,0.06,0.019187916666666662,7.683058626538185,True,False,7.892121446307931,0.013499999999999986,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,0,W1,0.08564771475647812,0.028549238252159374,7.944387151250368,True,False,8.937435545156664,0.019789577206462006,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,KDE_chi2,0.05,0.005841667679990973,5.540164723898283,True,False,5.853758953552902,0.003573795136719664,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,bin_chi2_M40,0.06,0.010963199999999998,5.43563331401341,True,False,5.540164723898283,0.009357777777777777,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,bin_chi2_M80,0.1,0.017686222222222218,4.703913444819297,True,False,4.8607105596466065,0.010577777777777776,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,bin_chi2_M120,0.14,0.02538553333333332,4.076724985510057,True,False,4.18125639539493,0.01923333333333333,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,well_TV,0.075,0.015578333333333343,6.637744527689453,True,False,6.8990730524016355,0.0016666666666667052,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,CDF_sup,0.06,0.019187916666666662,7.526261511710875,True,False,7.526261511710875,0.005916666666666677,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,1,W1,0.08564771475647812,0.028549238252159374,8.571575610559607,True,False,8.676107020444482,0.004119596376646155,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,KDE_chi2,0.05,0.005841667679990973,5.2788361991861,True,False,5.749227543668029,0.003109960862656193,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,bin_chi2_M40,0.06,0.010963199999999998,5.43563331401341,True,False,5.749227543668029,0.006964444444444443,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,bin_chi2_M80,0.1,0.017686222222222218,4.599382034934424,True,False,4.703913444819297,0.010444444444444442,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,bin_chi2_M120,0.14,0.02538553333333332,4.18125639539493,True,False,4.18125639539493,0.019993333333333335,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,well_TV,0.075,0.015578333333333343,6.742275937574325,True,False,7.108135872171382,0.0033333333333334103,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,CDF_sup,0.06,0.019187916666666662,7.787590036423058,True,False,7.892121446307931,0.008583333333333314,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,2,W1,0.08564771475647812,0.028549238252159374,8.101184266077677,True,False,8.9897012500991,0.00862027599444095,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,KDE_chi2,0.05,0.005841667679990973,5.487899018955846,True,False,5.59243042884072,0.004071540762493316,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,bin_chi2_M40,0.06,0.010963199999999998,5.540164723898283,True,False,5.749227543668029,0.004735555555555555,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,bin_chi2_M80,0.1,0.017686222222222218,4.599382034934424,True,False,4.756179149761733,0.014724444444444443,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,bin_chi2_M120,0.14,0.02538553333333332,4.18125639539493,True,False,4.18125639539493,0.01813333333333333,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,well_TV,0.075,0.015578333333333343,6.690010232631889,True,False,6.8990730524016355,0.005166666666666764,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,CDF_sup,0.06,0.019187916666666662,7.5785272166533115,True,False,7.787590036423058,0.01012499999999997,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,3,W1,0.08564771475647812,0.028549238252159374,7.996652856192805,True,False,9.041966955041538,0.010360460505395406,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,KDE_chi2,0.05,0.005841667679990973,5.331101904128537,True,False,5.644696133783156,0.004051295956181485,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,bin_chi2_M40,0.06,0.010963199999999998,5.43563331401341,True,False,5.749227543668029,0.004399999999999999,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,bin_chi2_M80,0.1,0.017686222222222218,4.390319215164677,True,False,4.756179149761733,0.014302222222222221,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,bin_chi2_M120,0.14,0.02538553333333332,4.024459280567621,True,False,4.338053510222241,0.020726666666666664,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,well_TV,0.075,0.015578333333333343,6.585478822747016,True,False,6.794541642516762,0.012333333333333307,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,CDF_sup,0.06,0.019187916666666662,7.526261511710875,True,False,8.36251279078986,0.016749999999999984,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,4,W1,0.08564771475647812,0.028549238252159374,8.51930990561717,True,False,8.780638430329354,0.019351410015530392,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,KDE_chi2,0.05,0.005841667679990973,5.59243042884072,True,False,5.59243042884072,0.00642468209232736,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,bin_chi2_M40,0.06,0.010963199999999998,5.43563331401341,True,False,5.59243042884072,0.008066666666666668,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,bin_chi2_M80,0.1,0.017686222222222218,4.80844485470417,True,False,4.80844485470417,0.011155555555555554,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,bin_chi2_M120,0.14,0.02538553333333332,3.972193575625184,True,False,4.128990690452494,0.019866666666666664,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,well_TV,0.075,0.015578333333333343,6.637744527689453,True,False,7.369464396883565,0.003166666666666651,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,CDF_sup,0.06,0.019187916666666662,7.369464396883565,True,False,7.683058626538185,0.009083333333333306,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,5,W1,0.08564771475647812,0.028549238252159374,8.153449971020114,True,False,8.937435545156664,0.010873706715838413,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,KDE_chi2,0.05,0.005841667679990973,5.540164723898283,True,False,5.696961838725593,0.0032592037503549904,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,bin_chi2_M40,0.06,0.010963199999999998,5.59243042884072,True,False,5.801493248610466,0.0063711111111111095,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,bin_chi2_M80,0.1,0.017686222222222218,4.547116329991987,True,False,4.8607105596466065,0.010622222222222224,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,bin_chi2_M120,0.14,0.02538553333333332,4.076724985510057,True,False,4.18125639539493,0.01688,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,well_TV,0.075,0.015578333333333343,6.480947412862142,True,False,7.108135872171382,0.0016666666666667052,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,CDF_sup,0.06,0.019187916666666662,7.108135872171382,True,False,7.944387151250368,0.010625000000000027,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,6,W1,0.08564771475647812,0.028549238252159374,8.467044200674735,True,False,9.30329547975372,0.010207118452454894,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,KDE_chi2,0.05,0.005841667679990973,5.540164723898283,True,False,5.853758953552902,0.002904910233158921,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,bin_chi2_M40,0.06,0.010963199999999998,5.331101904128537,True,False,5.749227543668029,0.006108888888888888,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,bin_chi2_M80,0.1,0.017686222222222218,4.80844485470417,True,False,4.96524196953148,0.015955555555555556,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,bin_chi2_M120,0.14,0.02538553333333332,4.024459280567621,True,False,4.390319215164677,0.02302,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,well_TV,0.075,0.015578333333333343,6.637744527689453,True,False,7.108135872171382,0.0,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,CDF_sup,0.06,0.019187916666666662,7.212667282056255,True,False,8.153449971020114,0.004916666666666687,6000,401,4,0.05226570494243663,20.906281976974654
0.35,Langevin,7,W1,0.08564771475647812,0.028549238252159374,8.310247085847424,True,False,9.251029774811284,0.005374193019767718,6000,401,4,0.05226570494243663,20.906281976974654
0.35,LSC-CP,0,KDE_chi2,0.05,0.005841667679990973,1.08,True,False,1.08,0.004290799720575875,6000,401,4,0.04,16.0
0.35,LSC-CP,0,bin_chi2_M40,0.06,0.010963199999999998,1.12,True,False,1.12,0.006359999999999999,6000,401,4,0.04,16.0
