epsilon,method,metric,median_mixing_time,q10_mixing_time,q90_mixing_time,n_points,n_censored,censoring_fraction,maximum_censoring_time,threshold,bias_floor,N_particles
0.2,LSC-CP,KDE_chi2,1.36,1.308,1.372,8,0,0.0,16.0,0.05,0.01088406428779549,6000
0.2,LSC-CP,W1,2.04,1.976,2.04,8,0,0.0,16.0,0.08,0.023843039862331696,6000
0.2,LSC-CP,bin_chi2_M120,0.98,0.96,1.024,8,0,0.0,16.0,0.14,0.025806,6000
0.2,LSC-CP,bin_chi2_M40,1.32,1.268,1.368,8,0,0.0,16.0,0.06,0.0090502,6000
0.2,LSC-CP,bin_chi2_M80,1.08,1.04,1.1320000000000001,8,0,0.0,16.0,0.1,0.017823022222222217,6000
0.2,LSC-CP,well_TV,1.6,1.6,1.68,8,0,0.0,16.0,0.075,0.011895000000000022,6000
0.2,Langevin,CDF_sup,16.9722173119671,16.738501532589193,17.428519547895394,8,0,0.0,44.51729131007764,0.06,0.01742583333333336,6000
0.2,Langevin,KDE_chi2,12.353548338546545,11.908375425445769,12.798721251647322,8,0,0.0,44.51729131007764,0.05,0.01088406428779549,6000
0.2,Langevin,W1,19.142435263333386,18.641615736095012,19.954875829742303,8,0,0.0,44.51729131007764,0.08,0.023843039862331696,6000
0.2,Langevin,bin_chi2_M120,8.847811647877931,8.647483836982582,9.159432687048474,8,0,0.0,44.51729131007764,0.14,0.025806,6000
0.2,Langevin,bin_chi2_M40,11.852728811308172,11.619013031930264,12.130961881996157,8,0,0.0,44.51729131007764,0.06,0.0090502,6000
0.2,Langevin,bin_chi2_M80,10.238977001317856,10.016390544767468,10.238977001317856,8,0,0.0,44.51729131007764,0.1,0.017823022222222217,6000
0.2,Langevin,well_TV,14.801999360600815,14.690706132325621,15.725733155284924,8,0,0.0,44.51729131007764,0.075,0.011895000000000022,6000
0.22,LSC-CP,CDF_sup,1.78,1.72,1.8800000000000001,8,0,0.0,16.0,0.06,0.01887416666666669,6000
0.22,LSC-CP,KDE_chi2,1.32,1.28,1.36,8,0,0.0,16.0,0.05,0.010125660060856717,6000
0.22,LSC-CP,W1,1.84,1.788,1.8920000000000001,8,0,0.0,16.0,0.0931271430440721,0.0310423810146907,6000
0.22,LSC-CP,bin_chi2_M120,0.98,0.948,1.0,8,0,0.0,16.0,0.14,0.023770266666666668,6000
0.22,LSC-CP,bin_chi2_M40,1.28,1.24,1.32,8,0,0.0,16.0,0.06,0.009130777777777776,6000
0.22,LSC-CP,bin_chi2_M80,1.12,1.08,1.12,8,0,0.0,16.0,0.1,0.01913386666666666,6000
0.22,LSC-CP,well_TV,1.6400000000000001,1.588,1.692,8,0,0.0,16.0,0.075,0.01235166666666668,6000
0.22,Langevin,CDF_sup,14.771698842243584,14.021084829412967,15.00265700003762,8,0,0.0,38.49302629900608,0.06,0.01887416666666669,6000
0.22,Langevin,KDE_chi2,10.63369851510043,10.460479896754903,10.903149699193474,8,0,0.0,38.49302629900608,0.05,0.010125660060856717,6000
0.22,Langevin,W1,15.493443085349949,15.147005848658894,15.743647756293488,8,0,0.0,38.49302629900608,0.0931271430440721,0.0310423810146907,6000
0.22,Langevin,bin_chi2_M120,7.698605259801217,7.544633154605193,7.852577364997241,8,0,0.0,38.49302629900608,0.14,0.023770266666666668,6000
0.22,Langevin,bin_chi2_M40,10.24876825211037,10.075549633764842,10.518219436203411,8,0,0.0,38.49302629900608,0.06,0.009130777777777776,6000
0.22,Langevin,bin_chi2_M80,8.709047200150128,8.372233220033824,9.103600719714938,8,0,0.0,38.49302629900608,0.1,0.01913386666666666,6000
0.22,Langevin,well_TV,13.135745224535825,12.702698678672007,13.280094073157098,8,0,0.0,38.49302629900608,0.075,0.01235166666666668,6000
0.26,LSC-CP,CDF_sup,1.76,1.668,1.84,8,0,0.0,16.0,0.06,0.017164583333333303,6000
0.26,LSC-CP,KDE_chi2,1.24,1.228,1.32,8,0,0.0,16.0,0.05,0.007952289769311631,6000
0.26,LSC-CP,W1,1.84,1.788,1.932,8,0,0.0,16.0,0.08374202294041758,0.02791400764680586,6000
0.26,LSC-CP,bin_chi2_M120,0.96,0.92,0.96,8,0,0.0,16.0,0.14,0.025084533333333325,6000
0.26,LSC-CP,bin_chi2_M40,1.24,1.2,1.292,8,0,0.0,16.0,0.06,0.009323555555555555,6000
0.26,LSC-CP,bin_chi2_M80,1.06,1.04,1.092,8,0,0.0,16.0,0.1,0.019649911111111105,6000
0.26,LSC-CP,well_TV,1.54,1.508,1.6,8,0,0.0,16.0,0.075,0.014826666666666625,6000
0.26,Langevin,CDF_sup,11.621208504072316,11.393341670659133,12.092133293126226,8,0,0.0,30.382244455091023,0.06,0.017164583333333303,6000
0.26,Langevin,KDE_chi2,8.43107283628776,8.203206002874577,8.605770741904532,8,0,0.0,30.382244455091023,0.05,0.007952289769311631,6000
0.26,Langevin,W1,12.608631448862775,12.282022320970547,13.079556237916686,8,0,0.0,30.382244455091023,0.08374202294041758,0.02791400764680586,6000
0.26,Langevin,bin_chi2_M120,6.076448891018204,6.030875524335568,6.197977868838569,8,0,0.0,30.382244455091023,0.14,0.025084533333333325,6000
0.26,Langevin,bin_chi2_M40,8.279161614012304,7.982934730575167,8.453859519629077,8,0,0.0,30.382244455091023,0.06,0.009323555555555555,6000
0.26,Langevin,bin_chi2_M80,6.987916224670935,6.813218319054162,7.086658519149982,8,0,0.0,30.382244455091023,0.1,0.019649911111111105,6000
0.26,Langevin,well_TV,10.140074086886628,10.00335398683872,10.580616631485448,8,0,0.0,30.382244455091023,0.075,0.014826666666666625,6000
0.3,LSC-CP,CDF_sup,1.6600000000000001,1.6,1.744,8,0,0.0,16.0,0.06,0.016899583333333336,6000
0.3,LSC-CP,KDE_chi2,1.16,1.16,1.212,8,0,0.0,16.0,0.05,0.006637764596762706,6000
0.3,LSC-CP,W1,1.9,1.816,1.92,8,0,0.0,16.0,0.08,0.022940471063061154,6000
0.3,LSC-CP,bin_chi2_M120,0.88,0.88,0.92,8,0,0.0,16.0,0.14,0.025467933333333328,6000
0.3,LSC-CP,bin_chi2_M40,1.16,1.148,1.2,8,0,0.0,16.0,0.06,0.010053733333333332,6000
0.3,LSC-CP,bin_chi2_M80,1.0,0.988,1.04,8,0,0.0,16.0,0.1,0.01898391111111111,6000
0.3,LSC-CP,well_TV,1.48,1.44,1.532,8,0,0.0,16.0,0.075,0.013474999999999997,6000
0.3,Langevin,CDF_sup,9.61038341823804,9.370911569127847,9.80574203198583,8,0,0.0,25.207563064230925,0.06,0.016899583333333336,6000
0.3,Langevin,KDE_chi2,6.932079842663504,6.80604202734235,7.058117657984659,8,0,0.0,25.207563064230925,0.05,0.006637764596762706,6000
0.3,Langevin,W1,10.996799386770741,10.637591613105451,11.204761782050646,8,0,0.0,25.207563064230925,0.08,0.022940471063061154,6000
0.3,Langevin,bin_chi2_M120,5.104531520506763,5.003701268249839,5.30619202502061,8,0,0.0,25.207563064230925,0.14,0.025467933333333328,6000
0.3,Langevin,bin_chi2_M40,6.869060935002927,6.7241174473836,7.077023330282832,8,0,0.0,25.207563064230925,0.06,0.010053733333333332,6000
0.3,Langevin,bin_chi2_M80,5.766230050942824,5.652796017153785,5.8607584124336904,8,0,0.0,25.207563064230925,0.1,0.01898391111111111,6000
0.3,Langevin,well_TV,8.44453362651736,8.236571231237455,8.589477114136688,8,0,0.0,25.207563064230925,0.075,0.013474999999999997,6000
0.35,LSC-CP,CDF_sup,1.58,1.548,1.6400000000000001,8,0,0.0,16.0,0.06,0.019187916666666662,6000
0.35,LSC-CP,KDE_chi2,1.16,1.108,1.2,8,0,0.0,16.0,0.05,0.005841667679990973,6000
0.35,LSC-CP,W1,1.68,1.616,1.784,8,0,0.0,16.0,0.08564771475647812,0.028549238252159374,6000
0.35,LSC-CP,bin_chi2_M120,0.84,0.828,0.88,8,0,0.0,16.0,0.14,0.02538553333333332,6000
0.35,LSC-CP,bin_chi2_M40,1.16,1.12,1.16,8,0,0.0,16.0,0.06,0.010963199999999998,6000
0.35,LSC-CP,bin_chi2_M80,1.0,0.96,1.0,8,0,0.0,16.0,0.1,0.017686222222222218,6000
0.35,LSC-CP,well_TV,1.4000000000000001,1.348,1.48,8,0,0.0,16.0,0.075,0.015578333333333343,6000
0.35,Langevin,CDF_sup,7.892121446307931,7.636019492089992,8.216168816951038,8,0,0.0,20.906281976974654,0.06,0.019187916666666662,6000
0.35,Langevin,KDE_chi2,5.7230946911968115,5.59243042884072,5.885118376518364,8,0,0.0,20.906281976974654,0.05,0.005841667679990973,6000
0.35,Langevin,W1,8.963568397627881,8.749279007363892,9.266709486294015,8,0,0.0,20.906281976974654,0.08564771475647812,0.028549238252159374,6000
0.35,Langevin,bin_chi2_M120,4.18125639539493,4.1655766839121995,4.353733221704972,8,0,0.0,20.906281976974654,0.14,0.02538553333333332,6000
0.35,Langevin,bin_chi2_M40,5.749227543668029,5.576750717357989,5.76490725515076,8,0,0.0,20.906281976974654,0.06,0.010963199999999998,6000
0.35,Langevin,bin_chi2_M80,4.834577707175388,4.740499438279002,4.892069982612068,8,0,0.0,20.906281976974654,0.1,0.017686222222222218,6000
0.35,Langevin,well_TV,7.0820030197001635,6.867713629436174,7.186534429585037,8,0,0.0,20.906281976974654,0.075,0.015578333333333343,6000
0.4,LSC-CP,CDF_sup,1.42,1.36,1.452,8,0,0.0,16.0,0.07308624999999994,0.024362083333333312,6000
0.4,LSC-CP,KDE_chi2,1.12,1.08,1.1320000000000001,8,0,0.0,16.0,0.05,0.006489530444972148,6000
0.4,LSC-CP,W1,1.4000000000000001,1.348,1.452,8,0,0.0,16.0,0.12890064975511223,0.04296688325170407,6000
0.4,LSC-CP,bin_chi2_M120,0.84,0.788,0.892,8,0,0.0,16.0,0.14,0.026531733333333328,6000
0.4,LSC-CP,bin_chi2_M40,1.08,1.08,1.16,8,0,0.0,16.0,0.06,0.01172204444444444,6000
0.4,LSC-CP,bin_chi2_M80,0.92,0.908,0.96,8,0,0.0,16.0,0.1,0.01881497777777777,6000
0.4,LSC-CP,well_TV,1.4000000000000001,1.32,1.4120000000000001,8,0,0.0,16.0,0.075,0.020319999999999987,6000
0.4,Langevin,CDF_sup,6.308570386284713,6.048145416601786,6.461233299547119,8,0,0.0,17.96034273675363,0.07308624999999994,0.024362083333333312,6000
0.4,Langevin,KDE_chi2,4.939094252607249,4.79541151071322,5.010935623554263,8,0,0.0,17.96034273675363,0.05,0.006489530444972148,6000
0.4,Langevin,W1,6.375921671547539,6.272649700811206,6.582465613020206,8,0,0.0,17.96034273675363,0.12890064975511223,0.04296688325170407,6000
0.4,Langevin,bin_chi2_M120,3.6818702610344944,3.6369694041926106,3.7088107751396246,8,0,0.0,17.96034273675363,0.14,0.026531733333333328,6000
0.4,Langevin,bin_chi2_M40,4.939094252607249,4.880723138712799,4.983995109449133,8,0,0.0,17.96034273675363,0.06,0.01172204444444444,6000
0.4,Langevin,bin_chi2_M80,4.108428401032393,4.072507715558886,4.234150800189669,8,0,0.0,17.96034273675363,0.1,0.01881497777777777,6000
0.4,Langevin,well_TV,6.1065165304962346,5.92242301744451,6.241219101021887,8,0,0.0,17.96034273675363,0.075,0.020319999999999987,6000
