epsilon,method,metric,estimator,seed,observed_mixing_time,censored,accepted,acceptance_reason,n_fit,window_start,window_end,window_initial_value,window_final_value,slope_log_chi2,slope_standard_error,lambda_eff,log_R2,residual_RMSE_log,predicted_threshold_time,noise_cutoff,upper_window_cutoff,predicted_to_observed_ratio
0.055,Langevin,bin_chi2_M80,seed,4,285.1161725301718,False,True,accepted,70,34.3513460879725,271.3756340949828,0.7676266666666666,0.10726666666666665,-0.008335126086486244,8.185998531477862e-05,0.004167563043243122,0.9934838853518542,0.046852522230424125,278.87473982074266,0.036323733333333316,0.8,
0.055,Langevin,bin_chi2_M80,seed,5,278.2459033125773,False,True,accepted,66,34.3513460879725,257.63509565979376,0.7731333333333332,0.13016,-0.00825844634189705,7.364653702614975e-05,0.004129223170948525,0.9949361231979134,0.03855578359831395,282.01068189914145,0.036323733333333316,0.8,
0.055,Langevin,bin_chi2_M80,seed,6,281.6810379213745,False,True,accepted,73,30.916211479175253,278.2459033125773,0.7854577777777777,0.10148444444444443,-0.008155869687158155,7.427759815707366e-05,0.004077934843579077,0.9941455852723787,0.04530251066662089,283.6294839183872,0.036323733333333316,0.8,
0.055,Langevin,bin_chi2_M80,seed,7,281.6810379213745,False,True,accepted,69,30.916211479175253,264.5053648773883,0.7986088888888887,0.10678222222222222,-0.008317759777963571,7.692920444081063e-05,0.004158879888981786,0.9943014728618578,0.04308094844041202,280.70716416732915,0.036323733333333316,0.8,
0.06,LSC-CP,KDE_chi2,seed,0,0.8,False,True,accepted,11,0.36,0.76,0.5122101781586514,0.2663196892588905,-1.6274064862800146,0.07060222961038966,0.8137032431400073,0.9833431696603449,0.026791662414601642,0.7717303318596038,0.1747257015020012,0.5260362639739121,
0.06,LSC-CP,KDE_chi2,seed,1,0.8,False,True,accepted,11,0.36,0.76,0.5142827758592248,0.2726555742835818,-1.6250501696496114,0.06992637611915545,0.8125250848248057,0.9836087011568647,0.02653519404697643,0.7748123190286307,0.1747257015020012,0.5258104782902406,
0.06,LSC-CP,KDE_chi2,seed,2,0.8,False,True,accepted,10,0.4,0.76,0.4772511152058802,0.2966962155478754,-1.3757497456314012,0.10183938030582237,0.6878748728157006,0.958003815101095,0.03309388146835312,0.8356608960926174,0.1747257015020012,0.5259904401808193,
0.06,LSC-CP,KDE_chi2,seed,3,0.8,False,True,accepted,11,0.36,0.76,0.522997022918738,0.2790527240157259,-1.5997868842679728,0.07411974321457322,0.7998934421339864,0.9810470895182727,0.028126464977383404,0.7918658604915323,0.1747257015020012,0.526662776866239,
0.06,LSC-CP,KDE_chi2,seed,4,0.84,False,True,accepted,10,0.36,0.72,0.5142559897927748,0.30224521874645915,-1.5157541006934787,0.0700091147582067,0.7578770503467394,0.9832199846801956,0.022750269478809496,0.8046887152934115,0.1747257015020012,0.5273048658742854,
0.06,LSC-CP,KDE_chi2,seed,5,0.8,False,True,accepted,11,0.36,0.76,0.5214516039454252,0.27121788091097065,-1.5633236518514053,0.09135164104530037,0.7816618259257027,0.9701851890608904,0.0346655104436729,0.8000458186158841,0.1747257015020012,0.5246927840845069,
0.06,LSC-CP,KDE_chi2,seed,6,0.88,False,True,accepted,13,0.36,0.84,0.5194417506436997,0.2632020289419414,-1.422624865907328,0.0729013608940136,0.711312432953664,0.9719252416490101,0.036187283881732354,0.8408521645338917,0.1747257015020012,0.5262610903446354,
0.06,LSC-CP,KDE_chi2,seed,7,0.84,False,True,accepted,12,0.36,0.8,0.5200112228357503,0.2640887234215905,-1.576722349165951,0.07814976713313496,0.7883611745829755,0.9760224536988532,0.034124404028470896,0.7945520704556386,0.1747257015020012,0.52633350326096,
0.06,LSC-CP,bin_chi2_M120,seed,0,1.04,False,True,accepted,20,0.24,1.0,0.7676133333333335,0.16934666666666665,-2.027023417465141,0.05091839983653782,1.0135117087325705,0.9887694888369747,0.04982723817327628,1.0794790592303127,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,1,1.08,False,True,accepted,21,0.24,1.04,0.77676,0.16622000000000003,-1.9618844507839903,0.04225689292803163,0.9809422253919952,0.9912624329740847,0.044613887523093435,1.1133893573861529,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,2,1.16,False,True,accepted,22,0.28,1.12,0.7131266666666667,0.14292666666666667,-1.932976579549097,0.037645407686178176,0.9664882897745485,0.9924713208869833,0.04272380618786005,1.1222329853138944,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,3,1.12,False,True,accepted,22,0.24,1.08,0.7800266666666668,0.14276666666666665,-1.9642023564481192,0.04833656387659184,0.9821011782240596,0.9880331293774883,0.054857208721606,1.114495277375711,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,4,1.16,False,True,accepted,21,0.24,1.04,0.78142,0.14728,-1.9671967459794273,0.049314221610872205,0.9835983729897136,0.9882009339775616,0.05206485815186126,1.1140713699756408,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,5,1.2,False,True,accepted,22,0.24,1.08,0.7891733333333335,0.14204666666666668,-2.04239937301061,0.03384014717020421,1.021199686505305,0.9945394653606405,0.03840521269209938,1.0867215493352125,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,6,1.08,False,True,accepted,21,0.24,1.04,0.7664266666666666,0.16401333333333334,-2.038725775860376,0.04141692834024434,1.019362887930188,0.9922196422516049,0.0437270715968315,1.0739015566896237,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M120,seed,7,1.16,False,True,accepted,20,0.28,1.04,0.7227600000000002,0.15448666666666666,-2.0331858815777317,0.05038906944639081,1.0165929407888659,0.9890650732855758,0.04930925112916493,1.0873215583026719,0.05021906666666666,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,0,1.52,False,True,accepted,32,0.24,1.48,0.7824488888888887,0.07046222222222222,-1.9884807567258893,0.031288561805379596,0.9942403783629447,0.992627142869083,0.06329266953275355,1.5314804589678215,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,1,1.52,False,True,accepted,32,0.24,1.48,0.7818488888888888,0.060124444444444446,-2.01068146895125,0.031185596478528536,1.005340734475625,0.9928349394232052,0.0630843841393164,1.5168392023201467,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,2,1.48,False,True,accepted,31,0.24,1.44,0.7946622222222222,0.06639777777777776,-2.062979606388163,0.03215614029415014,1.0314898031940816,0.9930034056361691,0.06195379274254766,1.4923500360536819,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,3,1.6400000000000001,False,True,accepted,32,0.24,1.48,0.7718333333333333,0.06824888888888889,-2.024482963514371,0.03549380362728048,1.0122414817571854,0.990862831705077,0.07179932390039294,1.5017661502057207,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,4,1.48,False,True,accepted,31,0.24,1.44,0.7832844444444444,0.07136222222222222,-2.038532912433612,0.030894981108268185,1.019266456216806,0.9933830908181658,0.05952397392403401,1.5002942671579143,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,5,1.52,False,True,accepted,32,0.24,1.48,0.7558155555555555,0.0632911111111111,-2.0385649952832114,0.028286186533422398,1.0192824976416057,0.9942572527922569,0.057219256920077136,1.482762833620654,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,6,1.6,False,True,accepted,32,0.24,1.48,0.748251111111111,0.06364444444444445,-2.0071026086091974,0.03326303603251442,1.0035513043045987,0.9918277408968998,0.06728677273047537,1.4972322205313275,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M40,seed,7,1.56,False,True,accepted,33,0.24,1.52,0.7604288888888888,0.06879111111111111,-1.9660511419733984,0.042436202547151976,0.9830255709866992,0.9857630281883111,0.08999143487778337,1.5316948013985807,0.022312355555555552,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,0,1.32,False,True,accepted,27,0.24,1.28,0.7655244444444445,0.10047555555555555,-1.9754923291669437,0.0405729911156881,0.9877461645834719,0.9895646376835615,0.06320363962825921,1.2703208629057354,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,1,1.28,False,True,accepted,23,0.28,1.16,0.6890533333333333,0.11491999999999998,-2.0085451541713826,0.04430995168527774,1.0042725770856913,0.9898832129660767,0.053876236841960995,1.24096843274402,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,2,1.24,False,True,accepted,25,0.24,1.2,0.7965022222222222,0.11253777777777776,-2.0045203488879997,0.038740347618082434,1.0022601744439998,0.9914823670925331,0.05359065862106282,1.27519015633501,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,3,1.32,False,True,accepted,25,0.24,1.2,0.7696888888888889,0.10449777777777777,-1.9816697354433523,0.028043739058463364,0.9908348677216762,0.9954149794212656,0.03879372640525277,1.269846785419416,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,4,1.28,False,True,accepted,26,0.24,1.24,0.7631377777777777,0.10468888888888889,-1.9979246303217282,0.0345645361236846,0.9989623151608641,0.9928680866656575,0.05079928601941443,1.2571897237315623,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,5,1.24,False,True,accepted,25,0.24,1.2,0.7731955555555555,0.11686666666666665,-2.049033542864909,0.04539162786351386,1.0245167714324546,0.98883890610716,0.06279156958190199,1.238208067571357,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,6,1.32,False,True,accepted,27,0.24,1.28,0.7532222222222222,0.10329777777777778,-1.9995052877659574,0.03421099319141758,0.9997526438829787,0.9927346018452722,0.05329307072357106,1.2498448483538103,0.0349176,0.8,
0.06,LSC-CP,bin_chi2_M80,seed,7,1.32,False,True,accepted,25,0.24,1.2,0.7284844444444444,0.11213777777777777,-2.0578038399218617,0.037937664332154175,1.0289019199609308,0.9922432601456413,0.05248028329916106,1.205007474492152,0.0349176,0.8,
0.06,Langevin,KDE_chi2,seed,0,139.6102406247762,False,True,accepted,30,61.52315688549459,130.14513956546932,0.5157460003958053,0.2636529613654868,-0.009576972444868303,0.0002606375298968936,0.004788486222434152,0.9796829335796305,0.028246877961010997,132.20645147934997,0.1747257015020012,0.5241193706906659,
0.06,Langevin,KDE_chi2,seed,1,132.51141483029605,False,False,negative slope or R2 criterion failed,29,63.88943215032131,130.14513956546932,0.5226006272087109,0.2724884004595399,-0.009621834358582744,0.0004552018012075058,0.004810917179291372,0.9430132672073821,0.046827410009930806,135.61537287852127,0.1747257015020012,0.523912727406052,
0.06,Langevin,KDE_chi2,seed,2,134.87769009512277,False,True,accepted,28,63.88943215032131,127.77886430064262,0.5228506253139904,0.26817144998058173,-0.009827620180780098,0.0003365407508598721,0.004913810090390049,0.9704124966338384,0.032800454028780575,134.16212960471594,0.1747257015020012,0.5283993989308552,
0.06,Langevin,KDE_chi2,seed,3,134.87769009512277,False,True,accepted,27,66.25570741514802,127.77886430064262,0.4861184787113437,0.290971949170831,-0.009490004629129746,0.0004348701247945699,0.004745002314564873,0.9501223655977574,0.04007466568062774,131.35261403785927,0.1747257015020012,0.5242561179931122,
0.06,Langevin,KDE_chi2,seed,4,134.87769009512277,False,True,accepted,28,61.52315688549459,125.4125890358159,0.5256438697763434,0.26822736927736457,-0.010021967501227157,0.0003590668664518181,0.005010983750613578,0.9677031486064065,0.03499592907016203,130.9647607757228,0.1747257015020012,0.5266223954135665,
0.06,Langevin,KDE_chi2,seed,5,137.24396535994947,False,True,accepted,27,63.88943215032131,125.4125890358159,0.5149518302441574,0.27273682948036304,-0.009964151562672663,0.0003264437970265041,0.0049820757813363314,0.9738677863167176,0.030082834583156918,131.67151336208866,0.1747257015020012,0.5260207614025383,
0.06,Langevin,KDE_chi2,seed,6,134.87769009512277,False,True,accepted,30,63.88943215032131,132.51141483029605,0.5135276713987018,0.26420721555332183,-0.009539164465154354,0.0003293863837962566,0.004769582232577177,0.9676937478801664,0.035697610351019836,134.4010042952989,0.1747257015020012,0.5271544088090782,
0.06,Langevin,KDE_chi2,seed,7,137.24396535994947,False,True,accepted,27,66.25570741514802,127.77886430064262,0.4912566857422731,0.285825069144655,-0.009484897449423813,0.00030392449930886337,0.004742448724711907,0.9749735649602944,0.02800760964600289,132.4962064547272,0.1747257015020012,0.5269261979655708,
0.06,Langevin,bin_chi2_M120,seed,0,172.73809433235022,False,True,accepted,61,21.296477383440436,163.27299327304334,0.7968933333333333,0.15778000000000003,-0.011631571639168234,9.357109340332974e-05,0.005815785819584117,0.9961963236583734,0.029944276275866575,170.8100999581064,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,1,177.47064486200364,False,True,accepted,59,23.66275264826715,160.90671800821661,0.7968466666666667,0.17162666666666668,-0.012029887448766924,0.00014798667602959175,0.006014943724383462,0.991448015477427,0.04502195051008312,168.22103359278825,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,2,172.73809433235022,False,True,accepted,60,23.66275264826715,163.27299327304334,0.7719400000000001,0.16183333333333333,-0.011683705609778806,0.00013391510423743064,0.005841852804889403,0.9924381275040144,0.04179353676739287,169.78629095095533,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,3,172.73809433235022,False,True,accepted,57,21.296477383440436,153.8078922137365,0.7889466666666669,0.15829333333333334,-0.012008940680263295,0.0001168387352965739,0.006004470340131647,0.9948206913257251,0.033732679758567766,165.27722854830648,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,4,179.83692012683036,False,True,accepted,62,23.66275264826715,168.00554380269676,0.7741133333333334,0.14757333333333333,-0.011708465212662937,0.00014758345867378365,0.0058542326063314686,0.9905570827020932,0.04840866905743923,169.71740923186772,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,5,177.47064486200364,False,True,accepted,63,23.66275264826715,170.3718190675235,0.7809200000000002,0.14347333333333334,-0.011749558409570888,0.00011697385055310044,0.005874779204785444,0.9939903870412056,0.039311007681290915,169.95167937126487,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,6,165.63926853787007,False,True,accepted,61,21.296477383440436,163.27299327304334,0.7691600000000002,0.1504333333333333,-0.011882364062950622,0.00012020674419489765,0.005941182031475311,0.9939980894167301,0.038468119025595854,164.67338274060816,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M120,seed,7,172.73809433235022,False,True,accepted,59,26.029027913093866,163.27299327304334,0.7437933333333334,0.15241333333333335,-0.011943086745658886,0.00014574263952876117,0.005971543372829443,0.9915832558032288,0.0443392478303972,165.868989844684,0.05021906666666666,0.8,
0.06,Langevin,bin_chi2_M40,seed,0,238.99380174749822,False,True,accepted,87,21.296477383440436,224.79615015853793,0.7821133333333332,0.07058222222222221,-0.012187428098005349,0.00010165163568167168,0.006093714049002674,0.9941215473767397,0.05569151557002891,231.97711276529725,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,1,238.99380174749822,False,True,accepted,85,21.296477383440436,220.0635996288845,0.7867666666666666,0.06565555555555555,-0.012157142340830311,0.00010822994969563364,0.006078571170415156,0.9934647461330278,0.05724664142965235,232.98990710097485,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,2,248.4589028068051,False,True,accepted,88,21.296477383440436,227.16242542336465,0.7950888888888888,0.07017999999999999,-0.01223380934024473,9.446461931002605e-05,0.006116904670122365,0.9948985668708961,0.05265597696012559,232.52335563830496,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,3,243.72635227715165,False,True,accepted,88,21.296477383440436,227.16242542336465,0.7724044444444444,0.06476888888888888,-0.01233176713352386,9.56203675304249e-05,0.00616588356676193,0.9948559068873886,0.05330020812423265,228.49822833448675,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,4,229.52870068819138,False,True,accepted,88,21.296477383440436,227.16242542336465,0.7951533333333333,0.07362444444444445,-0.012232394712969913,0.00010931797672754057,0.0061161973564849564,0.993178405233331,0.060935458226972175,232.55440901412916,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,5,234.2612512178448,False,True,accepted,84,21.296477383440436,217.6973243640578,0.7692444444444444,0.08055777777777776,-0.0121283443398336,0.00011282923234066124,0.0060641721699168,0.9929533463585679,0.058620795754659616,231.63551117338153,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,6,243.72635227715165,False,True,accepted,91,18.93020211861372,231.89497595301808,0.7967888888888889,0.06312222222222222,-0.012109128839337296,8.751274206111141e-05,0.006054564419668648,0.9953730726738216,0.05131639088842362,232.5083408598512,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M40,seed,7,236.6275264826715,False,True,accepted,86,21.296477383440436,222.42987489371123,0.7840155555555555,0.0647911111111111,-0.012419219042636822,0.00010122974304947335,0.006209609521318411,0.994450038759816,0.05449937322171686,228.240592820802,0.022312355555555552,0.8,
0.06,Langevin,bin_chi2_M80,seed,0,205.8659480399242,False,True,accepted,70,23.66275264826715,186.93574592131048,0.7499333333333332,0.10111555555555554,-0.012114526592498513,9.663496045024522e-05,0.006057263296249256,0.9956918628371657,0.03809930823256213,189.97664963125996,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,1,201.13339751027078,False,True,accepted,76,21.296477383440436,198.76712224544406,0.7893955555555555,0.10519555555555554,-0.011768071594071693,0.00010623854788669448,0.005884035797035846,0.994005209253302,0.04744043046179519,196.864524412532,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,2,208.23222330475093,False,True,accepted,68,23.66275264826715,182.20319539165706,0.7707377777777777,0.11911555555555554,-0.011997346107836603,0.00012373049060735355,0.005998673053918302,0.9930290975703764,0.04668585215847023,193.88189984352127,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,3,194.03457171579063,False,True,accepted,72,23.66275264826715,191.66829645096394,0.7555777777777777,0.10826666666666665,-0.011905550259911085,0.00011272528810149375,0.005952775129955542,0.9937637295060797,0.04638052062554359,193.5257572992743,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,4,198.76712224544406,False,True,accepted,70,23.66275264826715,186.93574592131048,0.7648044444444444,0.10389777777777776,-0.012004765786249538,0.00012558262377521202,0.006002382893124769,0.9926134643741044,0.049512216588831294,193.13294667013548,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,5,203.4996727750975,False,True,accepted,74,23.66275264826715,196.40084698061736,0.7807955555555555,0.10283555555555554,-0.011869229096019668,0.00011815516185748954,0.005934614548009834,0.9929155655010581,0.050674054057384545,196.8115848345296,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,6,191.66829645096394,False,True,accepted,72,21.296477383440436,189.3020211861372,0.77172,0.10553777777777779,-0.011778850820675858,9.077705943442455e-05,0.005889425410337929,0.9958595977947253,0.0373499801893053,194.78127951369018,0.0349176,0.8,
0.06,Langevin,bin_chi2_M80,seed,7,198.76712224544406,False,True,accepted,75,21.296477383440436,196.40084698061736,0.77844,0.11054222222222221,-0.011917314986916042,0.00011410258197579916,0.005958657493458021,0.9933524694307996,0.04994065096750893,193.49312849804863,0.0349176,0.8,
0.07,LSC-CP,KDE_chi2,seed,0,1.04,False,True,accepted,16,0.32,0.92,0.5547329483020366,0.2093875595176848,-1.629885492083353,0.04355141707761684,0.8149427460416765,0.9901031075107104,0.030047321718033756,0.9928724790750805,0.12350932063383888,0.5632104939497439,
0.07,LSC-CP,KDE_chi2,seed,1,0.96,False,True,accepted,16,0.32,0.92,0.5397999112389098,0.20284491894364814,-1.6392464052557776,0.040107435174039266,0.8196232026278888,0.991688780806857,0.02767122378157726,0.9723831930782654,0.12350932063383888,0.5644724205875735,
0.07,LSC-CP,KDE_chi2,seed,2,1.04,False,True,accepted,18,0.32,1.0,0.5518435364774976,0.18939380705110745,-1.5916063043038835,0.055660566604306,0.7958031521519418,0.9808076666117773,0.04620385835391326,1.0057743794356748,0.12350932063383888,0.5636342719281492,
0.07,LSC-CP,KDE_chi2,seed,3,1.04,False,True,accepted,15,0.32,0.88,0.5431108111624621,0.22416862736248816,-1.625355932195115,0.06416021633475284,0.8126779660975575,0.980145068666529,0.03997890301092331,0.9817206839957384,0.12350932063383888,0.5643016008744155,
0.07,LSC-CP,KDE_chi2,seed,4,1.0,False,True,accepted,17,0.32,0.96,0.5529905206901164,0.19310302453806294,-1.6470224130666207,0.05087116098195694,0.8235112065333103,0.9858920182338431,0.03860849662081722,0.9839612910199187,0.12350932063383888,0.5629568728668244,
0.07,LSC-CP,KDE_chi2,seed,5,1.0,False,True,accepted,17,0.32,0.96,0.5473343334456406,0.20261474933850276,-1.5315341732452161,0.03768341384301444,0.7657670866226081,0.9910006263423057,0.028599700261114663,1.027315654762583,0.12350932063383888,0.5642286111077258,
0.07,LSC-CP,KDE_chi2,seed,6,1.08,False,True,accepted,19,0.32,1.04,0.5489819900827451,0.1859364863793313,-1.5684024780508024,0.06042487067134654,0.7842012390254012,0.9753882297995716,0.054583428221847224,1.0126053224069314,0.12350932063383888,0.5630557614358589,
0.07,LSC-CP,KDE_chi2,seed,7,1.0,False,True,accepted,17,0.32,0.96,0.5417899321812281,0.20224176392280424,-1.6166994059369721,0.05297536642061097,0.8083497029684861,0.984149544900639,0.04020547626507173,0.9837576604046427,0.12350932063383888,0.5630797981609459,
0.07,LSC-CP,bin_chi2_M120,seed,0,1.12,False,True,accepted,21,0.28,1.08,0.7372933333333334,0.14545999999999998,-2.0325342990638737,0.043002229541812514,1.0162671495319369,0.9915670049019404,0.04540079733945633,1.0973753334005223,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,1,1.16,False,True,accepted,23,0.24,1.12,0.7912000000000001,0.15377333333333335,-1.944950922877865,0.04173938184016683,0.9724754614389325,0.9904211377769497,0.0507506945083183,1.1304637835984899,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,2,1.08,False,True,accepted,21,0.24,1.04,0.7874933333333334,0.15163333333333334,-2.0602410072426354,0.03737109709876892,1.0301205036213177,0.9937872672828671,0.03945557297406209,1.078354579087732,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,3,1.12,False,True,accepted,22,0.24,1.08,0.7864800000000001,0.15968666666666664,-2.022384915383494,0.047744192647410214,1.011192457691747,0.9889762506174495,0.0541849260942588,1.0934106723803794,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,4,1.08,False,True,accepted,20,0.28,1.04,0.7015466666666668,0.15064666666666665,-2.0399898289251164,0.03788545412492263,1.0199949144625582,0.9938301633014214,0.03707358345991588,1.0700259971809556,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,5,1.12,False,True,accepted,22,0.24,1.08,0.7908933333333334,0.15583999999999998,-2.0349895885391853,0.04908910012023587,1.0174947942695927,0.9884959529364092,0.05571126276428789,1.0908744690472099,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,6,1.16,False,True,accepted,21,0.24,1.04,0.78674,0.16189333333333333,-2.049207034111995,0.04246569920085471,1.0246035170559975,0.9919066321949546,0.04483434054091732,1.082401657812255,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M120,seed,7,1.16,False,True,accepted,20,0.28,1.04,0.73562,0.15403333333333336,-2.0426065018126205,0.03538866202279139,1.0213032509063102,0.9946260797897235,0.03463029664922597,1.0922324378036063,0.05085279999999998,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,0,1.48,False,True,accepted,30,0.28,1.44,0.71122,0.0747911111111111,-2.002651276003319,0.03986374842891234,1.0013256380016595,0.9890273397585845,0.07303085132696958,1.5146818803130002,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,1,1.52,False,True,accepted,29,0.28,1.4000000000000001,0.7012488888888889,0.07550888888888888,-2.033846896374574,0.037520498424127156,1.016923448187287,0.990894747907105,0.06524684140426006,1.4888020561055013,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,2,1.44,False,True,accepted,30,0.24,1.4000000000000001,0.7904955555555555,0.08486666666666665,-2.019007917024408,0.04103113244804882,1.009503958512204,0.9885681736446388,0.07516951244397589,1.517020981617002,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,3,1.52,False,True,accepted,32,0.24,1.48,0.7792644444444444,0.06298444444444444,-2.046099513952777,0.04309374198168759,1.0230497569763886,0.9868672731500361,0.08717300549454289,1.4931188610871495,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,4,1.56,False,True,accepted,32,0.28,1.52,0.7070333333333334,0.061066666666666665,-2.001530492883267,0.035540058873465744,1.0007652464416334,0.9906298930530849,0.0718928922155226,1.512423517356238,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,5,1.52,False,True,accepted,32,0.24,1.48,0.7686866666666666,0.06556888888888888,-2.023470290234031,0.034998625435567976,1.0117351451170156,0.9911049334041143,0.07079764316342478,1.5003787073078274,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,6,1.52,False,True,accepted,32,0.24,1.48,0.7798333333333333,0.060206666666666665,-2.0005669233207604,0.03422400732538181,1.0002834616603802,0.9912967692587591,0.06923069200833304,1.5220044306035168,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M40,seed,7,1.52,False,True,accepted,30,0.24,1.4000000000000001,0.7774866666666667,0.0771111111111111,-2.025052119784286,0.035514275125407224,1.012526059892143,0.9914617767531132,0.06506256558622063,1.50501530882837,0.02163355555555554,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,0,1.24,False,True,accepted,25,0.24,1.2,0.7931644444444443,0.1135288888888889,-2.0563785617944634,0.03042997330166045,1.0281892808972317,0.9949887850794954,0.042094674191724774,1.2470423912535324,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,1,1.32,False,True,accepted,24,0.28,1.2,0.7048311111111111,0.12236444444444443,-2.0300395119493597,0.042373713924694356,1.0150197559746799,0.9905056829346899,0.05503147601377927,1.2419458231837983,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,2,1.24,False,True,accepted,24,0.28,1.2,0.7128399999999999,0.10430666666666666,-2.056963360869745,0.02783333549737278,1.0284816804348724,0.9959880620186797,0.0361476347702083,1.234847734617078,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,3,1.32,False,True,accepted,27,0.24,1.28,0.7980133333333334,0.10288,-1.9861181425292194,0.030752650818053312,0.9930590712646097,0.9940420108924297,0.04790574730800122,1.2857359385051477,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,4,1.28,False,True,accepted,26,0.24,1.24,0.7673555555555556,0.1011911111111111,-2.0497842867341003,0.02682602282065548,1.0248921433670501,0.9959062064179051,0.03942604064331783,1.2341436704919881,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,5,1.28,False,True,accepted,25,0.28,1.24,0.76308,0.1045288888888889,-2.031924733379067,0.047852234652869495,1.0159623666895334,0.987404593360774,0.06619539909187462,1.2801318728473339,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,6,1.28,False,True,accepted,25,0.28,1.24,0.7446488888888889,0.10620888888888888,-1.9822751290076277,0.04394236917861918,0.9911375645038139,0.9888240123545383,0.0607867675547888,1.2928476122396215,0.03723422222222222,0.8,
0.07,LSC-CP,bin_chi2_M80,seed,7,1.28,False,True,accepted,26,0.24,1.24,0.7723377777777777,0.10545333333333332,-1.991205445157692,0.045847890287217745,0.995602722578846,0.9874360331187068,0.06738236219207303,1.2666403244821445,0.03723422222222222,0.8,
