epsilon,replicate,metric,bias_floor_value,N_particles,KDE_bandwidth
0.35,13,well_TV,0.011666666666666603,2400,0.0673939291753364
0.35,13,W1,0.029696039506372177,2400,0.0673939291753364
0.35,13,CDF_sup,0.02688867948371121,2400,0.0673939291753364
0.35,14,truncated_KDE_chi2,0.0020605670176155866,2400,0.0673939291753364
0.35,14,well_TV,0.0037500000000000866,2400,0.0673939291753364
0.35,14,W1,0.012985283996807581,2400,0.0673939291753364
0.35,14,CDF_sup,0.010022535633572693,2400,0.0673939291753364
0.35,15,truncated_KDE_chi2,0.004076915077201208,2400,0.0673939291753364
0.35,15,well_TV,0.0012499999999998623,2400,0.0673939291753364
0.35,15,W1,0.011969276259529564,2400,0.0673939291753364
0.35,15,CDF_sup,0.012873662716886392,2400,0.0673939291753364
0.35,16,truncated_KDE_chi2,0.004768472582052476,2400,0.0673939291753364
0.35,16,well_TV,0.00041666666666650976,2400,0.0673939291753364
0.35,16,W1,0.014994946832249008,2400,0.0673939291753364
0.35,16,CDF_sup,0.014436078606147984,2400,0.0673939291753364
0.35,17,truncated_KDE_chi2,0.0073874852864342835,2400,0.0673939291753364
0.35,17,well_TV,0.011249999999999871,2400,0.0673939291753364
0.35,17,W1,0.02985519602116936,2400,0.0673939291753364
0.35,17,CDF_sup,0.02432846820709189,2400,0.0673939291753364
0.35,18,truncated_KDE_chi2,0.004530850991776695,2400,0.0673939291753364
0.35,18,well_TV,0.012916666666666576,2400,0.0673939291753364
0.35,18,W1,0.026343430855796365,2400,0.0673939291753364
0.35,18,CDF_sup,0.01899633985891036,2400,0.0673939291753364
0.35,19,truncated_KDE_chi2,0.006247039527323639,2400,0.0673939291753364
0.35,19,well_TV,0.0012499999999998623,2400,0.0673939291753364
0.35,19,W1,0.010907778332315802,2400,0.0673939291753364
0.35,19,CDF_sup,0.013695954426566681,2400,0.0673939291753364
0.35,20,truncated_KDE_chi2,0.0043214040852223926,2400,0.0673939291753364
0.35,20,well_TV,0.00374999999999992,2400,0.0673939291753364
0.35,20,W1,0.012031817733860639,2400,0.0673939291753364
0.35,20,CDF_sup,0.01726045214197222,2400,0.0673939291753364
0.35,21,truncated_KDE_chi2,0.0062905793769411945,2400,0.0673939291753364
0.35,21,well_TV,0.022083333333333233,2400,0.0673939291753364
0.35,21,W1,0.04921017436635722,2400,0.0673939291753364
0.35,21,CDF_sup,0.03319903399810531,2400,0.0673939291753364
0.35,22,truncated_KDE_chi2,0.004130254826958365,2400,0.0673939291753364
0.35,22,well_TV,0.012499999999999845,2400,0.0673939291753364
0.35,22,W1,0.02856676023668116,2400,0.0673939291753364
0.35,22,CDF_sup,0.02174448781198296,2400,0.0673939291753364
0.35,23,truncated_KDE_chi2,0.004706464367799241,2400,0.0673939291753364
0.35,23,well_TV,0.009166666666666767,2400,0.0673939291753364
0.35,23,W1,0.01357197490765532,2400,0.0673939291753364
0.35,23,CDF_sup,0.011532367331439142,2400,0.0673939291753364
0.3,0,truncated_KDE_chi2,0.0068974277638330535,2400,0.06458314992431465
0.3,0,well_TV,0.0037500000000000866,2400,0.06458314992431465
0.3,0,W1,0.028051185400389346,2400,0.06458314992431465
0.3,0,CDF_sup,0.019496827850185472,2400,0.06458314992431465
0.3,1,truncated_KDE_chi2,0.004343599730117235,2400,0.06458314992431465
0.3,1,well_TV,0.0037500000000000866,2400,0.06458314992431465
0.3,1,W1,0.01882431536500042,2400,0.06458314992431465
0.3,1,CDF_sup,0.020994967186548363,2400,0.06458314992431465
0.3,2,truncated_KDE_chi2,0.0030570141630209607,2400,0.06458314992431465
0.3,2,well_TV,0.006250000000000089,2400,0.06458314992431465
0.3,2,W1,0.011434370053923927,2400,0.06458314992431465
0.3,2,CDF_sup,0.012451851408080361,2400,0.06458314992431465
0.3,3,truncated_KDE_chi2,0.00444088075164964,2400,0.06458314992431465
0.3,3,well_TV,0.009166666666666545,2400,0.06458314992431465
0.3,3,W1,0.015797048275196672,2400,0.06458314992431465
0.3,3,CDF_sup,0.01268266096643722,2400,0.06458314992431465
0.3,4,truncated_KDE_chi2,0.003717891628085028,2400,0.06458314992431465
0.3,4,well_TV,0.0016666666666667607,2400,0.06458314992431465
