epsilon,replicate,metric,bias_floor_value,N_particles,KDE_bandwidth
0.2,5,W1,0.03506569697871022,2400,0.05549484612906062
0.2,5,CDF_sup,0.026956319124864098,2400,0.05549484612906062
0.2,6,truncated_KDE_chi2,0.0050097500575443325,2400,0.05549484612906062
0.2,6,well_TV,0.011249999999999871,2400,0.05549484612906062
0.2,6,W1,0.022670730184503336,2400,0.05549484612906062
0.2,6,CDF_sup,0.017925951943277285,2400,0.05549484612906062
0.2,7,truncated_KDE_chi2,0.006414826499829414,2400,0.05549484612906062
0.2,7,well_TV,0.004583333333333439,2400,0.05549484612906062
0.2,7,W1,0.010534718281284366,2400,0.05549484612906062
0.2,7,CDF_sup,0.009074823914574037,2400,0.05549484612906062
0.2,8,truncated_KDE_chi2,0.0040570512494876605,2400,0.05549484612906062
0.2,8,well_TV,0.010416666666666796,2400,0.05549484612906062
0.2,8,W1,0.011472406919279834,2400,0.05549484612906062
0.2,8,CDF_sup,0.010653437681605649,2400,0.05549484612906062
0.2,9,truncated_KDE_chi2,0.007400163317619465,2400,0.05549484612906062
0.2,9,well_TV,0.003333333333333466,2400,0.05549484612906062
0.2,9,W1,0.017032601366652026,2400,0.05549484612906062
0.2,9,CDF_sup,0.018324543486785805,2400,0.05549484612906062
0.2,10,truncated_KDE_chi2,0.005218833997351622,2400,0.05549484612906062
0.2,10,well_TV,0.01708333333333345,2400,0.05549484612906062
0.2,10,W1,0.03631930883521729,2400,0.05549484612906062
0.2,10,CDF_sup,0.023167567671228517,2400,0.05549484612906062
0.2,11,truncated_KDE_chi2,0.0034040649828203763,2400,0.05549484612906062
0.2,11,well_TV,0.011250000000000093,2400,0.05549484612906062
0.2,11,W1,0.01577332370453983,2400,0.05549484612906062
0.2,11,CDF_sup,0.014400055776996046,2400,0.05549484612906062
0.2,12,truncated_KDE_chi2,0.003542565811926875,2400,0.05549484612906062
0.2,12,well_TV,0.0024999999999998357,2400,0.05549484612906062
0.2,12,W1,0.011581438066423965,2400,0.05549484612906062
0.2,12,CDF_sup,0.008990118638115774,2400,0.05549484612906062
0.2,13,truncated_KDE_chi2,0.009419742095467603,2400,0.05549484612906062
0.2,13,well_TV,0.007083333333333219,2400,0.05549484612906062
0.2,13,W1,0.021467753938652946,2400,0.05549484612906062
0.2,13,CDF_sup,0.02679537278224886,2400,0.05549484612906062
0.2,14,truncated_KDE_chi2,0.007533745955102915,2400,0.05549484612906062
0.2,14,well_TV,0.0016666666666665941,2400,0.05549484612906062
0.2,14,W1,0.010015215785375741,2400,0.05549484612906062
0.2,14,CDF_sup,0.014582274505182458,2400,0.05549484612906062
0.2,15,truncated_KDE_chi2,0.005500367744041842,2400,0.05549484612906062
0.2,15,well_TV,1.1102230246251565e-16,2400,0.05549484612906062
0.2,15,W1,0.010088291069029746,2400,0.05549484612906062
0.2,15,CDF_sup,0.012693702347913671,2400,0.05549484612906062
0.2,16,truncated_KDE_chi2,0.009038913529091157,2400,0.05549484612906062
0.2,16,well_TV,0.00833333333333347,2400,0.05549484612906062
0.2,16,W1,0.02246083739458543,2400,0.05549484612906062
0.2,16,CDF_sup,0.015508509418759253,2400,0.05549484612906062
0.2,17,truncated_KDE_chi2,0.007065275447676514,2400,0.05549484612906062
0.2,17,well_TV,0.013750000000000095,2400,0.05549484612906062
0.2,17,W1,0.038092181827018005,2400,0.05549484612906062
0.2,17,CDF_sup,0.02223641435129109,2400,0.05549484612906062
0.2,18,truncated_KDE_chi2,0.004468492802623181,2400,0.05549484612906062
0.2,18,well_TV,0.0025000000000001132,2400,0.05549484612906062
0.2,18,W1,0.010794394111731161,2400,0.05549484612906062
0.2,18,CDF_sup,0.01159510472710329,2400,0.05549484612906062
0.2,19,truncated_KDE_chi2,0.004634834655391265,2400,0.05549484612906062
0.2,19,well_TV,0.017916666666666803,2400,0.05549484612906062
0.2,19,W1,0.03250329616349289,2400,0.05549484612906062
0.2,19,CDF_sup,0.021525359843460545,2400,0.05549484612906062
0.2,20,truncated_KDE_chi2,0.0044578017044681565,2400,0.05549484612906062
0.2,20,well_TV,0.01083333333333325,2400,0.05549484612906062
0.2,20,W1,0.013900921561926299,2400,0.05549484612906062
0.2,20,CDF_sup,0.011433992171017981,2400,0.05549484612906062
0.2,21,truncated_KDE_chi2,0.004140824380209971,2400,0.05549484612906062
0.2,21,well_TV,0.0004166666666667873,2400,0.05549484612906062
0.2,21,W1,0.011718327862592607,2400,0.05549484612906062
0.2,21,CDF_sup,0.011181453225579785,2400,0.05549484612906062
0.2,22,truncated_KDE_chi2,0.007587566007825317,2400,0.05549484612906062
0.2,22,well_TV,0.009166666666666767,2400,0.05549484612906062
0.2,22,W1,0.016745131619389203,2400,0.05549484612906062
0.2,22,CDF_sup,0.016699736123591324,2400,0.05549484612906062
0.2,23,truncated_KDE_chi2,0.008581435038869073,2400,0.05549484612906062
0.2,23,well_TV,0.023333333333333428,2400,0.05549484612906062
0.2,23,W1,0.03618899500275652,2400,0.05549484612906062
0.2,23,CDF_sup,0.02463737114202752,2400,0.05549484612906062
0.18,0,truncated_KDE_chi2,0.004163726685507397,2400,0.052923376610435065
0.18,0,well_TV,0.004999999999999782,2400,0.052923376610435065
0.18,0,W1,0.014418848609977764,2400,0.052923376610435065
0.18,0,CDF_sup,0.013230098711994459,2400,0.052923376610435065
0.18,1,truncated_KDE_chi2,0.004843864602812664,2400,0.052923376610435065
0.18,1,well_TV,0.005833333333333135,2400,0.052923376610435065
0.18,1,W1,0.01860136251720617,2400,0.052923376610435065
0.18,1,CDF_sup,0.019868118480917463,2400,0.052923376610435065
0.18,2,truncated_KDE_chi2,0.005531956240612628,2400,0.052923376610435065
0.18,2,well_TV,0.013750000000000207,2400,0.052923376610435065
0.18,2,W1,0.02401793125607693,2400,0.052923376610435065
0.18,2,CDF_sup,0.02036173626825466,2400,0.052923376610435065
0.18,3,truncated_KDE_chi2,0.00606287911394161,2400,0.052923376610435065
0.18,3,well_TV,0.0024999999999997247,2400,0.052923376610435065
0.18,3,W1,0.014679346576193016,2400,0.052923376610435065
0.18,3,CDF_sup,0.012693990433457203,2400,0.052923376610435065
0.18,4,truncated_KDE_chi2,0.00780736420188167,2400,0.052923376610435065
0.18,4,well_TV,0.021250000000000213,2400,0.052923376610435065
0.18,4,W1,0.031964107072202055,2400,0.052923376610435065
0.18,4,CDF_sup,0.02219189408350486,2400,0.052923376610435065
0.18,5,truncated_KDE_chi2,0.003521374013345644,2400,0.052923376610435065
0.18,5,well_TV,0.003749999999999809,2400,0.052923376610435065
0.18,5,W1,0.01125037563313271,2400,0.052923376610435065
0.18,5,CDF_sup,0.009600579567116324,2400,0.052923376610435065
0.18,6,truncated_KDE_chi2,0.006598948329192376,2400,0.052923376610435065
0.18,6,well_TV,0.0008333333333335746,2400,0.052923376610435065
0.18,6,W1,0.013523028234316116,2400,0.052923376610435065
0.18,6,CDF_sup,0.017414868087596347,2400,0.052923376610435065
0.18,7,truncated_KDE_chi2,0.009375870006678652,2400,0.052923376610435065
0.18,7,well_TV,0.011250000000000204,2400,0.052923376610435065
0.18,7,W1,0.027461128572738254,2400,0.052923376610435065
0.18,7,CDF_sup,0.025455150588583775,2400,0.052923376610435065
0.18,8,truncated_KDE_chi2,0.004250411536072593,2400,0.052923376610435065
0.18,8,well_TV,0.009583333333333166,2400,0.052923376610435065
0.18,8,W1,0.024217483975964002,2400,0.052923376610435065
0.18,8,CDF_sup,0.017042453007706182,2400,0.052923376610435065
0.18,9,truncated_KDE_chi2,0.0037465654943897916,2400,0.052923376610435065
0.18,9,well_TV,0.011666666666666492,2400,0.052923376610435065
0.18,9,W1,0.020395466526629404,2400,0.052923376610435065
0.18,9,CDF_sup,0.01831561421292155,2400,0.052923376610435065
0.18,10,truncated_KDE_chi2,0.007339676594562326,2400,0.052923376610435065
0.18,10,well_TV,0.005416666666666403,2400,0.052923376610435065
0.18,10,W1,0.010951170815825135,2400,0.052923376610435065
0.18,10,CDF_sup,0.013602649981441062,2400,0.052923376610435065
0.18,11,truncated_KDE_chi2,0.005575608216094303,2400,0.052923376610435065
0.18,11,well_TV,0.0012500000000001954,2400,0.052923376610435065
0.18,11,W1,0.01158331093426906,2400,0.052923376610435065
0.18,11,CDF_sup,0.013931521411302605,2400,0.052923376610435065
0.18,12,truncated_KDE_chi2,0.007836483439050478,2400,0.052923376610435065
0.18,12,well_TV,0.008333333333333581,2400,0.052923376610435065
0.18,12,W1,0.021992942183909524,2400,0.052923376610435065
0.18,12,CDF_sup,0.016732728078281578,2400,0.052923376610435065
0.18,13,truncated_KDE_chi2,0.00628679502212302,2400,0.052923376610435065
0.18,13,well_TV,0.009583333333333555,2400,0.052923376610435065
0.18,13,W1,0.01493922053942093,2400,0.052923376610435065
0.18,13,CDF_sup,0.014567784491274882,2400,0.052923376610435065
0.18,14,truncated_KDE_chi2,0.00330942319496202,2400,0.052923376610435065
0.18,14,well_TV,0.0012500000000001954,2400,0.052923376610435065
0.18,14,W1,0.009296374738692981,2400,0.052923376610435065
0.18,14,CDF_sup,0.009053253038709852,2400,0.052923376610435065
0.18,15,truncated_KDE_chi2,0.0045583771878141156,2400,0.052923376610435065
0.18,15,well_TV,0.007916666666666905,2400,0.052923376610435065
0.18,15,W1,0.013185576560200737,2400,0.052923376610435065
0.18,15,CDF_sup,0.011472676233209467,2400,0.052923376610435065
0.18,16,truncated_KDE_chi2,0.00405610595863891,2400,0.052923376610435065
0.18,16,well_TV,0.003749999999999809,2400,0.052923376610435065
0.18,16,W1,0.014993113165885077,2400,0.052923376610435065
0.18,16,CDF_sup,0.013907890976899373,2400,0.052923376610435065
0.18,17,truncated_KDE_chi2,0.0043779656365320625,2400,0.052923376610435065
0.18,17,well_TV,0.004999999999999782,2400,0.052923376610435065
0.18,17,W1,0.01500857202761138,2400,0.052923376610435065
0.18,17,CDF_sup,0.012354731796774987,2400,0.052923376610435065
0.18,18,truncated_KDE_chi2,0.008405937229941903,2400,0.052923376610435065
0.18,18,well_TV,0.0029166666666664565,2400,0.052923376610435065
0.18,18,W1,0.011561888426205681,2400,0.052923376610435065
0.18,18,CDF_sup,0.010452615941281884,2400,0.052923376610435065
0.18,19,truncated_KDE_chi2,0.006939187617988692,2400,0.052923376610435065
0.18,19,well_TV,0.00041666666666689833,2400,0.052923376610435065
0.18,19,W1,0.01180735043317839,2400,0.052923376610435065
0.18,19,CDF_sup,0.014469919705376255,2400,0.052923376610435065
0.18,20,truncated_KDE_chi2,0.005666957819334061,2400,0.052923376610435065
0.18,20,well_TV,0.005833333333333579,2400,0.052923376610435065
0.18,20,W1,0.014004239937950327,2400,0.052923376610435065
0.18,20,CDF_sup,0.012765661587276655,2400,0.052923376610435065
0.18,21,truncated_KDE_chi2,0.0025271891108943714,2400,0.052923376610435065
0.18,21,well_TV,0.0008333333333331305,2400,0.052923376610435065
0.18,21,W1,0.007177138154766519,2400,0.052923376610435065
0.18,21,CDF_sup,0.010031432808124546,2400,0.052923376610435065
0.18,22,truncated_KDE_chi2,0.011439934977145547,2400,0.052923376610435065
0.18,22,well_TV,0.002083333333333104,2400,0.052923376610435065
0.18,22,W1,0.015265999403760076,2400,0.052923376610435065
0.18,22,CDF_sup,0.014871348705961851,2400,0.052923376610435065
0.18,23,truncated_KDE_chi2,0.005230518463469769,2400,0.052923376610435065
0.18,23,well_TV,0.006249999999999756,2400,0.052923376610435065
0.18,23,W1,0.011612797538306002,2400,0.052923376610435065
0.18,23,CDF_sup,0.015918465245737146,2400,0.052923376610435065
0.16,0,truncated_KDE_chi2,0.008419554032915822,2400,0.04998018091849345
0.16,0,well_TV,0.012499999999999845,2400,0.04998018091849345
0.16,0,W1,0.017079999687011252,2400,0.04998018091849345
0.16,0,CDF_sup,0.01382515816621388,2400,0.04998018091849345
0.16,1,truncated_KDE_chi2,0.009004939291956962,2400,0.04998018091849345
0.16,1,well_TV,1.1102230246251565e-16,2400,0.04998018091849345
0.16,1,W1,0.011143717632995612,2400,0.04998018091849345
0.16,1,CDF_sup,0.01491833218077554,2400,0.04998018091849345
0.16,2,truncated_KDE_chi2,0.005207633309599512,2400,0.04998018091849345
0.16,2,well_TV,0.012916666666666576,2400,0.04998018091849345
0.16,2,W1,0.0137431904299469,2400,0.04998018091849345
0.16,2,CDF_sup,0.015158085110758057,2400,0.04998018091849345
0.16,3,truncated_KDE_chi2,0.0057323416421119055,2400,0.04998018091849345
0.16,3,well_TV,0.004166666666666763,2400,0.04998018091849345
0.16,3,W1,0.019147067649213617,2400,0.04998018091849345
0.16,3,CDF_sup,0.018316812122836423,2400,0.04998018091849345
0.16,4,truncated_KDE_chi2,0.004705634755841262,2400,0.04998018091849345
0.16,4,well_TV,0.009166666666666767,2400,0.04998018091849345
0.16,4,W1,0.01898257264094625,2400,0.04998018091849345
0.16,4,CDF_sup,0.01810646326779175,2400,0.04998018091849345
0.16,5,truncated_KDE_chi2,0.007397598203660558,2400,0.04998018091849345
0.16,5,well_TV,0.0024999999999998357,2400,0.04998018091849345
0.16,5,W1,0.01644963685532076,2400,0.04998018091849345
0.16,5,CDF_sup,0.01749619385610679,2400,0.04998018091849345
0.16,6,truncated_KDE_chi2,0.005780923396992937,2400,0.04998018091849345
0.16,6,well_TV,0.009583333333333277,2400,0.04998018091849345
0.16,6,W1,0.02516612919871636,2400,0.04998018091849345
0.16,6,CDF_sup,0.019905660493848232,2400,0.04998018091849345
0.16,7,truncated_KDE_chi2,0.007788960420634478,2400,0.04998018091849345
0.16,7,well_TV,0.003333333333333466,2400,0.04998018091849345
0.16,7,W1,0.015679226793312413,2400,0.04998018091849345
0.16,7,CDF_sup,0.016342634870068817,2400,0.04998018091849345
0.16,8,truncated_KDE_chi2,0.007875486421470897,2400,0.04998018091849345
0.16,8,well_TV,0.012499999999999845,2400,0.04998018091849345
0.16,8,W1,0.019495225244010213,2400,0.04998018091849345
0.16,8,CDF_sup,0.01578496760458581,2400,0.04998018091849345
0.16,9,truncated_KDE_chi2,0.006566235570781601,2400,0.04998018091849345
0.16,9,well_TV,0.0029166666666665675,2400,0.04998018091849345
0.16,9,W1,0.019986954236887348,2400,0.04998018091849345
0.16,9,CDF_sup,0.018424846082365387,2400,0.04998018091849345
0.16,10,truncated_KDE_chi2,0.006326219701561616,2400,0.04998018091849345
0.16,10,well_TV,0.00041666666666650976,2400,0.04998018091849345
0.16,10,W1,0.008840766002600111,2400,0.04998018091849345
0.16,10,CDF_sup,0.009487499813013112,2400,0.04998018091849345
0.16,11,truncated_KDE_chi2,0.007505791410665616,2400,0.04998018091849345
0.16,11,well_TV,0.006666666666666765,2400,0.04998018091849345
0.16,11,W1,0.019935902867067895,2400,0.04998018091849345
0.16,11,CDF_sup,0.018635493147255655,2400,0.04998018091849345
0.16,12,truncated_KDE_chi2,0.006280667612568371,2400,0.04998018091849345
0.16,12,well_TV,0.0008333333333334636,2400,0.04998018091849345
0.16,12,W1,0.010317554254557479,2400,0.04998018091849345
0.16,12,CDF_sup,0.014356065585394373,2400,0.04998018091849345
0.16,13,truncated_KDE_chi2,0.0076152659795844495,2400,0.04998018091849345
0.16,13,well_TV,0.012499999999999845,2400,0.04998018091849345
0.16,13,W1,0.031322248415209336,2400,0.04998018091849345
0.16,13,CDF_sup,0.02327000489400255,2400,0.04998018091849345
0.16,14,truncated_KDE_chi2,0.006690813517222342,2400,0.04998018091849345
0.16,14,well_TV,0.0016666666666665941,2400,0.04998018091849345
0.16,14,W1,0.011005658169134555,2400,0.04998018091849345
0.16,14,CDF_sup,0.012344967799133216,2400,0.04998018091849345
0.16,15,truncated_KDE_chi2,0.007001624854058173,2400,0.04998018091849345
0.16,15,well_TV,0.009999999999999898,2400,0.04998018091849345
0.16,15,W1,0.023169431507795053,2400,0.04998018091849345
0.16,15,CDF_sup,0.01912863189144348,2400,0.04998018091849345
0.16,16,truncated_KDE_chi2,0.0049171328731764455,2400,0.04998018091849345
0.16,16,well_TV,0.00374999999999992,2400,0.04998018091849345
0.16,16,W1,0.009022291734075417,2400,0.04998018091849345
0.16,16,CDF_sup,0.011542952414059254,2400,0.04998018091849345
0.16,17,truncated_KDE_chi2,0.010492537485859665,2400,0.04998018091849345
0.16,17,well_TV,0.0016666666666665941,2400,0.04998018091849345
0.16,17,W1,0.019587684034448466,2400,0.04998018091849345
0.16,17,CDF_sup,0.021288256753199786,2400,0.04998018091849345
0.16,18,truncated_KDE_chi2,0.0034446667886098986,2400,0.04998018091849345
0.16,18,well_TV,0.00041666666666650976,2400,0.04998018091849345
0.16,18,W1,0.010488730541597014,2400,0.04998018091849345
0.16,18,CDF_sup,0.011765108732371576,2400,0.04998018091849345
0.16,19,truncated_KDE_chi2,0.0055974419633711674,2400,0.04998018091849345
0.16,19,well_TV,0.004166666666666763,2400,0.04998018091849345
0.16,19,W1,0.015325343492978708,2400,0.04998018091849345
0.16,19,CDF_sup,0.015292952414059924,2400,0.04998018091849345
0.16,20,truncated_KDE_chi2,0.006683863367308541,2400,0.04998018091849345
0.16,20,well_TV,0.023333333333333206,2400,0.04998018091849345
0.16,20,W1,0.04259241794643851,2400,0.04998018091849345
0.16,20,CDF_sup,0.025241892307378,2400,0.04998018091849345
0.16,21,truncated_KDE_chi2,0.004293050400373708,2400,0.04998018091849345
0.16,21,well_TV,0.010833333333333417,2400,0.04998018091849345
0.16,21,W1,0.02872877071962337,2400,0.04998018091849345
0.16,21,CDF_sup,0.019359826375780154,2400,0.04998018091849345
0.16,22,truncated_KDE_chi2,0.005932949160948078,2400,0.04998018091849345
0.16,22,well_TV,0.011666666666666603,2400,0.04998018091849345
0.16,22,W1,0.026823935272840365,2400,0.04998018091849345
0.16,22,CDF_sup,0.020359368525450172,2400,0.04998018091849345
0.16,23,truncated_KDE_chi2,0.0035650600696477356,2400,0.04998018091849345
0.16,23,well_TV,0.00041666666666650976,2400,0.04998018091849345
0.16,23,W1,0.006607716405445592,2400,0.04998018091849345
0.16,23,CDF_sup,0.007964838164252197,2400,0.04998018091849345
0.14,0,truncated_KDE_chi2,0.0035061435605574657,2400,0.04668118944124035
0.14,0,well_TV,0.004583333333333273,2400,0.04668118944124035
0.14,0,W1,0.00641442001820047,2400,0.04668118944124035
0.14,0,CDF_sup,0.008414074676398764,2400,0.04668118944124035
0.14,1,truncated_KDE_chi2,0.006760139022269828,2400,0.04668118944124035
0.14,1,well_TV,0.013333333333333364,2400,0.04668118944124035
0.14,1,W1,0.0297268675345359,2400,0.04668118944124035
0.14,1,CDF_sup,0.019763748923709912,2400,0.04668118944124035
0.14,2,truncated_KDE_chi2,0.00600650626821095,2400,0.04668118944124035
0.14,2,well_TV,0.013333333333333364,2400,0.04668118944124035
0.14,2,W1,0.02887948218582066,2400,0.04668118944124035
0.14,2,CDF_sup,0.022505809098591345,2400,0.04668118944124035
0.14,3,truncated_KDE_chi2,0.007874586746430615,2400,0.04668118944124035
0.14,3,well_TV,0.015000000000000069,2400,0.04668118944124035
0.14,3,W1,0.02740486965100932,2400,0.04668118944124035
0.14,3,CDF_sup,0.017722476282303057,2400,0.04668118944124035
0.14,4,truncated_KDE_chi2,0.006774007637485582,2400,0.04668118944124035
0.14,4,well_TV,0.017916666666666747,2400,0.04668118944124035
0.14,4,W1,0.026863076512612615,2400,0.04668118944124035
0.14,4,CDF_sup,0.019237680078079078,2400,0.04668118944124035
0.14,5,truncated_KDE_chi2,0.006958124236357168,2400,0.04668118944124035
0.14,5,well_TV,0.013749999999999929,2400,0.04668118944124035
0.14,5,W1,0.032454055873705256,2400,0.04668118944124035
0.14,5,CDF_sup,0.021032447275165622,2400,0.04668118944124035
0.14,6,truncated_KDE_chi2,0.00690085360542786,2400,0.04668118944124035
0.14,6,well_TV,0.0016666666666665941,2400,0.04668118944124035
0.14,6,W1,0.010939511090245806,2400,0.04668118944124035
0.14,6,CDF_sup,0.01107853492463684,2400,0.04668118944124035
0.14,7,truncated_KDE_chi2,0.004657718475097663,2400,0.04668118944124035
0.14,7,well_TV,0.0004166666666666208,2400,0.04668118944124035
0.14,7,W1,0.008378687820439842,2400,0.04668118944124035
0.14,7,CDF_sup,0.010232369054249069,2400,0.04668118944124035
0.14,8,truncated_KDE_chi2,0.007354724295979066,2400,0.04668118944124035
0.14,8,well_TV,0.013750000000000095,2400,0.04668118944124035
0.14,8,W1,0.017932681722709575,2400,0.04668118944124035
0.14,8,CDF_sup,0.016167288672013114,2400,0.04668118944124035
0.14,9,truncated_KDE_chi2,0.005920905611129476,2400,0.04668118944124035
0.14,9,well_TV,0.006249999999999922,2400,0.04668118944124035
0.14,9,W1,0.007486547508267988,2400,0.04668118944124035
0.14,9,CDF_sup,0.01057056585446392,2400,0.04668118944124035
0.14,10,truncated_KDE_chi2,0.006558628267976441,2400,0.04668118944124035
0.14,10,well_TV,0.017500000000000016,2400,0.04668118944124035
0.14,10,W1,0.028903134862885288,2400,0.04668118944124035
0.14,10,CDF_sup,0.020085485134635483,2400,0.04668118944124035
0.14,11,truncated_KDE_chi2,0.007467492240115032,2400,0.04668118944124035
0.14,11,well_TV,0.006666666666666599,2400,0.04668118944124035
0.14,11,W1,0.021753000861139453,2400,0.04668118944124035
0.14,11,CDF_sup,0.023284277973354972,2400,0.04668118944124035
0.14,12,truncated_KDE_chi2,0.005393449834277494,2400,0.04668118944124035
0.14,12,well_TV,0.0016666666666665941,2400,0.04668118944124035
0.14,12,W1,0.010736320159143855,2400,0.04668118944124035
0.14,12,CDF_sup,0.01229723178956943,2400,0.04668118944124035
0.14,13,truncated_KDE_chi2,0.009395857922816091,2400,0.04668118944124035
0.14,13,well_TV,0.008749999999999925,2400,0.04668118944124035
0.14,13,W1,0.02054049280239767,2400,0.04668118944124035
0.14,13,CDF_sup,0.016406968024734847,2400,0.04668118944124035
0.14,14,truncated_KDE_chi2,0.0072478436667484086,2400,0.04668118944124035
0.14,14,well_TV,0.0020833333333332704,2400,0.04668118944124035
0.14,14,W1,0.011821522574600674,2400,0.04668118944124035
0.14,14,CDF_sup,0.010317375992639821,2400,0.04668118944124035
0.14,15,truncated_KDE_chi2,0.00464846386850225,2400,0.04668118944124035
0.14,15,well_TV,0.004583333333333439,2400,0.04668118944124035
0.14,15,W1,0.01187624451389735,2400,0.04668118944124035
0.14,15,CDF_sup,0.010649035720916189,2400,0.04668118944124035
0.14,16,truncated_KDE_chi2,0.005289061991369127,2400,0.04668118944124035
0.14,16,well_TV,0.002916666666666623,2400,0.04668118944124035
0.14,16,W1,0.017568039552835715,2400,0.04668118944124035
0.14,16,CDF_sup,0.013669258656934552,2400,0.04668118944124035
0.14,17,truncated_KDE_chi2,0.004728233970576829,2400,0.04668118944124035
0.14,17,well_TV,0.008333333333333304,2400,0.04668118944124035
0.14,17,W1,0.012489268004819244,2400,0.04668118944124035
0.14,17,CDF_sup,0.009902943854281865,2400,0.04668118944124035
0.14,18,truncated_KDE_chi2,0.00645966738445648,2400,0.04668118944124035
0.14,18,well_TV,0.0016666666666665941,2400,0.04668118944124035
0.14,18,W1,0.012460841681924321,2400,0.04668118944124035
0.14,18,CDF_sup,0.014307482183433473,2400,0.04668118944124035
0.14,19,truncated_KDE_chi2,0.007211353711881841,2400,0.04668118944124035
0.14,19,well_TV,0.004999999999999949,2400,0.04668118944124035
0.14,19,W1,0.012759814910341975,2400,0.04668118944124035
0.14,19,CDF_sup,0.014511626006898148,2400,0.04668118944124035
0.14,20,truncated_KDE_chi2,0.007259542833863591,2400,0.04668118944124035
0.14,20,well_TV,0.012499999999999956,2400,0.04668118944124035
0.14,20,W1,0.02255433410370757,2400,0.04668118944124035
0.14,20,CDF_sup,0.01733180221656694,2400,0.04668118944124035
0.14,21,truncated_KDE_chi2,0.01371698989950259,2400,0.04668118944124035
0.14,21,well_TV,0.024166666666666614,2400,0.04668118944124035
0.14,21,W1,0.05208295795407317,2400,0.04668118944124035
0.14,21,CDF_sup,0.03734469942921509,2400,0.04668118944124035
0.14,22,truncated_KDE_chi2,0.005679027789924207,2400,0.04668118944124035
0.14,22,well_TV,0.009166666666666712,2400,0.04668118944124035
0.14,22,W1,0.015881349729937263,2400,0.04668118944124035
0.14,22,CDF_sup,0.013944190384363564,2400,0.04668118944124035
0.14,23,truncated_KDE_chi2,0.010749161889337923,2400,0.04668118944124035
0.14,23,well_TV,0.004166666666666707,2400,0.04668118944124035
0.14,23,W1,0.027299048556951713,2400,0.04668118944124035
0.14,23,CDF_sup,0.02758074134306543,2400,0.04668118944124035
0.125,0,truncated_KDE_chi2,0.005060386660427284,2400,0.0439093841568741
0.125,0,well_TV,0.01166666666666677,2400,0.0439093841568741
0.125,0,W1,0.01695179228423493,2400,0.0439093841568741
0.125,0,CDF_sup,0.015135316779057995,2400,0.0439093841568741
0.125,1,truncated_KDE_chi2,0.0060473101270461455,2400,0.0439093841568741
0.125,1,well_TV,0.012916666666666798,2400,0.0439093841568741
0.125,1,W1,0.026207579802501976,2400,0.0439093841568741
0.125,1,CDF_sup,0.017532122496092928,2400,0.0439093841568741
0.125,2,truncated_KDE_chi2,0.007896767898533127,2400,0.0439093841568741
0.125,2,well_TV,0.0016666666666665941,2400,0.0439093841568741
0.125,2,W1,0.010619560763860978,2400,0.0439093841568741
0.125,2,CDF_sup,0.011840894778243766,2400,0.0439093841568741
0.125,3,truncated_KDE_chi2,0.008198679301462581,2400,0.0439093841568741
0.125,3,well_TV,0.006249999999999867,2400,0.0439093841568741
0.125,3,W1,0.013077354182745719,2400,0.0439093841568741
0.125,3,CDF_sup,0.01389684564147979,2400,0.0439093841568741
0.125,4,truncated_KDE_chi2,0.00679523029597336,2400,0.0439093841568741
0.125,4,well_TV,0.007500000000000118,2400,0.0439093841568741
0.125,4,W1,0.011975313568722015,2400,0.0439093841568741
0.125,4,CDF_sup,0.010906383314543633,2400,0.0439093841568741
0.125,5,truncated_KDE_chi2,0.010048446039333234,2400,0.0439093841568741
0.125,5,well_TV,0.01000000000000012,2400,0.0439093841568741
0.125,5,W1,0.02952919371111823,2400,0.0439093841568741
0.125,5,CDF_sup,0.023651808394141965,2400,0.0439093841568741
0.125,6,truncated_KDE_chi2,0.008166454996621669,2400,0.0439093841568741
0.125,6,well_TV,0.0012499999999998623,2400,0.0439093841568741
0.125,6,W1,0.011236105965818102,2400,0.0439093841568741
0.125,6,CDF_sup,0.014527276547644963,2400,0.0439093841568741
0.125,7,truncated_KDE_chi2,0.007005974409391369,2400,0.0439093841568741
0.125,7,well_TV,0.020416666666666805,2400,0.0439093841568741
0.125,7,W1,0.03518229710554989,2400,0.0439093841568741
0.125,7,CDF_sup,0.025300075157000057,2400,0.0439093841568741
0.125,8,truncated_KDE_chi2,0.009393828120431892,2400,0.0439093841568741
0.125,8,well_TV,0.005416666666666514,2400,0.0439093841568741
0.125,8,W1,0.010888367263327123,2400,0.0439093841568741
0.125,8,CDF_sup,0.014673182394745424,2400,0.0439093841568741
0.125,9,truncated_KDE_chi2,0.007575701352773651,2400,0.0439093841568741
0.125,9,well_TV,0.0016666666666667607,2400,0.0439093841568741
0.125,9,W1,0.011928602709864213,2400,0.0439093841568741
0.125,9,CDF_sup,0.012958687719771406,2400,0.0439093841568741
0.125,10,truncated_KDE_chi2,0.006995742620746754,2400,0.0439093841568741
0.125,10,well_TV,0.0012499999999998623,2400,0.0439093841568741
0.125,10,W1,0.008762680345756588,2400,0.0439093841568741
0.125,10,CDF_sup,0.011221745117342863,2400,0.0439093841568741
0.125,11,truncated_KDE_chi2,0.008153900711348614,2400,0.0439093841568741
0.125,11,well_TV,0.007916666666666794,2400,0.0439093841568741
0.125,11,W1,0.02355113163737719,2400,0.0439093841568741
0.125,11,CDF_sup,0.021388699993029947,2400,0.0439093841568741
0.125,12,truncated_KDE_chi2,0.004439352495036578,2400,0.0439093841568741
0.125,12,well_TV,0.005833333333333468,2400,0.0439093841568741
