epsilon,replicate,metric,bias_floor_value,N_particles
0.2,22,KDE_chi2,0.008306463396808279,6000
0.2,22,well_TV,0.0001666666666666483,6000
0.2,22,CDF_sup,0.0066249999999999625,6000
0.2,22,W1,0.0062796001979447316,6000
0.2,22,bin_chi2_M40,0.007648888888888886,6000
0.2,22,bin_chi2_M80,0.01452888888888889,6000
0.2,22,bin_chi2_M120,0.017813333333333334,6000
0.2,23,KDE_chi2,0.008231293893477841,6000
0.2,23,well_TV,0.0015000000000000568,6000
0.2,23,CDF_sup,0.00954166666666667,6000
0.2,23,W1,0.010906443897335397,6000
0.2,23,bin_chi2_M40,0.0061155555555555555,6000
0.2,23,bin_chi2_M80,0.011875555555555556,6000
0.2,23,bin_chi2_M120,0.01916,6000
0.2,24,KDE_chi2,0.011262247399389894,6000
0.2,24,well_TV,0.0015000000000000013,6000
0.2,24,CDF_sup,0.013500000000000015,6000
0.2,24,W1,0.012115244287293863,6000
0.2,24,bin_chi2_M40,0.007375555555555555,6000
0.2,24,bin_chi2_M80,0.01370222222222222,6000
0.2,24,bin_chi2_M120,0.02015333333333333,6000
0.2,25,KDE_chi2,0.00864933170667065,6000
0.2,25,well_TV,0.0035000000000000586,6000
0.2,25,CDF_sup,0.017583333333333374,6000
0.2,25,W1,0.018279017190089848,6000
0.2,25,bin_chi2_M40,0.007657777777777779,6000
0.2,25,bin_chi2_M80,0.013271111111111109,6000
0.2,25,bin_chi2_M120,0.022586666666666665,6000
0.2,26,KDE_chi2,0.006997330716865642,6000
0.2,26,well_TV,0.005166666666666708,6000
0.2,26,CDF_sup,0.009333333333333367,6000
0.2,26,W1,0.01081924898692348,6000
0.2,26,bin_chi2_M40,0.006622222222222222,6000
0.2,26,bin_chi2_M80,0.012626666666666665,6000
0.2,26,bin_chi2_M120,0.02204,6000
0.2,27,KDE_chi2,0.00631354476414884,6000
0.2,27,well_TV,0.002333333333333354,6000
0.2,27,CDF_sup,0.007500000000000037,6000
0.2,27,W1,0.006993901724832603,6000
0.2,27,bin_chi2_M40,0.0067644444444444445,6000
0.2,27,bin_chi2_M80,0.014951111111111111,6000
0.2,27,bin_chi2_M120,0.02396,6000
0.2,28,KDE_chi2,0.007295596151252185,6000
0.2,28,well_TV,0.0011666666666667602,6000
0.2,28,CDF_sup,0.009625000000000036,6000
0.2,28,W1,0.00737805704010578,6000
0.2,28,bin_chi2_M40,0.006893333333333334,6000
0.2,28,bin_chi2_M80,0.015773333333333334,6000
0.2,28,bin_chi2_M120,0.02164,6000
0.2,29,KDE_chi2,0.008545181476302783,6000
0.2,29,well_TV,0.0033333333333334103,6000
0.2,29,CDF_sup,0.008500000000000013,6000
0.2,29,W1,0.00852760604423954,6000
0.2,29,bin_chi2_M40,0.006657777777777776,6000
0.2,29,bin_chi2_M80,0.012528888888888888,6000
0.2,29,bin_chi2_M120,0.016566666666666667,6000
0.2,30,KDE_chi2,0.007290852391351455,6000
0.2,30,well_TV,0.009500000000000008,6000
0.2,30,CDF_sup,0.009500000000000026,6000
0.2,30,W1,0.012098883336936749,6000
0.2,30,bin_chi2_M40,0.006022222222222222,6000
0.2,30,bin_chi2_M80,0.01064,6000
0.2,30,bin_chi2_M120,0.019753333333333335,6000
0.2,31,KDE_chi2,0.006567074155635441,6000
0.2,31,well_TV,0.0,6000
0.2,31,CDF_sup,0.008958333333333375,6000
0.2,31,W1,0.008497048903045147,6000
0.2,31,bin_chi2_M40,0.007475555555555554,6000
0.2,31,bin_chi2_M80,0.01279111111111111,6000
0.2,31,bin_chi2_M120,0.022226666666666665,6000
0.2,32,KDE_chi2,0.010234220571145187,6000
0.2,32,well_TV,0.005833333333333357,6000
0.2,32,CDF_sup,0.009499999999999977,6000
0.2,32,W1,0.010801183313163383,6000
0.2,32,bin_chi2_M40,0.009044444444444445,6000
0.2,32,bin_chi2_M80,0.014555555555555554,6000
0.2,32,bin_chi2_M120,0.017026666666666662,6000
0.2,33,KDE_chi2,0.009327976707631875,6000
0.2,33,well_TV,0.006833333333333358,6000
0.2,33,CDF_sup,0.011374999999999974,6000
0.2,33,W1,0.011100398834983795,6000
0.2,33,bin_chi2_M40,0.00424,6000
0.2,33,bin_chi2_M80,0.014204444444444445,6000
0.2,33,bin_chi2_M120,0.016913333333333336,6000
0.2,34,KDE_chi2,0.005092662041242681,6000
0.2,34,well_TV,0.009000000000000119,6000
0.2,34,CDF_sup,0.01249999999999998,6000
0.2,34,W1,0.01588577219068471,6000
0.2,34,bin_chi2_M40,0.004637777777777777,6000
0.2,34,bin_chi2_M80,0.014035555555555551,6000
0.2,34,bin_chi2_M120,0.02028,6000
0.2,35,KDE_chi2,0.005998387913760113,6000
0.2,35,well_TV,0.0023333333333332984,6000
0.2,35,CDF_sup,0.009249999999999965,6000
0.2,35,W1,0.007373773930184072,6000
0.2,35,bin_chi2_M40,0.007064444444444444,6000
0.2,35,bin_chi2_M80,0.009502222222222221,6000
0.2,35,bin_chi2_M120,0.025140000000000003,6000
0.2,36,KDE_chi2,0.00467310616950358,6000
0.2,36,well_TV,0.0001666666666666483,6000
0.2,36,CDF_sup,0.007166666666666653,6000
0.2,36,W1,0.005789045945326213,6000
0.2,36,bin_chi2_M40,0.006851111111111112,6000
0.2,36,bin_chi2_M80,0.008728888888888887,6000
0.2,36,bin_chi2_M120,0.021026666666666666,6000
0.2,37,KDE_chi2,0.007934283842855602,6000
0.2,37,well_TV,0.009666666666666712,6000
0.2,37,CDF_sup,0.012499999999999971,6000
0.2,37,W1,0.021891556838865865,6000
0.2,37,bin_chi2_M40,0.008342222222222223,6000
0.2,37,bin_chi2_M80,0.014075555555555555,6000
0.2,37,bin_chi2_M120,0.020813333333333333,6000
0.2,38,KDE_chi2,0.008822286824112985,6000
0.2,38,well_TV,0.0043333333333333,6000
0.2,38,CDF_sup,0.008666666666666639,6000
0.2,38,W1,0.009104243465271784,6000
0.2,38,bin_chi2_M40,0.0038066666666666674,6000
0.2,38,bin_chi2_M80,0.016386666666666667,6000
0.2,38,bin_chi2_M120,0.01772666666666666,6000
0.2,39,KDE_chi2,0.008087818294145982,6000
0.2,39,well_TV,0.005166666666666653,6000
0.2,39,CDF_sup,0.006999999999999977,6000
0.2,39,W1,0.007930310725480002,6000
0.2,39,bin_chi2_M40,0.00816222222222222,6000
0.2,39,bin_chi2_M80,0.010084444444444446,6000
0.2,39,bin_chi2_M120,0.0229,6000
0.2,40,KDE_chi2,0.0065490347737116265,6000
0.2,40,well_TV,0.00649999999999995,6000
0.2,40,CDF_sup,0.011749999999999958,6000
0.2,40,W1,0.011061244392259433,6000
0.2,40,bin_chi2_M40,0.0067622222222222216,6000
0.2,40,bin_chi2_M80,0.01344,6000
0.2,40,bin_chi2_M120,0.020126666666666668,6000
0.2,41,KDE_chi2,0.00826398740155179,6000
0.2,41,well_TV,0.01200000000000001,6000
0.2,41,CDF_sup,0.017041666666666684,6000
0.2,41,W1,0.023470446632272428,6000
0.2,41,bin_chi2_M40,0.006986666666666666,6000
0.2,41,bin_chi2_M80,0.012688888888888888,6000
0.2,41,bin_chi2_M120,0.017626666666666665,6000
0.2,42,KDE_chi2,0.009001304599287219,6000
0.2,42,well_TV,0.011166666666666658,6000
0.2,42,CDF_sup,0.01341666666666664,6000
0.2,42,W1,0.017591798938643363,6000
0.2,42,bin_chi2_M40,0.00879111111111111,6000
0.2,42,bin_chi2_M80,0.014813333333333333,6000
0.2,42,bin_chi2_M120,0.01906666666666667,6000
0.2,43,KDE_chi2,0.004606674088890908,6000
0.2,43,well_TV,0.0024999999999999467,6000
0.2,43,CDF_sup,0.007999999999999986,6000
0.2,43,W1,0.009314339871304478,6000
0.2,43,bin_chi2_M40,0.00621111111111111,6000
0.2,43,bin_chi2_M80,0.01399111111111111,6000
0.2,43,bin_chi2_M120,0.014486666666666665,6000
0.2,44,KDE_chi2,0.00745821673787117,6000
0.2,44,well_TV,0.0030000000000000027,6000
0.2,44,CDF_sup,0.007166666666666638,6000
0.2,44,W1,0.0062787232793718945,6000
0.2,44,bin_chi2_M40,0.004846666666666667,6000
0.2,44,bin_chi2_M80,0.01842222222222222,6000
0.2,44,bin_chi2_M120,0.018253333333333333,6000
0.2,45,KDE_chi2,0.004711191714157516,6000
0.2,45,well_TV,0.0018333333333333535,6000
0.2,45,CDF_sup,0.009958333333333316,6000
0.2,45,W1,0.010326593705828759,6000
0.2,45,bin_chi2_M40,0.007020000000000002,6000
0.2,45,bin_chi2_M80,0.012088888888888887,6000
0.2,45,bin_chi2_M120,0.019286666666666664,6000
0.2,46,KDE_chi2,0.0063385637232958834,6000
0.2,46,well_TV,0.0001666666666666483,6000
0.2,46,CDF_sup,0.008791666666666694,6000
0.2,46,W1,0.00941780965912567,6000
0.2,46,bin_chi2_M40,0.006531111111111111,6000
0.2,46,bin_chi2_M80,0.012666666666666666,6000
0.2,46,bin_chi2_M120,0.022860000000000002,6000
0.2,47,KDE_chi2,0.0077629544992327635,6000
0.2,47,well_TV,0.0018333333333333535,6000
0.2,47,CDF_sup,0.006749999999999994,6000
0.2,47,W1,0.00620874158639233,6000
0.2,47,bin_chi2_M40,0.007884444444444446,6000
0.2,47,bin_chi2_M80,0.009488888888888889,6000
0.2,47,bin_chi2_M120,0.016433333333333335,6000
0.2,48,KDE_chi2,0.010661956746065444,6000
0.2,48,well_TV,0.011833333333333362,6000
0.2,48,CDF_sup,0.014833333333333351,6000
0.2,48,W1,0.01925046791357946,6000
0.2,48,bin_chi2_M40,0.005704444444444445,6000
0.2,48,bin_chi2_M80,0.012075555555555555,6000
0.2,48,bin_chi2_M120,0.0175,6000
0.2,49,KDE_chi2,0.008328972374647126,6000
0.2,49,well_TV,0.0006666666666667043,6000
0.2,49,CDF_sup,0.010583333333333295,6000
0.2,49,W1,0.008235542437056391,6000
0.2,49,bin_chi2_M40,0.005528888888888888,6000
0.2,49,bin_chi2_M80,0.013915555555555556,6000
0.2,49,bin_chi2_M120,0.020213333333333333,6000
0.2,50,KDE_chi2,0.005359530502652993,6000
0.2,50,well_TV,0.0040000000000000036,6000
0.2,50,CDF_sup,0.013208333333333369,6000
0.2,50,W1,0.014084838384907771,6000
0.2,50,bin_chi2_M40,0.005311111111111112,6000
0.2,50,bin_chi2_M80,0.013173333333333332,6000
0.2,50,bin_chi2_M120,0.017326666666666664,6000
0.2,51,KDE_chi2,0.006948787749115613,6000
0.2,51,well_TV,0.0035000000000000586,6000
0.2,51,CDF_sup,0.008458333333333293,6000
0.2,51,W1,0.009926479739902305,6000
0.2,51,bin_chi2_M40,0.008066666666666666,6000
0.2,51,bin_chi2_M80,0.012017777777777775,6000
0.2,51,bin_chi2_M120,0.021493333333333333,6000
0.2,52,KDE_chi2,0.007981426793291202,6000
0.2,52,well_TV,0.003666666666666707,6000
0.2,52,CDF_sup,0.0115833333333333,6000
0.2,52,W1,0.01131350148175136,6000
0.2,52,bin_chi2_M40,0.006257777777777778,6000
0.2,52,bin_chi2_M80,0.01235111111111111,6000
0.2,52,bin_chi2_M120,0.020473333333333336,6000
0.2,53,KDE_chi2,0.007270998116474145,6000
0.2,53,well_TV,0.007000000000000006,6000
0.2,53,CDF_sup,0.0071250000000000245,6000
0.2,53,W1,0.008110896720508402,6000
0.2,53,bin_chi2_M40,0.005060000000000001,6000
0.2,53,bin_chi2_M80,0.01123111111111111,6000
0.2,53,bin_chi2_M120,0.022113333333333332,6000
0.2,54,KDE_chi2,0.008230540538634763,6000
0.2,54,well_TV,0.005833333333333357,6000
0.2,54,CDF_sup,0.006833333333333328,6000
0.2,54,W1,0.010292219846905343,6000
0.2,54,bin_chi2_M40,0.006217777777777779,6000
0.2,54,bin_chi2_M80,0.01286222222222222,6000
0.2,54,bin_chi2_M120,0.019500000000000003,6000
0.2,55,KDE_chi2,0.0061278736499967255,6000
0.2,55,well_TV,0.0043333333333333,6000
0.2,55,CDF_sup,0.010333333333333323,6000
0.2,55,W1,0.010624273987091764,6000
0.2,55,bin_chi2_M40,0.005137777777777778,6000
0.2,55,bin_chi2_M80,0.011719999999999998,6000
0.2,55,bin_chi2_M120,0.018480000000000003,6000
0.2,56,KDE_chi2,0.0061759769217936,6000
0.2,56,well_TV,0.0,6000
0.2,56,CDF_sup,0.014958333333333313,6000
0.2,56,W1,0.01571157644987297,6000
0.2,56,bin_chi2_M40,0.0066799999999999984,6000
0.2,56,bin_chi2_M80,0.011275555555555553,6000
0.2,56,bin_chi2_M120,0.017853333333333332,6000
0.2,57,KDE_chi2,0.007768212826389082,6000
0.2,57,well_TV,0.006333333333333302,6000
0.2,57,CDF_sup,0.011666666666666659,6000
0.2,57,W1,0.0119388987344285,6000
0.2,57,bin_chi2_M40,0.0051222222222222225,6000
0.2,57,bin_chi2_M80,0.012888888888888884,6000
0.2,57,bin_chi2_M120,0.021353333333333335,6000
0.2,58,KDE_chi2,0.006031384106388106,6000
0.2,58,well_TV,0.0015000000000000013,6000
0.2,58,CDF_sup,0.010041666666666647,6000
0.2,58,W1,0.007822144606978465,6000
0.2,58,bin_chi2_M40,0.004826666666666668,6000
0.2,58,bin_chi2_M80,0.01294222222222222,6000
0.2,58,bin_chi2_M120,0.021026666666666666,6000
0.2,59,KDE_chi2,0.010193012034339425,6000
0.2,59,well_TV,0.0043333333333333,6000
0.2,59,CDF_sup,0.009208333333333301,6000
0.2,59,W1,0.009730691737350314,6000
0.2,59,bin_chi2_M40,0.005262222222222222,6000
0.2,59,bin_chi2_M80,0.011364444444444441,6000
0.2,59,bin_chi2_M120,0.020813333333333333,6000
0.2,60,KDE_chi2,0.006356512425374215,6000
0.2,60,well_TV,0.0018333333333333535,6000
0.2,60,CDF_sup,0.011583333333333327,6000
0.2,60,W1,0.01239488188153184,6000
0.2,60,bin_chi2_M40,0.0051222222222222225,6000
0.2,60,bin_chi2_M80,0.013635555555555554,6000
0.2,60,bin_chi2_M120,0.019126666666666667,6000
0.2,61,KDE_chi2,0.00911605939212783,6000
0.2,61,well_TV,0.004166666666666652,6000
0.2,61,CDF_sup,0.01075000000000002,6000
0.2,61,W1,0.012223024265097512,6000
0.2,61,bin_chi2_M40,0.007268888888888887,6000
0.2,61,bin_chi2_M80,0.016871111111111115,6000
0.2,61,bin_chi2_M120,0.018193333333333332,6000
0.2,62,KDE_chi2,0.008192245866671636,6000
0.2,62,well_TV,0.0010000000000000009,6000
0.2,62,CDF_sup,0.00762500000000001,6000
0.2,62,W1,0.006325379762387548,6000
0.2,62,bin_chi2_M40,0.005126666666666666,6000
0.2,62,bin_chi2_M80,0.01076888888888889,6000
0.2,62,bin_chi2_M120,0.018279999999999998,6000
0.2,63,KDE_chi2,0.007439007971321593,6000
0.2,63,well_TV,0.0015000000000000568,6000
0.2,63,CDF_sup,0.004833333333333311,6000
0.2,63,W1,0.00551215454345115,6000
0.2,63,bin_chi2_M40,0.007308888888888887,6000
0.2,63,bin_chi2_M80,0.01615555555555556,6000
0.2,63,bin_chi2_M120,0.018699999999999998,6000
0.18,0,KDE_chi2,0.007338985444203495,6000
0.18,0,well_TV,0.0028333333333333544,6000
0.18,0,CDF_sup,0.007958333333333355,6000
0.18,0,W1,0.011579124576749146,6000
0.18,0,bin_chi2_M40,0.007655555555555555,6000
0.18,0,bin_chi2_M80,0.016386666666666667,6000
0.18,0,bin_chi2_M120,0.02412666666666667,6000
0.18,1,KDE_chi2,0.008699446661084988,6000
0.18,1,well_TV,0.0003333333333332966,6000
0.18,1,CDF_sup,0.012083333333333297,6000
0.18,1,W1,0.011008175541660796,6000
0.18,1,bin_chi2_M40,0.006897777777777777,6000
0.18,1,bin_chi2_M80,0.013333333333333332,6000
0.18,1,bin_chi2_M120,0.024506666666666666,6000
0.18,2,KDE_chi2,0.011252243872617135,6000
0.18,2,well_TV,0.0071666666666666545,6000
0.18,2,CDF_sup,0.010666666666666637,6000
0.18,2,W1,0.010965501075017207,6000
0.18,2,bin_chi2_M40,0.004579999999999999,6000
0.18,2,bin_chi2_M80,0.014306666666666665,6000
0.18,2,bin_chi2_M120,0.01804666666666667,6000
0.18,3,KDE_chi2,0.008490945792221177,6000
0.18,3,well_TV,0.013499999999999956,6000
0.18,3,CDF_sup,0.013708333333333364,6000
0.18,3,W1,0.019834792590690625,6000
0.18,3,bin_chi2_M40,0.0067333333333333325,6000
0.18,3,bin_chi2_M80,0.013613333333333331,6000
0.18,3,bin_chi2_M120,0.017806666666666665,6000
0.18,4,KDE_chi2,0.011809357953794803,6000
0.18,4,well_TV,0.0024999999999999467,6000
0.18,4,CDF_sup,0.013291666666666632,6000
0.18,4,W1,0.0150156712850408,6000
0.18,4,bin_chi2_M40,0.004866666666666668,6000
0.18,4,bin_chi2_M80,0.014688888888888887,6000
0.18,4,bin_chi2_M120,0.021033333333333334,6000
0.18,5,KDE_chi2,0.011591696154419436,6000
0.18,5,well_TV,0.002666666666666706,6000
0.18,5,CDF_sup,0.018749999999999968,6000
0.18,5,W1,0.016789896666359386,6000
0.18,5,bin_chi2_M40,0.009522222222222224,6000
0.18,5,bin_chi2_M80,0.013191111111111112,6000
0.18,5,bin_chi2_M120,0.018453333333333332,6000
0.18,6,KDE_chi2,0.007069213954594632,6000
0.18,6,well_TV,0.0003333333333332966,6000
0.18,6,CDF_sup,0.008874999999999984,6000
0.18,6,W1,0.007112776934441461,6000
0.18,6,bin_chi2_M40,0.004484444444444444,6000
0.18,6,bin_chi2_M80,0.012799999999999999,6000
0.18,6,bin_chi2_M120,0.019466666666666667,6000
0.18,7,KDE_chi2,0.0071888942731426425,6000
0.18,7,well_TV,0.0038333333333333552,6000
0.18,7,CDF_sup,0.008625000000000028,6000
0.18,7,W1,0.00916248449297429,6000
0.18,7,bin_chi2_M40,0.006957777777777778,6000
0.18,7,bin_chi2_M80,0.012386666666666666,6000
0.18,7,bin_chi2_M120,0.018793333333333335,6000
0.18,8,KDE_chi2,0.00960346658209018,6000
0.18,8,well_TV,0.0006666666666667043,6000
0.18,8,CDF_sup,0.008500000000000021,6000
0.18,8,W1,0.0073584370804943,6000
0.18,8,bin_chi2_M40,0.006815555555555556,6000
0.18,8,bin_chi2_M80,0.010702222222222222,6000
0.18,8,bin_chi2_M120,0.01787333333333333,6000
0.18,9,KDE_chi2,0.009922483377388396,6000
0.18,9,well_TV,0.009000000000000008,6000
0.18,9,CDF_sup,0.010166666666666647,6000
0.18,9,W1,0.013330609590982893,6000
0.18,9,bin_chi2_M40,0.004866666666666667,6000
0.18,9,bin_chi2_M80,0.012737777777777778,6000
0.18,9,bin_chi2_M120,0.018320000000000003,6000
0.18,10,KDE_chi2,0.007918061446184274,6000
0.18,10,well_TV,0.0028333333333332433,6000
0.18,10,CDF_sup,0.008708333333333316,6000
0.18,10,W1,0.008428159911271485,6000
0.18,10,bin_chi2_M40,0.005628888888888887,6000
0.18,10,bin_chi2_M80,0.00876,6000
0.18,10,bin_chi2_M120,0.01736,6000
0.18,11,KDE_chi2,0.00898702069449975,6000
0.18,11,well_TV,0.0026666666666666505,6000
0.18,11,CDF_sup,0.006833333333333296,6000
0.18,11,W1,0.005055042651815743,6000
0.18,11,bin_chi2_M40,0.00406888888888889,6000
0.18,11,bin_chi2_M80,0.012506666666666666,6000
0.18,11,bin_chi2_M120,0.016999999999999998,6000
0.18,12,KDE_chi2,0.008409955618369287,6000
0.18,12,well_TV,0.007333333333333303,6000
0.18,12,CDF_sup,0.009708333333333312,6000
0.18,12,W1,0.012218185798020361,6000
0.18,12,bin_chi2_M40,0.00523111111111111,6000
0.18,12,bin_chi2_M80,0.014635555555555554,6000
0.18,12,bin_chi2_M120,0.016206666666666668,6000
0.18,13,KDE_chi2,0.009004179774282865,6000
0.18,13,well_TV,0.0035000000000000586,6000
0.18,13,CDF_sup,0.014833333333333296,6000
0.18,13,W1,0.010400862476994375,6000
0.18,13,bin_chi2_M40,0.006724444444444445,6000
0.18,13,bin_chi2_M80,0.01475111111111111,6000
0.18,13,bin_chi2_M120,0.019733333333333335,6000
0.18,14,KDE_chi2,0.006330897196204258,6000
0.18,14,well_TV,0.01866666666666661,6000
0.18,14,CDF_sup,0.019000000000000038,6000
0.18,14,W1,0.02523550699871943,6000
0.18,14,bin_chi2_M40,0.004686666666666665,6000
0.18,14,bin_chi2_M80,0.012844444444444443,6000
0.18,14,bin_chi2_M120,0.019113333333333333,6000
0.18,15,KDE_chi2,0.008374830003815698,6000
0.18,15,well_TV,0.0013333333333332975,6000
0.18,15,CDF_sup,0.006708333333333295,6000
0.18,15,W1,0.005133935779946021,6000
0.18,15,bin_chi2_M40,0.0074622222222222225,6000
0.18,15,bin_chi2_M80,0.011733333333333332,6000
0.18,15,bin_chi2_M120,0.019866666666666668,6000
0.18,16,KDE_chi2,0.008971683123878818,6000
0.18,16,well_TV,0.0040000000000000036,6000
0.18,16,CDF_sup,0.007333333333333358,6000
0.18,16,W1,0.009014725583468799,6000
0.18,16,bin_chi2_M40,0.006302222222222223,6000
0.18,16,bin_chi2_M80,0.015577777777777774,6000
0.18,16,bin_chi2_M120,0.019273333333333333,6000
0.18,17,KDE_chi2,0.008232952435975514,6000
0.18,17,well_TV,0.003333333333333355,6000
0.18,17,CDF_sup,0.0065416666666666835,6000
0.18,17,W1,0.007050398589040289,6000
0.18,17,bin_chi2_M40,0.00763111111111111,6000
0.18,17,bin_chi2_M80,0.013,6000
0.18,17,bin_chi2_M120,0.01938666666666667,6000
0.18,18,KDE_chi2,0.006924302622186956,6000
0.18,18,well_TV,0.0010000000000000009,6000
0.18,18,CDF_sup,0.009791666666666693,6000
0.18,18,W1,0.008121218468395003,6000
0.18,18,bin_chi2_M40,0.009308888888888887,6000
0.18,18,bin_chi2_M80,0.015982222222222224,6000
0.18,18,bin_chi2_M120,0.018286666666666666,6000
0.18,19,KDE_chi2,0.008108202843012537,6000
0.18,19,well_TV,0.003666666666666707,6000
0.18,19,CDF_sup,0.01174999999999996,6000
0.18,19,W1,0.01422067916173148,6000
0.18,19,bin_chi2_M40,0.006915555555555555,6000
0.18,19,bin_chi2_M80,0.013008888888888886,6000
0.18,19,bin_chi2_M120,0.022433333333333333,6000
0.18,20,KDE_chi2,0.007743591972194463,6000
0.18,20,well_TV,0.014666666666666717,6000
0.18,20,CDF_sup,0.016500000000000018,6000
0.18,20,W1,0.02593130472211345,6000
0.18,20,bin_chi2_M40,0.005244444444444444,6000
0.18,20,bin_chi2_M80,0.014173333333333333,6000
0.18,20,bin_chi2_M120,0.019446666666666668,6000
0.18,21,KDE_chi2,0.010335084795962398,6000
0.18,21,well_TV,0.007000000000000006,6000
0.18,21,CDF_sup,0.010333333333333338,6000
0.18,21,W1,0.014553960630457205,6000
0.18,21,bin_chi2_M40,0.005297777777777776,6000
0.18,21,bin_chi2_M80,0.01320444444444445,6000
0.18,21,bin_chi2_M120,0.02042,6000
0.18,22,KDE_chi2,0.008240733386264167,6000
0.18,22,well_TV,0.0028333333333332433,6000
0.18,22,CDF_sup,0.009249999999999974,6000
0.18,22,W1,0.01181217643276302,6000
0.18,22,bin_chi2_M40,0.004619999999999999,6000
0.18,22,bin_chi2_M80,0.014373333333333332,6000
0.18,22,bin_chi2_M120,0.022406666666666665,6000
0.18,23,KDE_chi2,0.011666207930206372,6000
0.18,23,well_TV,0.0050000000000000044,6000
0.18,23,CDF_sup,0.012999999999999966,6000
0.18,23,W1,0.01604143506868103,6000
0.18,23,bin_chi2_M40,0.009053333333333332,6000
0.18,23,bin_chi2_M80,0.00887111111111111,6000
0.18,23,bin_chi2_M120,0.020566666666666667,6000
0.18,24,KDE_chi2,0.0088898095937524,6000
0.18,24,well_TV,0.0020000000000000018,6000
0.18,24,CDF_sup,0.0062916666666666355,6000
0.18,24,W1,0.006837368883424138,6000
0.18,24,bin_chi2_M40,0.008106666666666668,6000
0.18,24,bin_chi2_M80,0.015622222222222221,6000
0.18,24,bin_chi2_M120,0.022033333333333335,6000
0.18,25,KDE_chi2,0.008700565840055739,6000
0.18,25,well_TV,0.008333333333333304,6000
0.18,25,CDF_sup,0.009749999999999976,6000
0.18,25,W1,0.011933765257986308,6000
0.18,25,bin_chi2_M40,0.0074688888888888895,6000
0.18,25,bin_chi2_M80,0.00910222222222222,6000
0.18,25,bin_chi2_M120,0.024893333333333337,6000
0.18,26,KDE_chi2,0.009121030330848642,6000
0.18,26,well_TV,0.0005000000000000004,6000
0.18,26,CDF_sup,0.010041666666666685,6000
0.18,26,W1,0.008553202089471437,6000
0.18,26,bin_chi2_M40,0.006186666666666667,6000
0.18,26,bin_chi2_M80,0.013315555555555553,6000
0.18,26,bin_chi2_M120,0.016453333333333334,6000
0.18,27,KDE_chi2,0.009023213217838832,6000
0.18,27,well_TV,0.0010000000000000009,6000
0.18,27,CDF_sup,0.008124999999999964,6000
0.18,27,W1,0.005773047898352625,6000
0.18,27,bin_chi2_M40,0.006353333333333334,6000
0.18,27,bin_chi2_M80,0.013871111111111112,6000
0.18,27,bin_chi2_M120,0.014853333333333335,6000
0.18,28,KDE_chi2,0.009360075196957626,6000
0.18,28,well_TV,0.010000000000000009,6000
0.18,28,CDF_sup,0.012291666666666692,6000
0.18,28,W1,0.017051025554547863,6000
0.18,28,bin_chi2_M40,0.010159999999999999,6000
0.18,28,bin_chi2_M80,0.018475555555555554,6000
0.18,28,bin_chi2_M120,0.02092666666666667,6000
0.18,29,KDE_chi2,0.007605367278081785,6000
0.18,29,well_TV,0.0016666666666667052,6000
0.18,29,CDF_sup,0.013041666666666663,6000
0.18,29,W1,0.00826014951247289,6000
0.18,29,bin_chi2_M40,0.0051933333333333345,6000
0.18,29,bin_chi2_M80,0.0086,6000
0.18,29,bin_chi2_M120,0.020666666666666667,6000
0.18,30,KDE_chi2,0.009199705539066386,6000
0.18,30,well_TV,0.007833333333333359,6000
0.18,30,CDF_sup,0.011374999999999974,6000
0.18,30,W1,0.013301541092991755,6000
0.18,30,bin_chi2_M40,0.006853333333333333,6000
0.18,30,bin_chi2_M80,0.016875555555555553,6000
0.18,30,bin_chi2_M120,0.02318,6000
0.18,31,KDE_chi2,0.005944472799323933,6000
0.18,31,well_TV,0.0028333333333333544,6000
0.18,31,CDF_sup,0.011791666666666693,6000
0.18,31,W1,0.01162042311864695,6000
0.18,31,bin_chi2_M40,0.006477777777777779,6000
0.18,31,bin_chi2_M80,0.009773333333333334,6000
0.18,31,bin_chi2_M120,0.02012,6000
0.18,32,KDE_chi2,0.00965526761896794,6000
0.18,32,well_TV,0.0006666666666667043,6000
0.18,32,CDF_sup,0.006500000000000031,6000
0.18,32,W1,0.005766415461206178,6000
0.18,32,bin_chi2_M40,0.0064600000000000005,6000
0.18,32,bin_chi2_M80,0.01396,6000
0.18,32,bin_chi2_M120,0.02129333333333333,6000
0.18,33,KDE_chi2,0.007886304377260145,6000
0.18,33,well_TV,0.003166666666666651,6000
0.18,33,CDF_sup,0.007499999999999987,6000
0.18,33,W1,0.006300372974975425,6000
0.18,33,bin_chi2_M40,0.006679999999999999,6000
0.18,33,bin_chi2_M80,0.015719999999999998,6000
0.18,33,bin_chi2_M120,0.017293333333333334,6000
0.18,34,KDE_chi2,0.008810955327790285,6000
0.18,34,well_TV,0.0011666666666666492,6000
0.18,34,CDF_sup,0.009624999999999991,6000
0.18,34,W1,0.006704392645637673,6000
0.18,34,bin_chi2_M40,0.004966666666666666,6000
0.18,34,bin_chi2_M80,0.020426666666666662,6000
0.18,34,bin_chi2_M120,0.021740000000000002,6000
0.18,35,KDE_chi2,0.008879350573003559,6000
0.18,35,well_TV,0.0001666666666666483,6000
0.18,35,CDF_sup,0.005416666666666686,6000
0.18,35,W1,0.006077588692463812,6000
0.18,35,bin_chi2_M40,0.007202222222222221,6000
0.18,35,bin_chi2_M80,0.011742222222222222,6000
0.18,35,bin_chi2_M120,0.020720000000000002,6000
0.18,36,KDE_chi2,0.007700726727354898,6000
