epsilon,method,seed,rng_seed,metric,threshold,bias_floor,first_crossing_time,persistent_reached,censored,mixing_time,final_metric_value,n_recorded_points,n_recorded_points_below_threshold,persistence_records,N_particles,dt,nsteps,T_final,planned_T_final,clip_fraction_mean,clip_fraction_max
0.22,LSC-CP,0,20391713,CDF_sup,0.061927634031765655,0.024771053612706262,1.92,True,False,1.9200000000000002,0.03743147185317708,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,1,20391813,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.014945229122022015,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,1,20391813,well_TV,0.075,0.016666666666666607,1.68,True,False,1.68,0.02458333333333318,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,1,20391813,W1,0.08896054214804618,0.03558421685921847,1.92,True,False,1.9200000000000002,0.03834816759482189,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,1,20391813,CDF_sup,0.061927634031765655,0.024771053612706262,1.92,True,False,1.9200000000000002,0.0252094299915282,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,2,20391913,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.009494040683756352,13,7,4,2400,0.003,960,2.88,30.0,4.340277777777778e-07,0.0004166666666666667
0.22,LSC-CP,2,20391913,well_TV,0.075,0.016666666666666607,1.68,True,False,1.68,0.0012499999999998623,13,6,4,2400,0.003,960,2.88,30.0,4.340277777777778e-07,0.0004166666666666667
0.22,LSC-CP,2,20391913,W1,0.08896054214804618,0.03558421685921847,2.16,True,False,2.16,0.026205970407749093,13,4,4,2400,0.003,960,2.88,30.0,4.340277777777778e-07,0.0004166666666666667
0.22,LSC-CP,2,20391913,CDF_sup,0.061927634031765655,0.024771053612706262,1.92,True,False,1.9200000000000002,0.02908049967915763,13,5,4,2400,0.003,960,2.88,30.0,4.340277777777778e-07,0.0004166666666666667
0.22,LSC-CP,3,20392013,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.01542395007641769,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,3,20392013,well_TV,0.075,0.016666666666666607,1.68,True,False,1.68,0.01083333333333325,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,3,20392013,W1,0.08896054214804618,0.03558421685921847,1.92,True,False,1.9200000000000002,0.04198641780459687,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,3,20392013,CDF_sup,0.061927634031765655,0.024771053612706262,1.92,True,False,1.9200000000000002,0.026752153341095306,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,Langevin,0,20391712,truncated_KDE_chi2,0.05,0.009547046121851678,10.32,True,False,10.32,0.013625752598598866,63,20,4,2400,0.003,4960,14.88,40.0,0.0,0.0
0.22,Langevin,0,20391712,well_TV,0.075,0.016666666666666607,12.24,True,False,12.24,0.04833333333333323,63,12,4,2400,0.003,4960,14.88,40.0,0.0,0.0
0.22,Langevin,0,20391712,W1,0.08896054214804618,0.03558421685921847,14.16,True,False,14.16,0.08192850120847699,63,4,4,2400,0.003,4960,14.88,40.0,0.0,0.0
0.22,Langevin,0,20391712,CDF_sup,0.061927634031765655,0.024771053612706262,13.92,True,False,13.92,0.05191099642743602,63,5,4,2400,0.003,4960,14.88,40.0,0.0,0.0
0.22,Langevin,1,20391812,truncated_KDE_chi2,0.05,0.009547046121851678,10.32,True,False,10.32,0.013759012321167077,66,23,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,1,20391812,well_TV,0.075,0.016666666666666607,13.200000000000001,True,False,13.2,0.039999999999999925,66,11,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,1,20391812,W1,0.08896054214804618,0.03558421685921847,14.88,True,False,14.879999999999999,0.06731621208017602,66,4,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,1,20391812,CDF_sup,0.061927634031765655,0.024771053612706262,13.92,True,False,13.92,0.043994329760769335,66,8,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,2,20391912,truncated_KDE_chi2,0.05,0.009547046121851678,10.08,True,False,10.08,0.010686835644281282,70,28,4,2400,0.003,5520,16.56,40.0,0.0,0.0
0.22,Langevin,2,20391912,well_TV,0.075,0.016666666666666607,12.72,True,False,13.2,0.0412499999999999,70,16,4,2400,0.003,5520,16.56,40.0,0.0,0.0
0.22,Langevin,2,20391912,W1,0.08896054214804618,0.03558421685921847,15.84,True,False,15.839999999999998,0.07742405374386607,70,4,4,2400,0.003,5520,16.56,40.0,0.0,0.0
0.22,Langevin,2,20391912,CDF_sup,0.061927634031765655,0.024771053612706262,15.36,True,False,15.360000000000001,0.04085974705609319,70,6,4,2400,0.003,5520,16.56,40.0,0.0,0.0
0.22,LSC-CP,4,20392113,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.00933306196130209,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,4,20392113,well_TV,0.075,0.016666666666666607,1.68,True,False,1.68,0.016666666666666607,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,4,20392113,W1,0.08896054214804618,0.03558421685921847,1.92,True,False,1.9200000000000002,0.03577654701939431,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,4,20392113,CDF_sup,0.061927634031765655,0.024771053612706262,1.92,True,False,1.9200000000000002,0.022752582576573643,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.22,LSC-CP,5,20392213,truncated_KDE_chi2,0.05,0.009547046121851678,1.44,True,False,1.4400000000000002,0.009757644111075827,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.22,LSC-CP,5,20392213,well_TV,0.075,0.016666666666666607,1.44,True,False,1.4400000000000002,0.019583333333333175,11,5,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.22,LSC-CP,5,20392213,W1,0.08896054214804618,0.03558421685921847,1.68,True,False,1.68,0.04490426412857197,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.22,LSC-CP,5,20392213,CDF_sup,0.061927634031765655,0.024771053612706262,1.68,True,False,1.68,0.02310819623367799,11,4,4,2400,0.003,800,2.4,30.0,0.0,0.0
0.22,Langevin,3,20392012,truncated_KDE_chi2,0.05,0.009547046121851678,11.28,True,False,11.28,0.012416854634192453,68,21,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.22,Langevin,3,20392012,well_TV,0.075,0.016666666666666607,13.200000000000001,True,False,13.2,0.04208333333333325,68,13,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.22,Langevin,3,20392012,W1,0.08896054214804618,0.03558421685921847,15.36,True,False,15.360000000000001,0.07108696359411257,68,4,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.22,Langevin,3,20392012,CDF_sup,0.061927634031765655,0.024771053612706262,15.120000000000001,True,False,15.12,0.04340834810113153,68,5,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.22,Langevin,4,20392112,truncated_KDE_chi2,0.05,0.009547046121851678,10.56,True,False,10.559999999999999,0.008377058315815158,66,22,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,4,20392112,well_TV,0.075,0.016666666666666607,12.48,True,False,12.48,0.03749999999999987,66,14,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,4,20392112,W1,0.08896054214804618,0.03558421685921847,14.88,True,False,14.879999999999999,0.06341278336602714,66,4,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,4,20392112,CDF_sup,0.061927634031765655,0.024771053612706262,13.92,True,False,13.92,0.03895723667513795,66,8,4,2400,0.003,5200,15.6,40.0,0.0,0.0
0.22,Langevin,5,20392212,truncated_KDE_chi2,0.05,0.009547046121851678,10.56,True,False,10.559999999999999,0.011667355714005154,72,28,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.22,Langevin,5,20392212,well_TV,0.075,0.016666666666666607,12.72,True,False,13.2,0.03749999999999987,72,18,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.22,Langevin,5,20392212,W1,0.08896054214804618,0.03558421685921847,15.84,True,False,16.32,0.07070241636312907,72,5,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.22,Langevin,5,20392212,CDF_sup,0.061927634031765655,0.024771053612706262,15.120000000000001,True,False,15.12,0.041687243390819084,72,9,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.2,LSC-CP,0,20401713,truncated_KDE_chi2,0.05,0.009419742095467603,1.44,True,False,1.4400000000000002,0.021812323576188154,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,0,20401713,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.029999999999999916,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,0,20401713,W1,0.09523045456754502,0.038092181827018005,1.92,True,False,1.9200000000000002,0.06543042555778966,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,0,20401713,CDF_sup,0.06739079781216024,0.026956319124864098,1.92,True,False,1.9200000000000002,0.03499805392611621,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,2,20401913,truncated_KDE_chi2,0.05,0.009419742095467603,1.68,True,False,1.68,0.02047334115056091,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,2,20401913,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.032916666666666594,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,2,20401913,W1,0.09523045456754502,0.038092181827018005,1.92,True,False,1.9200000000000002,0.07283590388663186,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,2,20401913,CDF_sup,0.06739079781216024,0.026956319124864098,1.68,True,False,1.68,0.040030338040050184,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,1,20401813,truncated_KDE_chi2,0.05,0.009419742095467603,1.68,True,False,1.68,0.016948092974901425,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,1,20401813,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.00749999999999984,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,1,20401813,W1,0.09523045456754502,0.038092181827018005,1.92,True,False,1.9200000000000002,0.03893439450626566,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,1,20401813,CDF_sup,0.06739079781216024,0.026956319124864098,1.92,True,False,1.9200000000000002,0.0334098014666237,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,3,20402013,truncated_KDE_chi2,0.05,0.009419742095467603,1.44,True,False,1.4400000000000002,0.008893906048774517,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,3,20402013,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.006249999999999867,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,3,20402013,W1,0.09523045456754502,0.038092181827018005,1.92,True,False,1.9200000000000002,0.029516805807458635,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,3,20402013,CDF_sup,0.06739079781216024,0.026956319124864098,1.68,True,False,1.68,0.024371297813036513,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,Langevin,2,20401912,truncated_KDE_chi2,0.05,0.009419742095467603,11.76,True,False,11.76,0.0191329352841857,68,19,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.2,Langevin,2,20401912,well_TV,0.075,0.023333333333333428,14.16,True,False,14.16,0.04666666666666652,68,9,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.2,Langevin,2,20401912,W1,0.09523045456754502,0.038092181827018005,15.36,True,False,15.360000000000001,0.08615248902798667,68,4,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.2,Langevin,2,20401912,CDF_sup,0.06739079781216024,0.026956319124864098,14.88,True,False,14.879999999999999,0.054399341162314596,68,6,4,2400,0.003,5360,16.080000000000002,40.0,0.0,0.0
0.2,Langevin,0,20401712,truncated_KDE_chi2,0.05,0.009419742095467603,12.24,True,False,12.24,0.016866523007700716,73,22,4,2400,0.003,5760,17.28,40.0,0.0,0.0
0.2,Langevin,0,20401712,well_TV,0.075,0.023333333333333428,14.88,True,False,14.879999999999999,0.04999999999999993,73,11,4,2400,0.003,5760,17.28,40.0,0.0,0.0
0.2,Langevin,0,20401712,W1,0.09523045456754502,0.038092181827018005,16.56,True,False,16.560000000000002,0.0906384408297539,73,4,4,2400,0.003,5760,17.28,40.0,0.0,0.0
0.2,Langevin,0,20401712,CDF_sup,0.06739079781216024,0.026956319124864098,15.36,True,False,15.360000000000001,0.05435416540907012,73,9,4,2400,0.003,5760,17.28,40.0,0.0,0.0
0.2,Langevin,1,20401812,truncated_KDE_chi2,0.05,0.009419742095467603,11.040000000000001,True,False,11.04,0.012716473557068338,75,29,4,2400,0.003,5920,17.76,40.0,0.0,0.0
0.2,Langevin,1,20401812,well_TV,0.075,0.023333333333333428,13.68,True,False,13.68,0.040416666666666545,75,18,4,2400,0.003,5920,17.76,40.0,0.0,0.0
0.2,Langevin,1,20401812,W1,0.09523045456754502,0.038092181827018005,14.88,True,False,17.040000000000003,0.06517556685687068,75,6,4,2400,0.003,5920,17.76,40.0,0.0,0.0
0.2,Langevin,1,20401812,CDF_sup,0.06739079781216024,0.026956319124864098,14.4,True,False,14.4,0.043264697230321336,75,15,4,2400,0.003,5920,17.76,40.0,0.0,0.0
0.2,LSC-CP,4,20402113,truncated_KDE_chi2,0.05,0.009419742095467603,1.44,True,False,1.4400000000000002,0.013467769631870878,13,7,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.2,LSC-CP,4,20402113,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.008333333333333193,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.2,LSC-CP,4,20402113,W1,0.09523045456754502,0.038092181827018005,2.16,True,False,2.16,0.02960186957425403,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.2,LSC-CP,4,20402113,CDF_sup,0.06739079781216024,0.026956319124864098,1.92,True,False,1.9200000000000002,0.026096911407946455,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.2,Langevin,4,20402112,truncated_KDE_chi2,0.05,0.009419742095467603,12.48,True,False,12.48,0.009988909646677455,72,20,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.2,Langevin,4,20402112,well_TV,0.075,0.023333333333333428,14.64,True,False,14.639999999999999,0.039999999999999925,72,11,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.2,Langevin,4,20402112,W1,0.09523045456754502,0.038092181827018005,16.32,True,False,16.32,0.06313079788805843,72,4,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.2,Langevin,4,20402112,CDF_sup,0.06739079781216024,0.026956319124864098,15.6,True,False,15.6,0.0422666108896706,72,7,4,2400,0.003,5680,17.04,40.0,0.0,0.0
0.2,Langevin,3,20402012,truncated_KDE_chi2,0.05,0.009419742095467603,11.76,True,False,12.24,0.013796878316766526,74,24,4,2400,0.003,5840,17.52,40.0,0.0,0.0
0.2,Langevin,3,20402012,well_TV,0.075,0.023333333333333428,14.16,True,False,14.16,0.04083333333333328,74,15,4,2400,0.003,5840,17.52,40.0,0.0,0.0
0.2,Langevin,3,20402012,W1,0.09523045456754502,0.038092181827018005,16.8,True,False,16.8,0.07977528936633368,74,4,4,2400,0.003,5840,17.52,40.0,0.0,0.0
0.2,Langevin,3,20402012,CDF_sup,0.06739079781216024,0.026956319124864098,15.6,True,False,15.6,0.04255177334136806,74,9,4,2400,0.003,5840,17.52,40.0,0.0,0.0
0.2,LSC-CP,5,20402213,truncated_KDE_chi2,0.05,0.009419742095467603,1.44,True,False,1.4400000000000002,0.013351789915643973,12,6,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,5,20402213,well_TV,0.075,0.023333333333333428,1.68,True,False,1.68,0.02416666666666656,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,5,20402213,W1,0.09523045456754502,0.038092181827018005,1.92,True,False,1.9200000000000002,0.03915092903958958,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,LSC-CP,5,20402213,CDF_sup,0.06739079781216024,0.026956319124864098,1.92,True,False,1.9200000000000002,0.024413598701847228,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.2,Langevin,5,20402212,truncated_KDE_chi2,0.05,0.009419742095467603,12.72,True,False,12.719999999999999,0.016360214326958056,81,28,4,2400,0.003,6400,19.2,40.0,0.0,0.0
0.2,Langevin,5,20402212,well_TV,0.075,0.023333333333333428,15.36,True,False,15.360000000000001,0.04541666666666655,81,15,4,2400,0.003,6400,19.2,40.0,0.0,0.0
0.2,Langevin,5,20402212,W1,0.09523045456754502,0.038092181827018005,18.48,True,False,18.48,0.08351812177964238,81,4,4,2400,0.003,6400,19.2,40.0,0.0,0.0
0.2,Langevin,5,20402212,CDF_sup,0.06739079781216024,0.026956319124864098,18.240000000000002,True,False,18.240000000000002,0.05197780595195334,81,5,4,2400,0.003,6400,19.2,40.0,0.0,0.0
0.18,LSC-CP,1,20411813,truncated_KDE_chi2,0.05,0.011439934977145547,1.68,True,False,1.68,0.014872450917217441,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,1,20411813,well_TV,0.075,0.021250000000000213,1.92,True,False,1.9200000000000002,0.01791666666666647,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,1,20411813,W1,0.08,0.031964107072202055,2.16,True,False,2.16,0.049011312422885527,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,1,20411813,CDF_sup,0.06363787647145944,0.025455150588583775,1.92,True,False,1.9200000000000002,0.02561272407365818,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,0,20411713,truncated_KDE_chi2,0.05,0.011439934977145547,1.68,True,False,1.68,0.011413185648710602,14,7,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,0,20411713,well_TV,0.075,0.021250000000000213,1.68,True,False,1.68,0.0008333333333335746,14,7,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,0,20411713,W1,0.08,0.031964107072202055,2.4,True,False,2.4000000000000004,0.034199773967268164,14,4,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,0,20411713,CDF_sup,0.06363787647145944,0.025455150588583775,2.16,True,False,2.16,0.022815925691390793,14,5,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,2,20411913,truncated_KDE_chi2,0.05,0.011439934977145547,1.44,True,False,1.4400000000000002,0.017928561325923287,14,8,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,2,20411913,well_TV,0.075,0.021250000000000213,1.68,True,False,1.68,0.007916666666666461,14,7,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,2,20411913,W1,0.08,0.031964107072202055,1.92,True,False,2.4000000000000004,0.03810400396347702,14,5,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,2,20411913,CDF_sup,0.06363787647145944,0.025455150588583775,1.68,True,False,1.68,0.032234338412723246,14,7,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,3,20412013,truncated_KDE_chi2,0.05,0.011439934977145547,1.44,True,False,1.4400000000000002,0.011122810832295462,14,8,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,3,20412013,well_TV,0.075,0.021250000000000213,1.68,True,False,1.68,0.0037500000000001976,14,7,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,3,20412013,W1,0.08,0.031964107072202055,2.4,True,False,2.4000000000000004,0.03628217070266114,14,4,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,3,20412013,CDF_sup,0.06363787647145944,0.025455150588583775,2.16,True,False,2.16,0.02950118615303468,14,5,4,2400,0.003,1040,3.12,30.0,0.0,0.0
0.18,LSC-CP,4,20412113,truncated_KDE_chi2,0.05,0.011439934977145547,1.68,True,False,1.68,0.016873858726643237,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,4,20412113,well_TV,0.075,0.021250000000000213,1.68,True,False,1.68,0.007499999999999729,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,4,20412113,W1,0.08,0.031964107072202055,2.16,True,False,2.16,0.04031557959266591,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,LSC-CP,4,20412113,CDF_sup,0.06363787647145944,0.025455150588583775,1.92,True,False,1.9200000000000002,0.031575004895641134,13,5,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.18,Langevin,2,20411912,truncated_KDE_chi2,0.05,0.011439934977145547,14.16,True,False,14.16,0.012604842564403133,97,38,4,2400,0.003,7680,23.04,40.0,0.0,0.0
0.18,Langevin,2,20411912,well_TV,0.075,0.021250000000000213,16.56,True,False,17.28,0.03833333333333311,97,27,4,2400,0.003,7680,23.04,40.0,0.0,0.0
0.18,Langevin,2,20411912,W1,0.08,0.031964107072202055,22.32,True,False,22.32,0.0642159955001256,97,4,4,2400,0.003,7680,23.04,40.0,0.0,0.0
0.18,Langevin,2,20411912,CDF_sup,0.06363787647145944,0.025455150588583775,18.96,True,False,18.96,0.04014735001855885,97,18,4,2400,0.003,7680,23.04,40.0,0.0,0.0
0.18,Langevin,1,20411812,truncated_KDE_chi2,0.05,0.011439934977145547,13.92,True,False,13.92,0.015390631438134841,105,47,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,1,20411812,well_TV,0.075,0.021250000000000213,18.96,True,False,19.44,0.043749999999999734,105,25,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,1,20411812,W1,0.08,0.031964107072202055,24.240000000000002,True,False,24.240000000000002,0.07524515351885802,105,4,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,1,20411812,CDF_sup,0.06363787647145944,0.025455150588583775,22.32,True,False,22.32,0.04988108819923265,105,12,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,0,20411712,truncated_KDE_chi2,0.05,0.011439934977145547,14.88,True,False,14.879999999999999,0.013492126719263548,111,49,4,2400,0.003,8800,26.400000000000002,40.0,0.0,0.0
0.18,Langevin,0,20411712,well_TV,0.075,0.021250000000000213,18.240000000000002,True,False,18.240000000000002,0.047916666666666496,111,35,4,2400,0.003,8800,26.400000000000002,40.0,0.0,0.0
0.18,Langevin,0,20411712,W1,0.08,0.031964107072202055,23.76,True,False,25.680000000000003,0.0734547708968655,111,9,4,2400,0.003,8800,26.400000000000002,40.0,0.0,0.0
0.18,Langevin,0,20411712,CDF_sup,0.06363787647145944,0.025455150588583775,19.68,True,False,19.680000000000003,0.047877144161157736,111,29,4,2400,0.003,8800,26.400000000000002,40.0,0.0,0.0
0.18,LSC-CP,5,20412213,truncated_KDE_chi2,0.05,0.011439934977145547,1.68,True,False,1.68,0.02389861292453514,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.18,LSC-CP,5,20412213,well_TV,0.075,0.021250000000000213,1.68,True,False,1.68,0.005833333333333135,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.18,LSC-CP,5,20412213,W1,0.08,0.031964107072202055,1.92,True,False,1.9200000000000002,0.039385149015664436,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.18,LSC-CP,5,20412213,CDF_sup,0.06363787647145944,0.025455150588583775,1.92,True,False,1.9200000000000002,0.032899420432883686,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.18,Langevin,3,20412012,truncated_KDE_chi2,0.05,0.011439934977145547,14.64,True,False,14.639999999999999,0.013307842005966374,102,41,4,2400,0.003,8080,24.240000000000002,40.0,0.0,0.0
0.18,Langevin,3,20412012,well_TV,0.075,0.021250000000000213,18.96,True,False,19.92,0.03958333333333308,102,20,4,2400,0.003,8080,24.240000000000002,40.0,0.0,0.0
0.18,Langevin,3,20412012,W1,0.08,0.031964107072202055,22.8,True,False,23.520000000000003,0.06424451877309215,102,6,4,2400,0.003,8080,24.240000000000002,40.0,0.0,0.0
0.18,Langevin,3,20412012,CDF_sup,0.06363787647145944,0.025455150588583775,21.12,True,False,21.84,0.04423272807828149,102,12,4,2400,0.003,8080,24.240000000000002,40.0,0.0,0.0
0.18,Langevin,4,20412112,truncated_KDE_chi2,0.05,0.011439934977145547,14.64,True,False,14.639999999999999,0.009465323132101749,105,44,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,4,20412112,well_TV,0.075,0.021250000000000213,17.52,True,False,18.96,0.030833333333333157,105,28,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,4,20412112,W1,0.08,0.031964107072202055,24.240000000000002,True,False,24.240000000000002,0.05117610045325255,105,4,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,4,20412112,CDF_sup,0.06363787647145944,0.025455150588583775,20.64,True,False,21.12,0.03465636507764269,105,15,4,2400,0.003,8320,24.96,40.0,0.0,0.0
0.18,Langevin,5,20412212,truncated_KDE_chi2,0.05,0.011439934977145547,16.080000000000002,True,False,16.080000000000002,0.015382725107022602,101,34,4,2400,0.003,8000,24.0,40.0,0.0,0.0
0.18,Langevin,5,20412212,well_TV,0.075,0.021250000000000213,18.48,True,False,18.48,0.047083333333333144,101,24,4,2400,0.003,8000,24.0,40.0,0.0,0.0
0.18,Langevin,5,20412212,W1,0.08,0.031964107072202055,23.28,True,False,23.28,0.0787482944150513,101,4,4,2400,0.003,8000,24.0,40.0,0.0,0.0
0.18,Langevin,5,20412212,CDF_sup,0.06363787647145944,0.025455150588583775,20.64,True,False,21.6,0.04855600956654266,101,12,4,2400,0.003,8000,24.0,40.0,0.0,0.0
0.16,LSC-CP,1,20421813,truncated_KDE_chi2,0.05,0.010492537485859665,1.68,True,False,1.68,0.017852539884681322,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,1,20421813,well_TV,0.075,0.023333333333333206,1.68,True,False,1.68,0.033333333333333215,12,5,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,1,20421813,W1,0.10648104486609627,0.04259241794643851,1.92,True,False,1.9200000000000002,0.06552338680730305,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,1,20421813,CDF_sup,0.063104730768445,0.025241892307378,1.92,True,False,1.9200000000000002,0.03756797061902628,12,4,4,2400,0.003,880,2.64,30.0,0.0,0.0
0.16,LSC-CP,0,20421713,truncated_KDE_chi2,0.05,0.010492537485859665,1.44,True,False,1.4400000000000002,0.014386187391476676,13,7,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,0,20421713,well_TV,0.075,0.023333333333333206,1.68,True,False,1.68,0.022916666666666585,13,6,4,2400,0.003,960,2.88,30.0,0.0,0.0
0.16,LSC-CP,0,20421713,W1,0.10648104486609627,0.04259241794643851,2.16,True,False,2.16,0.04774180771477579,13,4,4,2400,0.003,960,2.88,30.0,0.0,0.0
