method,coherent_phase_TV,coherent_field_fraction,noncoherent_field_probability,mean_gradient_energy_density,domain_wall_density_mean,structure_factor_0,structure_factor_1,vector_correlation_1
LSC-5-shell,0.0622522236335404,0.8814814814814816,0.1185185185185184,0.12426342770008497,0.0058101851851851335,59.8069785600349,0.061211528026078404,1.8742329195630845
LSC-MST-shell,0.20230241245773592,0.8703703703703703,0.12962962962962957,0.1253274942542201,0.0041782407407407,58.83909307752819,0.06339227227534987,1.8440998917988314
LSC-complete-shell,0.08380083471905576,0.8829629629629631,0.11703703703703704,0.12417976875007536,0.004537037037036967,60.88151306721986,0.0641230996430426,1.9079833680876235
LSC-cycle-shell,0.12463165461239097,0.8677777777777779,0.13222222222222216,0.12491316966772191,0.0036342592592592,61.824556491237956,0.06230675683318567,1.9373197875289234
Langevin,0.9320146879973988,1.0,0.0,0.1178614544361644,0.0,82.21172233834983,0.06371480597222047,2.574427232300437
