step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.7570305438663122,0.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,0.0,0.0,0.0
8,0.04,0,0,25600,0,0,0,25600,0,0.0,0.7570305438663122,25600.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,8.0,0.0,8.0
17,0.085,0,0,54400,0,0,0,54400,0,0.0,0.7570305438663122,54400.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,17.0,0.0,17.0
25,0.125,0,0,80000,0,0,0,80000,0,0.0,0.7570305438663122,80000.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,25.0,0.0,25.0
33,0.165,0,0,105600,0,0,0,105600,0,0.0,0.7570305438663122,105600.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,33.0,0.0,33.0
42,0.21,0,0,134400,0,0,0,134400,0,0.0,0.7570305438663122,134400.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,42.0,0.0,42.0
50,0.25,0,0,160000,0,0,0,160000,0,0.0,0.7570305438663122,160000.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,50.0,0.0,50.0
58,0.29,0,0,185600,0,0,0,185600,0,0.0,0.7570305438663122,185600.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,58.0,0.0,58.0
67,0.335,0,0,214400,0,0,0,214400,0,0.0,0.7570305438663122,214400.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,67.0,0.0,67.0
75,0.375,0,0,240000,0,0,0,240000,0,0.0,0.7570305438663122,240000.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,75.0,0.0,75.0
83,0.41500000000000004,0,0,265600,0,0,0,265600,0,0.0,0.7570305438663122,265600.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,83.0,0.0,83.0
