step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8345679289892053,0.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,0.0,0.0,0.0
8,0.02,0,0,64000,0,0,0,64000,0,0.0,0.8345679289892053,64000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,8.0,0.0,8.0
17,0.0425,0,0,136000,0,0,0,136000,0,0.0,0.8345679289892053,136000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,17.0,0.0,17.0
25,0.0625,0,0,200000,0,0,0,200000,0,0.0,0.8345679289892053,200000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,25.0,0.0,25.0
33,0.0825,0,0,264000,0,0,0,264000,0,0.0,0.8345679289892053,264000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,33.0,0.0,33.0
42,0.105,0,0,336000,0,0,0,336000,0,0.0,0.8345679289892053,336000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,42.0,0.0,42.0
50,0.125,0,0,400000,0,0,0,400000,0,0.0,0.8345679289892053,400000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,50.0,0.0,50.0
58,0.145,0,0,464000,0,0,0,464000,0,0.0,0.8345679289892053,464000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,58.0,0.0,58.0
67,0.1675,0,0,536000,0,0,0,536000,0,0.0,0.8345679289892053,536000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,67.0,0.0,67.0
75,0.1875,0,0,600000,0,0,0,600000,0,0.0,0.8345679289892053,600000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,75.0,0.0,75.0
83,0.20750000000000002,0,0,664000,0,0,0,664000,0,0.0,0.8345679289892053,664000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,83.0,0.0,83.0
92,0.23,0,0,736000,0,0,0,736000,0,0.0,0.8345679289892053,736000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,92.0,0.0,92.0
100,0.25,0,0,800000,0,0,0,800000,0,0.0,0.8345679289892053,800000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,100.0,0.0,100.0
108,0.27,0,0,864000,0,0,0,864000,0,0.0,0.8345679289892053,864000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,108.0,0.0,108.0
117,0.2925,0,0,936000,0,0,0,936000,0,0.0,0.8345679289892053,936000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,117.0,0.0,117.0
125,0.3125,0,0,1000000,0,0,0,1000000,0,0.0,0.8345679289892053,1000000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,125.0,0.0,125.0
133,0.3325,0,0,1064000,0,0,0,1064000,0,0.0,0.8345679289892053,1064000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,133.0,0.0,133.0
142,0.355,0,0,1136000,0,0,0,1136000,0,0.0,0.8345679289892053,1136000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,142.0,0.0,142.0
150,0.375,0,0,1200000,0,0,0,1200000,0,0.0,0.8345679289892053,1200000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,150.0,0.0,150.0
158,0.395,0,0,1264000,0,0,0,1264000,0,0.0,0.8345679289892053,1264000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,158.0,0.0,158.0
167,0.4175,0,0,1336000,0,0,0,1336000,0,0.0,0.8345679289892053,1336000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,167.0,0.0,167.0
175,0.4375,0,0,1400000,0,0,0,1400000,0,0.0,0.8345679289892053,1400000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,175.0,0.0,175.0
183,0.4575,0,0,1464000,0,0,0,1464000,0,0.0,0.8345679289892053,1464000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,183.0,0.0,183.0
192,0.48,0,0,1536000,0,0,0,1536000,0,0.0,0.8345679289892053,1536000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,192.0,0.0,192.0
200,0.5,0,0,1600000,0,0,0,1600000,0,0.0,0.8345679289892053,1600000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,200.0,0.0,200.0
208,0.52,0,0,1664000,0,0,0,1664000,0,0.0,0.8345679289892053,1664000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,208.0,0.0,208.0
217,0.5425,0,0,1736000,0,0,0,1736000,0,0.0,0.8345679289892053,1736000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,217.0,0.0,217.0
225,0.5625,0,0,1800000,0,0,0,1800000,0,0.0,0.8345679289892053,1800000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,225.0,0.0,225.0
233,0.5825,0,0,1864000,0,0,0,1864000,0,0.0,0.8345679289892053,1864000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,233.0,0.0,233.0
242,0.605,0,0,1936000,0,0,0,1936000,0,0.0,0.8345679289892053,1936000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,242.0,0.0,242.0
250,0.625,0,0,2000000,0,0,0,2000000,0,0.0,0.8345679289892053,2000000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,250.0,0.0,250.0
