method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.27155613051993,0.021430350617392423,0.2175625,0.011678862672937522,0.11782780358643484,0.007161239018868115,0.07410586810273848,0.010557115927297125,0.0,0.44295085877272145,0.017769755437967168,0.015159760621022682,0.0041859700656318955,0.0,0.0,16000.0,1.001373125,1602197,0,0.0,0,0,0.0,8,1602197,1602197,0.0019875821018062374,1.001373125,,0,0.0,0.0,0.0,0,0.0,,,0.0,0,0.0,inf,704.4440317458357,0.0
LSC-CP-RA-8,1.3601518736807783,0.09064919188928607,0.0046875,0.0024143667216615346,0.03648654655041417,0.009978808645624913,0.050358565132789405,0.011968528990507946,0.0,0.191712225427544,0.023288821139646358,0.0068498937479215555,0.0031731828119030995,0.0,0.0,16000.0,0.9991725,1598676,0,0.0,,,,,1598676,1598676,0.001986555829228239,0.9991725,0.0013049568965517156,0,0.0,0.0,0.0,0,0.0,1070931,0.00133866375,4096000.0,0,0.0,4.21,1477.6793679497787,0.0
