method,seed,time,basin_TV,nearest_minimum_diagnostic_TV,coverage,entropy,effective_basin_count,weak_z1,weak_z2,weak_aux_norm,weak_U,weak_xnorm,jump_type,h_shell,n_atoms,n_theta,n_rho,rho_n,mean_jump_count,total_jump_count,max_jump_count,score_clip_fraction,logratio_clip_fraction,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy,mean_energy_after_jump,mean_energy_before_jump,effective_log_clip,max_log_ratio,max_score_norm,overflow_guard_logratio_clip_fraction,score_changing_logratio_clip_fraction
Langevin,0,0.84,0.21109925077429803,0.2114694866951116,0.6666666666666666,0.27123450056097775,1.3115826011808522,0.19676390598833204,0.2615789227498473,0.004171578796936526,0.13025471931078725,0.307169470727219,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,0.924,0.2016548063298536,0.2036917089173338,1.0,0.3013729775256233,1.351713406251383,0.19854074571664126,0.2521031052112479,0.012562657803112387,0.14794034827461555,0.2880369774571241,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.008,0.20332147299652026,0.20258059780622273,1.0,0.2989257236482547,1.3484094648175415,0.19210836238107565,0.24911697850609205,0.004527133366981406,0.10962742135659109,0.294011074876523,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.092,0.19276591744096466,0.19091393113955601,1.0,0.3295657369837861,1.390364213587295,0.18810960961802836,0.24573667567849733,0.00560555365379356,0.07854906751984547,0.30682737378583447,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.176,0.1866548063298536,0.18591393113955607,1.0,0.3522325836519364,1.4222392748579062,0.1785240407925388,0.23410680066628475,0.006249926202897438,0.09990123732511957,0.296421100941056,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.26,0.18332147299652027,0.18424726447288942,1.0,0.36315363912505455,1.4378567533253228,0.18484667202816185,0.2227798640447345,0.03198928609214402,0.04689255347159271,0.33220170642996205,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.344,0.1777659174409647,0.17646948669511164,1.0,0.3812076296252844,1.464051554329859,0.1753740806033105,0.21008967092089392,0.013760976195428043,0.05659170469961028,0.2855358375613699,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.428,0.1722103618854091,0.1725805978062227,1.0,0.3969906440642195,1.4873420145098388,0.17171288314513278,0.20388174688969318,0.018577274759767892,0.04386287778829834,0.27047433289942546,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.512,0.156099250774298,0.1559139311395561,1.0,0.4403787873818089,1.5532954758185407,0.17344733364456622,0.19487136535808536,0.021991952587073982,0.013296417801594629,0.2683595140478472,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.596,0.15109925077429803,0.14980282002844492,1.0,0.4550547552014025,1.5762596890878555,0.17011044867469094,0.18966237757544424,0.0008750763591156563,0.05723810704689747,0.2323298488570682,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.68,0.1477659174409647,0.14591393113955609,1.0,0.4647553419805278,1.5916247374918226,0.16182693673392046,0.17801135811826674,0.01576250428525583,0.031213999872420573,0.19905092577577665,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.764,0.1455436952187425,0.14313615336177832,1.0,0.47066573851231475,1.6010597256148873,0.15294014918842636,0.18039511201945646,0.03688418275793781,0.05160053284078625,0.18336774011025003,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.848,0.14165480632985356,0.1431361533617783,1.0,0.48060893655280823,1.6170587886524772,0.15027920761257452,0.17387080601887095,0.01635916896169176,0.006117245676930505,0.22866250725808968,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,1.932,0.13609925077429802,0.13591393113955608,1.0,0.494182508092295,1.6391576930394278,0.1476514249391162,0.17001676194723858,0.025820005027425097,0.003912665256269321,0.2413286731605755,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.016,0.12832147299652025,0.12980282002844493,1.0,0.5142635333556379,1.672406376631469,0.1319899796823899,0.17079088926683683,0.002252300057383305,0.017268166341553925,0.21393172524483361,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.1,0.12221036188540915,0.12313615336177829,1.0,0.5293697462899889,1.6978618875818337,0.11341185226727413,0.16138726471037468,0.014702745777906756,0.009620216514524493,0.21321316534576606,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.184,0.12054369521874247,0.11702504225066715,1.0,0.5333453030370063,1.7046252690599837,0.12751984591012266,0.14801757453988929,0.008483559414567132,0.0013318573826803792,0.1775241347759362,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.268,0.11665480632985359,0.1175805978062227,1.0,0.5426308896253674,1.7205274307867013,0.12634651295420418,0.14489336069397396,0.00044647403137521025,0.020921044553908086,0.1777492951227444,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.352,0.11498813966318694,0.11424726447288938,1.0,0.5463622626415716,1.7269593529031784,0.12491588906351248,0.14024229919689213,0.0022197121603233505,0.017869221758228804,0.17853647768900327,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.436,0.10998813966318693,0.10924726447288938,1.0,0.558309763619735,1.7477159492850913,0.11779572745957367,0.14041962978670286,0.024207355173372136,0.026442261188868166,0.20436593093540978,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.52,0.1077659174409647,0.10702504225066715,1.0,0.563429627183472,1.7566869620779384,0.111999241317917,0.13508490719560218,0.01039959266620949,0.01929641333381049,0.17630592809753942,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.604,0.1016548063298536,0.09980282002844498,1.0,0.577249443431398,1.7811325810141645,0.1145498908205359,0.12613039272494975,0.005847785437425923,0.03051396079207347,0.14666870454579062,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.688,0.09276591744096468,0.09480282002844496,1.0,0.5972419486651119,1.8171002271234096,0.10790604241267399,0.11873925580567057,0.0023252959896384873,0.006288631594721039,0.13947069988919214,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.772,0.08665480632985359,0.0881361533617783,1.0,0.610621736578648,1.8415760180917276,0.0922556895759703,0.1252506049802684,0.0033150888522772703,0.04124678109501856,0.12776107819891447,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.856,0.08554369521874244,0.08646948669511159,1.0,0.6131126777665248,1.8461689936869712,0.08538331607960331,0.11901898270727829,0.004269894634731486,0.033721924527370106,0.14617647301005832,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,2.94,0.08609925077429806,0.08646948669511159,1.0,0.6118032158638654,1.843753087837413,0.09158329321518421,0.1140688542587125,0.02796821587963061,0.04746751643398506,0.17345021325024046,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.024,0.07998813966318691,0.07980282002844497,1.0,0.6249490162364011,1.8681507096500498,0.09225738077171952,0.10354409792585528,0.016489808842942377,0.01415255266152693,0.1588518314477172,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.108,0.08387702855207582,0.08480282002844497,1.0,0.6167089168383629,1.8528202112712477,0.09259100312276486,0.10448535448702234,0.009495104757106798,0.006283813495488122,0.15677273972074524,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.192,0.07887702855207583,0.0814694866951116,1.0,0.6272679678663043,1.8724878876925322,0.09008491762286208,0.09448310997130416,0.016796227946116016,0.016212249692360903,0.13742799831531283,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.276,0.07665480632985358,0.07591393113955605,1.0,0.6316131953447434,1.8806419763704945,0.0888381390270166,0.08784860858072152,0.03083987110945241,0.04491565356112748,0.1395101266726595,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.36,0.07109925077429805,0.07091393113955605,1.0,0.6433320472850453,1.902810582849421,0.08620393691528189,0.084673933063375,0.007587227488115911,0.01838204098851115,0.10419460409217152,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.444,0.06943258410763135,0.0653583755840005,1.0,0.6469011961279275,1.9096141312554504,0.07699161411393557,0.08765692148695514,0.019240711530441157,0.020412226684608736,0.0703500818031193,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.528,0.06776591744096466,0.06869170891733381,1.0,0.6499805959161535,1.9155036600596544,0.08464102724285022,0.07623038318359576,0.05240477823438994,0.03688369459270957,0.011363263511759314,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.612,0.06443258410763136,0.06646948669511157,1.0,0.6567717422595312,1.9285563970944672,0.07608203231486826,0.07227887262454247,0.041288250138302285,0.02463410825375023,0.032116470667154395,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.696,0.0599881396631869,0.058691708917333815,1.0,0.6662082352405122,1.9468413431964757,0.07531959703550334,0.08173630698641654,0.026878427301856522,0.015203302101811644,0.07102364142432815,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.78,0.06387702855207582,0.062025042250667184,1.0,0.6582296700230584,1.9313701436305193,0.08629102088235407,0.06771046098737132,0.007646089024974767,0.044826218581448085,0.08369986740122926,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.864,0.05721036188540912,0.055358375584000495,1.0,0.6716177763307976,1.9574013982128466,0.0806689864247147,0.07020519144260695,0.029521204512933163,0.01186474335248544,0.0593368589129879,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,3.948,0.05776591744096472,0.05702504225066718,1.0,0.6702240316010721,1.9546751805971592,0.07632767996594758,0.06836620778012747,0.0262940127486746,0.006645294196111706,0.04849129486535109,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,4.032,0.05776591744096472,0.05480282002844495,1.0,0.6685422449952994,1.9513905968184748,0.06734251967569455,0.07044523133324732,0.01395502926988268,0.01651969079991389,0.06938164857257068,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,4.116,0.05776591744096472,0.05591393113955604,1.0,0.6696012155376876,1.9534581565263949,0.0684669856918223,0.07491490439303994,0.011406284087490892,0.03729428834384052,0.07396312319328047,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
Langevin,0,4.2,0.05721036188540913,0.05924726447288941,1.0,0.6698757943932341,1.9539946084771829,0.07012449876359367,0.07381626637716909,0.016486244433750574,0.045987114688811115,0.1228046604973363,none,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,
LSC-shell,0,0.0,0.27332147299652026,0.27702504225066715,0.3333333333333333,1.3815510557964273e-297,1.0,0.17469036700534268,0.38047579312766855,0.020900677719764005,0.852083712976762,0.37005638077304503,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.084,0.24887702855207577,0.2520250422506672,0.6666666666666666,0.11938511843117257,1.1268037876443844,0.1823032831346485,0.34299204287945617,0.04076363236759439,0.30435037909550067,0.3439334183708702,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.168,0.22887702855207584,0.23202504225066717,0.6666666666666666,0.20243034629689186,1.2243747999129277,0.191036031517131,0.3058761524422646,0.010172880024014397,0.18013039751926696,0.3458929979050698,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.252,0.20776591744096468,0.20980282002844497,0.6666666666666666,0.27092086858213754,1.3111713114344112,0.1973229544810987,0.2758866635707118,0.0255282880162242,0.06977391602829153,0.37396310328067095,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.336,0.18332147299652027,0.1836917089173338,1.0,0.3557136252623005,1.427198776060483,0.18097217224247342,0.24193947000652916,0.024747200049990425,0.044671821195264805,0.3272182254777576,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.42,0.16054369521874248,0.16258059780622272,1.0,0.42025771331272477,1.5223538359187287,0.16370381988194116,0.22321801868735625,0.046185995199865104,0.021797271983531985,0.3291245138296084,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.504,0.15221036188540915,0.1525805978062227,1.0,0.44874229722877446,1.5663409547793385,0.1499282023196552,0.20547386234935838,0.0946656611711898,0.04101418945938162,0.37943259417522146,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.588,0.14332147299652026,0.14480282002844494,1.0,0.4721742309632033,1.6034767346860326,0.15841585694150695,0.18107656559608065,0.07355430556550058,0.05023961404264199,0.32771972031109176,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.672,0.13832147299652026,0.13702504225066714,1.0,0.48742622503654404,1.6281204071911362,0.15220466669210087,0.1787596177803359,0.054762427171295425,0.00956986672461868,0.3071381685963219,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.756,0.13165480632985355,0.13091393113955607,1.0,0.504676758634203,1.6564500007538348,0.15342208093956577,0.16464157547558944,0.04102470158713478,0.023227618598792077,0.27456817792877697,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.84,0.12165480632985361,0.11924726447288939,1.0,0.5301776551349625,1.6992341594790141,0.13607448923682164,0.14467822991540258,0.012944504143274305,0.000513242485921328,0.19657341280532226,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,0.924,0.11776591744096469,0.1181361533617783,1.0,0.539030730382455,1.7143443946896155,0.12726975739108148,0.14808091020350522,0.010957491499848704,0.008872879366973674,0.19915032373736352,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.008,0.09721036188540914,0.09980282002844497,1.0,0.5874449900543925,1.7993850903296584,0.10657133940527797,0.1309090938757953,0.04304915632675188,0.013784801108081446,0.20607327703232148,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.092,0.08443258410763137,0.0853583755840005,1.0,0.6153263984814142,1.85026042320176,0.10822002648711215,0.11588742290063658,0.045650401877018965,0.06408697476692549,0.2085425259700413,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.176,0.08332147299652029,0.08646948669511159,1.0,0.6178916877019786,1.8550129695423252,0.0920147357160837,0.11157525434222482,0.04212875581617448,0.045611491094403434,0.19106913597979513,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.26,0.07998813966318691,0.0803583755840005,1.0,0.6250256555601587,1.8682938889436267,0.08799115938628688,0.10490678368857309,0.035241822888334884,0.038633211485146646,0.18785450884114052,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.344,0.06832147299652028,0.06924726447288942,1.0,0.649314535430686,1.914228243561338,0.08047197827227726,0.09129891549734248,0.015029193426686405,0.05509291555391549,0.13520126585419856,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.428,0.0649881396631869,0.06424726447288942,1.0,0.6561390692962851,1.9273366374990757,0.07502942344301078,0.07969377922476784,0.03028780035673151,0.04729418511761141,0.14503892793245132,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.512,0.06109925077429804,0.06258059780622273,1.0,0.6630435310146335,1.9406899050457698,0.06654428737131424,0.07217801892073106,0.0422245824990366,0.021088741859597526,0.14815925706371047,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.596,0.05887702855207581,0.05924726447288941,1.0,0.6670313221626345,1.9484444224918058,0.0682255119175833,0.06892183073335234,0.0719707563713401,0.09045673650170549,0.19625772485599846,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.68,0.04832147299652026,0.04758059780622272,1.0,0.6889236813797501,1.9915708144985793,0.06114481200621885,0.06677676327101034,0.042240460716257644,0.059584121865263295,0.16047203519865683,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.764,0.04276591744096472,0.04202504225066717,1.0,0.6994014234233183,2.01254768295426,0.06629778916584317,0.04929231222133268,0.06459915952045714,0.11146258336593817,0.1782729986376328,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
LSC-shell,0,1.848,0.042210361885409116,0.04035837558400049,1.0,0.7004861084059136,2.0147318475538407,0.05907637516683656,0.04866133994530486,0.04652847717097508,0.07795128195692813,0.15526024793071524,shell,0.08,4,5.0,3.0,3.0,0.0028403703703703703,5.112666666666667,1.0013333333333334,0.00015455555555555557,1.561111111111111e-05,2700000,162000000,164700000,164700000,2.9552359580217233,2.948067627927275,80.0,94.89001563170184,1.7653614543564622e+19,3.7037037037037036e-08,1.561111111111111e-05
