method,seed,time,weak_z2,weak_aux_mean,weak_xnorm,aux_norm
CP-shell,1,2.94,0.1326128775269868,0.004327744738277658,0.04459610302504746,2.2109840308959563
CP-shell,1,3.024,0.13601271413683536,0.00906491126581218,0.06183229067684337,2.230955491012142
CP-shell,1,3.108,0.15248123409464864,0.0110022481224975,0.04517374188000822,2.242481369984491
CP-shell,1,3.192,0.1536650582856084,0.0086971757697873,0.06963608752534345,2.254329628847943
CP-shell,1,3.276,0.15490106629922062,0.00805731903150572,0.0413946879238436,2.246130182745359
CP-shell,1,3.36,0.15431705001814167,0.006768874164837446,0.04342913978484475,2.2488888679527457
CP-shell,1,3.444,0.16151961750728594,0.007922044378107592,0.037825547355885725,2.2505061917025646
CP-shell,1,3.528,0.1590499079355593,0.00897174066078287,0.07115309030962624,2.2683774752678985
CP-shell,1,3.612,0.15364273453620725,0.009012979200039578,0.08330965557142456,2.2639077036288566
CP-shell,1,3.696,0.16421862719968328,0.009792576856145955,0.10746036439611206,2.294989953629624
CP-shell,1,3.78,0.1728952510094688,0.008718604706967673,0.07537641614815627,2.289518960849949
CP-shell,1,3.864,0.18468294183175504,0.008197947904591144,0.05884438939018288,2.2860680051840983
CP-shell,1,3.948,0.1996622678200709,0.0065116041161521745,0.03311054477048092,2.2864397784938295
CP-shell,1,4.032,0.19207318517958805,0.008976340094511622,0.000879408663504222,2.26472189082447
CP-shell,1,4.116,0.20881444746705924,0.009509457880677202,0.0398979001026758,2.2423632614231925
CP-shell,1,4.2,0.19722403835514957,0.007839292263324272,0.0232699220162198,2.279423307651403
Langevin,2,0.0,0.38038434213901984,0.0015948971706167818,0.3247963875539339,2.1970026411440653
Langevin,2,0.084,0.3650742365626247,0.00395348781835627,0.4048451330998857,2.235033394811871
Langevin,2,0.168,0.33928125285120125,0.001825057673223559,0.39397620731423366,2.244717982138341
Langevin,2,0.252,0.320968432253508,0.001972100441567122,0.3603152250791517,2.2382591906966107
Langevin,2,0.336,0.30167001416174144,0.004999224746139629,0.3812701714654274,2.2664444079722754
Langevin,2,0.42,0.2933195781128164,0.004457390186736064,0.40023396637065556,2.2864684580785926
Langevin,2,0.504,0.2877254941449263,0.004230902709350358,0.4142994469047041,2.2957743438886298
Langevin,2,0.588,0.2748590505534867,0.003977162500261466,0.3884989720683967,2.294488676220534
Langevin,2,0.672,0.2686335937708242,0.006339327722487536,0.412966836184542,2.315613447217388
Langevin,2,0.756,0.2672207301471283,0.00586504250268352,0.3645133046937241,2.282655503893049
Langevin,2,0.84,0.25620175949796353,0.005044006016273191,0.31142912696749203,2.2572733476741775
Langevin,2,0.924,0.2549714839095498,0.0033021056940012784,0.30008707271689694,2.247951985237464
Langevin,2,1.008,0.2475341039565675,0.0006276246256023664,0.3306685697648257,2.2638977218799132
Langevin,2,1.092,0.23970123950963762,0.004624313353283511,0.297868003896661,2.2570760724734624
Langevin,2,1.176,0.24077830719411364,0.005755753702201609,0.32184122994068165,2.268381825350742
Langevin,2,1.26,0.2318201325202831,0.0079378226945071,0.3000695214395126,2.2610069619694024
Langevin,2,1.344,0.22304989481291693,0.007581741679535637,0.26866216506927376,2.243788492866917
Langevin,2,1.428,0.21824329017102362,0.007521699368141568,0.2865509348021922,2.2506445368038235
Langevin,2,1.512,0.21393565470801912,0.007046482246479059,0.2805983578950517,2.249731999051212
Langevin,2,1.596,0.2007269174243067,0.0068568955085287295,0.29535094991039834,2.271565044914947
Langevin,2,1.68,0.19004767615139495,0.0062381915516455605,0.2946174309879961,2.2780858724395654
Langevin,2,1.764,0.18591325662551128,0.0047645478815786894,0.30160970681908505,2.286892769401808
Langevin,2,1.848,0.1810457164515642,0.004136021698676242,0.2961819841205857,2.2852469672928044
Langevin,2,1.932,0.1785047557564985,0.004454648921987764,0.2763463623314948,2.277873873711644
Langevin,2,2.016,0.1834376741256536,0.0064091850627732705,0.24644843590025278,2.249130377900134
Langevin,2,2.1,0.17689335398192174,0.006837239152712098,0.26167377170655204,2.2777320179694223
Langevin,2,2.184,0.17019594377434033,0.0034717137013933713,0.24694969792653598,2.2768324383600276
Langevin,2,2.268,0.17482804313868572,0.0015874128580246976,0.27067201550511655,2.2777636845484963
Langevin,2,2.352,0.1768130398647365,0.0006020440689517493,0.2811119836447906,2.2749252785510974
Langevin,2,2.436,0.17010289670961165,0.0007292523484079676,0.2680731760255819,2.2780360515699765
Langevin,2,2.52,0.1648022300775014,0.0034354454254894107,0.2700578632356754,2.2793374625759353
Langevin,2,2.604,0.15460782493356806,0.0026678679325602573,0.26487784542803716,2.289528950048081
Langevin,2,2.688,0.1642156280785263,0.0035351963464547312,0.23786990816394038,2.270311222817277
Langevin,2,2.772,0.16520806317756898,0.0018747139884950448,0.23890370514383008,2.265796072420773
Langevin,2,2.856,0.15488095579450567,0.0017893563387637711,0.22042386923837753,2.256153165216925
Langevin,2,2.94,0.14407040476478294,0.004512117211584158,0.22867948274653482,2.2674645847241615
Langevin,2,3.024,0.151154034544015,0.003334750372937649,0.2613305795064722,2.2891556858005737
Langevin,2,3.108,0.1485418088702355,0.0011311238000998617,0.2518053970793108,2.2882824757933813
Langevin,2,3.192,0.14449482895247123,0.00035403266330006846,0.2794839563672511,2.306219055717879
Langevin,2,3.276,0.1450691566270934,0.001047282847936027,0.23770454482604642,2.284138408450998
Langevin,2,3.36,0.14803541148034616,0.0015042963660655468,0.26631235638094264,2.301167691012665
Langevin,2,3.444,0.1421896858377807,0.00018047459320668757,0.2511244587820931,2.2869207231460735
Langevin,2,3.528,0.13134495300742133,0.002190369119833954,0.26070407212995317,2.3041395567133645
Langevin,2,3.612,0.1246633422645087,0.0024998996471418066,0.26495267488966334,2.3135634435553856
Langevin,2,3.696,0.123962753006027,0.005941367707174553,0.2230203600749645,2.2774962860993626
Langevin,2,3.78,0.1257628742204817,0.005048044912179408,0.2241472846615986,2.290904519949259
Langevin,2,3.864,0.12168484369621857,0.0059592460100591675,0.2167150262792097,2.2829073587139646
Langevin,2,3.948,0.1230208781870401,0.005188306228363495,0.18597586845227454,2.2577272459187903
Langevin,2,4.032,0.11637097591728507,0.004273202044098444,0.16162311085225856,2.2535756998212415
Langevin,2,4.116,0.10289692219102076,0.002456180437748698,0.10393031892368931,2.2224537987551454
Langevin,2,4.2,0.10230600152510183,0.0038433261420425958,0.11484728469048555,2.2294922432612525
LSC-shell,2,0.0,0.38038434213901984,0.0015948971706167818,0.3247963875539339,2.1970026411440653
LSC-shell,2,0.084,0.32795351860450017,0.003746149154889917,0.31205845649332353,2.2040267219296803
LSC-shell,2,0.168,0.29355130785198513,0.001649833088789624,0.34277783530401695,2.239817913321202
LSC-shell,2,0.252,0.2702785517236299,0.0007288178958570938,0.31313434297879095,2.242151696731713
LSC-shell,2,0.336,0.2535261346529496,0.0017416331143357087,0.31545741929266136,2.261025787478155
LSC-shell,2,0.42,0.22781153849154,0.003511073615689098,0.2943945991655603,2.272984588511101
LSC-shell,2,0.504,0.21166911917657893,0.002823720360686732,0.20621772413634698,2.235445558428124
LSC-shell,2,0.588,0.18520827153189345,0.0014333623971738549,0.19566540732761428,2.2439273140537668
LSC-shell,2,0.672,0.1756134064266892,0.0031187097131616733,0.22829548962093948,2.2633045659632955
LSC-shell,2,0.756,0.1477895958834372,0.0021173152054984774,0.18638751588171587,2.260479841009614
LSC-shell,2,0.84,0.13438459938704028,0.00018717539093339593,0.1818600507321353,2.250914787578104
LSC-shell,2,0.924,0.11375690277321948,0.0025255440412017306,0.12810348786629788,2.232134572740317
LSC-shell,2,1.008,0.1055113950738833,0.0017304776798303912,0.16449195110911852,2.2630752097272127
LSC-shell,2,1.092,0.08003392021781752,0.0011863377794817166,0.1445411469747464,2.264325905772476
LSC-shell,2,1.176,0.07141370157985416,0.002056264175183562,0.15960994201836165,2.2765593104972512
LSC-shell,2,1.26,0.0649407478600803,0.003563160875148208,0.1378067273266126,2.265774706813457
LSC-shell,2,1.344,0.056147404488954056,0.0001605387806649847,0.13497513658137983,2.284730243134956
LSC-shell,2,1.428,0.05123268429021466,0.002496244816069889,0.12953198786096465,2.2957117107620095
LSC-shell,2,1.512,0.04867105587413301,0.0013229878273711552,0.12101733707389783,2.2904652417351503
LSC-shell,2,1.596,0.05469751957561275,0.0017399190323402955,0.1394358923180592,2.2906367625963258
LSC-shell,2,1.68,0.04831328928986611,0.005259467688926617,0.14551664242834939,2.3048859117715366
LSC-shell,2,1.764,0.041099162010738155,0.0045464989944109515,0.14843165389238067,2.318790407747405
LSC-shell,2,1.848,0.03332733637323315,0.005814573239249469,0.14139975547880557,2.3188582198196173
LSC-shell,2,1.932,0.026057894567794726,0.0034104696623022206,0.1413694308765372,2.3229125628755796
LSC-shell,2,2.016,0.02299019493143306,0.0017309617342712031,0.14934739363572724,2.3276888447774597
LSC-shell,2,2.1,0.024339886738324434,0.002907607819677692,0.15313242309455077,2.3276009513922338
LSC-shell,2,2.184,0.02092655520304798,0.0008244808373830866,0.1372070635800835,2.311358322433964
LSC-shell,2,2.268,0.021798706215652608,0.0017051947145302227,0.11298653233525169,2.2955492525111376
LSC-shell,2,2.352,0.016756928857607933,0.0035543289457176885,0.12433946441155008,2.3030574626803317
LSC-shell,2,2.436,0.021156293615895327,0.0004712459396183308,0.09481387404731745,2.2828793955849744
LSC-shell,2,2.52,0.014589230406360842,0.0010868860354120889,0.08482416851437158,2.278571289169429
LSC-shell,2,2.604,0.019013244859579892,0.00045386193305524934,0.08974746617765295,2.2871710530525644
LSC-shell,2,2.688,0.024038855039344442,0.00035878647337378417,0.155378017019963,2.315355959843295
LSC-shell,2,2.772,0.017142537245192546,0.00022640683962045364,0.12701853966571175,2.3017966597806825
LSC-shell,2,2.856,0.019210475343359734,0.0006337400623559608,0.15370328760971663,2.3283956945154483
LSC-shell,2,2.94,0.020958667716403534,0.002286122576509403,0.11302025979979025,2.2978314163647866
LSC-shell,2,3.024,0.00868380654334966,0.001356042553638392,0.08477095101087784,2.280161795020094
LSC-shell,2,3.108,0.02096139106653716,0.001609199187906424,0.07969273413138911,2.2631863875676856
LSC-shell,2,3.192,0.00862720405468509,0.0026511167099414765,0.06347543936860944,2.258637920692522
LSC-shell,2,3.276,0.011140860541285491,0.0041617389846933086,0.0939036611833659,2.2846602185095577
LSC-shell,2,3.36,0.01366043671962247,0.0033737925762818777,0.1153185307873903,2.2975597514752266
LSC-shell,2,3.444,0.00055412822432932,0.00019436519934897429,0.1164811883481951,2.3122834308344027
LSC-shell,2,3.528,0.003020909172197106,0.0007371765841861079,0.11319748779109773,2.299591100039506
LSC-shell,2,3.612,0.0038542086594053337,0.003012992006769585,0.14468216484783447,2.324743366963966
LSC-shell,2,3.696,0.02011398403747,1.809482251754899e-05,0.14444179292330528,2.339644891391019
LSC-shell,2,3.78,0.012941386518974696,0.0015211615200676916,0.10163529021016693,2.3088726489767266
LSC-shell,2,3.864,0.013120360347985693,0.0009712193907591112,0.09114481478131697,2.2990620752303643
LSC-shell,2,3.948,0.013196540647860688,0.002090296936741863,0.0612704941722404,2.2790226820460093
LSC-shell,2,4.032,0.016642014748175615,0.0027363881542498457,0.04775994605139644,2.2764353906230546
LSC-shell,2,4.116,0.010233359070078274,0.005429129682438939,0.06142311928184263,2.276531001560909
LSC-shell,2,4.2,0.007769476459789537,0.0036732510778202257,0.0871678135344327,2.2977001297012367
CP-shell,2,0.0,0.38038434213901984,0.0015948971706167818,0.3247963875539339,2.1970026411440653
CP-shell,2,0.084,0.3538311699126253,0.002764191033405474,0.431549754368989,2.2396455073958474
CP-shell,2,0.168,0.3186447643561614,0.005038723566240676,0.47937061092901523,2.2664272783546457
CP-shell,2,0.252,0.2937286577476377,0.006138198489172324,0.45558138729405684,2.237769571323978
CP-shell,2,0.336,0.2545348125013276,0.0073188100281768795,0.4287971215558688,2.239119192090377
CP-shell,2,0.42,0.2199725857714796,0.005327496233294142,0.463631476572381,2.2547997950359484
CP-shell,2,0.504,0.1826453428628121,0.002125137668731686,0.41142316883054075,2.249304030185945
CP-shell,2,0.588,0.1695235447392156,4.111507984213361e-05,0.3933006716859433,2.2347200010069126
CP-shell,2,0.672,0.12839165298593502,0.001111491136527914,0.35492047671188764,2.227380613170322
CP-shell,2,0.756,0.11475480542305716,0.0013108336753897653,0.37760569428487134,2.2517662692709006
CP-shell,2,0.84,0.09657439633493614,0.004137729598407508,0.420511044793785,2.2619296167049883
CP-shell,2,0.924,0.07287954254067786,0.0060793610802342525,0.38675524484489365,2.2581914927416236
CP-shell,2,1.008,0.05576830510839925,0.0051742303482335125,0.3602276851285886,2.269851535354537
CP-shell,2,1.092,0.05558131976201319,0.004021684560615832,0.34350352218284375,2.252083245569905
CP-shell,2,1.176,0.049386769637971506,0.002257757707433312,0.3246260682481843,2.239936862821305
CP-shell,2,1.26,0.03710208362292411,0.0006454839102254079,0.3133213343232928,2.250995211711873
CP-shell,2,1.344,0.021331107426166174,0.001494113047765241,0.26548319819656285,2.2378485357309996
CP-shell,2,1.428,0.00890852291908062,0.0020014060363776004,0.27323150396284923,2.240839403414809
CP-shell,2,1.512,0.014262194569358622,0.0039463004293513815,0.26189841261758673,2.22832100648821
CP-shell,2,1.596,0.006592210523638231,0.003100338050017921,0.2643688580128636,2.2302121982445584
CP-shell,2,1.68,0.011777468265685487,0.0017417504796806294,0.2409387047414535,2.2295718126682975
CP-shell,2,1.764,0.025107395041747083,0.0019281855676789538,0.22565310088147328,2.227001453496233
CP-shell,2,1.848,0.06510723365663962,0.0025885043814288587,0.20841831638617947,2.2674539899717407
CP-shell,2,1.932,0.06999723836845906,0.0009620524927472839,0.22218647956381776,2.277560193773694
CP-shell,2,2.016,0.06448334893005947,0.0021430671538527676,0.2397870242444604,2.286230832527161
CP-shell,2,2.1,0.09007558684582007,0.0027307904777886605,0.19374934325245086,2.2843704525791817
CP-shell,2,2.184,0.09703879916707125,0.0008813889192392625,0.17895700872283626,2.278651975167204
CP-shell,2,2.268,0.11691711069745836,0.0019804245950970655,0.13509057936169988,2.276371950259552
CP-shell,2,2.352,0.10887935787202163,0.004078584672666539,0.12477986493763282,2.2596022026519025
CP-shell,2,2.436,0.1100815739065838,0.0043593218751970505,0.13249441449362998,2.2528921109685567
CP-shell,2,2.52,0.12278323077087794,0.005273022411685729,0.10277683610095867,2.258120640182899
CP-shell,2,2.604,0.12714582898201088,0.008040645752813543,0.07218953473442014,2.2351179203440257
CP-shell,2,2.688,0.13163254320653117,0.005684769690737418,0.11731070597609872,2.273295330146608
CP-shell,2,2.772,0.1309424520620074,0.004124835843892546,0.11268272835825055,2.263603430131507
CP-shell,2,2.856,0.13323042559288534,0.0060098994564825,0.11308917348231162,2.27612461900223
CP-shell,2,2.94,0.14040654899183325,0.0043064783046613195,0.13702498476624214,2.2973252629137613
CP-shell,2,3.024,0.13792374352831638,0.005342178272221057,0.09943847399895489,2.270016227053707
CP-shell,2,3.108,0.1304998933829249,0.005449062401275119,0.08948358820999935,2.2629775428743266
CP-shell,2,3.192,0.14188758558842562,0.003997165026614835,0.07073008653655233,2.2423936162485547
CP-shell,2,3.276,0.13664595725539785,0.0003735782770613409,0.06706963921677733,2.2414252534179773
CP-shell,2,3.36,0.15166936230178962,0.002182533479495254,0.06537828715948635,2.262688011197425
CP-shell,2,3.444,0.15465470238550616,0.0017595112195867137,0.03741588971350751,2.246778338360926
CP-shell,2,3.528,0.1600634609253513,0.0013651363086286661,0.024060648315860078,2.2423898206724524
CP-shell,2,3.612,0.16025388978774313,0.0036152071320272178,0.012791950291854093,2.240149366214327
CP-shell,2,3.696,0.164101776579895,0.004954654495816413,0.014495053806416358,2.2170579181024155
CP-shell,2,3.78,0.16819836927045195,0.004504863587603822,0.0283978654287127,2.214312705427019
CP-shell,2,3.864,0.16954983859937778,0.0031582072620602655,0.004613567295915999,2.21531541384055
CP-shell,2,3.948,0.15688902545105465,0.0023408076800102606,0.027770580714375548,2.2317482619301527
CP-shell,2,4.032,0.16397370304357506,0.0011606170000276951,0.012129602608283108,2.219247887263377
CP-shell,2,4.116,0.16408425924880976,0.0009090721747461691,0.028011727442460277,2.2289275525993313
CP-shell,2,4.2,0.1736972280556076,0.0014683549796064193,0.00912231576858158,2.2395008637521094
Langevin,3,0.0,0.37921389713767306,0.00026710044280217875,0.361361719183809,2.2369415258916234
Langevin,3,0.084,0.37086378478753357,0.0003556593006649362,0.37334731788267916,2.2319651993308067
Langevin,3,0.168,0.3504786341903636,0.00033699290779563054,0.4019013327164034,2.2443795790669743
Langevin,3,0.252,0.3322790072215993,0.003998319611701418,0.3892401991224297,2.251002618337263
Langevin,3,0.336,0.31927850173772043,0.006774533802646122,0.36310175231712893,2.2461577904110612
Langevin,3,0.42,0.303509463468697,0.0035902674063983653,0.3729350305712362,2.258198326670004
Langevin,3,0.504,0.2986031760156793,0.001300681323864026,0.367903595240028,2.256355288361825
Langevin,3,0.588,0.2851499186636193,0.0007627716176285351,0.38599119301150786,2.2764972192756594
Langevin,3,0.672,0.2785224259024448,0.0017782182762060273,0.36441575567197937,2.2721700298055936
Langevin,3,0.756,0.27057645196484104,0.0035441205371997183,0.3543220827071165,2.2760467062045184
Langevin,3,0.84,0.2681479797796642,0.002404337351782854,0.317486822504665,2.2499694147739038
Langevin,3,0.924,0.253386127330133,0.002081371784846672,0.2538092006158186,2.222021222236504
Langevin,3,1.008,0.245861229602504,0.0005212887188323453,0.2776742851338092,2.2370268699591396
Langevin,3,1.092,0.2393465205636538,0.0007004933879039411,0.2895937718159205,2.257598403207801
Langevin,3,1.176,0.22935653581343596,0.0014918044503028597,0.28685369204715805,2.2758632010748663
Langevin,3,1.26,0.2212638076276856,7.822896524811718e-05,0.27004596104047707,2.258904547044971
Langevin,3,1.344,0.2177862020959338,0.0025555932031783527,0.23789621645513925,2.2345365402987922
Langevin,3,1.428,0.21733643994068474,0.003880996696384863,0.257229000846138,2.248235892951317
Langevin,3,1.512,0.2079234881076255,0.0061943053777604165,0.27060770889449604,2.2659779845159247
Langevin,3,1.596,0.19143196960454767,0.008456602749152635,0.24845273143717694,2.274806491124774
Langevin,3,1.68,0.19917027918248986,0.009476869984901036,0.24404902116222704,2.261456740178902
Langevin,3,1.764,0.1940831756472603,0.008776906837747046,0.27178455353788245,2.27000275294944
Langevin,3,1.848,0.1884006440422834,0.008071444952552832,0.2634109966471092,2.266915649899221
Langevin,3,1.932,0.1793293950476207,0.007465242787667561,0.23913414875407835,2.25310658706609
Langevin,3,2.016,0.17208476063325873,0.004205256731189174,0.23398709340579238,2.2516496276764806
Langevin,3,2.1,0.16310559308853434,0.003875063369327172,0.21094057632708285,2.261726993426506
Langevin,3,2.184,0.16848269899618096,0.006110613496479626,0.23046460359298315,2.2647062102527142
Langevin,3,2.268,0.16811169186821795,0.00504046416661469,0.2223623631209728,2.2578060455085507
Langevin,3,2.352,0.16091509170058083,0.0013980236123008296,0.21004450660887208,2.257266252252811
Langevin,3,2.436,0.1576077632048749,0.00322193008525212,0.17008693706389533,2.233234377776306
Langevin,3,2.52,0.16104875456191192,4.1180634821513054e-05,0.18721038923036648,2.2459713886653354
Langevin,3,2.604,0.14451876072816727,0.0010876748196887343,0.14925354107738897,2.221892971514898
Langevin,3,2.688,0.1371654565783711,0.005091122726900724,0.17672803578254737,2.24293851280406
Langevin,3,2.772,0.14161284910893723,0.005261299488878928,0.19111323217427767,2.246701003560264
Langevin,3,2.856,0.13438821578584714,0.005486029550634529,0.1846948152270329,2.242134737481667
Langevin,3,2.94,0.13876544500517052,0.005475566722261873,0.21588770181067307,2.261911730760939
Langevin,3,3.024,0.12702649860745518,0.007451584691512277,0.1990199175336116,2.259210560789004
Langevin,3,3.108,0.13218471159218637,0.006892869654595763,0.24487699603879687,2.290426056263216
Langevin,3,3.192,0.12270789700114437,0.003786118085880962,0.22103014970450108,2.290407412324116
Langevin,3,3.276,0.11880634789521882,0.004671647288577945,0.20500210456516932,2.2827219088957897
Langevin,3,3.36,0.12553218291915313,0.00807750189168558,0.22687385997948883,2.289064043266142
Langevin,3,3.444,0.11354736434181456,0.008110793202883979,0.18986764732066863,2.2789963543861096
Langevin,3,3.528,0.10276110466210953,0.007077723283689778,0.14264501351575642,2.25407604250366
Langevin,3,3.612,0.10596950856666942,0.01075857447281453,0.16020377341023373,2.268511735284156
Langevin,3,3.696,0.09869799624879394,0.004949984383565565,0.12952698479993785,2.243654157765847
Langevin,3,3.78,0.09732548217499826,0.0038706691786883907,0.11063919755761997,2.2366095850164474
Langevin,3,3.864,0.09673347919391428,0.0027366370386469386,0.1561130319636881,2.267222765793798
Langevin,3,3.948,0.10183329890734494,0.001392351924931838,0.14833097842456944,2.2559137740154336
Langevin,3,4.032,0.08849736018788934,0.004544038677923324,0.14012986158068585,2.264150861850709
Langevin,3,4.116,0.09286717710128345,0.003630317223646986,0.13698900627754274,2.2572487850819343
Langevin,3,4.2,0.08877918344991764,0.00044795632297255187,0.142817448865868,2.2672509634357807
LSC-shell,3,0.0,0.37921389713767306,0.00026710044280217875,0.361361719183809,2.2369415258916234
LSC-shell,3,0.084,0.3354665907226948,0.0005320987047957478,0.3680216219043455,2.2443024235073907
LSC-shell,3,0.168,0.30578196068067287,0.0028424953677296323,0.3398596947991397,2.2440475680707177
LSC-shell,3,0.252,0.27897401797241983,0.0035238071446083777,0.3135715275539219,2.236435845072442
LSC-shell,3,0.336,0.2505875803125035,0.0034206577507937663,0.2823979087239312,2.2379904093952163
LSC-shell,3,0.42,0.227727731948973,0.0042312889215556735,0.30273214617836874,2.2587250742318625
LSC-shell,3,0.504,0.1998561313731395,0.004937130965369571,0.2772016142080984,2.269279440679909
LSC-shell,3,0.588,0.18539473295350928,0.00412620968398708,0.27608025700831007,2.2736093304598435
LSC-shell,3,0.672,0.16621594742143042,0.00392286635809945,0.2909646015889509,2.292060803787118
LSC-shell,3,0.756,0.16259806715966407,0.0022657853707296377,0.2850321436589276,2.287103909694233
LSC-shell,3,0.84,0.14892950276218198,0.002372359090713713,0.3035065717380867,2.308077455680168
LSC-shell,3,0.924,0.12502119139065937,0.0031979800199549747,0.23365164537392413,2.2875269695621774
LSC-shell,3,1.008,0.12600066658221265,0.004994447617015082,0.2516851742608681,2.2966175249016234
LSC-shell,3,1.092,0.1279449001992632,0.005846198524501484,0.27122073039693007,2.309167126245888
LSC-shell,3,1.176,0.11001404246081958,0.0032111581259797886,0.2590742187094106,2.3157070015578194
LSC-shell,3,1.26,0.10482011193936747,0.0016150266568277548,0.2323511661764348,2.309963513340151
LSC-shell,3,1.344,0.10123850066599771,0.00202966579461051,0.24028132242202904,2.3156986695603043
LSC-shell,3,1.428,0.0969135702242776,0.0022860242463975853,0.234940313572797,2.319662653959035
LSC-shell,3,1.512,0.0923117800060207,0.0023218893713210648,0.27421289590372666,2.3442439966794555
LSC-shell,3,1.596,0.08232203336370625,0.0034085874192450374,0.22053308856555454,2.311473697036368
LSC-shell,3,1.68,0.06896947925192065,0.0014119211485609689,0.1447752822108619,2.2787823837045735
LSC-shell,3,1.764,0.05354084004169768,0.005885723703584176,0.14042254971884915,2.282595612074076
LSC-shell,3,1.848,0.06219701365996899,0.006609282380812975,0.16603618844953427,2.300293309272338
LSC-shell,3,1.932,0.04990709182111308,0.007380290912568385,0.15019954631336407,2.2935341389584267
LSC-shell,3,2.016,0.04921812755744792,0.0023277921571292215,0.18513913701556106,2.3173475156644447
LSC-shell,3,2.1,0.04345702731398804,0.0026454618113535802,0.1540016668821842,2.2923084942841285
LSC-shell,3,2.184,0.04112880149409981,0.0002587975798333019,0.15016923033082907,2.2985640385680224
LSC-shell,3,2.268,0.038678458445157826,0.003943848415378074,0.14661242085659065,2.2956355907653947
LSC-shell,3,2.352,0.04185176451231487,0.0048360417704157105,0.17249848841359228,2.3056831351948426
LSC-shell,3,2.436,0.0333415188967241,0.004693430151605449,0.156043051615816,2.308012181096711
LSC-shell,3,2.52,0.033647981628764034,0.007062330727031594,0.2037519604876712,2.335257589256469
LSC-shell,3,2.604,0.029536337495847054,0.005316461066336549,0.1446430955008502,2.2947094975965383
LSC-shell,3,2.688,0.02344844417856118,0.00014641827092732305,0.1743456808423085,2.326975886286652
LSC-shell,3,2.772,0.019101428091725436,0.0009234386121008805,0.13970997348368108,2.302970591423367
LSC-shell,3,2.856,0.02357215679342617,0.004423722764472544,0.12984856689031155,2.298590012857562
LSC-shell,3,2.94,0.027250826209225698,0.00558850914184788,0.10314571042513876,2.275013629337492
LSC-shell,3,3.024,0.03143283592235635,0.004695095973016418,0.15187353104313495,2.2990291264451055
LSC-shell,3,3.108,0.026058273373397833,0.0045745555521286875,0.10961435942798392,2.2845197177772
LSC-shell,3,3.192,0.026544126926492995,0.002155644512278598,0.10991873705810651,2.277795462079653
LSC-shell,3,3.276,0.031242925176449665,0.0009619005116462856,0.13194667968239315,2.303762740758746
LSC-shell,3,3.36,0.032950488260619304,0.0016540549955597092,0.14198516214535228,2.302682857613956
LSC-shell,3,3.444,0.0385060060217457,0.00016950100876454125,0.16721143014114137,2.3108377400415754
LSC-shell,3,3.528,0.03115614814545764,0.0002034378603771467,0.1623916390547171,2.3212187752872717
LSC-shell,3,3.612,0.03689663791903652,0.0009690002840909371,0.23156910424769617,2.353257288763618
LSC-shell,3,3.696,0.03783848776548204,0.0005896182531420941,0.20649432843804583,2.3432460695186137
LSC-shell,3,3.78,0.020747771241019564,0.0001890071063409657,0.19546709368569903,2.3638122299611575
LSC-shell,3,3.864,0.028620731173746083,0.0011095446769162002,0.187944833616581,2.353952435945465
LSC-shell,3,3.948,0.022811824699187522,0.0012104263690796671,0.17068645096205604,2.344693117355223
LSC-shell,3,4.032,0.0174054509040249,0.0012634191869117133,0.20073205503429303,2.3688875751447225
LSC-shell,3,4.116,0.02655415678443873,6.816916886502409e-05,0.17083169406110255,2.336611700792561
LSC-shell,3,4.2,0.03247831108094701,0.001224857329830484,0.17068880999180003,2.3221251697612053
CP-shell,3,0.0,0.37921389713767306,0.00026710044280217875,0.361361719183809,2.2369415258916234
CP-shell,3,0.084,0.34332287381399995,0.0006729133784544968,0.3777469244169769,2.2108741945208177
CP-shell,3,0.168,0.3185204476305654,0.00022005206843501909,0.39846223157933913,2.2054321083656183
CP-shell,3,0.252,0.28797313284489445,0.004321947127719926,0.40480520950040066,2.2150982761521183
CP-shell,3,0.336,0.2576839569850331,0.0030577164121731912,0.41694204346776775,2.22718575302375
CP-shell,3,0.42,0.23454747490585537,0.00227744425522571,0.43835685674575675,2.2424225879624102
CP-shell,3,0.504,0.22323502975261733,0.00565345369784361,0.5012566648146812,2.273558556626548
CP-shell,3,0.588,0.1937998650044086,0.0021848180987692244,0.46389439847570646,2.266958608438758
CP-shell,3,0.672,0.17033385971037762,0.0009447674860825337,0.46069099998663887,2.281803262585401
CP-shell,3,0.756,0.14135936815148265,0.002495484329455324,0.44059672398700656,2.284903862582512
CP-shell,3,0.84,0.11680098325714305,0.0020381540306043137,0.368412707373877,2.2544414214598425
CP-shell,3,0.924,0.10792791570650251,0.003023096344246248,0.3761140715460769,2.24157085148525
CP-shell,3,1.008,0.08401612464929364,0.0007499833212579814,0.3376550879756701,2.2316900226929275
CP-shell,3,1.092,0.05553501690124829,0.0038404919999762603,0.31549252059504695,2.243140627777477
CP-shell,3,1.176,0.04788802734428654,0.002201940306727876,0.3181142033911639,2.2433181875071666
CP-shell,3,1.26,0.03460621011370013,0.0026754259889622176,0.3044011567605658,2.2454468039758466
CP-shell,3,1.344,0.02623768234553503,0.0030094739620289963,0.32869651528237753,2.261107144121514
CP-shell,3,1.428,0.005264778702479989,0.0049852087734156975,0.2781572101503853,2.2485665590029833
CP-shell,3,1.512,0.003947705475565222,0.002142180213435589,0.18751164614195748,2.224788423622274
CP-shell,3,1.596,0.014090440541816962,0.003845657254291433,0.1440907391749704,2.20232392133504
