method,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,basin_map_outside_mass_mean,basin_map_outside_mass_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
CP,2.111272132688213,0.023553197130384222,0.0624375,0.00584201734563213,0.06197665837249855,0.009378725600374987,0.0733699863207698,0.0115687458143851,0.0,0.27542865306744846,0.010542104480607049,0.014708250342063106,0.004875501259992783,0.0,0.0,16000.0,1.00144,1602304,774,0.0004830544016616073,0,0,0.0,8,1602304,1602304,0.0020176518883415436,1.00144,,0,0.0,0.0,0.0,0,0.0,,,0.0,704,8.8e-07,inf,784.5296951950295,0.0
LSC-CP-RA-8,2.6979032319566896,0.050860935806129805,0.4334375,0.012675271200254466,0.15614986956844082,0.006856170465923097,0.0696346785743474,0.008327943261101232,0.0,0.5756391915815308,0.012355438403638513,0.013010368552911555,0.0030087556462520524,0.0,0.0,16000.0,0.99863625,1597815,8118,0.005080688314980145,,,,,1597818,1597818,0.001993739737274215,0.99863625,0.3695575738916261,0,0.0,0.0,0.0,0,0.0,292939362,0.3661742025,4096000.0,8931,1.116375e-05,inf,1547.6980201171245,0.0
