method,seed,step,t,wallclock_s,nfe,W2,TV,TV_density,MMD,EMC,EJS,e_F,basin_rel_max,basin_L1,V_mean_err,V_var_err,E_overlap_deficit,KSD,W1_cdf,CDF_sup,cdf_L2,pdf_L1,pdf_L2,KDE_chi2,bin_chi2_M40,bin_chi2_M80,bin_chi2_M120,well_TV,nonfinite_frac,m_clip_fraction,max_log_magnitude,mala_accept,pt_swap_accept,jump_count_mean,W2_10d,occ0
ULA,0,100,0.5,0.0726269232109189,1000000,0.7388496878579448,0.7201477216368924,,0.666650765041222,0.507751407106893,,0.27533335938733694,2.678600032771877,1.440295443273785,0.004947999385333857,8.76240283403263e-05,0.05149999999999999,1.466886752763751,0.6133141459404879,0.7160000000000001,0.569642701955725,1.3852355917641368,1.2148056474136137,2.168853799680716,2.5974800000000005,2.75768,2.8666400000000003,0.7201477216368924,0.0,,,,,,0.25584392233702413,0.0
ULA,1,100,0.5,0.0726269232109189,1000000,0.7391830489192427,0.7161477216368924,,0.6667323374855455,0.5171894813316471,,0.2752207467061751,2.6637219739942504,1.4322954432737849,0.00462948359932569,0.00017041377856478156,0.0595,1.6068485598188895,0.6162356146864107,0.7120000000000001,0.5711820726301243,1.3826937257413214,1.2138548976776444,2.1439878696444303,2.6104000000000003,2.7579200000000004,2.8128800000000003,0.7161477216368924,0.0,,,,,,0.2556915190138904,0.0
ULA,2,100,0.5,0.0726269232109189,1000000,0.7393031604694315,0.7211477216368924,,0.6670683370301939,0.5052441957350401,,0.27278272544835513,2.682319547466284,1.442295443273785,0.008397506963381818,5.820105728342184e-05,0.08799999999999986,2.3539140529386495,0.6152760081640274,0.7145,0.5702556286432199,1.3845293219769792,1.2095345367566464,2.1406375370168145,2.646000000000001,2.8551599999999997,2.8791800000000003,0.7211477216368924,0.0,,,,,,0.255685221236827,0.0
ULA,3,100,0.5,0.0726269232109189,1000000,0.738864009931869,0.7146477216368925,,0.6666571960100887,0.5205234314758848,,0.27242249265698626,2.658142701952641,1.429295443273785,0.006729649952308181,7.458534730230698e-07,0.0655,1.8366298171723805,0.6150011579008262,0.7140000000000001,0.5698777890841913,1.382889556463253,1.2086334853300023,2.136072908958041,2.6003400000000005,2.8767200000000006,2.9279600000000006,0.7146477216368925,0.0,,,,,,0.2556383961870134,0.0
ULA,4,100,0.5,0.0726269232109189,1000000,0.7393187596012745,0.7181477216368924,,0.6670158906918848,0.5125788508720392,,0.27499460413386817,2.6711610033830637,1.4362954432737849,0.0021847175117846174,0.0003407634481369746,0.06499999999999995,3.3602930671686586,0.6136079513942547,0.7170000000000001,0.5695570587361541,1.3865039195191247,1.2114834328288897,2.1606454169553206,2.63272,2.77476,2.8347800000000003,0.7181477216368924,0.0,,,,,,0.25620011111706653,0.0
ULA,0,150,0.75,0.11321447789669037,1500000,0.7306451352056587,0.7076477216368924,,0.6591090866846288,0.5349438571168692,,0.2768787903960685,2.632106099091794,1.4152954432737848,0.0061391671496051625,8.40043228785177e-06,0.06600000000000006,1.868245614103742,0.6058576478517459,0.7050000000000001,0.5617112058059158,1.3647262804247509,1.190376514108036,2.0919064513683896,2.5202400000000003,2.72616,2.7908600000000003,0.7076477216368924,0.0,,,,,,0.2531641479733475,0.0
ULA,1,150,0.75,0.11321447789669037,1500000,0.732076587659328,0.7091477216368924,,0.6599737523923611,0.5319924601501792,,0.27499460413386817,2.6376853711334043,1.4182954432737849,0.008130859090402454,8.21982943182576e-05,0.07399999999999995,1.3102679614482613,0.6087269898236133,0.7025,0.5637135091117207,1.363518361592675,1.1944960479360205,2.087777965714628,2.5751800000000005,2.7352800000000004,2.7776600000000005,0.7091477216368924,0.0,,,,,,0.253097210847668,0.0
ULA,2,150,0.75,0.11321447789669037,1500000,0.7315925981507913,0.7061477216368924,,0.6592909761286103,0.5378294351059902,,0.27218059550926454,2.626526827050184,1.4122954432737849,0.0029398769320996276,0.00041101225151904744,0.05999999999999994,1.4292020403397878,0.6063670685981963,0.7045,0.5634946776336244,1.367414944443127,1.203167558279776,2.135674150752916,2.5182,2.70392,2.7491000000000003,0.7061477216368924,0.0,,,,,,0.25317181736929906,0.0
ULA,3,150,0.75,0.11321447789669037,1500000,0.7301145149966698,0.7016477216368924,,0.6582111586791717,0.5461303633630779,,0.27384510594558364,2.6097890109253545,1.4032954432737847,0.005496155099652178,3.0474752440466657e-05,0.05999999999999994,2.569313246767869,0.6093335559217123,0.6975,0.5636874739094876,1.359130545172634,1.1926539544625303,2.0706203570109034,2.5166,2.6668000000000003,2.6818400000000002,0.7016477216368924,0.0,,,,,,0.2524730848945279,0.0
ULA,4,150,0.75,0.11321447789669037,1500000,0.7308145644302068,0.7066477216368925,,0.6596298462501008,0.53687462301436,,0.26980969652933706,2.628386584397388,1.413295443273785,0.010549593496281928,0.0013148283936566703,0.0804999999999998,2.14458262453493,0.6092601045582707,0.705,0.5632289254819524,1.364395316019639,1.1847225486321302,2.0581372397310167,2.5673000000000004,2.6929999999999996,2.7187400000000004,0.7066477216368925,0.0,,,,,,0.2529050705892073,0.0
ULA,0,200,1.0,0.1571078123524785,2000000,0.7246532577730731,0.7011477216368924,,0.6531777900405781,0.5470224307093813,,0.26968109560420417,2.6079292535781513,1.4022954432737849,0.006573436861490811,2.94445060014005e-06,0.07050000000000001,1.9100504402163503,0.6016993529214179,0.694,0.5559940676073015,1.3429039907262592,1.1684605437895192,2.0085785159982548,2.50332,2.64628,2.71124,0.7011477216368924,0.0,,,,,,0.25090219346263043,0.0
ULA,1,200,1.0,0.1571078123524785,2000000,0.7272356264082103,0.6976477216368924,,0.655108128261751,0.5531139262917943,,0.27144636211968876,2.594910952147728,1.3952954432737847,0.004739847091860927,2.6310353079751075e-05,0.06499999999999995,1.9423918618389224,0.6041256173138143,0.693,0.5579352006689463,1.3458471683098534,1.1739204159198218,2.0148699007284647,2.47516,2.5442799999999997,2.62202,0.6976477216368924,0.0,,,,,,0.2518615634083636,0.0
ULA,2,200,1.0,0.1571078123524785,2000000,0.7254567325365886,0.6931477216368924,,0.6534582806147756,0.5605868065957011,,0.2716925469816123,2.5781731360228983,1.3862954432737848,0.005473870996677399,0.00019751818048049583,0.06299999999999994,1.1409901094926074,0.6042322402607458,0.6885,0.5572075600797785,1.3378399933826457,1.1687842984963877,1.9835255198204447,2.43386,2.55312,2.64332,0.6931477216368924,0.0,,,,,,0.25107124531472413,0.0
ULA,3,200,1.0,0.1571078123524785,2000000,0.7229308443268878,0.6941477216368924,,0.6510303608516778,0.5589586195295413,,0.2713227220685303,2.5818926507173043,1.3882954432737848,0.009415359608301976,0.00013202412650838678,0.07599999999999996,1.7630644661970671,0.6004767431299367,0.6905,0.5546467279300473,1.337056836738587,1.1675873778127412,1.996880101466991,2.4757800000000003,2.5880400000000003,2.61662,0.6941477216368924,0.0,,,,,,0.24990792911764007,0.0
ULA,4,200,1.0,0.1571078123524785,2000000,0.7288294667726597,0.6941477216368924,,0.6568719750721028,0.5589586195295413,,0.2723017196255691,2.5818926507173043,1.3882954432737848,0.006479608165780748,0.0002779700451544572,0.08349999999999991,1.9115096815647847,0.6078882226410856,0.6955,0.5616802825336904,1.3502924346224146,1.1850582572377584,2.036176846754825,2.50618,2.6718,2.6771,0.6941477216368924,0.0,,,,,,0.2521815990396384,0.0
ULA,0,250,1.25,0.20160412695258856,2500000,0.7215213926149312,0.6901477216368925,,0.6496756215629104,0.5653678143095863,,0.27082446002732724,2.5670145919396785,1.380295443273785,0.0061910843826219475,0.00045114415246974397,0.07999999999999996,2.694942070893742,0.6010833092280359,0.6865,0.5544206125608292,1.3306791739482675,1.16483603068572,1.9715218638474004,2.4381200000000005,2.6392800000000003,2.64428,0.6901477216368925,0.0,,,,,,0.24966424555594896,0.0
ULA,1,250,1.25,0.20160412695258856,2500000,0.7184595867276647,0.6841477216368925,,0.6465249487499013,0.5745028125945935,,0.27302116195977455,2.544697503773239,1.368295443273785,0.006638231873274503,0.00023996828841209988,0.056499999999999995,1.3614620029493412,0.5960909859128216,0.683,0.5501933472447053,1.3244864498708884,1.1565133580081055,1.9582170007755122,2.3776600000000006,2.53628,2.6319200000000005,0.6841477216368925,0.0,,,,,,0.24870409360471474,0.0
ULA,2,250,1.25,0.20160412695258856,2500000,0.7186778182260114,0.6811477216368924,,0.6472808309790482,0.5788768681387666,,0.2700657137198513,2.5335389596900186,1.3622954432737848,0.007157250984491825,0.0002087956592949202,0.0674999999999999,2.0344264376016703,0.6010738316327531,0.6799999999999999,0.5520792908582587,1.321619509410953,1.1466365105071656,1.9020587724431481,2.4024400000000004,2.54276,2.58848,0.6811477216368924,0.0,,,,,,0.2488591542581138,0.0
ULA,3,250,1.25,0.20160412695258856,2500000,0.7165547175206768,0.6816477216368925,,0.6445715684253995,0.5781562375372884,,0.2723017196255691,2.535398717037222,1.363295443273785,0.0066769050851304135,0.000401412710597647,0.058499999999999996,1.8542136339167006,0.5964724591229541,0.678,0.5492491080194264,1.3169088757712135,1.149193295358063,1.9246743377456899,2.37596,2.59824,2.62814,0.6816477216368925,0.0,,,,,,0.24770201514950319,0.0
ULA,4,250,1.25,0.20160412695258856,2500000,0.7212992376997006,0.6876477216368925,,0.6490717678803203,0.5692400516819369,,0.27709496035780923,2.5577158052036615,1.375295443273785,0.004902139567856678,0.00013741451959179557,0.057499999999999996,2.1434375780527932,0.5972922711149163,0.6885,0.5532919877145992,1.334571693290493,1.1738340289617282,2.0226852487394638,2.42566,2.50148,2.6056399999999997,0.6876477216368925,0.0,,,,,,0.24966552104872305,0.0
ULA,0,300,1.5,0.24505764059722424,3000000,0.7122850813883481,0.6781477216368925,,0.6407799519459378,0.583133281772402,,0.27193728581544957,2.5223804156067993,1.356295443273785,0.0042163721244591335,0.0001960881939981774,0.05899999999999994,1.3947670451564227,0.5926790516110139,0.6765,0.546481208007339,1.3133425359380788,1.1461747063854242,1.9245673932329965,2.3883,2.51384,2.5673000000000004,0.6781477216368925,0.0,,,,,,0.24646306793301606,0.0
ULA,1,300,1.5,0.24505764059722424,3000000,0.7105584423105582,0.6721477216368925,,0.6391460767294118,0.5913214596397045,,0.27082446002732724,2.500063327440359,1.344295443273785,0.007119936906505697,4.779611967777736e-05,0.07499999999999996,1.8239639976012845,0.5900371719259337,0.671,0.5432812232823123,1.3014611960142723,1.1338806106122055,1.8813888859590975,2.32206,2.42708,2.4830600000000005,0.6721477216368925,0.0,,,,,,0.2458266823491332,0.0
ULA,2,300,1.5,0.24505764059722424,3000000,0.7104743898176484,0.6711477216368924,,0.6391703687885966,0.5926467724006719,,0.2670220329608124,2.4963438127459523,1.3422954432737848,0.006061861001342983,0.00040964366135357033,0.0605,1.8148386922975723,0.5941125378975373,0.669,0.5451245900450025,1.3024248210033949,1.130459539984492,1.8542530042076082,2.34354,2.531599999999999,2.5912999999999995,0.6711477216368924,0.0,,,,,,0.2458667584314838,0.0
ULA,3,300,1.5,0.24505764059722424,3000000,0.7096045236275113,0.6716477216368925,,0.6379603192172697,0.5919854651020191,,0.2733762777456905,2.4982035700931555,1.343295443273785,0.0014330009876587502,0.0003322971808065404,0.0685,1.5149555643756132,0.5887671741580386,0.671,0.5425748175259384,1.3030745028416202,1.1370605079382616,1.8953503995997456,2.3139600000000002,2.4543999999999997,2.50628,0.6716477216368925,0.0,,,,,,0.24600347864141467,0.0
ULA,4,300,1.5,0.24505764059722424,3000000,0.7129972669892407,0.6771477216368924,,0.6419462313035582,0.5845272235794856,,0.27205911826092605,2.518660900912392,1.3542954432737848,0.006592659541712065,0.00026834998083513813,0.07299999999999995,1.8952042731002483,0.5920795937093768,0.6755,0.5459583682583722,1.3118341244830996,1.1431899832520447,1.9197637930808273,2.36448,2.4954799999999997,2.5114400000000003,0.6771477216368924,0.0,,,,,,0.24700625208377308,0.0
ULA,0,350,1.75,0.28956947568804026,3500000,0.7060516510357999,0.6681477216368925,,0.6349268283528146,0.5965593164928326,,0.2710743358386762,2.485185268662733,1.336295443273785,0.007059866907588752,0.0003115278429891514,0.0655,1.790325653292528,0.5861300332705998,0.6665,0.5398131818766326,1.2932013354065839,1.1281643847932683,1.8705747267656723,2.2904800000000005,2.4492800000000003,2.54192,0.6681477216368925,0.0,,,,,,0.24435520322617588,0.0
ULA,1,350,1.75,0.28956947568804026,3500000,0.706444742401391,0.6666477216368925,,0.6346736677243002,0.5984810843378259,,0.2706989579244109,2.479605996621123,1.333295443273785,0.0041498135466863095,8.654201720616206e-05,0.07800000000000007,2.2696175297652723,0.5874900681936814,0.6645,0.5409274809093956,1.2905826878594562,1.1329260586029293,1.8704241623988316,2.2808200000000003,2.40748,2.45462,0.6666477216368925,0.0,,,,,,0.2443199334080179,0.0
ULA,2,350,1.75,0.28956947568804026,3500000,0.7032173712918213,0.6636477216368925,,0.6309131124923298,0.6022585527539573,,0.273139870492111,2.468447452537902,1.327295443273785,0.007528785941428473,4.107391614562375e-05,0.08299999999999996,1.8766432356728975,0.5811590345447718,0.661,0.5349850786561886,1.2818157817791134,1.1197035332793468,1.8409161668317577,2.2585000000000006,2.38632,2.46644,0.6636477216368925,0.0,,,,,,0.24294103024030408,0.0
ULA,3,350,1.75,0.28956947568804026,3500000,0.7014961694704405,0.6636477216368925,,0.6299442089857168,0.6022585527539573,,0.27193728581544957,2.468447452537902,1.327295443273785,0.00792630970797481,0.0002736676040083364,0.07450000000000001,1.4849754521720433,0.5821352268589,0.6575000000000001,0.5344552630461976,1.2760768900691977,1.1104573928357484,1.8011475642393642,2.23194,2.3799600000000005,2.4039800000000002,0.6636477216368925,0.0,,,,,,0.24295202313412279,0.0
ULA,4,350,1.75,0.28956947568804026,3500000,0.7051767607248335,0.6651477216368924,,0.6339004233297023,0.6003806428787806,,0.2716925469816123,2.4740267245795127,1.3302954432737848,0.004150357261185511,0.00053696181543798,0.06499999999999995,1.0887133151304116,0.5853244376715618,0.6605000000000001,0.5377840358886575,1.2819438528977845,1.1162124112544807,1.8227746180978754,2.27696,2.41688,2.43902,0.6651477216368924,0.0,,,,,,0.2445227483332053,0.0
ULA,0,400,2.0,0.3329023504629731,4000000,0.7023070634866273,0.6586477216368924,,0.6304156061189721,0.6083685988234913,,0.2700657137198513,2.4498498790658694,1.317295443273785,0.0051584036237761755,0.0007214248495556134,0.07399999999999995,1.4528936746167287,0.5847723677463389,0.6535000000000001,0.5361728671811107,1.2730068229865965,1.1141244796017464,1.7927713376308367,2.2328200000000002,2.38848,2.40062,0.6586477216368924,0.0,,,,,,0.24292041853690116,0.0
ULA,1,400,2.0,0.3329023504629731,4000000,0.694712021214033,0.6541477216368925,,0.6238165562115096,0.6136818482654292,,0.2713227220685303,2.43311206294104,1.308295443273785,0.012240753113256786,0.0009213628238298969,0.08549999999999991,1.712569549986619,0.5736433014855121,0.653,0.5271759770089389,1.2623522587946532,1.0940908804597111,1.7727249745034726,2.1968600000000005,2.33752,2.45258,0.6541477216368925,0.0,,,,,,0.24041568703734809,0.0
ULA,2,400,2.0,0.3329023504629731,4000000,0.6966705710237246,0.6521477216368925,,0.6249398649359975,0.6159900019449455,,0.27082446002732724,2.4256730335522265,1.304295443273785,0.005119359466614459,0.00015350539568194203,0.0694999999999999,1.7013528126674426,0.5784389646986084,0.6505,0.5306165976174239,1.2639756013044585,1.1023468501317915,1.7692242255498412,2.19322,2.3266400000000003,2.34926,0.6521477216368925,0.0,,,,,,0.24103138009369685,0.0
ULA,3,400,2.0,0.3329023504629731,4000000,0.6971271634451991,0.6521477216368925,,0.625847976562656,0.6159900019449455,,0.27144636211968876,2.4256730335522265,1.304295443273785,0.004405934250847676,2.8259153669940584e-05,0.06999999999999995,1.943754200595369,0.5783536663410632,0.6495,0.5311618694241252,1.2635132496822872,1.1039848422817589,1.7772794782049441,2.16758,2.24684,2.3138000000000005,0.6521477216368925,0.0,,,,,,0.2414785313999319,0.0
ULA,4,400,2.0,0.3329023504629731,4000000,0.6952282180611572,0.6496477216368924,,0.6240449089579246,0.6188310514234738,,0.2706989579244109,2.4163742468162095,1.2992954432737849,0.00883579990717831,9.689927841675244e-05,0.07150000000000001,1.277501425733839,0.5757283724477279,0.6475000000000001,0.529206675309959,1.2587642641404504,1.1032121165333506,1.7847878856020727,2.13052,2.25108,2.30102,0.6496477216368924,0.0,,,,,,0.24054237373620058,0.0
ULA,0,450,2.25,0.37731016520410776,4500000,0.694633568722549,0.6511477216368924,,0.6228059345129857,0.6171322239452839,,0.2716925469816123,2.4219535188578196,1.3022954432737848,0.0026364836801640035,0.0005742840746354953,0.058499999999999996,1.6191667636336875,0.5738589167781958,0.649,0.528400806487769,1.2610690952859136,1.1090244648498404,1.8011492038569852,2.16116,2.2724399999999996,2.30762,0.6511477216368924,0.0,,,,,,0.24034105710473508,0.0
ULA,1,450,2.25,0.37731016520410776,4500000,0.6880035141110143,0.6461477216368925,,0.6175411507429974,0.622729140955065,,0.27044681393760445,2.403355945385787,1.292295443273785,0.005959221435006379,0.0004592320024455025,0.08850000000000002,1.7456586786947401,0.5701460688261593,0.6405,0.522870312506075,1.244332109359446,1.0819149778567347,1.721258253915997,2.1261200000000002,2.28336,2.3231000000000006,0.6461477216368925,0.0,,,,,,0.2385434365767521,0.0
ULA,2,450,2.25,0.37731016520410776,4500000,0.6878605097307339,0.6426477216368924,,0.617042035871733,0.626538515233487,,0.26797212841389495,2.3903376439553634,1.2852954432737849,0.007615256721319685,2.755113942045327e-05,0.0694999999999999,2.603935210836902,0.5684306240799727,0.6375,0.5211402944698897,1.2373088494505724,1.078463420627442,1.7063672165204933,2.10414,2.21092,2.2782200000000006,0.6426477216368924,0.0,,,,,,0.23833557076839051,0.0
ULA,3,450,2.25,0.37731016520410776,4500000,0.6902811357675094,0.6426477216368924,,0.6190770260706329,0.626538515233487,,0.27218059550926454,2.3903376439553634,1.2852954432737849,0.008974404392749213,7.649365799805054e-05,0.0734999999999999,2.244631230702195,0.573375559418773,0.642,0.5247834687799389,1.2463176955714608,1.083272114432219,1.7106591196804701,2.1436,2.2690799999999998,2.2836800000000004,0.6426477216368924,0.0,,,,,,0.23890405925640698,0.0
ULA,4,450,2.25,0.37731016520410776,4500000,0.685523027366242,0.6396477216368924,,0.6150214645347828,0.6297361084876432,,0.26756759449193823,2.379179099872143,1.2792954432737849,0.009691604599443626,0.00013106847315406608,0.07299999999999995,1.9200960548070933,0.569319148637735,0.634,0.5202924784016421,1.2312190441551554,1.0672486217496895,1.6653236648072838,2.10906,2.26264,2.2910000000000004,0.6396477216368924,0.0,,,,,,0.2372598801091078,0.0
ULA,0,500,2.5,0.41569080762565136,5000000,0.6869590105471739,0.6421477216368925,,0.6158499467079608,0.6270757056219983,,0.2715696363713448,2.38847788660816,1.284295443273785,0.007118879651954457,0.00020454921809107303,0.07499999999999996,1.6147153002073285,0.5666464667679858,0.6405,0.5207151455563069,1.2429843890324621,1.0867614074580223,1.7391338896245692,2.0748200000000003,2.21328,2.30324,0.6421477216368925,0.0,,,,,,0.2380090639180751,0.0
ULA,1,500,2.5,0.41569080762565136,5000000,0.6867939527204784,0.6401477216368925,,0.6155242415759387,0.6292073986453497,,0.2716925469816123,2.381038857219347,1.280295443273785,0.00334989257089624,0.0006067781968630073,0.06000000000000005,1.6135443421691964,0.5693617978165078,0.6345000000000001,0.5214112255290226,1.2329915321984861,1.0783533990645462,1.6892710621277174,2.08392,2.213,2.22458,0.6401477216368925,0.0,,,,,,0.23818535234020413,0.0
ULA,2,500,2.5,0.41569080762565136,5000000,0.6793765104674354,0.6291477216368924,,0.6092346268646657,0.6404696641903784,,0.26863774427255055,2.3401241955808736,1.2582954432737847,0.008055555453078345,0.0002377371619875536,0.05499999999999994,1.2817019533515013,0.5620901128357801,0.627,0.5143805413714105,1.2190700527565936,1.0589979461006727,1.6507475076207072,2.04138,2.1959999999999997,2.1986,0.6291477216368924,0.0,,,,,,0.23552156191287543,0.0
ULA,3,500,2.5,0.41569080762565136,5000000,0.6824494104193168,0.6331477216368924,,0.6115845637697448,0.6364615312038956,,0.26955209653315715,2.3550022543585003,1.2662954432737847,0.008906623758986876,5.630500420300555e-05,0.07850000000000001,2.068856388055585,0.5648007050866607,0.632,0.5177670895696265,1.229744589549414,1.0742655124254563,1.6904607030398016,2.0558400000000003,2.19844,2.20196,0.6331477216368924,0.0,,,,,,0.23609360463324652,0.0
ULA,4,500,2.5,0.41569080762565136,5000000,0.6836780835076275,0.6331477216368924,,0.612122045234732,0.6364615312038956,,0.26903206898217347,2.3550022543585003,1.2662954432737847,0.0047053274732988815,0.000339024143831931,0.07399999999999995,1.4282217662634882,0.5666985935420411,0.63,0.5177225602150743,1.2230952780294013,1.0672152490649214,1.6539089600658596,2.03804,2.15744,2.2297400000000005,0.6331477216368924,0.0,,,,,,0.23671029367982535,0.0
ULA,0,550,2.75,0.45976571273058653,5500000,0.6806829791282092,0.6296477216368924,,0.6104394024063419,0.639973879423813,,0.2668845190846184,2.341983952928077,1.2592954432737848,0.005714309589505473,0.0006196948933889865,0.06499999999999995,2.077216941700752,0.5629312494171286,0.6275000000000001,0.5155906835163722,1.2217116258726026,1.0650784656380317,1.663797838854533,2.0558000000000005,2.17184,2.20526,0.6296477216368924,0.0,,,,,,0.23603167973878106,0.0
ULA,1,550,2.75,0.45976571273058653,5500000,0.6834172738295279,0.6331477216368924,,0.6119164213453087,0.6364615312038956,,0.2705730766604869,2.3550022543585003,1.2662954432737847,0.007540231765306826,0.00024906526828411164,0.07599999999999996,2.291719329014813,0.5646869739432671,0.6265000000000001,0.51781537981496,1.2244238426262437,1.075999517353752,1.688364347240368,2.03256,2.12448,2.1974,0.6331477216368924,0.0,,,,,,0.2366568229433932,0.0
ULA,2,550,2.75,0.45976571273058653,5500000,0.6754910415250693,0.6181477216368925,,0.6045259572065793,0.6510190768649224,,0.26980969652933706,2.2992095339424012,1.236295443273785,0.0019945602705113696,0.00040147464335326885,0.062000000000000055,2.8682418657400945,0.5611091817240104,0.618,0.5114853348758146,1.1997531440588771,1.050037008390002,1.5934589935389019,2.01012,2.12216,2.1135200000000003,0.6181477216368925,0.0,,,,,,0.23420603240897117,0.0
ULA,3,550,2.75,0.45976571273058653,5500000,0.6782742046267336,0.6246477216368924,,0.6072832710925916,0.644866575818391,,0.26968109560420417,2.323386379456044,1.2492954432737848,0.0030689007205030316,0.0003869095211631191,0.059499999999999886,2.77192629728937,0.5615878002857918,0.625,0.5145401553639953,1.2163088490904277,1.0664499777343965,1.6647546800329862,2.01932,2.1296399999999998,2.2121600000000003,0.6246477216368924,0.0,,,,,,0.23497487108422027,0.0
