method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,n_replicas,n_swap,mh_accept,replica_0_mh_accept,replica_1_mh_accept,replica_2_mh_accept,replica_3_mh_accept,replica_4_mh_accept,replica_5_mh_accept,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative,mh_accept_fraction_cumulative,replica_0_mh_accept_fraction_cumulative,replica_1_mh_accept_fraction_cumulative,replica_2_mh_accept_fraction_cumulative,replica_3_mh_accept_fraction_cumulative,replica_4_mh_accept_fraction_cumulative,replica_5_mh_accept_fraction_cumulative,swap_accept,swap_accept_fraction_cumulative,round_trip_rate_cumulative
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,0,78,0.312,748800.0,468.0,468.0,0.0,0.3252121593263408,1.2400995750767667,0.29766359329093095,0.010802757407944744,0.9948588703770992,0.29678820307720266,0.676619318181681,0.676619318181681,0.0,0.00019900365459975125,1.916305150979295e-05,0.048830353694994305,5.823863636363635e-05,0.15283480673260874,0.01311271196350372,1.2744332735242458,0.5700000000000001,0.53,0.2825,0.9767205441801855,0.8398433292157589,0.06261084822835562,0.14500000000000002,0.012633298833265468,0.021081203837572282,0.018978385766067363,0.040000000000000036,0.00012447169240272117,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.994688215585654,0.11484386970169737,0.0011274339925874488,0.007459025478224454,0.0,0.8658693063071606,1.0187041130397694,0.49497141642089226,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.508495018897404,0.007563436750251191,0.007563436750251191,0.4284348566333853,2.006468147626533,0.017602514136734637,2.0027386348874208,0.013873001397622264,1.999803739819011,0.010938106329212438,1.997602681465678,0.008737047975879486,1.9959463606300318,0.007080727140233334,1.9949635364581055,0.006097902968307034,1.9946329915858072,0.005767358096008701,True,1.0,reject,6,10,0.6832916666666667,0.7155,0.7000000000000001,0.6932500000000001,0.684625,0.662625,0.64375,0.0,0.0,0.6744791666666666,0.7139583333333334,0.7028766025641026,0.6841746794871795,0.669775641025641,0.6496233974358975,0.6264663461538461,,0.348125,0.0004464285714285714
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,1,78,0.312,748800.0,468.0,468.0,0.0,0.3252121593263408,1.2409448179525464,0.2976809205380595,0.010600236838926413,0.9949829008307636,0.29680570477260604,0.676619318181681,0.676619318181681,0.0,0.0001870030961863211,2.9944611995881554e-06,0.0490919003756312,5.823863636363635e-05,0.14361837787109444,0.013141968143064564,1.2746036094169668,0.5700000000000001,0.5175,0.255,0.9781185560282617,0.8402013916187343,0.062238745242321175,0.16500000000000004,0.012390567369594452,0.026409513115227545,0.024350389540305106,0.07250000000000001,0.0002640475032822731,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9948232715814048,0.1150463902707157,0.001139434551000879,0.007475194068534659,0.0,0.8750857351686749,1.0187041130397694,0.4950006726004531,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.41938471220483214,0.028120423384163106,0.028120423384163106,0.49179844183154675,2.007115328137063,0.01749657399314697,2.0033777311027956,0.01375897695887951,2.0003136748370656,0.010694920693149479,1.9979850641199037,0.00836630997598764,1.9963237282393693,0.006704974095453231,1.9953930806038,0.0057743264598839605,1.9951363133029725,0.005517559159056384,True,1.0,reject,6,10,0.6832916666666667,0.7155,0.7000000000000001,0.6932500000000001,0.684625,0.662625,0.64375,0.0,0.0,0.6744791666666666,0.7139583333333334,0.7028766025641026,0.6841746794871795,0.669775641025641,0.6496233974358975,0.6264663461538461,,0.348125,0.0004464285714285714
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,2,78,0.312,748800.0,468.0,468.0,0.0,0.3252121593263408,1.2441033136490838,0.2999768797234762,0.01212041565946713,0.9950793825459251,0.29910176669332333,0.676619318181681,0.676619318181681,0.0,0.00025008671364087237,0.00010104333279971692,0.059362142601857966,5.823863636363635e-05,0.1920665960761898,0.013367364857067798,1.2815941680093506,0.5725,0.54,0.2825,0.9819233193900679,0.8446140274855561,0.06648449295054779,0.17500000000000004,0.013975865004718913,0.02850470012792694,0.02643684248433764,0.0675,0.0002507427275760634,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9949155520732347,0.11352621145017498,0.0010763509335463277,0.00737714519693453,0.0,0.8266375169635796,1.0187041130397694,0.49522606931445634,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.4327337327293199,0.014038759110544478,0.014038759110544478,0.4632338543681602,2.0264271282274855,0.017061022189780672,2.0227385556290183,0.013372449591313451,2.0198862170765235,0.01052011103881867,2.017684855123649,0.008318749085943988,2.016092041268509,0.006725935230804225,2.0150495014588534,0.005683395421148596,2.0147797616280765,0.005413655590371658,True,1.0,reject,6,10,0.6832916666666667,0.7155,0.7000000000000001,0.6932500000000001,0.684625,0.662625,0.64375,0.0,0.0,0.6744791666666666,0.7139583333333334,0.7028766025641026,0.6841746794871795,0.669775641025641,0.6496233974358975,0.6264663461538461,,0.348125,0.0004464285714285714
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,3,78,0.312,748800.0,468.0,468.0,0.0,0.3252121593263408,1.24201827400123,0.30027188883215505,0.011463968547295353,0.994458895812061,0.29939598694380654,0.676619318181681,0.676619318181681,0.0,0.00012320043860162113,8.204338609959106e-05,0.06245116999191303,5.823863636363635e-05,0.0946179368460448,0.0129926317480612,1.2831781860442109,0.555,0.5375000000000001,0.265,0.9793017477447253,0.8470649372088608,0.06616183212615476,0.1625000000000001,0.01325832717907878,0.024846108681153223,0.022735455745520272,0.0675,0.00019417436262501097,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9942737045035297,0.11418265856234676,0.001203237208585579,0.007396145143634656,0.0,0.9240861761937246,1.0187041130397694,0.49485133620544974,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5383142722993504,-0.0036434033541656837,-0.0036434033541656837,0.4737938364774662,2.0322531547032416,0.01821048527285596,2.028555082131424,0.014512412701038535,2.0256556363549825,0.01161296692459679,2.0235152878479377,0.009472618417551981,2.022000290382756,0.007957620952370181,2.0211151470754816,0.007072477645095887,2.020773220689335,0.00673055125894928,True,1.0,reject,6,10,0.6832916666666667,0.7155,0.7000000000000001,0.6932500000000001,0.684625,0.662625,0.64375,0.0,0.0,0.6744791666666666,0.7139583333333334,0.7028766025641026,0.6841746794871795,0.669775641025641,0.6496233974358975,0.6264663461538461,,0.348125,0.0004464285714285714
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,0,83,0.332,796800.0,498.0,498.0,0.0,0.3252121593263408,1.2361181301803743,0.29706187031159137,0.011490619112407008,0.9941549147098239,0.29618557912849186,0.676619318181681,0.676619318181681,0.0,7.529764412821929e-05,9.502482537056961e-05,0.04816127085575829,5.823863636363635e-05,0.05782859069047197,0.012722808663472529,1.273388276935512,0.55,0.5225,0.25,0.9733575597433626,0.8398561397329327,0.060351343276868016,0.16500000000000004,0.013335223349413885,0.025784537965862664,0.023633088088494292,0.0625,0.00018828606958560225,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.993955524602441,0.1141560079972351,0.0012511400030589808,0.0073831637043636775,0.0,0.9608755223492974,1.0187041130397694,0.49458151312086107,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5802703459794127,-0.014243174587701805,-0.014243174587701805,0.4892011292375795,2.0051721164996095,0.0189634966264145,2.0014805346474276,0.01527191477423262,1.9984834156451183,0.012274795771923364,1.9962561910152965,0.01004757114210153,1.9946720710959966,0.008463451222801677,1.9937308230113269,0.0075222031381319,1.993434975714519,0.007226355841324139,True,1.0,reject,6,10,0.6838958333333334,0.718375,0.7015,0.6821250000000001,0.6910000000000001,0.6632500000000001,0.647125,0.0,0.0,0.6750464357429719,0.7142243975903615,0.7027936746987952,0.6840512048192771,0.6710542168674699,0.6504442771084338,0.6277108433734939,0.329375,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,1,83,0.332,796800.0,498.0,498.0,0.0,0.3252121593263408,1.2377054521890527,0.2972590352788922,0.011004168004633288,0.9941693001895451,0.2963828441537433,0.676619318181681,0.676619318181681,0.0,8.118123485545978e-05,6.020465320585172e-05,0.04957776686138171,5.823863636363635e-05,0.062347188368993,0.012218661398961106,1.2742922504665108,0.5525,0.525,0.24749999999999997,0.9716464774345593,0.8432504312480333,0.05926403927901328,0.14999999999999997,0.012804872626239328,0.02351480522820304,0.021389631473851756,0.05249999999999999,0.00017189308335344288,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9940343182409139,0.11464245910500882,0.0012452564123317403,0.007417983876528395,0.0,0.9563569246707764,1.0187041130397694,0.49407736585634965,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5781345556871956,0.04941143919541161,0.04941143919541161,0.47686274244580074,2.0078551285046164,0.018798312120087424,2.0041461365663524,0.015089320181823407,2.001181433488042,0.012124617103512758,1.9989369488869395,0.009880132502410488,1.9973648741472199,0.008308057762690835,1.9964701257148916,0.00741330933036255,1.9961726061138003,0.0071157897292712935,True,1.0,reject,6,10,0.6838958333333334,0.718375,0.7015,0.6821250000000001,0.6910000000000001,0.6632500000000001,0.647125,0.0,0.0,0.6750464357429719,0.7142243975903615,0.7027936746987952,0.6840512048192771,0.6710542168674699,0.6504442771084338,0.6277108433734939,0.329375,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,2,83,0.332,796800.0,498.0,498.0,0.0,0.3252121593263408,1.2431868465297924,0.2999214300881444,0.013819839840130577,0.9947874799215106,0.29904595335636397,0.676619318181681,0.676619318181681,0.0,0.00018450092441041712,0.00022108054683334186,0.05964883826731749,5.823863636363635e-05,0.14169670994720018,0.01314051091224211,1.2816153038052094,0.5700000000000001,0.5325,0.2775,0.9807220178206874,0.8455301120332512,0.06448346029872488,0.1875000000000001,0.01558730369802447,0.037674890400451466,0.03560073381346851,0.09499999999999997,0.00033437742066816194,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9946209294928098,0.11182678726951154,0.001141936722776783,0.007257107982900905,0.0,0.8770074030925692,1.0187041130397694,0.49499921536963065,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5098623091670544,0.009444783859525591,0.009444783859525591,0.43979595322993265,2.026866808656279,0.0175100091554361,2.0232382546648284,0.013881455163985645,2.0203733939694577,0.011016594468614915,2.0181926107387884,0.008835811237945634,2.016669700020072,0.007312900519229171,2.015735554929717,0.006378755428874339,2.0154062713007295,0.006049471799886685,True,1.0,reject,6,10,0.6838958333333334,0.718375,0.7015,0.6821250000000001,0.6910000000000001,0.6632500000000001,0.647125,0.0,0.0,0.6750464357429719,0.7142243975903615,0.7027936746987952,0.6840512048192771,0.6710542168674699,0.6504442771084338,0.6277108433734939,0.329375,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,3,83,0.332,796800.0,498.0,498.0,0.0,0.3252121593263408,1.237804022288708,0.29976336621405575,0.011218145179813538,0.9936259449540575,0.298886425149574,0.676619318181681,0.676619318181681,0.0,6.443210342193173e-05,0.00010098186384086775,0.061986687357770444,5.823863636363635e-05,0.04948385542804312,0.012281741406988567,1.2823023677647885,0.5575,0.5175,0.245,0.977830234520753,0.84529448576259,0.0637306135639656,0.15750000000000008,0.013045385280547097,0.028639998408222067,0.026531150192399933,0.08000000000000007,0.00023386061797094364,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.993433286176083,0.11442848192982857,0.0012620055437652683,0.007377206665893379,0.0,0.9692202576117263,1.0187041130397694,0.4941404458643771,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5994307068042024,-0.007830475611806512,-0.007830475611806512,0.5656806534227441,2.0312708884935162,0.01969855148800992,2.027582285160569,0.016009948155062848,2.0248230056523218,0.013250668646815456,2.022693839251306,0.011121502245799775,2.0211498046177345,0.009577467612228219,2.0202230420294423,0.008650705023935945,2.019928024878112,0.008355687872605877,True,1.0,reject,6,10,0.6838958333333334,0.718375,0.7015,0.6821250000000001,0.6910000000000001,0.6632500000000001,0.647125,0.0,0.0,0.6750464357429719,0.7142243975903615,0.7027936746987952,0.6840512048192771,0.6710542168674699,0.6504442771084338,0.6277108433734939,0.329375,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,0,89,0.356,854400.0,534.0,534.0,0.0,0.3252121593263408,1.2341227047501646,0.2966904603392616,0.011976264080150997,0.9937294851930186,0.29581365203188215,0.676619318181681,0.676619318181681,0.0,0.00012956731658855455,0.00013881670904885082,0.04760521502819765,5.823863636363635e-05,0.0995076991400099,0.012303525677724747,1.2726957113645045,0.545,0.5225,0.2475,0.9721382773934321,0.8402092851923196,0.058467326613944534,0.15750000000000003,0.013890132644445243,0.030777561745423232,0.028666137413339454,0.0675,0.00025313833396124074,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9935414734880846,0.11367036302949111,0.0011968703305986455,0.007339371820685396,0.0,0.9191964138997595,1.0187041130397694,0.4941622301351133,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.643240979533865,-0.007260192608005065,-0.007260192608005065,0.5024099337245675,2.003966521230454,0.01959859402282027,2.0002968353201114,0.015928908112477602,1.9974522396145882,0.013084312406954401,1.9952640990292632,0.010896171821629386,1.9936805067872108,0.009312579579576985,1.9927581159329606,0.00839018872532682,1.992393360139796,0.00802543293216229,True,1.0,reject,6,10,0.6856076388888888,0.7178125,0.6947916666666667,0.6945833333333333,0.6938541666666664,0.6635416666666666,0.6490625,0.0,0.0,0.6757584269662922,0.7144662921348315,0.7022542134831461,0.6847612359550562,0.6725912921348315,0.6513272471910112,0.6291502808988764,,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,1,89,0.356,854400.0,534.0,534.0,0.0,0.3252121593263408,1.2374982366706342,0.29767325351092644,0.006560783670268813,0.9940831241755813,0.29679692706453387,0.676619318181681,0.676619318181681,0.0,2.8991349205985655e-06,0.0002302425740005956,0.05167610076386704,5.823863636363635e-05,0.002226535619019643,0.012334732774327728,1.2756290819095102,0.5575,0.52,0.24000000000000005,0.9724120319941052,0.8437944425899407,0.06061064386755178,0.1225,0.008416706667985628,0.012216763451010637,0.010062724505392473,0.047500000000000014,0.00017944672740430112,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9939144011276018,0.1190858434393733,0.0013235385122666015,0.007708431103734843,0.0,1.0164775774207497,1.0187041130397694,0.49419343723171627,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5777053649935883,0.027876251814912774,0.027876251814912774,0.4970961340099223,2.0118235642329405,0.018994006720625567,2.007969348681073,0.015139791168758077,2.005017511466944,0.012187953954629016,2.0028574197564626,0.010027862244147645,2.0013787532581535,0.008549195745838567,2.0006263076845396,0.007796750172224698,2.00044675612749,0.00761719861517518,True,1.0,reject,6,10,0.6856076388888888,0.7178125,0.6947916666666667,0.6945833333333333,0.6938541666666664,0.6635416666666666,0.6490625,0.0,0.0,0.6757584269662922,0.7144662921348315,0.7022542134831461,0.6847612359550562,0.6725912921348315,0.6513272471910112,0.6291502808988764,,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,2,89,0.356,854400.0,534.0,534.0,0.0,0.3252121593263408,1.2428446262353396,0.300278173850575,0.013790948638336575,0.9946096937780041,0.29940246040182117,0.676619318181681,0.676619318181681,0.0,3.918208540247287e-05,0.00022807872249535916,0.06153519909133427,5.823863636363635e-05,0.03009184158909939,0.013143505704022784,1.2827790366469138,0.5700000000000001,0.53,0.28250000000000003,0.9819219278359888,0.845372396556243,0.06524574538996805,0.22749999999999998,0.015592628195338304,0.04659345391646852,0.044449879216556076,0.13,0.0003753756840063193,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9944228104624839,0.11185567847130554,0.001365619732589673,0.007250109807238888,0.0,1.0487959546288688,1.0187041130397694,0.4950022101614113,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.535463601475854,-0.003967702511102225,-0.003967702511102225,0.44907769088337995,2.0305121943270414,0.0179339718814302,2.026887139423422,0.014308916977810782,2.023946173929356,0.011367951483744587,2.021701718626175,0.009123496180563961,2.020183476903136,0.0076052544575246905,2.019331995123987,0.006753772678375736,2.01908545939919,0.006507236953578577,True,1.0,reject,6,10,0.6856076388888888,0.7178125,0.6947916666666667,0.6945833333333333,0.6938541666666664,0.6635416666666666,0.6490625,0.0,0.0,0.6757584269662922,0.7144662921348315,0.7022542134831461,0.6847612359550562,0.6725912921348315,0.6513272471910112,0.6291502808988764,,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,3,89,0.356,854400.0,534.0,534.0,0.0,0.3252121593263408,1.2371789106296087,0.2990395526178965,0.009415041283744693,0.9937491151372242,0.29816276469845227,0.676619318181681,0.676619318181681,0.0,1.8269220785011378e-05,2.259882277169927e-05,0.05831048555326278,5.823863636363635e-05,0.014030761562889182,0.012406938070865348,1.2799276270972337,0.5475000000000001,0.515,0.25,0.9772722699049946,0.8440903913322444,0.062727527187079,0.16249999999999998,0.011284330043337074,0.028579335133591455,0.026473536260832153,0.08250000000000002,0.000256675229153682,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9935563918723196,0.11623158582589742,0.0013447068679722114,0.007500787352505946,0.0,1.0327348746026586,1.0187041130397694,0.4942656425282539,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.59010570688001,-0.0075794684964445025,-0.0075794684964445025,0.5524516146364299,2.0245371642454097,0.019738744293378296,2.0207867705691562,0.01598835061712478,2.0178389215782486,0.013040501626217171,2.0156690597514393,0.010870639799407833,2.0140947206069906,0.009296300654959122,2.013026015605581,0.008227595653549358,2.012675514982717,0.007877095030685677,True,1.0,reject,6,10,0.6856076388888888,0.7178125,0.6947916666666667,0.6945833333333333,0.6938541666666664,0.6635416666666666,0.6490625,0.0,0.0,0.6757584269662922,0.7144662921348315,0.7022542134831461,0.6847612359550562,0.6725912921348315,0.6513272471910112,0.6291502808988764,,0.3453125,0.0009375
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,0,94,0.376,902400.0,564.0,564.0,0.0,0.3252121593263408,1.233358830315767,0.2970726669563889,0.010481205814556444,0.9933696091872432,0.29619541463984334,0.676619318181681,0.676619318181681,0.0,4.702644161122755e-06,5.772049519363418e-05,0.05008673680663813,5.823863636363635e-05,0.003611630715742553,0.011942525651111091,1.2741452639249033,0.5425,0.525,0.2425,0.9725959379811553,0.8395150177307485,0.0576053795125598,0.15750000000000008,0.012319717777128508,0.02424497909723977,0.02209249228515231,0.07250000000000001,0.00021390548514064057,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9931813014235998,0.11516542129508567,0.0013311402913483228,0.007420468034540613,0.0,1.022315743755512,1.0187041130397694,0.49380123010849963,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.6657993807478043,-0.005329908443101874,-0.005329908443101874,0.545282705783821,2.00883924493297,0.020421268506126466,2.0051290109156996,0.016711034488856136,2.0022140408839175,0.013796064457074042,2.0000316629639796,0.011613686537136125,1.9983607261758516,0.009942749749008106,1.9973699876368565,0.008952011210012989,1.9969724127009516,0.008554436274108124,True,1.0,reject,6,10,0.6805208333333334,0.70775,0.7008750000000001,0.6875,0.6813750000000001,0.6635,0.6421250000000001,0.0,0.0,0.6760117464539007,0.7141090425531915,0.7021808510638298,0.684906914893617,0.6730585106382979,0.6519747340425532,0.6298404255319149,0.3309375,0.3440056818181818,0.0008333333333333334
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,1,94,0.376,902400.0,564.0,564.0,0.0,0.3252121593263408,1.23739954335187,0.2976877457076601,0.010113175277360512,0.9940646529825226,0.2968113766350605,0.676619318181681,0.676619318181681,0.0,0.00011193417561103478,6.747323776001325e-06,0.05159368537344325,5.823863636363635e-05,0.08596544686927432,0.012461809485648123,1.2755909396075602,0.55,0.52,0.24999999999999997,0.9728804327870435,0.8428934990586453,0.06069568682120855,0.15249999999999997,0.011913368597711494,0.01988612596378947,0.017760063594313036,0.06500000000000006,0.00018379245040654686,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9938869584160231,0.1155334518322816,0.0012145034715761653,0.007471441205958246,0.0,0.9327386661704951,1.0187041130397694,0.49432051394303667,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5896905809844157,0.011549246054493593,0.011549246054493593,0.4914372832373285,2.0116580524928476,0.01903723268402624,2.0079223318898682,0.015301512081046909,2.004893242464182,0.01227242265536077,2.002709677200345,0.010088857391523653,2.0012901961681915,0.008669376359370151,2.000416750161576,0.00779593035275461,2.0001305200148303,0.00750970020600894,True,1.0,reject,6,10,0.6805208333333334,0.70775,0.7008750000000001,0.6875,0.6813750000000001,0.6635,0.6421250000000001,0.0,0.0,0.6760117464539007,0.7141090425531915,0.7021808510638298,0.684906914893617,0.6730585106382979,0.6519747340425532,0.6298404255319149,0.3309375,0.3440056818181818,0.0008333333333333334
PT,"PT n_swap=10, tamed",c1f69d797ceb0ab5d3b22296797106e5,6301bacd8069f5c726e241e2afe2fb0c,True,2,94,0.376,902400.0,564.0,564.0,0.0,0.3252121593263408,1.242061124937868,0.3004942643058234,0.010776006417818965,0.994412749644178,0.29961828098400534,0.676619318181681,0.676619318181681,0.0,0.00010411257353112272,3.636289773232323e-05,0.06312290874604233,5.823863636363635e-05,0.07995845647190214,0.013173814206170364,1.2836681168887003,0.5650000000000001,0.5325,0.28500000000000003,0.9817055225763585,0.8459107227959057,0.06631593101433106,0.15000000000000002,0.012562764349252423,0.02146012200934866,0.01932238686934795,0.0475000000000001,0.00014138944397116033,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9942025041275393,0.11487062069182315,0.0012223250736560773,0.007441825632001924,0.0,0.9387456565678672,1.0187041130397694,0.4950325186635589,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5610402419924395,-0.02453011111779805,-0.02453011111779805,0.46324066016144594,2.0335032098401795,0.01831466380412028,2.0297822970241786,0.014593750988119325,2.0268885072051215,0.011699961169062245,2.0247615254977815,0.009572979461722309,2.0232828732972683,0.008094327261209067,2.022433395026545,0.0072448489904859414,2.0221771714780483,0.0069886254419890825,True,1.0,reject,6,10,0.6805208333333334,0.70775,0.7008750000000001,0.6875,0.6813750000000001,0.6635,0.6421250000000001,0.0,0.0,0.6760117464539007,0.7141090425531915,0.7021808510638298,0.684906914893617,0.6730585106382979,0.6519747340425532,0.6298404255319149,0.3309375,0.3440056818181818,0.0008333333333333334
