method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,339,1.695,1161546290.390387,145193.28629879837,339.0,173568.0,0.3995628461167571,0.008032602272065037,0.007586184458379441,0.08455184759031509,0.10691355074724548,0.16245926612124428,0.58,0.07999999999999999,0.15382851526668956,0.010816832004650001,0.17988024851311754,0.3110157412537279,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00047916666666666686,0.0048333333333333344,4179.710896758726,13489,0.0005070058997050147,0.99476401179941,0.0,7.374631268436578e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,339,1.695,1161546290.390387,145193.28629879837,339.0,173568.0,0.4050870924491265,0.00944888354953366,0.009005461483434951,0.08610620759024712,0.11131422685437319,0.1637738452118791,0.586,0.08599999999999997,0.1470101042087279,0.01983075196116546,0.06262592347133075,0.13356751629635022,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00047916666666666686,0.0048333333333333344,4179.710896758726,13489,0.0005070058997050147,0.99476401179941,0.0,7.374631268436578e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,339,1.695,1161546290.390387,145193.28629879837,339.0,173568.0,0.443095546340165,0.01187373577097195,0.011430736089419025,0.0975112137214883,0.12727509014902877,0.1886204283304378,0.595,0.09499999999999997,0.18382352185611117,0.0071284057674687595,0.1971008513245652,0.13218345298449286,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00047916666666666686,0.0048333333333333344,4179.710896758726,13489,0.0005070058997050147,0.99476401179941,0.0,7.374631268436578e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,339,1.695,1161546290.390387,145193.28629879837,339.0,173568.0,0.4476845105129844,0.012445480813782717,0.012001949696602732,0.0992814056162018,0.1285822127076938,0.19066796116220958,0.5975,0.0975,0.18399450045240084,0.00592852104236985,0.18590514243935635,0.23409030178836632,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00047916666666666686,0.0048333333333333344,4179.710896758726,13489,0.0005070058997050147,0.99476401179941,0.0,7.374631268436578e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,369,1.845,1264337997.5045805,158042.24968807257,369.0,188928.0,0.3538960644723558,0.005711757593586553,0.005265771832823285,0.07244739782761123,0.09197031404668501,0.13738303085731784,0.5685,0.0685,0.12770910177409678,0.015518675896342704,0.12668746565059355,0.16064707747966012,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00041250000000000016,0.0049875000000000015,929.5116180754561,14686,0.0004993224932249322,0.9949864498644987,0.0,6.775067750677507e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,369,1.845,1264337997.5045805,158042.24968807257,369.0,188928.0,0.3542213415754295,0.0057568835231964766,0.005309609763858525,0.07188850014297854,0.09012820488784878,0.1355640495108759,0.5695,0.0695,0.12020888172934582,0.0025569400674487763,0.052844789369174174,0.2060107135632826,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00041250000000000016,0.0049875000000000015,929.5116180754561,14686,0.0004993224932249322,0.9949864498644987,0.0,6.775067750677507e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,369,1.845,1264337997.5045805,158042.24968807257,369.0,188928.0,0.4245606115496712,0.010614704209029546,0.01017113539283776,0.09326522494674572,0.12123108520487663,0.17925213672495818,0.591,0.09099999999999997,0.1770872347174619,0.01133370713570181,0.21320715623747535,0.09977126986211993,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00041250000000000016,0.0049875000000000015,929.5116180754561,14686,0.0004993224932249322,0.9949864498644987,0.0,6.775067750677507e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,369,1.845,1264337997.5045805,158042.24968807257,369.0,188928.0,0.41886811443864064,0.009761988755715989,0.00931788314334081,0.0890879688430049,0.11661446205807309,0.17331557856579136,0.589,0.08899999999999997,0.16971564110151172,0.0064982166297924415,0.20508965726815143,0.16898864847861772,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00041250000000000016,0.0049875000000000015,929.5116180754561,14686,0.0004993224932249322,0.9949864498644987,0.0,6.775067750677507e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,398,1.99,1363703314.3816345,170462.91429770432,398.0,203776.0,0.3172915486301308,0.004224152743291465,0.003777272588536773,0.07041731353520886,0.08059378962348714,0.11932043469305241,0.5605,0.0605,0.11076458323488808,0.01844269490260597,0.09239840767977428,0.11859297606580455,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005646551724137933,0.0049913793103448295,3668.4271846473407,15844,0.0005040829145728644,0.9952261306532664,0.0,6.28140703517588e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,398,1.99,1363703314.3816345,170462.91429770432,398.0,203776.0,0.3131843045632099,0.003623098672636327,0.0031747605090302056,0.06105955604197322,0.07589967037479803,0.1135298569829998,0.558,0.058000000000000024,0.10642251278978587,0.0012894134868877138,0.10944374722779182,0.18162402979914105,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005646551724137933,0.0049913793103448295,3668.4271846473407,15844,0.0005040829145728644,0.9952261306532664,0.0,6.28140703517588e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,398,1.99,1363703314.3816345,170462.91429770432,398.0,203776.0,0.36450047178412925,0.00605674795091482,0.005609943556070807,0.07481829102860038,0.09537544686353294,0.1437587706790155,0.5720000000000001,0.07200000000000004,0.13925244723306968,0.0016094812761470179,0.17570921142071208,0.2358916432833037,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005646551724137933,0.0049913793103448295,3668.4271846473407,15844,0.0005040829145728644,0.9952261306532664,0.0,6.28140703517588e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,398,1.99,1363703314.3816345,170462.91429770432,398.0,203776.0,0.3800257052913485,0.00695169037395027,0.006505451176261556,0.0783020549189497,0.10119945879523064,0.15190503631388808,0.5755,0.07550000000000001,0.14765795903562817,0.001986697612517685,0.18817124689795753,0.226516902711155,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005646551724137933,0.0049913793103448295,3668.4271846473407,15844,0.0005040829145728644,0.9952261306532664,0.0,6.28140703517588e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,428,2.14,1466495021.495828,183311.8776869785,428.0,219136.0,0.2866717272843354,0.0026770607566277693,0.002227557573135308,0.05962211764100289,0.06566126720908042,0.10309908396805054,0.548,0.048000000000000015,0.0849045350090868,0.009521308357927749,0.03136431640211945,0.37806867965877766,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005458333333333335,0.005329166666666668,4708.652632866095,17123,0.0005070093457943926,1.0001752336448597,0.0,5.841121495327103e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,428,2.14,1466495021.495828,183311.8776869785,428.0,219136.0,0.2797219890148658,0.002443833690035757,0.0019942799604064643,0.05403842746528864,0.06541323438915576,0.10053401525687083,0.549,0.049000000000000016,0.09281400232671991,0.007460847498226286,0.08399975776950047,0.20942787898625081,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005458333333333335,0.005329166666666668,4708.652632866095,17123,0.0005070093457943926,1.0001752336448597,0.0,5.841121495327103e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,428,2.14,1466495021.495828,183311.8776869785,428.0,219136.0,0.30871255639797585,0.0033997043226128287,0.002950880221854413,0.05789910165342205,0.07356481678266856,0.11125119595992763,0.5565,0.056499999999999995,0.1020812092320597,0.005469070324999881,0.0761834201696798,0.2601562577231259,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005458333333333335,0.005329166666666668,4708.652632866095,17123,0.0005070093457943926,1.0001752336448597,0.0,5.841121495327103e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,428,2.14,1466495021.495828,183311.8776869785,428.0,219136.0,0.34658535909727517,0.0056549200363980034,0.0052094178415580394,0.07482940270705474,0.09147092287073166,0.1360847500254359,0.5675,0.0675,0.12585030527156643,0.023151920470119935,0.10796173129309011,0.03776476505291615,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005458333333333335,0.005329166666666668,4708.652632866095,17123,0.0005070093457943926,1.0001752336448597,0.0,5.841121495327103e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,458,2.29,1569286728.6100214,196160.84107625266,458.0,234496.0,0.17261526659132015,0.000682013559267336,0.00023306464644701208,0.03849082278677163,0.04050808324508343,0.06089356643257848,0.529,0.028999999999999998,0.05439623155910961,0.019895211618023545,0.04132387030252587,0.006043939695038136,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004166666666666668,0.004812500000000001,1516.542890007341,18278,0.0005010917030567686,0.997707423580786,0.0,5.458515283842794e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,458,2.29,1569286728.6100214,196160.84107625266,458.0,234496.0,0.23345784896687166,0.0014175824170618023,0.0009681424155297824,0.041598818727022646,0.05226148437432696,0.07816769443820802,0.54,0.04000000000000001,0.06983716833055592,0.005206361681507898,0.04102679622921511,0.06779263815479053,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004166666666666668,0.004812500000000001,1516.542890007341,18278,0.0005010917030567686,0.997707423580786,0.0,5.458515283842794e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,458,2.29,1569286728.6100214,196160.84107625266,458.0,234496.0,0.3335701874396284,0.004965969112877389,0.004519284133640333,0.07077570015490942,0.08522240414450431,0.12810262707796677,0.5640000000000001,0.06400000000000003,0.11333739881224679,0.013693945948760278,0.06032260645914408,0.1688936530988293,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004166666666666668,0.004812500000000001,1516.542890007341,18278,0.0005010917030567686,0.997707423580786,0.0,5.458515283842794e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,458,2.29,1569286728.6100214,196160.84107625266,458.0,234496.0,0.32068922027469915,0.004167161554398557,0.003719983887251921,0.06442215635535908,0.08026686733999915,0.12091585469063018,0.5595,0.0595,0.10922295938795316,0.011690572102076247,0.0807496527622758,0.1384737791604459,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004166666666666668,0.004812500000000001,1516.542890007341,18278,0.0005010917030567686,0.997707423580786,0.0,5.458515283842794e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,488,2.44,1672078435.724215,209009.8044655269,488.0,249856.0,0.17771852649552425,0.0004765364490463275,2.596264392817904e-05,0.03941740875837185,0.03587132431904384,0.059454251399295104,0.5245,0.024499999999999966,0.046393620749763984,0.0036000130292781485,0.05790519013496444,0.27961293361007133,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005333333333333336,0.005066666666666668,909.6089700587808,19494,0.0005030737704918033,0.9986680327868852,0.0,5.122950819672132e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,488,2.44,1672078435.724215,209009.8044655269,488.0,249856.0,0.1787458165311204,0.0008498555138929387,0.0004006280648988225,0.05347940592628997,0.04353635607426981,0.06657403615327187,0.529,0.028999999999999998,0.05495895999747803,0.018848862163961866,0.048989959746951424,0.07873373057386168,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005333333333333336,0.005066666666666668,909.6089700587808,19494,0.0005030737704918033,0.9986680327868852,0.0,5.122950819672132e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,488,2.44,1672078435.724215,209009.8044655269,488.0,249856.0,0.3211884595308093,0.004214593405159395,0.003767036593281703,0.06928812764465053,0.08183468916687725,0.1229112160078779,0.5615,0.0615,0.11925910096701826,0.008479785719679334,0.15370618179429343,0.16101525860072352,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005333333333333336,0.005066666666666668,909.6089700587808,19494,0.0005030737704918033,0.9986680327868852,0.0,5.122950819672132e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,488,2.44,1672078435.724215,209009.8044655269,488.0,249856.0,0.26918985617913016,0.0022885160831059848,0.0018400701024934296,0.0561107472047262,0.06324112680300778,0.09600243750701032,0.5465,0.046499999999999986,0.08765464071353332,0.01253387790370697,0.10609734857683514,0.1810063529863558,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005333333333333336,0.005066666666666668,909.6089700587808,19494,0.0005030737704918033,0.9986680327868852,0.0,5.122950819672132e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,517,2.585,1771443752.6012688,221430.4690751586,517.0,264704.0,0.1392419726673241,0.00038262912809394756,-6.726308783555623e-05,0.034242848797750525,0.031889333221994595,0.052516974970405673,0.521,0.02099999999999999,0.03465215947790288,0.012250933049219426,0.0241583566963785,0.11346218092385885,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046551724137931056,0.005090517241379311,4160.723189745968,20675,0.0005009671179883946,0.9997582205029013,0.0,7.253384912959381e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,517,2.585,1771443752.6012688,221430.4690751586,517.0,264704.0,0.1438607921814079,0.0005674589233128913,0.00011772570926127379,0.05122407936561746,0.03820475199229159,0.05953274649502588,0.5215,0.021499999999999964,0.046783640704845295,0.016602530149069206,0.07270904638504153,0.1305735649650167,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046551724137931056,0.005090517241379311,4160.723189745968,20675,0.0005009671179883946,0.9997582205029013,0.0,7.253384912959381e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,517,2.585,1771443752.6012688,221430.4690751586,517.0,264704.0,0.30906102621413695,0.003352775488810411,0.00290434889590796,0.07005238916092615,0.07583608186033822,0.11574721322980272,0.554,0.05400000000000002,0.11198209792531023,0.0007590910090768954,0.19145723038148615,0.31999329087110906,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046551724137931056,0.005090517241379311,4160.723189745968,20675,0.0005009671179883946,0.9997582205029013,0.0,7.253384912959381e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,517,2.585,1771443752.6012688,221430.4690751586,517.0,264704.0,0.28121578466950753,0.0028131212398235794,0.0023653747225518273,0.06274126823851367,0.0682701749430556,0.1016295320548585,0.55,0.05000000000000002,0.0931574968284061,0.017893415662414758,0.09487225364749854,0.12944281264713775,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.00046551724137931056,0.005090517241379311,4160.723189745968,20675,0.0005009671179883946,0.9997582205029013,0.0,7.253384912959381e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,547,2.735,1874235459.7154622,234279.4324644328,547.0,280064.0,0.10985753484171955,0.0004799236967184539,3.138249696776896e-05,0.052659860873400466,0.03304656322439119,0.05035235163486148,0.518,0.018000000000000016,0.03263254320501141,0.030812253828299108,0.018901984089979458,0.024822078279492454,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004958333333333336,0.004995833333333335,1807.5643673384218,21874,0.0005006855575868373,0.9997257769652651,0.0,9.140767824497258e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,547,2.735,1874235459.7154622,234279.4324644328,547.0,280064.0,0.16473942790032794,0.00048598763411078494,3.536140496185336e-05,0.04482069128677557,0.036353362718637594,0.05768718590103769,0.5235,0.023499999999999965,0.049492124379585306,0.0004316688942045399,0.059543791082873915,0.24031906961217808,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004958333333333336,0.004995833333333335,1807.5643673384218,21874,0.0005006855575868373,0.9997257769652651,0.0,9.140767824497258e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,547,2.735,1874235459.7154622,234279.4324644328,547.0,280064.0,0.2926313591502724,0.0027935900857628537,0.002344386992559455,0.059316005640575376,0.07037302990660588,0.10693506397181213,0.552,0.05200000000000002,0.10266040744722296,0.0025335114877432785,0.13732990938685813,0.17976890949154456,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004958333333333336,0.004995833333333335,1807.5643673384218,21874,0.0005006855575868373,0.9997257769652651,0.0,9.140767824497258e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,547,2.735,1874235459.7154622,234279.4324644328,547.0,280064.0,0.2933084926186412,0.0031113429936158177,0.002663068658851575,0.06498388528435928,0.07236971302039208,0.11171119945756662,0.552,0.05200000000000002,0.10267368774804388,0.007645647371726905,0.11368737723985789,0.21403697090006035,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004958333333333336,0.004995833333333335,1807.5643673384218,21874,0.0005006855575868373,0.9997257769652651,0.0,9.140767824497258e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,577,2.8850000000000002,1977027166.829656,247128.39585370698,577.0,295424.0,0.11097025774927437,0.00040522683857247,-4.489213374947454e-05,0.04227955070658007,0.026084306331442854,0.041688907405319026,0.51,0.010000000000000009,0.021985991195340157,0.01022970422482894,0.06501108482045606,0.23574232992162647,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004666666666666668,0.005104166666666667,1507.2432301016859,23099,0.0004989168110918545,1.0008232235701906,0.0,8.665511265164645e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,577,2.8850000000000002,1977027166.829656,247128.39585370698,577.0,295424.0,0.17837181323028695,0.0006395759416876201,0.00019045638815295973,0.04348438812437394,0.04078560049689275,0.06377181299033853,0.529,0.028999999999999998,0.05589589493014461,0.016187038100220374,0.07968809168132979,0.05798888515720557,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004666666666666668,0.005104166666666667,1507.2432301016859,23099,0.0004989168110918545,1.0008232235701906,0.0,8.665511265164645e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,577,2.8850000000000002,1977027166.829656,247128.39585370698,577.0,295424.0,0.27337950731583416,0.002577333323844355,0.0021290705719476666,0.06180645385141181,0.06702218299051732,0.10151391048392164,0.5485,0.04849999999999999,0.09437026648348054,0.012298797295691721,0.09323184835643714,0.09115068163443929,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004666666666666668,0.005104166666666667,1507.2432301016859,23099,0.0004989168110918545,1.0008232235701906,0.0,8.665511265164645e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,577,2.8850000000000002,1977027166.829656,247128.39585370698,577.0,295424.0,0.2616639885986907,0.002475725005820162,0.002028479354578505,0.05503491217751477,0.06447392548418569,0.0948545505197251,0.547,0.047000000000000014,0.08762533718030151,0.027701121155358277,0.06676997997907264,0.008900074461234087,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0004666666666666668,0.005104166666666667,1507.2432301016859,23099,0.0004989168110918545,1.0008232235701906,0.0,8.665511265164645e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,606,3.0300000000000002,2076392483.7067096,259549.0604633387,606.0,310272.0,0.07015258220793838,0.000444577279548497,-4.352212648495168e-06,0.031964000790551034,0.024136360453720536,0.03559119548549886,0.508,0.008000000000000007,0.01671637114757343,0.032978389590869406,0.035288901492407,0.01518074963275362,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005043103448275863,0.005150862068965518,3975.3093989172553,24294,0.0004991749174917491,1.0022277227722771,0.0,8.250825082508251e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,606,3.0300000000000002,2076392483.7067096,259549.0604633387,606.0,310272.0,0.20058057942899302,0.0008717698376785599,0.00042201014257448044,0.043315041890993,0.04488915462015378,0.0698146288455427,0.532,0.032,0.06323268236115082,0.00652722950525475,0.08976846560682372,0.16150396126334876,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005043103448275863,0.005150862068965518,3975.3093989172553,24294,0.0004991749174917491,1.0022277227722771,0.0,8.250825082508251e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,606,3.0300000000000002,2076392483.7067096,259549.0604633387,606.0,310272.0,0.19034614762106816,0.0007391744657897492,0.0002891104499480601,0.04298484437390382,0.04235173011516665,0.06747192004003569,0.529,0.028999999999999998,0.05823951559488295,0.004774802025669933,0.09982839814305797,0.19254233384958386,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005043103448275863,0.005150862068965518,3975.3093989172553,24294,0.0004991749174917491,1.0022277227722771,0.0,8.250825082508251e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,606,3.0300000000000002,2076392483.7067096,259549.0604633387,606.0,310272.0,0.26737386136783964,0.001839199226205901,0.0013893471235233434,0.05601119395124676,0.06036239260186682,0.09414157952057846,0.544,0.04400000000000001,0.0892447058863076,0.007989968583511753,0.142595178317419,0.2541260302498015,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005043103448275863,0.005150862068965518,3975.3093989172553,24294,0.0004991749174917491,1.0022277227722771,0.0,8.250825082508251e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,0,636,3.18,2179184190.8209033,272398.02385261294,636.0,325632.0,0.14208672869537334,0.00038983430910888295,-6.106615773693314e-05,0.03421083470114705,0.019306165079470583,0.02949152040584885,0.5035000000000001,0.003500000000000031,0.009124137268618824,0.0022907259438361693,0.0110551916406736,0.24433690105080152,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005291666666666668,0.004970833333333334,1754.2676818139357,25487,0.0005005896226415094,1.0018474842767295,0.0,9.827044025157232e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,1,636,3.18,2179184190.8209033,272398.02385261294,636.0,325632.0,0.20648230616738947,0.0009926700426213797,0.0005430517437183813,0.04510855826553717,0.045399540895459674,0.07347786556048096,0.5315,0.03149999999999997,0.05589097900850261,0.0069742163720651895,0.03272657809020653,0.22152990282228024,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005291666666666668,0.004970833333333334,1754.2676818139357,25487,0.0005005896226415094,1.0018474842767295,0.0,9.827044025157232e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,2,636,3.18,2179184190.8209033,272398.02385261294,636.0,325632.0,0.10707844970287492,0.00031031598869779575,-0.00013988376047635587,0.04112002690423289,0.028820358666205862,0.04650993986438631,0.5165,0.016499999999999987,0.034208377681212654,0.013923819670269011,0.04602451004922586,0.08566682053919672,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005291666666666668,0.004970833333333334,1754.2676818139357,25487,0.0005005896226415094,1.0018474842767295,0.0,9.827044025157232e-07,0.0
LSC-CP,"LSC-CP, tamed",67fe983bcba8cecb4eb040b92e2c557b,8da7d73e85753d4e79f54062070fbc7b,True,3,636,3.18,2179184190.8209033,272398.02385261294,636.0,325632.0,0.23849735535536024,0.0014810567445895373,0.001031564013185382,0.04871932970229398,0.055599268081527035,0.08612546714535452,0.5395,0.03949999999999998,0.0812394155714096,0.0023101120343593795,0.09196858781552572,0.15350622401483027,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0005291666666666668,0.004970833333333334,1754.2676818139357,25487,0.0005005896226415094,1.0018474842767295,0.0,9.827044025157232e-07,0.0
