method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2815603758150367,0.30120540398341533,0.02456312311922243,0.9997749572616669,0.3003361159626353,0.676619318181681,0.676619318181681,0.0,0.0013133338391664903,0.0026190264866297443,0.05443155492748561,5.823863636363635e-05,1.0086403884798638,0.01792561300325146,1.2814130247127005,0.7125,0.7075,0.53,1.005242702984871,0.8696286775364769,0.10439847447509783,0.21000000000000008,0.022795659261328535,0.04643891907259601,0.043974679388527504,0.34500000000000003,0.002544694936594693,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996144461864398,0.15020975022886454,0.0026397714863536904,0.010097215016363991,0.0,2.027344501519633,1.0187041130397694,0.49978431746064,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02183627132938284,0.0003644928842841785,0.0003644928842841785,0.019172435278581333,2.013767732507851,0.004981719309431032,2.0087191249996694,-6.688819875044771e-05,2.008757999441629,-2.801375679073459e-05,2.0088637671979304,7.775399951048811e-05,2.008839239006329,5.322580790911857e-05,2.00878703243805,1.019239630029034e-06,2.0088433728111563,5.735961273645174e-05,True,1.0,reject,1.7,,
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2824802879132675,0.30183265644936197,0.024273743250690066,0.999780426910611,0.30096337270921125,0.676619318181681,0.676619318181681,0.0,0.0017056735490378514,0.0025975243129632763,0.05743307655407745,5.823863636363635e-05,1.30995728566107,0.017949019415549827,1.2834032274031661,0.7175,0.71,0.5475000000000001,1.0059759852951866,0.8706679133191594,0.1056191502812191,0.21750000000000003,0.022635554901847016,0.04478603998505659,0.04226457641997772,0.3375,0.0025231927629282254,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996135876248803,0.14992037036033218,0.0030321111962250515,0.010075712842697523,0.0,2.3286613987008393,1.0187041130397694,0.49980772387293837,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.02029292338569206,-0.001586144526929025,-0.001586144526929025,0.020089049917574757,2.0195739104738113,0.005065345036808555,2.0145360540524626,2.7488615459869692e-05,2.0145316934129482,2.3127975945502754e-05,2.014444228394896,-6.433704210673241e-05,2.014578433023409,6.98675864061471e-05,2.01440062949776,-0.00010793593924285361,2.0145819253035238,7.335986652101667e-05,True,1.0,reject,1.7,,
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2825146350487273,0.3016639338905166,0.018285965062713988,0.9997920289445735,0.30079466584103454,0.676619318181681,0.676619318181681,0.0,0.00104915354928661,0.002204094826394152,0.05662943636418347,5.823863636363635e-05,0.8057499258521166,0.017950559335100036,1.28287576735351,0.7175,0.7125,0.5475,1.0063100357952086,0.8702322239233903,0.10541117077278743,0.15500000000000003,0.016532844811141107,0.020848329452961556,0.018448000653197627,0.29500000000000004,0.0021297632763590986,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996335502494004,0.1439325921723561,0.00237559119647381,0.0096822833561284,0.0,1.824454038891886,1.0187041130397694,0.4998092637924886,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.01871223369773807,-0.0005936736281260592,-0.0005936736281260592,0.01937201197105346,2.0178202629323527,0.004808548067674057,2.012979121254288,-3.259361039065212e-05,2.0129374460751257,-7.426878955296701e-05,2.013016574479619,4.85961494023357e-06,2.012991818889941,-1.989597473750493e-05,2.0130579891336327,4.627426895398301e-05,2.0131030451604035,9.133029572483409e-05,True,1.0,reject,1.7,,
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2816791373679937,0.3013881891909278,0.023532106803667102,0.9997721347391756,0.3005188975369313,0.676619318181681,0.676619318181681,0.0,0.0015167938347655462,0.0025489963761586775,0.05529568341512177,5.823863636363635e-05,1.1648976650999396,0.017923193225330536,1.2819867796148936,0.7125,0.7075,0.54,1.0056966685575293,0.8692665215186703,0.10461034145472618,0.20750000000000002,0.021764642945773197,0.04222702926566313,0.039733514178249774,0.3400000000000001,0.0024746648261236275,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996084607606373,0.1491787339133092,0.0028432314819527463,0.010027184905892925,0.0,2.183601778139709,1.0187041130397694,0.4997818976827191,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020969585126447646,0.00033208869385915185,0.00033208869385915185,0.020570955481467944,2.0154662026413606,0.005042616703121894,2.0104526101884144,2.9024250175702093e-05,2.0104646540068094,4.106806857073764e-05,2.0104161959489604,-7.389989278294706e-06,2.0103946201545404,-2.8965783698264858e-05,2.010414724488721,-8.861449517727493e-06,2.0105108051996616,8.72192614229661e-05,True,1.0,reject,1.7,,
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,0,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2518935666860216,0.2996840778657288,0.011571457190040602,0.9963190040838755,0.29881049505123636,0.676619318181681,0.676619318181681,0.0,0.03837313998235355,2.1972307941613492e-05,0.05558087755098653,0.0003584280303030303,29.47057150644753,0.014747910868262992,1.2798094656344408,0.585,0.585,0.31750000000000006,0.981820317183199,0.8507813938345626,0.074972419471487,0.545,0.07318912748069843,0.37920297669165215,0.3768312797918981,0.48000000000000004,0.004208240482180715,0.0024999999999999467,0.00041666666666666664,0.9975,0.9997244318181817,0.0022244318181816602,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.996149052614615,0.11407516991960151,0.03969957762954075,0.007456216221792634,0.00041666666666666664,30.4892756194873,1.0187041130397694,0.49660661532565153,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.3656700527885362,0.0011373054572665774,0.0011373054572665774,0.3059385688490314,2.01937267808683,0.014886598838110832,2.0156445699759336,0.01115849072721442,2.0127145518432745,0.008228472594555392,2.010478918206488,0.005992838957769031,2.0088122244313813,0.004326145182662167,2.0077109294564353,0.0032248502077161234,2.0074790850812136,0.002993005832494511,True,1.0,reject,1.7,0.00014880952380952382,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,1,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2547781938387166,0.3017445258699758,5.2019468444269856e-05,0.9964311788215638,0.30087106686526677,0.676619318181681,0.676619318181681,0.0,0.03275102531285044,0.0007172223964182203,0.06444538254266675,5.823863636363635e-05,25.15278744026914,0.014861100020013951,1.2858865837447733,0.615,0.5900000000000001,0.33999999999999997,0.9869557461573285,0.8498331257801379,0.07657331001939455,0.5225,0.07756740811086511,0.3726516260415212,0.3702108921981072,0.455,0.004550957341328911,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9962309925552346,0.12559460764119784,0.03407746296003764,0.008195410926152467,0.0,26.17149155330891,1.0187041130397694,0.4967198044774025,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.34039055580926497,-0.009362258809670579,-0.009362258809670579,0.3128266623470048,2.0366695495011036,0.015134889081614755,2.0325718440380274,0.01103718361853856,2.0294107346192876,0.007876074199798744,2.0270958561367287,0.005561195717239897,2.025591529087506,0.004056868668017355,2.0247226882561087,0.0031880278366198667,2.0244090931463057,0.002874432726816867,True,1.0,reject,1.7,0.00014880952380952382,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,2,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2492272651555028,0.2999984407870441,0.05622916379572146,0.9957188728314014,0.29912410582343973,0.676619318181681,0.676619318181681,0.0,0.7780971059768717,0.004432982163613832,0.057022254603511645,0.0011917613636363636,597.5785773902375,0.01436610026296592,1.2805605586169215,0.6125,0.545,0.3175,0.9892353950784047,0.8425801831520232,0.07485707646408067,0.5349999999999999,0.1353594322578143,0.38096683637146417,0.3785403426879241,0.44,0.008389144824224582,0.007499999999999951,0.00125,0.9925,0.9997244318181817,0.007224431818181665,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9954354823309904,0.18187579090536357,0.7794235436240589,0.011911170693348079,0.00125,598.5972815032773,1.0187041130397694,0.49622480472035446,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.3182595411631575,-0.0018699928297464777,-0.0018699928297464777,0.46449332402106713,2.0259168900791837,0.020047046217701592,2.01996130473251,0.014091460871027639,2.015223263617264,0.009353419755781633,2.012141755399649,0.006271911538166641,2.0102383972385183,0.004368553377036122,2.0091462179374306,0.003276374075948496,2.0086988562855175,0.0028290124240353265,True,1.0,reject,1.7,0.00014880952380952382,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,3,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2507628654013518,0.3003772679299851,0.05105315886467765,0.9957895390335448,0.29950301668655466,0.676619318181681,0.676619318181681,0.0,0.6143152147154641,0.003976725511092749,0.05909817184685744,0.0003584280303030303,471.79408490147654,0.014429015874410589,1.2819325789993816,0.605,0.5800000000000001,0.3225,0.9854325445666391,0.8452465589130991,0.07389497939858705,0.56,0.13632441328739017,0.40332724294379885,0.4009859600068807,0.47750000000000004,0.008271807989666015,0.0024999999999999467,0.00041666666666666664,0.9975,0.9997244318181817,0.0022244318181816602,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9955253898991374,0.17669978597431976,0.6156416523626513,0.011454914040826996,0.00041666666666666664,472.8127890145163,1.0187041130397694,0.49628772033179913,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.4358885889121924,-0.013472184390578804,-0.013472184390578804,0.33493176420229204,2.0279481935642565,0.01793799281024855,2.022220736543843,0.01221053578983522,2.018753351846491,0.008743151092482915,2.0166233270797393,0.006613126325731411,2.0151716981983476,0.005161497444339691,2.0143482511853597,0.004338050431351714,2.0140511485552435,0.004040947801235539,True,1.0,reject,1.7,0.00014880952380952382,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,0,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.236990733623477,0.29806110589350865,0.04118280619286557,0.9933968665627696,0.2971839799793605,0.676619318181681,0.676619318181681,0.0,0.20429269816461954,0.0033268075793289427,0.05438931698074428,0.002025094696969697,156.89679219042782,0.01135871974543845,1.2771068163884562,0.5525,0.52,0.24500000000000005,0.9753954926838855,0.8396840832457377,0.05774767919468076,0.5075000000000001,0.11276993216837941,0.3456928780811704,0.3432127416197664,0.42250000000000004,0.006997438028488704,0.012499999999999956,0.0020833333333333333,0.9875,0.9997244318181817,0.012224431818181669,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9932136997795448,0.16682943330250768,0.20561913581180674,0.01080499610906319,0.0020833333333333333,157.9154963034676,1.0187041130397694,0.493217424202827,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5967867433781449,0.06721492502343832,0.06721492502343832,0.5963970000737335,2.019488394024038,0.02281642393223904,2.0140858959695063,0.017413925877707515,2.0105146600076145,0.01384268991581572,2.0076794868971852,0.011007516805386475,2.0056948482277694,0.009022878135970691,2.0045939430543758,0.007921972962577017,2.0042126767763078,0.007540706684509013,True,1.0,reject,1.7,0.00016566265060240963,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,6301bacd8069f5c726e241e2afe2fb0c,True,1,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2398830606900924,0.3018072647762863,0.020281779261066835,0.9930561182278029,0.30092958481386545,0.676619318181681,0.676619318181681,0.0,0.19896576062506297,0.0019157115733608654,0.07147805915021971,0.000775094696969697,152.8057041600483,0.01202956392708443,1.288458528038674,0.5575,0.5175000000000001,0.2875,0.9861451570991068,0.8418735345976489,0.06585409180497923,0.4700000000000001,0.09004357061663734,0.3007966746085192,0.29833789866181837,0.4175,0.005443652657476523,0.0050000000000000044,0.0008333333333333333,0.995,0.9997244318181817,0.004724431818181718,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9927873993020283,0.14592840637070895,0.20029219827225017,0.009393900103095112,0.0008333333333333333,153.82440827308807,1.0187041130397694,0.493888268384473,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.6011419869168229,-0.036907780943885325,-0.036907780943885325,0.6739502731236615,2.051356852792219,0.022916942033595067,2.046659902740671,0.01821999198204738,2.0430824049501046,0.014642494191480893,2.0403833338453374,0.0119434230867137,2.0385577682341687,0.010117857475544945,2.0373110574638287,0.008871146705204946,2.0369212080168375,0.008481297258213782,True,1.0,reject,1.7,0.00016566265060240963,0.0
