method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,0,0,0.0,0.0,0.0,0.0,0.0,0.7386961303287244,0.5189827536033897,0.5184844202311172,0.79,0.5302852357412255,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,1,0,0.0,0.0,0.0,0.0,0.0,0.7359460159648705,0.5167632854745816,0.5162640222567177,0.7937500000000001,0.5301911425448793,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,2,0,0.0,0.0,0.0,0.0,0.0,0.7378114450885651,0.5188905815946128,0.5183918844660175,0.8037500000000001,0.5337523448869914,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,3,0,0.0,0.0,0.0,0.0,0.0,0.7356934717207231,0.5159745748151687,0.5154757714204212,0.80125,0.5313155194764592,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,0,8,0.04,25600.0,8.0,8.0,0.0,0.72817051619207,0.511032077163906,0.5105280100369806,0.7725,0.5175890714767883,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,1,8,0.04,25600.0,8.0,8.0,0.0,0.7271793250940437,0.5101945102619528,0.5096892986389222,0.7625000000000001,0.5149956249781975,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,2,8,0.04,25600.0,8.0,8.0,0.0,0.7289587819235543,0.511900949321252,0.5113967095692845,0.77125,0.5144158775715955,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,3,8,0.04,25600.0,8.0,8.0,0.0,0.7264164861414812,0.5083998809599883,0.5078959577982537,0.77,0.5166062689708706,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,0,17,0.085,54400.0,17.0,17.0,0.0,0.7225081158685691,0.5054143120584327,0.5049058303836346,0.7575000000000001,0.5094598150316185,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,c87203a12406cc5114b7ffa2d8877465,True,1,17,0.085,54400.0,17.0,17.0,0.0,0.7193643944857951,0.5021268065899166,0.5016174639565834,0.75625,0.511843608924532,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,0.0,0.0
