schema_version,method,seed,seeds,warmup_steps,burn_in_steps,steps_per_draw,dt,equilibrium_initialized,initialization_method,n_draws_per_chain,n_chains,trace_start,trace_stop,trace_interval,wallclock_s,gradient_evals,potential_evals,score_quadrature_evals,worst_basin_name,worst_basin_ess,worst_basin_ess_per_second,worst_basin_ess_per_gradient_eval,worst_basin_ess_per_potential_eval,worst_basin_ess_per_score_quadrature_eval,label_transition_count,no_label_transition_chain_count,all_chains_no_label_transition,kind,name,index,mean,target,signed_bias,absolute_bias,sample_sd,iat,iat_saved_draws,iat_sampler_time,iat_min_chain,iat_median_chain,iat_max_chain,ess,rhat,mcse,constant_chain_count,finite_iat_chain_count,ess_per_second,ess_per_gradient_eval,ess_per_potential_eval,ess_per_score_quadrature_eval,basin_id,basin_transition_count,no_basin_transition_chain_count,unvisited_chain_count,always_in_basin_chain_count,unvisited
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,basin,basin_0,0,0.5605625,0.5697203994529417,-0.009157899452941765,0.009157899452941765,0.49632638627726977,35.49988771622055,35.49988771622055,1.4199955086487916,19.55481490822475,35.43375160207507,inf,901.4113017990932,1.0833467339014673,0.01653125651314754,1,31,0.05747543955268132,0.0003521137897652708,0.0003521137897652708,,0.0,1488.0,1.0,1.0,0.0,False
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,basin,basin_1,1,0.408125,0.42198385707540725,-0.013858857075407238,0.013858857075407238,0.491494184430667,35.49870149653597,35.49870149653597,1.4199480598614087,19.554814908224742,35.43375160207507,inf,901.4414232341039,1.0727456190066111,0.016370035753440156,1,31,0.057477360143996015,0.00035212555595082184,0.00035212555595082184,,1.0,1492.0,1.0,1.0,0.0,False
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,basin,basin_2,2,0.0313125,0.008295743471651117,0.023016756528348885,0.023016756528348885,0.1741636450273895,63.67858917835672,63.67858917835672,2.5471435671342144,1.9899559118236474,1.9899559118236474,inf,502.5236961574561,22.22588490565353,0.007769252436393009,31,1,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,2.0,4.0,31.0,30.0,1.0,False
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,energy,energy,0,166.5123609814548,166.4754668351241,0.03689414633069532,0.03689414633069532,13.59258358449913,11.591594380671415,11.591594380671415,0.4636637752268467,7.744290254041061,11.936885991287184,33.20972801262789,2760.6210974185656,1.0148170341341272,0.2587012999122573,0,32,0.17602165703476114,0.0010783676161791273,0.0010783676161791273,,,,,,,
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,cv,cv_0,0,-1.9068877477831698,-1.959268228634772,0.052380480851602185,0.052380480851602185,0.8154766696920416,30.082468450485884,30.082468450485884,1.2032987380194098,11.439785680304604,32.30309759405097,99.59207712730827,1063.7424934948497,1.1471309138620294,0.025003067102649143,0,32,0.06782593835073573,0.0004155244115214257,0.0004155244115214257,,,,,,,
1,MALA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,15683.417279007845,2560000.0,2560000.0,0.0,basin_2,502.5236961574561,0.03204172198045645,0.00019629831881150627,0.00019629831881150627,,1492,1,False,cv,cv_1,1,2.2732557793554675,2.2007955994249064,0.07246017993056109,0.07246017993056109,0.837342555759869,27.862952173994447,27.862952173994447,1.1145180869597542,7.134986456347187,31.179020535109377,117.80604425251285,1148.4784455061017,1.1423817273448467,0.024708235909462164,0,32,0.0732288394215802,0.000448624392775821,0.000448624392775821,,,,,,,
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,basin,basin_0,0,0.579375,0.5697203994529417,0.009654600547058245,0.009654600547058245,0.4936671198548556,17.977919024154275,17.977919024154275,0.7191167609661556,12.441375775113684,17.588950983580652,32.75499629118151,1779.9612934626264,1.0179078250985354,0.011701160146421582,0,32,0.11290709534924735,0.0001738243450647096,0.0001738243450647096,,0.0,4429.0,0.0,0.0,0.0,False
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,basin,basin_1,1,0.39703125,0.42198385707540725,-0.02495260707540725,0.02495260707540725,0.4892902185075058,18.131252257617607,18.131252257617607,0.7252500903046888,12.441375775113684,17.355677641247787,42.213093608146224,1764.908432430839,1.0212604926812077,0.011646768541438467,0,32,0.1119522572738144,0.00017235433910457412,0.00017235433910457412,,1.0,4270.0,0.0,0.0,0.0,False
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,basin,basin_2,2,0.02359375,0.008295743471651117,0.015298006528348883,0.015298006528348883,0.1517820967451049,31.68433883198459,31.68433883198459,1.2673735532793566,2.6508225806451615,19.774629754085822,inf,1009.9626875501267,1.0975676913702774,0.0047760392067920186,20,12,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,2.0,431.0,20.0,20.0,0.0,False
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,energy,energy,0,166.58170941941282,166.4754668351241,0.10624258428870803,0.10624258428870803,13.611705070560719,8.590627631161052,8.590627631161052,0.34362510524643475,5.954252951193969,8.464018124805339,33.29687417361409,3724.9897648834644,1.0094544419913098,0.22302317212850517,0,32,0.23628478669921066,0.00036376853172690084,0.00036376853172690084,,,,,,,
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,cv,cv_0,0,-1.9523058356182912,-1.959268228634772,0.006962393016480828,0.006962393016480828,0.7723685321686625,17.33818706255995,17.33818706255995,0.6935274825023832,9.446761176398514,17.45673243580811,44.49391909864103,1845.6370256323248,1.0209585156153553,0.01797841596411459,0,32,0.11707306018311775,0.00018023799078440672,0.00018023799078440672,,,,,,,
1,PT,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:cold_draw_replicated_over_ladder_then_charged_settling,1000,32,40.04,80.0,0.03999999999999915,15764.831146853976,10240000.0,10240000.0,0.0,basin_2,1009.9626875501267,0.06406428829728852,9.862916870606705e-05,9.862916870606705e-05,,4565,0,False,cv,cv_1,1,2.2664106547257448,2.2007955994249064,0.06561505530083833,0.06561505530083833,0.8028790074100357,17.264951609938418,17.264951609938418,0.690598064397522,9.93085114118668,17.01615655762948,73.15753028798076,1853.465953624769,1.0289711486324773,0.01864909650280785,0,32,0.11756966734113394,0.00018100253453366886,0.00018100253453366886,,,,,,,
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,basin,basin_0,0,0.57840625,0.5697203994529417,0.008685850547058283,0.008685850547058283,0.4938219118148322,93.225338774507,93.225338774507,3.7290135509802003,21.19969132276174,122.20348517846341,inf,343.25431712725066,1.2962833365248445,0.02665399748773471,1,31,0.03573692146243614,0.00013408371762783228,,,0.0,199.0,1.0,1.0,0.0,False
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,basin,basin_1,1,0.39034375,0.42198385707540725,-0.031640107075407264,0.031640107075407264,0.48783495549512573,93.225338774507,93.225338774507,3.7290135509802003,21.19969132276174,122.2034851784634,inf,343.25431712725066,1.2804184902228584,0.026330852007781867,1,31,0.03573692146243614,0.00013408371762783228,,,1.0,199.0,1.0,1.0,0.0,False
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,basin,basin_2,2,0.03125,0.008295743471651117,0.022954256528348885,0.022954256528348885,0.17399535503710065,inf,inf,inf,inf,inf,inf,0.0,4893844226380972.0,,32,0,0.0,0.0,,,2.0,0.0,32.0,31.0,1.0,False
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,energy,energy,0,167.8237215907017,166.4754668351241,1.3482547555775852,1.3482547555775852,13.832319039429569,29.70371446295788,29.70371446295788,1.18814857851829,20.74748052066485,29.63850581708886,77.0211053962085,1077.3063429459542,1.040236958658282,0.42142994245712406,0,32,0.11216060584773753,0.0004208227902132633,,,,,,,,
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,cv,cv_0,0,-1.9386608743378022,-1.959268228634772,0.020607354296969804,0.020607354296969804,0.812221820670768,71.25769765718971,71.25769765718971,2.8503079062875276,21.167810344972185,91.14570241321414,265.12136672678713,449.0742902464698,1.2646026898238365,0.03832794694845263,0,32,0.04675405913507523,0.00017541964462752726,,,,,,,,
1,BAOAB,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9605.033200412989,2560000.0,0.0,0.0,basin_2,0.0,0.0,0.0,,,199,1,False,cv,cv_1,1,2.297043980276611,2.2007955994249064,0.09624838085170451,0.09624838085170451,0.8339572014120296,62.723487604121885,62.723487604121885,2.508939504164822,15.21207724564572,73.34814176257802,248.46076127147614,510.1757128361133,1.28630624692745,0.03692188568100794,0,32,0.05311545542749162,0.00019928738782660674,,,,,,,,
1,ULA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9642.211159576662,2560000.0,0.0,0.0,basin_2,710.3553500332781,0.07367141605561624,0.00027748255860674925,,,1625,1,False,basin,basin_0,0,0.55290625,0.5697203994529417,-0.016814149452941685,0.016814149452941685,0.49720081856466647,36.95594062862992,36.95594062862992,1.4782376251451652,20.9658194274529,36.46050574712644,inf,865.8959684335424,1.0684823352726986,0.01689658650754198,1,31,0.0898026349042909,0.0003382406126693525,,,0.0,1613.0,1.0,1.0,0.0,False
1,ULA,,"[0, 1, 2, 3]",20,40000,40,0.001,False,wt_metadynamics_reweighted_sir:reference_draw_then_charged_kernel_settling,1000,32,40.04,80.0,0.03999999999999915,9642.211159576662,2560000.0,0.0,0.0,basin_2,710.3553500332781,0.07367141605561624,0.00027748255860674925,,,1625,1,False,basin,basin_1,1,0.4155625,0.42198385707540725,-0.006421357075407252,0.006421357075407252,0.4928264385441177,36.8132456563751,36.8132456563751,1.4725298262549726,20.9658194274529,36.46050574712644,inf,869.2523419069523,1.0591928146228395,0.0167155651106782,1,31,0.09015072658345688,0.00033955169605740323,,,1.0,1625.0,1.0,1.0,0.0,False
