method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,mh_accept,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative,mh_accept_fraction_cumulative
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,0,0,0.0,0.0,0.0,0.0,0.0,1.3565865642368689,0.4660518788745809,0.46596839616966557,0.6104066164630982,0.7003987504946672,1.0123604623296725,1.0,0.5,0.9990051980248763,0.03610060505213841,1.0046424308433157,0.015561841552139577,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,1,0,0.0,0.0,0.0,0.0,0.0,1.35729997256616,0.4661716230507065,0.46608813926516635,0.6133941827546463,0.7007582049105068,1.0126475693618795,1.0,0.5,0.999829463304567,0.03775219192548995,1.0071358966835087,0.018924156276482473,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,2,0,0.0,0.0,0.0,0.0,0.0,1.3574464960083545,0.4662391167935356,0.4661556328739569,0.6111459419254994,0.7008810196562524,1.0130773001744717,1.0,0.5,1.0002817156936223,0.03865675821101289,1.008494475513788,0.02073910933606904,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,3,0,0.0,0.0,0.0,0.0,0.0,1.3568076035780516,0.4661139881885734,0.46603048339105924,0.6096689513894922,0.7005536092321969,1.0126185499127578,1.0,0.5,0.9999521764739933,0.03806755055878197,1.0077109416791235,0.01982320724709552,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,4,0,0.0,0.0,0.0,0.0,0.0,1.3572754104735216,0.4662265885781428,0.466143098495291,0.6140186996527326,0.7008102928686613,1.0129121689727327,1.0,0.5,1.0003450076579066,0.03880389705126075,1.0087480911523319,0.02112395623424812,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,5,0,0.0,0.0,0.0,0.0,0.0,1.3579072201191655,0.46634578299545093,0.46626231394739026,0.6146458557840102,0.7011474343884229,1.0135480688706058,1.0,0.5,1.0006329247751533,0.03930965221877858,1.009401572344471,0.02185409297621932,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,6,0,0.0,0.0,0.0,0.0,0.0,1.3579546660673611,0.4663452423401233,0.46626176843125855,0.614922494062178,0.7011477905205292,1.013470581950039,1.0,0.5,1.0007421425129739,0.039544447467823485,1.0097844036397923,0.02241363623282633,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,7,0,0.0,0.0,0.0,0.0,0.0,1.3571986512665235,0.4661839932658839,0.4661005253933497,0.6163699070344331,0.7007151842801828,1.0124829858734068,1.0,0.5,0.9995261203270668,0.03709187794912672,1.0060660761923554,0.01739135402498959,False,nan,reject,,,,
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,0,1,0.16,48000.0,1.0,1.0,0.0,1.3147876767944415,0.45412115178404033,0.45403505424139734,0.5016009410148845,0.6799298074862873,0.9822557250330427,1.0,0.5,0.9816338778433767,0.010744861636005187,0.979152817883366,0.003081716336800211,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,1,1,0.16,48000.0,1.0,1.0,0.0,1.3137388166194575,0.45380627563467757,0.45372012926182836,0.5013512111919065,0.6794067846416083,0.9810960674920961,1.0,0.5,0.980600620280224,0.008899941072625372,0.9766275863281778,0.006196240342841497,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,2,1,0.16,48000.0,1.0,1.0,0.0,1.3142398160427016,0.4538364563533088,0.4537502697479566,0.5015463986904183,0.6797098013105464,0.9821108298584431,1.0,0.5,0.981905201325047,0.011596419890019694,0.9808959347461235,9.925826299050922e-05,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,3,1,0.16,48000.0,1.0,1.0,0.0,1.3167725689007315,0.4548204310769325,0.4547344760685864,0.5035173927282917,0.680864544963898,0.9835706204103223,1.0,0.5,0.9829030282096642,0.012714607086967367,0.9814878032453048,0.000594730098650631,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,4,1,0.16,48000.0,1.0,1.0,0.0,1.3115147031625682,0.45352318707532224,0.4534370329169195,0.5027423950382708,0.6784069809477445,0.9789771984436386,1.0,0.5,0.9784209139495822,0.004627984735092849,0.9703858238110621,0.014315782740359717,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,5,1,0.16,48000.0,1.0,1.0,0.0,1.3183033731626161,0.45521011654264176,0.4551242303968833,0.5038666583986293,0.6815537080969959,0.9841380539898383,1.0,0.5,0.983922018834605,0.014479394555560465,0.9838566373791741,0.0023450965956974823,False,nan,reject,0.6428125,0.0,0.0,0.6428125
MALA,"MALA, canonical",30b2f4f94a3631decfa9212f4ad34940,8da7d73e85753d4e79f54062070fbc7b,False,6,1,0.16,48000.0,1.0,1.0,0.0,1.3185983797788088,0.455032068024498,0.45494606716147323,0.5036254478508508,0.6818584739992747,0.9862428582241186,1.0,0.5,0.9858500293770451,0.0187022984211227,0.9906223575547222,0.011869922930617505,False,nan,reject,0.6428125,0.0,0.0,0.6428125
