step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8345679289892053,0.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,0.0,0.0,0.0
1,0.16,0,0,0,8000,0,0,8000,0,0.0,0.8345679289892053,8000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,1.0,0.0,1.0
2,0.32,0,0,0,16000,0,0,16000,0,0.0,0.8345679289892053,16000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,2.0,0.0,2.0
3,0.48,0,0,0,24000,0,0,24000,0,0.0,0.8345679289892053,24000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,3.0,0.0,3.0
4,0.64,0,0,0,32000,0,0,32000,0,0.0,0.8345679289892053,32000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,4.0,0.0,4.0
5,0.8,0,0,0,40000,0,0,40000,0,0.0,0.8345679289892053,40000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,5.0,0.0,5.0
6,0.96,0,0,0,48000,0,0,48000,0,0.0,0.8345679289892053,48000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,6.0,0.0,6.0
7,1.12,0,0,0,56000,0,0,56000,0,0.0,0.8345679289892053,56000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,7.0,0.0,7.0
8,1.28,0,0,0,64000,0,0,64000,0,0.0,0.8345679289892053,64000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,8.0,0.0,8.0
9,1.44,0,0,0,72000,0,0,72000,0,0.0,0.8345679289892053,72000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,9.0,0.0,9.0
10,1.6,0,0,0,80000,0,0,80000,0,0.0,0.8345679289892053,80000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,10.0,0.0,10.0
11,1.76,0,0,0,88000,0,0,88000,0,0.0,0.8345679289892053,88000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,11.0,0.0,11.0
12,1.92,0,0,0,96000,0,0,96000,0,0.0,0.8345679289892053,96000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,12.0,0.0,12.0
13,2.08,0,0,0,104000,0,0,104000,0,0.0,0.8345679289892053,104000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,13.0,0.0,13.0
14,2.24,0,0,0,112000,0,0,112000,0,0.0,0.8345679289892053,112000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,14.0,0.0,14.0
15,2.4,0,0,0,120000,0,0,120000,0,0.0,0.8345679289892053,120000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,15.0,0.0,15.0
16,2.56,0,0,0,128000,0,0,128000,0,0.0,0.8345679289892053,128000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,16.0,0.0,16.0
17,2.72,0,0,0,136000,0,0,136000,0,0.0,0.8345679289892053,136000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,17.0,0.0,17.0
18,2.88,0,0,0,144000,0,0,144000,0,0.0,0.8345679289892053,144000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,18.0,0.0,18.0
19,3.04,0,0,0,152000,0,0,152000,0,0.0,0.8345679289892053,152000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,19.0,0.0,19.0
20,3.2,0,0,0,160000,0,0,160000,0,0.0,0.8345679289892053,160000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,20.0,0.0,20.0
21,3.36,0,0,0,168000,0,0,168000,0,0.0,0.8345679289892053,168000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,21.0,0.0,21.0
22,3.52,0,0,0,176000,0,0,176000,0,0.0,0.8345679289892053,176000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,22.0,0.0,22.0
23,3.68,0,0,0,184000,0,0,184000,0,0.0,0.8345679289892053,184000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,23.0,0.0,23.0
24,3.84,0,0,0,192000,0,0,192000,0,0.0,0.8345679289892053,192000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,24.0,0.0,24.0
25,4.0,0,0,0,200000,0,0,200000,0,0.0,0.8345679289892053,200000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,25.0,0.0,25.0
26,4.16,0,0,0,208000,0,0,208000,0,0.0,0.8345679289892053,208000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,26.0,0.0,26.0
27,4.32,0,0,0,216000,0,0,216000,0,0.0,0.8345679289892053,216000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,27.0,0.0,27.0
28,4.48,0,0,0,224000,0,0,224000,0,0.0,0.8345679289892053,224000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,28.0,0.0,28.0
29,4.64,0,0,0,232000,0,0,232000,0,0.0,0.8345679289892053,232000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,29.0,0.0,29.0
30,4.8,0,0,0,240000,0,0,240000,0,0.0,0.8345679289892053,240000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,30.0,0.0,30.0
31,4.96,0,0,0,248000,0,0,248000,0,0.0,0.8345679289892053,248000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,31.0,0.0,31.0
32,5.12,0,0,0,256000,0,0,256000,0,0.0,0.8345679289892053,256000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,32.0,0.0,32.0
33,5.28,0,0,0,264000,0,0,264000,0,0.0,0.8345679289892053,264000.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,33.0,0.0,33.0
