minimum_sine,closest_edge_direction_pair_a,closest_edge_direction_pair_b,edge_length_min,edge_length_max,edge_length_ratio
0.030161134610162586,--->+-,-+->++,1.4071411575647692,2.9500098841387157,2.0964562569146015
