step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8523901073971654,0.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,0.0,0.0,0.0
2,0.02,1024000,0,8000,0,0,0,8000,1024000,1024000.0,0.8523901073971654,880847.4699746973,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,2.0,256.0,220.21186749367433
4,0.04,2048000,0,16000,0,0,0,16000,2048000,2048000.0,0.8523901073971654,1761694.9399493947,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,4.0,512.0,440.42373498734867
6,0.06,3072000,0,24000,0,0,0,24000,3072000,3072000.0,0.8523901073971654,2642542.409924092,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,6.0,768.0,660.6356024810229
8,0.08,4096000,0,32000,0,0,0,32000,4096000,4096000.0,0.8523901073971654,3523389.8798987893,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,8.0,1024.0,880.8474699746973
10,0.1,5120000,0,40000,0,0,0,40000,5120000,5120000.0,0.8523901073971654,4404237.349873487,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,10.0,1280.0,1101.0593374683717
13,0.13,6656000,0,52000,0,0,0,52000,6656000,6656000.0,0.8523901073971654,5725508.554835533,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,13.0,1664.0,1431.3771387088832
15,0.15,7680000,0,60000,0,0,0,60000,7680000,7680000.0,0.8523901073971654,6606356.02481023,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,15.0,1920.0,1651.5890062025576
17,0.17,8704000,0,68000,0,0,0,68000,8704000,8704000.0,0.8523901073971654,7487203.494784927,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,17.0,2176.0,1871.8008736962317
19,0.19,9728000,0,76000,0,0,0,76000,9728000,9728000.0,0.8523901073971654,8368050.964759625,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,19.0,2432.0,2092.012741189906
21,0.21,10752000,0,84000,0,0,0,84000,10752000,10752000.0,0.8523901073971654,9248898.434734322,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,21.0,2688.0,2312.2246086835808
23,0.23,11776000,0,92000,0,0,0,92000,11776000,11776000.0,0.8523901073971654,10129745.904709019,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,23.0,2944.0,2532.436476177255
25,0.25,12800000,0,100000,0,0,0,100000,12800000,12800000.0,0.8523901073971654,11010593.374683717,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,25.0,3200.0,2752.6483436709295
27,0.27,13824000,0,108000,0,0,0,108000,13824000,13824000.0,0.8523901073971654,11891440.844658414,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,27.0,3456.0,2972.8602111646037
29,0.29,14848000,0,116000,0,0,0,116000,14848000,14848000.0,0.8523901073971654,12772288.31463311,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,29.0,3712.0,3193.072078658278
31,0.31,15872000,0,124000,0,0,0,124000,15872000,15872000.0,0.8523901073971654,13653135.784607809,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,31.0,3968.0,3413.2839461519525
33,0.33,16896000,0,132000,0,0,0,132000,16896000,16896000.0,0.8523901073971654,14533983.254582506,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,33.0,4224.0,3633.4958136456266
35,0.35000000000000003,17920000,0,140000,0,0,0,140000,17920000,17920000.0,0.8523901073971654,15414830.724557204,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,35.0,4480.0,3853.7076811393013
38,0.38,19456000,0,152000,0,0,0,152000,19456000,19456000.0,0.8523901073971654,16736101.92951925,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,38.0,4864.0,4184.025482379812
40,0.4,20480000,0,160000,0,0,0,160000,20480000,20480000.0,0.8523901073971654,17616949.399493948,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,40.0,5120.0,4404.237349873487
42,0.42,21504000,0,168000,0,0,0,168000,21504000,21504000.0,0.8523901073971654,18497796.869468644,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,42.0,5376.0,4624.4492173671615
44,0.44,22528000,0,176000,0,0,0,176000,22528000,22528000.0,0.8523901073971654,19378644.33944334,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,44.0,5632.0,4844.661084860835
46,0.46,23552000,0,184000,0,0,0,184000,23552000,23552000.0,0.8523901073971654,20259491.809418038,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,46.0,5888.0,5064.87295235451
48,0.48,24576000,0,192000,0,0,0,192000,24576000,24576000.0,0.8523901073971654,21140339.279392734,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,48.0,6144.0,5285.0848198481835
50,0.5,25600000,0,200000,0,0,0,200000,25600000,25600000.0,0.8523901073971654,22021186.749367435,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,50.0,6400.0,5505.296687341859
52,0.52,26624000,0,208000,0,0,0,208000,26624000,26624000.0,0.8523901073971654,22902034.21934213,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,52.0,6656.0,5725.508554835533
54,0.54,27648000,0,216000,0,0,0,216000,27648000,27648000.0,0.8523901073971654,23782881.689316828,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,54.0,6912.0,5945.720422329207
56,0.56,28672000,0,224000,0,0,0,224000,28672000,28672000.0,0.8523901073971654,24663729.159291524,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,56.0,7168.0,6165.932289822881
58,0.58,29696000,0,232000,0,0,0,232000,29696000,29696000.0,0.8523901073971654,25544576.62926622,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,58.0,7424.0,6386.144157316556
60,0.6,30720000,0,240000,0,0,0,240000,30720000,30720000.0,0.8523901073971654,26425424.09924092,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,60.0,7680.0,6606.35602481023
63,0.63,32256000,0,252000,0,0,0,252000,32256000,32256000.0,0.8523901073971654,27746695.304202966,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,63.0,8064.0,6936.673826050742
65,0.65,33280000,0,260000,0,0,0,260000,33280000,33280000.0,0.8523901073971654,28627542.774177663,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,65.0,8320.0,7156.8856935444155
67,0.67,34304000,0,268000,0,0,0,268000,34304000,34304000.0,0.8523901073971654,29508390.24415236,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,67.0,8576.0,7377.09756103809
69,0.6900000000000001,35328000,0,276000,0,0,0,276000,35328000,35328000.0,0.8523901073971654,30389237.714127056,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,69.0,8832.0,7597.309428531764
71,0.71,36352000,0,284000,0,0,0,284000,36352000,36352000.0,0.8523901073971654,31270085.184101757,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,71.0,9088.0,7817.521296025439
73,0.73,37376000,0,292000,0,0,0,292000,37376000,37376000.0,0.8523901073971654,32150932.654076453,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,73.0,9344.0,8037.733163519113
75,0.75,38400000,0,300000,0,0,0,300000,38400000,38400000.0,0.8523901073971654,33031780.12405115,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,75.0,9600.0,8257.945031012787
77,0.77,39424000,0,308000,0,0,0,308000,39424000,39424000.0,0.8523901073971654,33912627.59402585,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,77.0,9856.0,8478.156898506462
79,0.79,40448000,0,316000,0,0,0,316000,40448000,40448000.0,0.8523901073971654,34793475.06400055,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,79.0,10112.0,8698.368766000136
81,0.81,41472000,0,324000,0,0,0,324000,41472000,41472000.0,0.8523901073971654,35674322.53397524,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,81.0,10368.0,8918.580633493812
83,0.8300000000000001,42496000,0,332000,0,0,0,332000,42496000,42496000.0,0.8523901073971654,36555170.00394994,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,83.0,10624.0,9138.792500987485
85,0.85,43520000,0,340000,0,0,0,340000,43520000,43520000.0,0.8523901073971654,37436017.47392464,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,85.0,10880.0,9359.004368481159
88,0.88,45056000,0,352000,0,0,0,352000,45056000,45056000.0,0.8523901073971654,38757288.67888668,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,88.0,11264.0,9689.32216972167
90,0.9,46080000,0,360000,0,0,0,360000,46080000,46080000.0,0.8523901073971654,39638136.14886138,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,90.0,11520.0,9909.534037215344
92,0.92,47104000,0,368000,0,0,0,368000,47104000,47104000.0,0.8523901073971654,40518983.618836075,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,92.0,11776.0,10129.74590470902
94,0.9400000000000001,48128000,0,376000,0,0,0,376000,48128000,48128000.0,0.8523901073971654,41399831.08881077,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,94.0,12032.0,10349.957772202693
96,0.96,49152000,0,384000,0,0,0,384000,49152000,49152000.0,0.8523901073971654,42280678.55878547,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,96.0,12288.0,10570.169639696367
98,0.98,50176000,0,392000,0,0,0,392000,50176000,50176000.0,0.8523901073971654,43161526.02876017,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,98.0,12544.0,10790.381507190043
100,1.0,51200000,0,400000,0,0,0,400000,51200000,51200000.0,0.8523901073971654,44042373.49873487,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,100.0,12800.0,11010.593374683718
102,1.02,52224000,0,408000,0,0,0,408000,52224000,52224000.0,0.8523901073971654,44923220.968709566,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,102.0,13056.0,11230.805242177392
104,1.04,53248000,0,416000,0,0,0,416000,53248000,53248000.0,0.8523901073971654,45804068.43868426,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,104.0,13312.0,11451.017109671066
106,1.06,54272000,0,424000,0,0,0,424000,54272000,54272000.0,0.8523901073971654,46684915.90865896,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,106.0,13568.0,11671.22897716474
108,1.08,55296000,0,432000,0,0,0,432000,55296000,55296000.0,0.8523901073971654,47565763.378633656,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,108.0,13824.0,11891.440844658415
110,1.1,56320000,0,440000,0,0,0,440000,56320000,56320000.0,0.8523901073971654,48446610.84860835,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,110.0,14080.0,12111.652712152088
112,1.12,57344000,0,448000,0,0,0,448000,57344000,57344000.0,0.8523901073971654,49327458.31858305,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,112.0,14336.0,12331.864579645762
115,1.1500000000000001,58880000,0,460000,0,0,0,460000,58880000,58880000.0,0.8523901073971654,50648729.523545094,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,115.0,14720.0,12662.182380886274
117,1.17,59904000,0,468000,0,0,0,468000,59904000,59904000.0,0.8523901073971654,51529576.99351979,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,117.0,14976.0,12882.394248379947
119,1.19,60928000,0,476000,0,0,0,476000,60928000,60928000.0,0.8523901073971654,52410424.463494495,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,119.0,15232.0,13102.606115873623
121,1.21,61952000,0,484000,0,0,0,484000,61952000,61952000.0,0.8523901073971654,53291271.93346919,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,121.0,15488.0,13322.817983367298
123,1.23,62976000,0,492000,0,0,0,492000,62976000,62976000.0,0.8523901073971654,54172119.40344389,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,123.0,15744.0,13543.029850860972
125,1.25,64000000,0,500000,0,0,0,500000,64000000,64000000.0,0.8523901073971654,55052966.873418584,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,125.0,16000.0,13763.241718354646
140,1.4000000000000001,71680000,0,560000,0,0,0,560000,71680000,71680000.0,0.8523901073971654,61659322.89822882,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,140.0,17920.0,15414.830724557205
155,1.55,79360000,0,620000,0,0,0,620000,79360000,79360000.0,0.8523901073971654,68265678.92303905,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,155.0,19840.0,17066.41973075976
170,1.7,87040000,0,680000,0,0,0,680000,87040000,87040000.0,0.8523901073971654,74872034.94784927,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,170.0,21760.0,18718.008736962318
184,1.84,94208000,0,736000,0,0,0,736000,94208000,94208000.0,0.8523901073971654,81037967.23767215,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,184.0,23552.0,20259.49180941804
199,1.99,101888000,0,796000,0,0,0,796000,101888000,101888000.0,0.8523901073971654,87644323.26248239,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,199.0,25472.0,21911.080815620597
