step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,1.009456147008823,0.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,0.0,0.0,0.0
5,0.02,0,0,0,48000,0,0,48000,0,0.0,1.009456147008823,48000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,30.0,0.0,30.0
10,0.04,0,0,0,96000,0,0,96000,0,0.0,1.009456147008823,96000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,60.0,0.0,60.0
16,0.064,0,0,0,153600,0,0,153600,0,0.0,1.009456147008823,153600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,96.0,0.0,96.0
21,0.084,0,0,0,201600,0,0,201600,0,0.0,1.009456147008823,201600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,126.0,0.0,126.0
26,0.10400000000000001,0,0,0,249600,0,0,249600,0,0.0,1.009456147008823,249600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,156.0,0.0,156.0
31,0.124,0,0,0,297600,0,0,297600,0,0.0,1.009456147008823,297600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,186.0,0.0,186.0
36,0.14400000000000002,0,0,0,345600,0,0,345600,0,0.0,1.009456147008823,345600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,216.0,0.0,216.0
42,0.168,0,0,0,403200,0,0,403200,0,0.0,1.009456147008823,403200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,252.0,0.0,252.0
47,0.188,0,0,0,451200,0,0,451200,0,0.0,1.009456147008823,451200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,282.0,0.0,282.0
52,0.20800000000000002,0,0,0,499200,0,0,499200,0,0.0,1.009456147008823,499200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,312.0,0.0,312.0
57,0.228,0,0,0,547200,0,0,547200,0,0.0,1.009456147008823,547200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,342.0,0.0,342.0
62,0.248,0,0,0,595200,0,0,595200,0,0.0,1.009456147008823,595200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,372.0,0.0,372.0
68,0.272,0,0,0,652800,0,0,652800,0,0.0,1.009456147008823,652800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,408.0,0.0,408.0
73,0.292,0,0,0,700800,0,0,700800,0,0.0,1.009456147008823,700800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,438.0,0.0,438.0
78,0.312,0,0,0,748800,0,0,748800,0,0.0,1.009456147008823,748800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,468.0,0.0,468.0
