step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,1.009456147008823,0.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,0.0,0.0,0.0
10,0.02,0,0,16000,0,2048000,16000,16000,0,32420.67021152203,1.009456147008823,48727.244835166755,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,10.0,20.26291888220127,30.454528021979222
21,0.042,0,0,33600,0,4300800,33600,33600,0,68083.40744419626,1.009456147008823,102327.21415385017,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,21.0,42.55212965262266,63.95450884615636
31,0.062,0,0,49600,0,6348800,49600,49600,0,100504.07765571828,1.009456147008823,151054.45898901692,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,31.0,62.81504853482393,94.40903686813557
42,0.084,0,0,67200,0,8601600,67200,67200,0,136166.81488839252,1.009456147008823,204654.42830770035,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,42.0,85.10425930524532,127.90901769231272
52,0.10400000000000001,0,0,83200,0,10649600,83200,83200,0,168587.48509991454,1.009456147008823,253381.6731428671,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,52.0,105.36717818744658,158.36354571429194
63,0.126,0,0,100800,0,12902400,100800,100800,0,204250.22233258878,1.009456147008823,306981.64246155054,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,63.0,127.65638895786799,191.86352653846907
73,0.146,0,0,116800,0,14950400,116800,116800,0,236670.8925441108,1.009456147008823,355708.88729671726,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,73.0,147.91930784006925,222.3180545604483
83,0.166,0,0,132800,0,16998400,132800,132800,0,269091.5627556328,1.009456147008823,404436.132131884,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,83.0,168.18222672227049,252.7725825824275
94,0.188,0,0,150400,0,19251200,150400,150400,0,304754.29998830706,1.009456147008823,458036.1014505674,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,94.0,190.4714374926919,286.27256340660466
104,0.20800000000000002,0,0,166400,0,21299200,166400,166400,0,337174.9701998291,1.009456147008823,506763.3462857342,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,104.0,210.73435637489317,316.7270914285839
115,0.23,0,0,184000,0,23552000,184000,184000,0,372837.70743250335,1.009456147008823,560363.3156044176,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,115.0,233.0235671453146,350.227072252761
125,0.25,0,0,200000,0,25600000,200000,200000,0,405258.3776440254,1.009456147008823,609090.5604395843,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,125.0,253.28648602751585,380.6816002747402
135,0.27,0,0,216000,0,27648000,216000,216000,0,437679.0478555474,1.009456147008823,657817.8052747512,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,135.0,273.5494049097171,411.13612829671945
146,0.292,0,0,233600,0,29900800,233600,233600,0,473341.7850882216,1.009456147008823,711417.7745934345,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,146.0,295.8386156801385,444.6361091208966
156,0.312,0,0,249600,0,31948800,249600,249600,0,505762.4552997436,1.009456147008823,760145.0194286013,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,156.0,316.1015345623398,475.0906371428758
167,0.334,0,0,267200,0,34201600,267200,267200,0,541425.1925324178,1.009456147008823,813744.9887472846,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,167.0,338.3907453327611,508.5906179670529
177,0.354,0,0,283200,0,36249600,283200,283200,0,573845.8627439399,1.009456147008823,862472.2335824515,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,177.0,358.6536642149624,539.0451459890322
188,0.376,0,0,300800,0,38502400,300800,300800,0,609508.5999766141,1.009456147008823,916072.2029011348,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,188.0,380.9428749853838,572.5451268132093
198,0.396,0,0,316800,0,40550400,316800,316800,0,641929.2701881361,1.009456147008823,964799.4477363016,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,198.0,401.2057938675851,602.9996548351885
208,0.41600000000000004,0,0,332800,0,42598400,332800,332800,0,674349.9403996582,1.009456147008823,1013526.6925714684,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,208.0,421.46871274978633,633.4541828571678
219,0.438,0,0,350400,0,44851200,350400,350400,0,710012.6776323324,1.009456147008823,1067126.661890152,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,219.0,443.7579235202078,666.954163681345
229,0.458,0,0,366400,0,46899200,366400,366400,0,742433.3478438545,1.009456147008823,1115853.9067253186,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,229.0,464.020842402409,697.4086917033242
