step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8523901073971654,0.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,0.0,0.0,0.0
2,0.02,256000,0,8000,0,0,0,8000,256000,256000.0,0.8523901073971654,226211.86749367433,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,2.0,64.0,56.55296687341858
4,0.04,512000,0,16000,0,0,0,16000,512000,512000.0,0.8523901073971654,452423.73498734867,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,4.0,128.0,113.10593374683717
6,0.06,768000,0,24000,0,0,0,24000,768000,768000.0,0.8523901073971654,678635.602481023,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,6.0,192.0,169.65890062025574
8,0.08,1024000,0,32000,0,0,0,32000,1024000,1024000.0,0.8523901073971654,904847.4699746973,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,8.0,256.0,226.21186749367433
10,0.1,1280000,0,40000,0,0,0,40000,1280000,1280000.0,0.8523901073971654,1131059.3374683717,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,10.0,320.0,282.76483436709293
13,0.13,1664000,0,52000,0,0,0,52000,1664000,1664000.0,0.8523901073971654,1470377.1387088832,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,13.0,416.0,367.5942846772208
15,0.15,1920000,0,60000,0,0,0,60000,1920000,1920000.0,0.8523901073971654,1696589.0062025576,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,15.0,480.0,424.1472515506394
17,0.17,2176000,0,68000,0,0,0,68000,2176000,2176000.0,0.8523901073971654,1922800.8736962317,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,17.0,544.0,480.70021842405794
19,0.19,2432000,0,76000,0,0,0,76000,2432000,2432000.0,0.8523901073971654,2149012.7411899064,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,19.0,608.0,537.2531852974766
21,0.21,2688000,0,84000,0,0,0,84000,2688000,2688000.0,0.8523901073971654,2375224.6086835805,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,21.0,672.0,593.8061521708952
23,0.23,2944000,0,92000,0,0,0,92000,2944000,2944000.0,0.8523901073971654,2601436.4761772547,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,23.0,736.0,650.3591190443137
25,0.25,3200000,0,100000,0,0,0,100000,3200000,3200000.0,0.8523901073971654,2827648.3436709293,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,25.0,800.0,706.9120859177324
27,0.27,3456000,0,108000,0,0,0,108000,3456000,3456000.0,0.8523901073971654,3053860.2111646035,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,27.0,864.0,763.4650527911509
29,0.29,3712000,0,116000,0,0,0,116000,3712000,3712000.0,0.8523901073971654,3280072.0786582776,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,29.0,928.0,820.0180196645695
31,0.31,3968000,0,124000,0,0,0,124000,3968000,3968000.0,0.8523901073971654,3506283.9461519523,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,31.0,992.0,876.5709865379881
33,0.33,4224000,0,132000,0,0,0,132000,4224000,4224000.0,0.8523901073971654,3732495.8136456264,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,33.0,1056.0,933.1239534114067
35,0.35000000000000003,4480000,0,140000,0,0,0,140000,4480000,4480000.0,0.8523901073971654,3958707.681139301,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,35.0,1120.0,989.6769202848253
38,0.38,4864000,0,152000,0,0,0,152000,4864000,4864000.0,0.8523901073971654,4298025.482379813,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,38.0,1216.0,1074.5063705949533
40,0.4,5120000,0,160000,0,0,0,160000,5120000,5120000.0,0.8523901073971654,4524237.349873487,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,40.0,1280.0,1131.0593374683717
42,0.42,5376000,0,168000,0,0,0,168000,5376000,5376000.0,0.8523901073971654,4750449.217367161,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,42.0,1344.0,1187.6123043417904
44,0.44,5632000,0,176000,0,0,0,176000,5632000,5632000.0,0.8523901073971654,4976661.084860835,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,44.0,1408.0,1244.1652712152088
46,0.46,5888000,0,184000,0,0,0,184000,5888000,5888000.0,0.8523901073971654,5202872.952354509,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,46.0,1472.0,1300.7182380886275
48,0.48,6144000,0,192000,0,0,0,192000,6144000,6144000.0,0.8523901073971654,5429084.819848184,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,48.0,1536.0,1357.2712049620459
50,0.5,6400000,0,200000,0,0,0,200000,6400000,6400000.0,0.8523901073971654,5655296.687341859,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,50.0,1600.0,1413.8241718354648
52,0.52,6656000,0,208000,0,0,0,208000,6656000,6656000.0,0.8523901073971654,5881508.554835533,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,52.0,1664.0,1470.3771387088832
54,0.54,6912000,0,216000,0,0,0,216000,6912000,6912000.0,0.8523901073971654,6107720.422329207,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,54.0,1728.0,1526.9301055823018
56,0.56,7168000,0,224000,0,0,0,224000,7168000,7168000.0,0.8523901073971654,6333932.289822881,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,56.0,1792.0,1583.4830724557203
58,0.58,7424000,0,232000,0,0,0,232000,7424000,7424000.0,0.8523901073971654,6560144.157316555,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,58.0,1856.0,1640.036039329139
60,0.6,7680000,0,240000,0,0,0,240000,7680000,7680000.0,0.8523901073971654,6786356.02481023,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,60.0,1920.0,1696.5890062025576
63,0.63,8064000,0,252000,0,0,0,252000,8064000,8064000.0,0.8523901073971654,7125673.826050742,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,63.0,2016.0,1781.4184565126855
65,0.65,8320000,0,260000,0,0,0,260000,8320000,8320000.0,0.8523901073971654,7351885.693544416,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,65.0,2080.0,1837.9714233861039
67,0.67,8576000,0,268000,0,0,0,268000,8576000,8576000.0,0.8523901073971654,7578097.56103809,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,67.0,2144.0,1894.5243902595225
69,0.6900000000000001,8832000,0,276000,0,0,0,276000,8832000,8832000.0,0.8523901073971654,7804309.428531764,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,69.0,2208.0,1951.077357132941
71,0.71,9088000,0,284000,0,0,0,284000,9088000,9088000.0,0.8523901073971654,8030521.296025439,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,71.0,2272.0,2007.6303240063598
73,0.73,9344000,0,292000,0,0,0,292000,9344000,9344000.0,0.8523901073971654,8256733.163519113,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,73.0,2336.0,2064.1832908797783
75,0.75,9600000,0,300000,0,0,0,300000,9600000,9600000.0,0.8523901073971654,8482945.031012788,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,75.0,2400.0,2120.736257753197
77,0.77,9856000,0,308000,0,0,0,308000,9856000,9856000.0,0.8523901073971654,8709156.898506463,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,77.0,2464.0,2177.2892246266156
79,0.79,10112000,0,316000,0,0,0,316000,10112000,10112000.0,0.8523901073971654,8935368.766000137,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,79.0,2528.0,2233.842191500034
81,0.81,10368000,0,324000,0,0,0,324000,10368000,10368000.0,0.8523901073971654,9161580.63349381,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,81.0,2592.0,2290.395158373453
83,0.8300000000000001,10624000,0,332000,0,0,0,332000,10624000,10624000.0,0.8523901073971654,9387792.500987485,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,83.0,2656.0,2346.9481252468713
85,0.85,10880000,0,340000,0,0,0,340000,10880000,10880000.0,0.8523901073971654,9614004.36848116,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,85.0,2720.0,2403.5010921202897
88,0.88,11264000,0,352000,0,0,0,352000,11264000,11264000.0,0.8523901073971654,9953322.16972167,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,88.0,2816.0,2488.3305424304176
90,0.9,11520000,0,360000,0,0,0,360000,11520000,11520000.0,0.8523901073971654,10179534.037215345,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,90.0,2880.0,2544.883509303836
92,0.92,11776000,0,368000,0,0,0,368000,11776000,11776000.0,0.8523901073971654,10405745.904709019,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,92.0,2944.0,2601.436476177255
94,0.9400000000000001,12032000,0,376000,0,0,0,376000,12032000,12032000.0,0.8523901073971654,10631957.772202693,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,94.0,3008.0,2657.9894430506733
96,0.96,12288000,0,384000,0,0,0,384000,12288000,12288000.0,0.8523901073971654,10858169.639696367,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,96.0,3072.0,2714.5424099240918
98,0.98,12544000,0,392000,0,0,0,392000,12544000,12544000.0,0.8523901073971654,11084381.507190043,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,98.0,3136.0,2771.0953767975107
100,1.0,12800000,0,400000,0,0,0,400000,12800000,12800000.0,0.8523901073971654,11310593.374683717,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,100.0,3200.0,2827.6483436709295
102,1.02,13056000,0,408000,0,0,0,408000,13056000,13056000.0,0.8523901073971654,11536805.242177391,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,102.0,3264.0,2884.201310544348
104,1.04,13312000,0,416000,0,0,0,416000,13312000,13312000.0,0.8523901073971654,11763017.109671066,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,104.0,3328.0,2940.7542774177664
106,1.06,13568000,0,424000,0,0,0,424000,13568000,13568000.0,0.8523901073971654,11989228.97716474,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,106.0,3392.0,2997.307244291185
108,1.08,13824000,0,432000,0,0,0,432000,13824000,13824000.0,0.8523901073971654,12215440.844658414,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,108.0,3456.0,3053.8602111646037
110,1.1,14080000,0,440000,0,0,0,440000,14080000,14080000.0,0.8523901073971654,12441652.712152088,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,110.0,3520.0,3110.413178038022
112,1.12,14336000,0,448000,0,0,0,448000,14336000,14336000.0,0.8523901073971654,12667864.579645762,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,112.0,3584.0,3166.9661449114406
115,1.1500000000000001,14720000,0,460000,0,0,0,460000,14720000,14720000.0,0.8523901073971654,13007182.380886273,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,115.0,3680.0,3251.7955952215684
117,1.17,14976000,0,468000,0,0,0,468000,14976000,14976000.0,0.8523901073971654,13233394.248379948,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,117.0,3744.0,3308.348562094987
119,1.19,15232000,0,476000,0,0,0,476000,15232000,15232000.0,0.8523901073971654,13459606.115873624,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,119.0,3808.0,3364.9015289684057
121,1.21,15488000,0,484000,0,0,0,484000,15488000,15488000.0,0.8523901073971654,13685817.983367298,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,121.0,3872.0,3421.4544958418246
123,1.23,15744000,0,492000,0,0,0,492000,15744000,15744000.0,0.8523901073971654,13912029.850860972,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,123.0,3936.0,3478.007462715243
125,1.25,16000000,0,500000,0,0,0,500000,16000000,16000000.0,0.8523901073971654,14138241.718354646,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,125.0,4000.0,3534.5604295886615
140,1.4000000000000001,17920000,0,560000,0,0,0,560000,17920000,17920000.0,0.8523901073971654,15834830.724557204,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,140.0,4480.0,3958.7076811393013
155,1.55,19840000,0,620000,0,0,0,620000,19840000,19840000.0,0.8523901073971654,17531419.730759762,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,155.0,4960.0,4382.85493268994
170,1.7,21760000,0,680000,0,0,0,680000,21760000,21760000.0,0.8523901073971654,19228008.73696232,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,170.0,5440.0,4807.0021842405795
184,1.84,23552000,0,736000,0,0,0,736000,23552000,23552000.0,0.8523901073971654,20811491.809418038,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,184.0,5888.0,5202.87295235451
199,1.99,25472000,0,796000,0,0,0,796000,25472000,25472000.0,0.8523901073971654,22508080.815620597,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,199.0,6368.0,5627.020203905149
214,2.14,27392000,0,856000,0,0,0,856000,27392000,27392000.0,0.8523901073971654,24204669.821823154,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,214.0,6848.0,6051.1674554557885
229,2.29,29312000,0,916000,0,0,0,916000,29312000,29312000.0,0.8523901073971654,25901258.82802571,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,229.0,7328.0,6475.314707006428
244,2.44,31232000,0,976000,0,0,0,976000,31232000,31232000.0,0.8523901073971654,27597847.83422827,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,244.0,7808.0,6899.461958557067
259,2.59,33152000,0,1036000,0,0,0,1036000,33152000,33152000.0,0.8523901073971654,29294436.840430826,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,259.0,8288.0,7323.6092101077065
273,2.73,34944000,0,1092000,0,0,0,1092000,34944000,34944000.0,0.8523901073971654,30877919.912886545,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,273.0,8736.0,7719.479978221636
288,2.88,36864000,0,1152000,0,0,0,1152000,36864000,36864000.0,0.8523901073971654,32574508.919089105,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,288.0,9216.0,8143.627229772276
303,3.0300000000000002,38784000,0,1212000,0,0,0,1212000,38784000,38784000.0,0.8523901073971654,34271097.92529166,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,303.0,9696.0,8567.774481322915
318,3.18,40704000,0,1272000,0,0,0,1272000,40704000,40704000.0,0.8523901073971654,35967686.93149422,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,318.0,10176.0,8991.921732873556
333,3.33,42624000,0,1332000,0,0,0,1332000,42624000,42624000.0,0.8523901073971654,37664275.93769678,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,333.0,10656.0,9416.068984424195
348,3.48,44544000,0,1392000,0,0,0,1392000,44544000,44544000.0,0.8523901073971654,39360864.94389933,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,348.0,11136.0,9840.216235974833
362,3.62,46336000,0,1448000,0,0,0,1448000,46336000,46336000.0,0.8523901073971654,40944348.01635505,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,362.0,11584.0,10236.087004088764
377,3.77,48256000,0,1508000,0,0,0,1508000,48256000,48256000.0,0.8523901073971654,42640937.02255761,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,377.0,12064.0,10660.234255639401
