method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,jump_cap_k,jump_count_mean,jump_count_applied_cumulative,jump_rate_per_particle_time_cumulative,jump_cap_hit_fraction_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2477,12.385,19816000.0,2477.0,2477.0,0.0,0.2162818078136355,0.0014624465663584107,0.001001775849567954,0.047845299853497864,0.03511425341283419,0.056754144207387495,0.494,0.006000000000000005,0.012741493676986985,0.12644588667059575,0.03737973320343175,0.6008470595545311,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004829166666666668,98859,0.9977694792087203,0.0,9.588211546225272e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2477,12.385,19816000.0,2477.0,2477.0,0.0,0.19597251802177015,0.0013061435463017634,0.0008443953159391615,0.04784575793416723,0.03570258891020243,0.05411036473641499,0.5,0.0,0.0013822129607586834,0.14331432220946927,0.03220734214505682,0.7712613786205119,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004829166666666668,98859,0.9977694792087203,0.0,9.588211546225272e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2477,12.385,19816000.0,2477.0,2477.0,0.0,0.21698083446719352,0.001228710581744119,0.0007692803031932316,0.04064111749304766,0.029210204491224225,0.0514352284970983,0.493,0.007000000000000006,0.012012536858383022,0.11054436131966239,0.012323049527732966,0.573885375582807,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004829166666666668,98859,0.9977694792087203,0.0,9.588211546225272e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2477,12.385,19816000.0,2477.0,2477.0,0.0,0.16590742664033065,0.0013331417911814913,0.000870858299207633,0.053288939957593,0.04002070505204412,0.06828279151950668,0.508,0.008000000000000007,0.020295001286150426,0.15200205002785716,0.07400718602912665,0.7822346192411948,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004829166666666668,98859,0.9977694792087203,0.0,9.588211546225272e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2506,12.530000000000001,20048000.0,2506.0,2506.0,0.0,0.1889485386208479,0.0009687681251978608,0.0005091830705257205,0.04175444879096757,0.0291259646049351,0.044015877354111554,0.4975,0.00250000000000003,0.0021703592361109673,0.11021102763374913,0.025745861224692534,0.5325030346518166,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004620689655172416,99931,0.9969173982442139,0.0,9.477254588986433e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2506,12.530000000000001,20048000.0,2506.0,2506.0,0.0,0.25304108618481863,0.0022612657346439136,0.0017977509052669038,0.0535694767513899,0.04237112130917185,0.07515030639808237,0.49,0.010000000000000009,0.013646138298148133,0.16440119383265372,0.01591042906834637,0.8466858113872292,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004620689655172416,99931,0.9969173982442139,0.0,9.477254588986433e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2506,12.530000000000001,20048000.0,2506.0,2506.0,0.0,0.21038937232302457,0.0014965181476663814,0.0010348304544713915,0.04772927951571973,0.03580319158689956,0.056174393986217916,0.4965,0.003500000000000031,0.0052641213626192776,0.14053264174686375,0.01150595305644472,0.7033698458250576,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004620689655172416,99931,0.9969173982442139,0.0,9.477254588986433e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2506,12.530000000000001,20048000.0,2506.0,2506.0,0.0,0.19087114398861188,0.0012755497539915783,0.0008142281057241796,0.05267190458145443,0.03505649419617018,0.051454307485818564,0.5,0.0,0.007572249817721821,0.1361307703970478,0.04579546585944199,0.6819430875183009,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004620689655172416,99931,0.9969173982442139,0.0,9.477254588986433e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2536,12.68,20288000.0,2536.0,2536.0,0.0,0.21745351347216485,0.0015671494512102813,0.0011035132483128152,0.05021932493328886,0.037558320603710525,0.061504471693509234,0.4985,0.001500000000000029,0.009879604586463565,0.16743811641030582,0.07134200880196245,0.9432276838520021,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005066666666666669,101147,0.9971115930599369,0.0,9.365141955835963e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2536,12.68,20288000.0,2536.0,2536.0,0.0,0.27112594701864295,0.0023072457077030206,0.0018440473100534982,0.05066297573991625,0.04136749903941318,0.0791632148109668,0.487,0.013000000000000012,0.024321870651572965,0.16395123367295317,0.0011014582919807476,0.9366627401091333,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005066666666666669,101147,0.9971115930599369,0.0,9.365141955835963e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2536,12.68,20288000.0,2536.0,2536.0,0.0,0.21600310444844723,0.001991797534272588,0.0015283411420331516,0.056585606091213436,0.041646936076339985,0.06512520650191617,0.497,0.0030000000000000027,0.0129537375310042,0.16633398657537302,0.04892299544079062,0.7973930136639157,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005066666666666669,101147,0.9971115930599369,0.0,9.365141955835963e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2536,12.68,20288000.0,2536.0,2536.0,0.0,0.1784710432547623,0.0012604534514574217,0.0007976338331305843,0.05409014623180472,0.03917757215482009,0.06938989560018591,0.508,0.008000000000000007,0.028213325086559212,0.1577517217561788,0.121181244246888,0.8636093085416688,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005066666666666669,101147,0.9971115930599369,0.0,9.365141955835963e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2566,12.83,20528000.0,2566.0,2566.0,0.0,0.2180445264206226,0.0017667808972570143,0.0013034119912309627,0.05211843208712162,0.03868418665971581,0.06078588265025478,0.497,0.0030000000000000027,0.010752991592414107,0.16075983089565882,0.10392037875938684,0.8318044591014432,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005141666666666668,102381,0.9974766173031956,0.0,9.255650818394388e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2566,12.83,20528000.0,2566.0,2566.0,0.0,0.2529351655555177,0.0019345579803569102,0.001472313370438183,0.05762937230423826,0.040331718486360565,0.072386127238901,0.49,0.010000000000000009,0.030793009749056896,0.1523384124117475,0.11530420911752345,0.841691903537734,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005141666666666668,102381,0.9974766173031956,0.0,9.255650818394388e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2566,12.83,20528000.0,2566.0,2566.0,0.0,0.20988495082813774,0.001731836837737033,0.0012694240025035164,0.05058420861295254,0.03782556027728713,0.05956683889426981,0.4975,0.00250000000000003,0.00876712658622046,0.1510308200031425,0.012637349215828361,0.7186178079999673,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005141666666666668,102381,0.9974766173031956,0.0,9.255650818394388e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2566,12.83,20528000.0,2566.0,2566.0,0.0,0.1784484694322222,0.0013167866667878059,0.0008536941878638515,0.051367260514424265,0.039399287999018845,0.06848176548998143,0.507,0.007000000000000006,0.00542023387689637,0.1592554762623939,0.08115386320602291,0.841032985375369,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005141666666666668,102381,0.9974766173031956,0.0,9.255650818394388e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2595,12.975,20760000.0,2595.0,2595.0,0.0,0.19585961651513492,0.0009845628093924086,0.0005234336436693576,0.0538344328140386,0.033662208318812635,0.05001136382167155,0.5,0.0,0.002679318641428668,0.13387024019005933,0.053166296199525356,0.742229261777882,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052068965517241385,103589,0.9979672447013488,0.0,9.152215799614643e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2595,12.975,20760000.0,2595.0,2595.0,0.0,0.27002098024912924,0.0025666533199460995,0.0021054917965328546,0.05725407570117602,0.04280706113589918,0.07894026666928339,0.483,0.017000000000000015,0.0386139632248113,0.13559144591774208,0.04985484353169291,0.6702438946012926,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052068965517241385,103589,0.9979672447013488,0.0,9.152215799614643e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2595,12.975,20760000.0,2595.0,2595.0,0.0,0.22273094399000812,0.0014376833126572564,0.0009758144918708966,0.05205821781577147,0.03521729161769747,0.05789397281809083,0.496,0.0040000000000000036,0.012544744876765743,0.14567790759525834,0.010634150811156583,0.833814659903488,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052068965517241385,103589,0.9979672447013488,0.0,9.152215799614643e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2595,12.975,20760000.0,2595.0,2595.0,0.0,0.18841262850327647,0.0013317864799345935,0.0008683735728014508,0.05027172757245633,0.0381577080272494,0.06727823939458907,0.507,0.007000000000000006,0.020068531355480524,0.16441795268707837,0.10511196488956881,0.9281543326509739,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.0052068965517241385,103589,0.9979672447013488,0.0,9.152215799614643e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2625,13.125,21000000.0,2625.0,2625.0,0.0,0.21911304357639144,0.0016872916257621995,0.0012233872616360664,0.05142525973842638,0.03975055629403868,0.06235321686690921,0.499,0.0010000000000000009,0.006018527950222669,0.17003227898737738,0.02518430797662497,0.9529205630137175,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005079166666666667,104808,0.9981714285714286,0.0,9.523809523809523e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2625,13.125,21000000.0,2625.0,2625.0,0.0,0.23423999114826335,0.0016427579783631074,0.0011822929643535707,0.04465608049054359,0.034368117880139444,0.06203570365505785,0.4895,0.010500000000000037,0.01879164218520401,0.12480573057527078,0.007298063424251829,0.6460926652316513,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005079166666666667,104808,0.9981714285714286,0.0,9.523809523809523e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2625,13.125,21000000.0,2625.0,2625.0,0.0,0.2269933868274546,0.0015093833402033408,0.0010477288197134893,0.045398806068959074,0.03375689011367791,0.05906279982946724,0.495,0.0050000000000000044,0.004678373024846085,0.14130890035006294,0.06233336816952569,0.7922602432995552,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005079166666666667,104808,0.9981714285714286,0.0,9.523809523809523e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2625,13.125,21000000.0,2625.0,2625.0,0.0,0.16341076096066812,0.001174637689699165,0.0007124865885679288,0.04870458847790782,0.04029291936068661,0.07524326600955875,0.5135,0.013499999999999984,0.02534383632538448,0.14549512956309174,0.01499758786775406,0.7278790656000945,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005079166666666667,104808,0.9981714285714286,0.0,9.523809523809523e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2655,13.275,21240000.0,2655.0,2655.0,0.0,0.23066259617139961,0.0018739321585985458,0.001411190793898287,0.0549438570650307,0.03867764655620439,0.06417515629279064,0.495,0.0050000000000000044,0.00013919804939063206,0.16047205519669028,0.042235993160388424,0.9126549895214727,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,106014,0.9982485875706215,0.0,9.416195856873823e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2655,13.275,21240000.0,2655.0,2655.0,0.0,0.25507761696200576,0.0017448579597281189,0.0012834738008695723,0.040829064492197184,0.03520608830592781,0.06733917377501546,0.488,0.01200000000000001,0.02355575281487204,0.1399051677770473,0.0304300351145603,0.8042524270139763,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,106014,0.9982485875706215,0.0,9.416195856873823e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2655,13.275,21240000.0,2655.0,2655.0,0.0,0.22576977738071413,0.001700748470487956,0.0012374527622027731,0.05174236023171486,0.0386384243028641,0.06297974029287032,0.4975,0.00250000000000003,0.006795886387373281,0.16105894490925388,0.007189837638617367,0.867390414330195,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,106014,0.9982485875706215,0.0,9.416195856873823e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2655,13.275,21240000.0,2655.0,2655.0,0.0,0.1716868367615632,0.0011836931126836259,0.0007212876333992924,0.051650476671987286,0.037698979824317067,0.06780795497717287,0.5085000000000001,0.008500000000000035,0.02624786814595416,0.15175159279911066,0.07891290018225197,0.8166477040985093,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005025000000000001,106014,0.9982485875706215,0.0,9.416195856873823e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2684,13.42,21472000.0,2684.0,2684.0,0.0,0.2250480840080356,0.0015949497476909213,0.0011334193281893334,0.04629322794751632,0.034176974080252887,0.057923012197199794,0.495,0.0050000000000000044,0.003074200883426771,0.14365697752339135,0.029462806110247472,0.7758339407341958,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005150862068965518,107209,0.9985935171385991,0.0,9.780178837555887e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2684,13.42,21472000.0,2684.0,2684.0,0.0,0.24657845687654464,0.0017274457505553897,0.001265354623977255,0.05202790591809192,0.03718516855819725,0.06729365000506093,0.49,0.010000000000000009,0.029242154931043506,0.1407080519171815,0.07639336120667348,0.7496260420709097,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005150862068965518,107209,0.9985935171385991,0.0,9.780178837555887e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2684,13.42,21472000.0,2684.0,2684.0,0.0,0.22696799853240904,0.0017631954188011,0.0013013927564073935,0.052679582549742865,0.03778847053571744,0.06293336041760107,0.4935,0.0065000000000000335,0.0009199533872300387,0.14499944370428186,0.09529717400318263,0.775947959607238,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005150862068965518,107209,0.9985935171385991,0.0,9.780178837555887e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2684,13.42,21472000.0,2684.0,2684.0,0.0,0.16493358589925936,0.0010228168810441085,0.0005610842074549316,0.040560879583337296,0.035360503490671,0.06505604102654976,0.5085000000000001,0.008500000000000035,0.016879146921788334,0.1422535897559647,0.004450537072089012,0.7657074281932029,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005150862068965518,107209,0.9985935171385991,0.0,9.780178837555887e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2714,13.57,21712000.0,2714.0,2714.0,0.0,0.2581832134328457,0.0025144518323418907,0.002048406997285479,0.07457871051829794,0.0472958943953721,0.07803996346533648,0.497,0.0030000000000000027,0.0032234696940670374,0.21288262441882866,0.07383455679708226,1.3140016866229014,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005283333333333334,108477,0.9992354458364038,0.0,1.0132645541635962e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2714,13.57,21712000.0,2714.0,2714.0,0.0,0.25783056052452685,0.002066127085566083,0.0016032744975688074,0.04300207196424133,0.03748939567002363,0.07203452684414031,0.4895,0.010500000000000037,0.016934486385402396,0.1515811488660037,0.01397020145284975,0.8108797390911525,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005283333333333334,108477,0.9992354458364038,0.0,1.0132645541635962e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2714,13.57,21712000.0,2714.0,2714.0,0.0,0.2472879818483981,0.002028117349485825,0.00156607712019452,0.05319408393836711,0.03873973939581578,0.0702910532073492,0.49,0.010000000000000009,0.020787736961526873,0.14850899066914813,0.028885651669910282,0.7535620838614915,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005283333333333334,108477,0.9992354458364038,0.0,1.0132645541635962e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2714,13.57,21712000.0,2714.0,2714.0,0.0,0.18529211696964265,0.001237093236595821,0.000775431711270369,0.04620507230631976,0.03430457736830841,0.05449513864376282,0.5025000000000001,0.00250000000000003,0.004960418980750203,0.14005085501808479,0.009512473852454904,0.7108665904283734,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.005283333333333334,108477,0.9992354458364038,0.0,1.0132645541635962e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2744,13.72,21952000.0,2744.0,2744.0,0.0,0.21384309839148485,0.001719147665948384,0.0012565009053349119,0.05765566448997839,0.04005055795177212,0.06021870122788406,0.499,0.0010000000000000009,0.004665806558055343,0.16250105764862677,0.0030899566660383963,0.9307646373555073,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004966666666666668,109669,0.999170918367347,0.0,1.0021865889212828e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2744,13.72,21952000.0,2744.0,2744.0,0.0,0.23301402880429592,0.0013534872157779931,0.0008919121368816674,0.05069822173374061,0.03407584585865173,0.05913477142077729,0.4935,0.0065000000000000335,0.022525854185062255,0.1381232004702364,0.09148740613958461,0.8105100022144339,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004966666666666668,109669,0.999170918367347,0.0,1.0021865889212828e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2744,13.72,21952000.0,2744.0,2744.0,0.0,0.2570932606298817,0.002017574867118288,0.0015542975248629132,0.05099303097376795,0.0410515908724835,0.07497422722597014,0.49,0.010000000000000009,0.024712072994105768,0.1677723004009486,0.07875831607950703,0.9521929326198163,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004966666666666668,109669,0.999170918367347,0.0,1.0021865889212828e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2744,13.72,21952000.0,2744.0,2744.0,0.0,0.22465200774908153,0.0016420742223977047,0.0011798093497077389,0.050881810057764154,0.03545237692913584,0.05891199838217831,0.496,0.0040000000000000036,0.005113422418055363,0.14797003079579474,0.05516115428772177,0.7924291529530222,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004966666666666668,109669,0.999170918367347,0.0,1.0021865889212828e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2773,13.865,22184000.0,2773.0,2773.0,0.0,0.18870915803079605,0.0014166018768589916,0.0009542195280685117,0.054422526971560234,0.03827870045030285,0.061479298973341305,0.504,0.0040000000000000036,0.014163599757656095,0.15460790087064868,0.04676262221048378,0.839517212027672,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004879310344827587,110801,0.9989271547060945,0.0,9.91705733862243e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2773,13.865,22184000.0,2773.0,2773.0,0.0,0.20299780615610996,0.001206563264662397,0.0007460216290846589,0.038814701310802446,0.031241071812789033,0.050946793476367755,0.497,0.0030000000000000027,0.01319131995731271,0.12439455736549965,0.07753924394158235,0.6215594654028397,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004879310344827587,110801,0.9989271547060945,0.0,9.91705733862243e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2773,13.865,22184000.0,2773.0,2773.0,0.0,0.2420834213615046,0.0017470915895226868,0.0012863336705694062,0.046413836654354945,0.03629973614704026,0.06485312592397663,0.489,0.01100000000000001,0.01837723987762121,0.13301150325294686,0.005104229118882638,0.7290544363674777,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004879310344827587,110801,0.9989271547060945,0.0,9.91705733862243e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2773,13.865,22184000.0,2773.0,2773.0,0.0,0.20304513221729684,0.0011148173404270656,0.0006524874207921583,0.053287201733765194,0.035264746121850564,0.05399984390844534,0.501,0.0010000000000000009,0.002060352889757195,0.1472128519010769,0.0021525211468352476,0.8339928962835209,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004879310344827587,110801,0.9989271547060945,0.0,9.91705733862243e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2803,14.015,22424000.0,2803.0,2803.0,0.0,0.17831501869750332,0.0009080183200539382,0.0004477417966174402,0.044804540061389134,0.0301149132187725,0.04737560639568418,0.5015000000000001,0.001500000000000029,0.009241704527323322,0.11927859485460224,0.03303749810963628,0.6197663436112714,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004812500000000002,111956,0.9985372814841241,0.0,9.810916874777025e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2803,14.015,22424000.0,2803.0,2803.0,0.0,0.15987340858686172,0.001183655895755642,0.0007216585584527424,0.05400432421760864,0.03925590570287984,0.06836965005991477,0.5105000000000001,0.010500000000000037,0.03190767958904084,0.14650113848653867,0.1402003835557641,0.7787326569524667,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004812500000000002,111956,0.9985372814841241,0.0,9.810916874777025e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,2,2803,14.015,22424000.0,2803.0,2803.0,0.0,0.2747707977322727,0.002331298112230762,0.0018706912727816105,0.04691296734670569,0.03997796997672721,0.07680111501436931,0.482,0.018000000000000016,0.03429027524592793,0.1299430199837479,0.01984326759610061,0.6915172486151161,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004812500000000002,111956,0.9985372814841241,0.0,9.810916874777025e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,3,2803,14.015,22424000.0,2803.0,2803.0,0.0,0.19344620721074038,0.0012593589878969746,0.0007989254191644868,0.04578893995759299,0.031599446080052544,0.048032825310107115,0.498,0.0020000000000000018,0.0033884006454487094,0.12242056317028349,0.05988771652483379,0.5995653452281166,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004812500000000002,111956,0.9985372814841241,0.0,9.810916874777025e-07,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,0,2833,14.165000000000001,22664000.0,2833.0,2833.0,0.0,0.2362110129068501,0.0017063574256286351,0.0012434302252321006,0.04896893035925361,0.03801589657448532,0.06602360868513203,0.493,0.007000000000000006,0.013667784469715073,0.15504957642298134,0.04814007699768359,0.8291002989329602,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004945833333333335,113143,0.9984380515354747,0.0,1.0148252735615954e-06,0.0
Raw-CP,"Raw-CP, tamed",9b2e4b46332ff49318a1a020e8f4713f,8da7d73e85753d4e79f54062070fbc7b,True,1,2833,14.165000000000001,22664000.0,2833.0,2833.0,0.0,0.21097124799769945,0.0010835209605593032,0.0006212683647658368,0.051415362289275804,0.04190274834158768,0.08409363364739307,0.5185,0.01849999999999999,0.03881586290512969,0.1621196060833643,0.08715953486311598,1.062646815273291,True,1.0,reject,pre_step,drift_diffusion_then_jump,full_law,8,0.004945833333333335,113143,0.9984380515354747,0.0,1.0148252735615954e-06,0.0
