method,seed,time,phase_TV,phase_balance_l2,coverage,entropy,effective_phase_count,mean_q1,mean_q2,mean_order_norm,radial_order_error,second_moment_error,mean_energy,energy_harmonic_reference_error,energy_std,mass_0,mass_1,mass_2,mass_3,nearest_minimum_diagnostic_mass_0,nearest_minimum_diagnostic_mass_1,nearest_minimum_diagnostic_mass_2,nearest_minimum_diagnostic_mass_3,nearest_minimum_diagnostic_TV,magnetization_norm_mean,binder_cumulant,susceptibility,mean_total_energy_density,mean_gradient_energy_density,mean_local_energy_density,vector_correlation_0,vector_correlation_1,structure_factor_0,structure_factor_1,domain_wall_density_mean,coherent_field_fraction,noncoherent_field_probability,coherent_phase_TV,coherence_magnetization_threshold,coherence_domain_wall_threshold,coherent_phase_mass_0,coherent_phase_mass_1,coherent_phase_mass_2,coherent_phase_mass_3,clip_fraction_mean,clip_fraction_max,safety_clip_fraction,max_jump_count,mean_energy_after_jump,mean_energy_before_jump,mean_jump_count,total_jump_count,effective_log_clip,score_effective_log_clip,h_shell,score_h_shell,logratio_clip_fraction,score_logratio_clip_fraction,max_log_ratio,score_max_log_ratio,max_score_norm,score_max_score_norm,moment_score,score_moment_score,n_rho,score_n_rho,n_theta,score_n_theta,overflow_guard_logratio_clip_fraction,score_overflow_guard_logratio_clip_fraction,rho_n,score_rho_n,score_changing_logratio_clip_fraction,score_score_changing_logratio_clip_fraction,score_clip_fraction,score_score_clip_fraction,jump_count,undirected_edges,directed_atoms,graph_family,jump_type,n_atoms,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy
LSC-complete-shell,20260191,0.0,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1866054837102482,-1.0735649953305386,1.6001794815489572,0.16753785387547646,0.4363219895350675,18.37619290464606,15.176192904646062,3.8891954259576327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.6002129589480065,0.4999161871521488,0.03438290947372025,0.5742560282701894,0.5738384672140835,0.00041756105610583205,2.5677423302036844,2.560569349363508,81.94524673847174,0.007035087531398031,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.04,0.9031257991085101,1.1027096560735754,1,0.16242902563569306,1.1763648237401756,-1.1353310560413132,-1.0322552682855868,1.5344469836769317,0.1608159013191667,0.4112358789687801,3.8291058457605858,0.6291058457605856,0.7486213917560272,0.9711111111111111,0.008888888888888889,0.011111111111111112,0.008888888888888889,0.9711111111111111,0.008888888888888889,0.011111111111111112,0.008888888888888889,0.9031257991085101,1.588956312055604,0.49561224940153936,1.6320125841882316,0.1196595576800183,0.1190038437036945,0.0006557139763237972,2.533814666956418,2.532327118910122,80.95623043030187,0.0193810982760892,0.0,0.9988888888888889,0.0011111111111110628,0.9042060116903912,1.0028725735507709,0.08,0.9721913236929922,0.008898776418242492,0.010011123470522803,0.008898776418242492,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.08,0.8697924657751767,1.0677825992852616,2,0.3001760561254091,1.3500964794086914,-1.0909439913906311,-0.9692163815259839,1.4592940713131275,0.1497250347106157,0.37282838698267595,3.8632038381550386,0.6632038381550385,0.7252331467082087,0.9377777777777778,0.02666666666666667,0.017777777777777778,0.017777777777777778,0.9377777777777778,0.028888888888888888,0.017777777777777778,0.015555555555555555,0.8697924657751765,1.5712296151163494,0.49133909898189876,3.2601090676095623,0.12072511994234496,0.11981375723165368,0.0009113627106912752,2.483539143267534,2.4820414713021384,79.32641101615847,0.027788072848904437,0.0004861111111111111,0.9944444444444445,0.005555555555555536,0.8750314477739353,1.0028725735507709,0.08,0.9430167597765363,0.024581005586592177,0.01675977653631285,0.01564245810055866,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.12,0.8342369102196212,1.0303058609179545,4,0.4266172661838137,1.532066175963035,-1.0341213253515604,-0.9168955842585543,1.382065276309229,0.1440497969006025,0.33749302444873586,3.9290390015930114,0.7290390015930113,0.7460747133552333,0.9022222222222223,0.03777777777777778,0.03333333333333333,0.02666666666666667,0.9022222222222223,0.042222222222222223,0.03333333333333333,0.022222222222222223,0.8342369102196211,1.5530338671043415,0.486431824384554,5.431382905995719,0.12278246879978161,0.12145620210711924,0.0013262666926623764,2.4340292332122706,2.432511030685932,77.72439244653756,0.035337144697919154,0.0006944444444444445,0.9855555555555555,0.014444444444444482,0.847460009305178,1.0028725735507709,0.08,0.915445321307779,0.03720405862457723,0.02480270574971815,0.02254791431792559,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.16,0.7997924657751767,0.9937706929636821,4,0.5348609750870957,1.707210880910996,-0.9649052313896443,-0.86469103489165,1.2956591725392501,0.13265017947559926,0.29407231725258237,3.9835635083264163,0.7835635083264161,0.716674582419566,0.8677777777777778,0.04888888888888889,0.04666666666666667,0.03666666666666667,0.8677777777777778,0.05333333333333334,0.04666666666666667,0.03222222222222222,0.7997924657751766,1.532605851299772,0.4837713587126172,6.384999629979262,0.12448635963520051,0.12312742198816237,0.0013589376470381318,2.3744919312559665,2.372952838481114,75.80268221702339,0.0427555452091957,0.0007638888888888889,0.9822222222222222,0.01777777777777778,0.8154988508933264,1.0028725735507709,0.08,0.8834841628959276,0.04638009049773756,0.03619909502262444,0.033936651583710405,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.2,0.7675702435529544,0.9627356809076567,4,0.6243212806975384,1.86697837305482,-0.9202170341408514,-0.8054230938073238,1.2229087251144881,0.12666382259541092,0.25613529382122624,3.9866088217449462,0.7866088217449461,0.7283420320354643,0.8355555555555556,0.06777777777777778,0.05555555555555555,0.04111111111111111,0.8355555555555556,0.07333333333333333,0.05555555555555555,0.035555555555555556,0.7675702435529544,1.5112039616000765,0.4785281991981126,8.350789886035983,0.12458152567952957,0.12310572750339838,0.0014757981761311923,2.315765021020913,2.3142261994271203,73.91467622238807,0.04685724606836116,0.0015277777777777779,0.9744444444444444,0.025555555555555554,0.7894833310988812,1.0028725735507709,0.08,0.8574686431014823,0.06499429874572406,0.039908779931584946,0.037628278221208664,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.24,0.7320146879973989,0.9250878642952697,4,0.7172205749186201,2.0487309955609123,-0.86432599784543,-0.7479364171332767,1.143008449061364,0.12620867475176678,0.21882087789800017,4.0098133088210055,0.8098133088210053,0.7313715471297398,0.8,0.0811111111111111,0.06555555555555556,0.05333333333333334,0.8,0.09111111111111111,0.06555555555555556,0.043333333333333335,0.7320146879973989,1.4931797702305423,0.4727253526228463,10.26969027686448,0.12530666590065642,0.12359277424768521,0.0017138916529712217,2.2677631013857327,2.2662181917076367,72.37371546690996,0.04940997755134447,0.002638888888888889,0.9655555555555555,0.0344444444444445,0.7605532380549362,1.0028725735507709,0.08,0.8285385500575374,0.0759493670886076,0.04833141542002301,0.047180667433831994,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.28,0.7009035768862877,0.890138054179699,4,0.7932062174366783,2.2104723316818005,-0.8089925626885233,-0.6992723745760561,1.0693225988122481,0.12909710175975073,0.18694855086341397,4.050637150369636,0.8506371503696357,0.7135604036665731,0.7688888888888888,0.08777777777777777,0.07555555555555556,0.06777777777777778,0.7688888888888888,0.10555555555555556,0.07666666666666666,0.04888888888888889,0.7009035768862878,1.4752019349258914,0.4678248246211658,11.910445310246729,0.12658241094905112,0.1247180256461744,0.0018643853028767316,2.219674844897365,2.218115869576788,70.83010849291564,0.05154821881686511,0.0035416666666666665,0.9588888888888889,0.0411111111111111,0.7327099371283374,1.0028725735507709,0.08,0.8006952491309386,0.08227114716106605,0.05909617612977984,0.05793742757821553,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.32,0.6786813546640655,0.8627228117533988,4,0.8442242699107393,2.3261726323899317,-0.7567467302977208,-0.6658138453060901,1.0079552025847038,0.13550924577260876,0.1636557441745503,4.006198515487715,0.8061985154877149,0.7457667981653509,0.7466666666666667,0.08666666666666667,0.08444444444444445,0.08222222222222222,0.7466666666666667,0.11,0.08555555555555555,0.057777777777777775,0.6786813546640655,1.452994757726001,0.4615733663463246,14.33929971282069,0.1251937036089911,0.12320550303727038,0.001988200571720717,2.1622922762445445,2.1607522074565786,68.99213048261771,0.05292158505179971,0.0025694444444444445,0.9466666666666667,0.053333333333333344,0.716052246682845,1.0028725735507709,0.08,0.784037558685446,0.08450704225352113,0.06572769953051644,0.06572769953051644,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
LSC-complete-shell,20260191,0.36,0.654236910219621,0.8341215178795366,4,0.895793614825449,2.4492788023276084,-0.7111785197691652,-0.6162607517815308,0.9410378319533161,0.14365331143303267,0.14919461180141183,4.039106457433573,0.8391064574335729,0.7620596138500538,0.7222222222222222,0.09333333333333334,0.08777777777777777,0.09666666666666666,0.7222222222222222,0.11888888888888889,0.08777777777777777,0.07111111111111111,0.654236910219621,1.4352227230346204,0.4574490870115301,15.903852932516713,0.12622207679479916,0.12405967180085359,0.002162404993945546,2.1160167501807066,2.114466004283196,67.50604176412884,0.05453431334462384,0.001875,0.9422222222222222,0.05777777777777782,0.6938071408275875,1.0028725735507709,0.08,0.7617924528301887,0.09198113207547169,0.06839622641509434,0.07783018867924528,0.0011372061965811925,0.005555555555555556,0.0011372061965811925,0.95,4.058775347389165,4.02166920868231,0.0031547008547008547,2.8392307692307694,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,746.7234924242837,746.7234924242837,4516841331662.002,4516841331662.002,1.0,1.0,3,3.0,5,5.0,1.5712250712250712e-05,1.5712250712250712e-05,3,3.0,0.0,0.0,0.00030598290598290594,0.00030598290598290594,2.8392307692307694,6,12,complete,shell,12,1170000,210600000,211770000,211770000
