method,seed,time,phase_TV,phase_balance_l2,coverage,entropy,effective_phase_count,mean_q1,mean_q2,mean_order_norm,radial_order_error,second_moment_error,mean_energy,energy_harmonic_reference_error,energy_std,mass_0,mass_1,mass_2,mass_3,nearest_minimum_diagnostic_mass_0,nearest_minimum_diagnostic_mass_1,nearest_minimum_diagnostic_mass_2,nearest_minimum_diagnostic_mass_3,nearest_minimum_diagnostic_TV,magnetization_norm_mean,binder_cumulant,susceptibility,mean_total_energy_density,mean_gradient_energy_density,mean_local_energy_density,vector_correlation_0,vector_correlation_1,structure_factor_0,structure_factor_1,domain_wall_density_mean,coherent_field_fraction,noncoherent_field_probability,coherent_phase_TV,coherence_magnetization_threshold,coherence_domain_wall_threshold,coherent_phase_mass_0,coherent_phase_mass_1,coherent_phase_mass_2,coherent_phase_mass_3,clip_fraction_mean,clip_fraction_max,safety_clip_fraction,max_jump_count,mean_energy_after_jump,mean_energy_before_jump,mean_jump_count,total_jump_count,effective_log_clip,score_effective_log_clip,h_shell,score_h_shell,logratio_clip_fraction,score_logratio_clip_fraction,max_log_ratio,score_max_log_ratio,max_score_norm,score_max_score_norm,moment_score,score_moment_score,n_rho,score_n_rho,n_theta,score_n_theta,overflow_guard_logratio_clip_fraction,score_overflow_guard_logratio_clip_fraction,rho_n,score_rho_n,score_changing_logratio_clip_fraction,score_score_changing_logratio_clip_fraction,score_clip_fraction,score_score_clip_fraction,jump_count,undirected_edges,directed_atoms,graph_family,jump_type,n_atoms,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy
LSC-MST-shell,20260140,0.0,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1866054837102482,-1.0735649953305386,1.6001794815489572,0.16753785387547646,0.4363219895350675,18.37619290464606,15.176192904646062,3.8891954259576327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.6002129589480065,0.4999161871521488,0.03438290947372025,0.5742560282701894,0.5738384672140835,0.00041756105610583205,2.5677423302036844,2.560569349363508,81.94524673847174,0.007035087531398031,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.04,0.9086813546640655,1.111976696779037,1,0.12559465363178696,1.1338224842974938,-1.1771503673976347,-1.0456841295781585,1.5745279566638426,0.17979502968742517,0.4435553455704615,3.812033410080903,0.6120334100809028,0.7289450687097567,0.9766666666666667,0.015555555555555555,0.0077777777777777776,0.0,0.9766666666666667,0.015555555555555555,0.0077777777777777776,0.0,0.9086813546640655,1.5996825713379494,0.4909471620167253,3.9389098686308444,0.11912604406502822,0.11812492018765129,0.0010011238773769435,2.5752462409984087,2.573769679496063,82.28138951621965,0.019517204517209705,0.0,0.9933333333333333,0.00666666666666671,0.915236164507466,1.0028725735507709,0.08,0.9832214765100671,0.015659955257270694,0.0011185682326621924,0.0,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.08,0.8853480213307322,1.0877544833194286,2,0.2289079491083281,1.2572263048808083,-1.1599483480353254,-1.0073676239520295,1.5363169269055905,0.19169058525974908,0.4368024834199703,3.919262469487207,0.719262469487207,0.7219935007493362,0.9533333333333334,0.03111111111111111,0.008888888888888889,0.006666666666666667,0.9533333333333334,0.03111111111111111,0.008888888888888889,0.006666666666666667,0.8853480213307322,1.5935898209380857,0.482464395981133,8.160516222915533,0.12247695217147522,0.12093407518213277,0.0015428769893424655,2.5697946431378575,2.5682829671980802,82.0809641790109,0.030111798526179828,0.0001388888888888889,0.9844444444444445,0.015555555555555545,0.9004119791937872,1.0028725735507709,0.08,0.9683972911963883,0.03160270880361174,0.0,0.0,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.12,0.8542369102196212,1.0554532495193678,2,0.3445576989235248,1.4113655330998225,-1.1252052994105113,-0.9557047387674092,1.4762989241762596,0.20021240831565987,0.40458117169325974,3.947003685947863,0.7470036859478628,0.7399989710992098,0.9222222222222223,0.04888888888888889,0.013333333333333334,0.015555555555555555,0.9222222222222223,0.04888888888888889,0.013333333333333334,0.015555555555555555,0.8542369102196212,1.5735055286924884,0.4757582696875954,12.480296927258081,0.12334386518587072,0.12159275211443799,0.001751113071432745,2.5202250564572615,2.518705147055831,80.47745845515223,0.03772823259261608,0.00034722222222222224,0.9711111111111111,0.028888888888888853,0.8816714385694813,1.0028725735507709,0.08,0.9496567505720824,0.04919908466819222,0.0011441647597254005,0.0,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.16,0.8253480213307323,1.023770621811532,3,0.43742487797142643,1.5487139517303459,-1.0975311185392704,-0.9004197236454686,1.4196232721718258,0.2111686761437516,0.3992578995860911,4.000103714145988,0.8001037141459877,0.7428595376791508,0.8933333333333333,0.06444444444444444,0.013333333333333334,0.028888888888888888,0.8933333333333333,0.06444444444444444,0.014444444444444444,0.027777777777777776,0.8253480213307322,1.5648003628585496,0.4694649691851849,15.690481495338418,0.12500324106706212,0.12293374999079938,0.002069491076262734,2.503304947738089,2.5017682758632036,79.92425376880574,0.04280103876019319,0.001875,0.9566666666666667,0.043333333333333335,0.8658125974050643,1.0028725735507709,0.08,0.9337979094076655,0.0627177700348432,0.0011614401858304297,0.0023228803716608595,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.2,0.8020146879973988,0.9960687794813148,3,0.515449016227528,1.6743901613848995,-1.0638179680376219,-0.8648383643061544,1.3710047649426442,0.21539591363899016,0.37424906513191325,4.018232623201099,0.8182326232010988,0.7220555365474273,0.87,0.06777777777777778,0.02,0.042222222222222223,0.87,0.07222222222222222,0.021111111111111112,0.03666666666666667,0.8020146879973988,1.5508228851058221,0.464372009769916,18.023361440179002,0.12556976947503434,0.12340913486370973,0.002160634611324627,2.467330308026724,2.4657876938409276,78.76398801499224,0.046903129870289974,0.003611111111111111,0.9388888888888889,0.061111111111111116,0.8586419069323101,1.0028725735507709,0.08,0.9266272189349113,0.06390532544378698,0.005917159763313609,0.0035502958579881655,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.24,0.7820146879973989,0.9706186789106264,3,0.5650932527625563,1.7596118637385125,-1.0346640273371488,-0.8233215045459664,1.3222662172623798,0.21322261086782135,0.35264834980488186,4.000901025489711,0.8009010254897104,0.7386279950852526,0.85,0.07444444444444444,0.015555555555555555,0.06,0.85,0.08333333333333333,0.016666666666666666,0.05,0.7820146879973988,1.5349506859440123,0.46246799094313473,19.155121492518106,0.12502815704655346,0.12290089926041028,0.002127257786143167,2.4220396672258677,2.4205034059851123,77.30986761421161,0.04930294711273805,0.0045138888888888885,0.9222222222222223,0.07777777777777772,0.8537014349853507,1.0028725735507709,0.08,0.9216867469879518,0.06385542168674699,0.006024096385542169,0.008433734939759036,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.28,0.7675702435529544,0.9509921671796644,3,0.6016466197428856,1.825121608744401,-1.01336292760918,-0.7979218735344932,1.2897998834382967,0.21332111562221137,0.34016241593948454,4.037726870655924,0.8377268706559242,0.7633947689944033,0.8355555555555556,0.07444444444444444,0.015555555555555555,0.07444444444444444,0.8355555555555556,0.09111111111111111,0.015555555555555555,0.057777777777777775,0.7675702435529544,1.5336277485022067,0.45946633480626176,19.219478446908198,0.12617896470799764,0.12386102722601607,0.002317937481981566,2.418258602914029,2.416710340073704,77.18639811592125,0.05075933306079858,0.003958333333333334,0.9233333333333333,0.07666666666666666,0.8357451332440897,1.0028725735507709,0.08,0.9037304452466908,0.06979542719614922,0.010830324909747292,0.015643802647412757,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.32,0.7375702435529545,0.9182173572912913,4,0.6853109380643478,1.9843887616197402,-0.9862343524301079,-0.7482330117666341,1.2379462176567282,0.22043738708021868,0.3301033042353851,4.083445429263852,0.8834454292638521,0.7226453804206393,0.8055555555555556,0.08333333333333333,0.025555555555555557,0.08555555555555555,0.8055555555555556,0.10888888888888888,0.025555555555555557,0.06,0.7375702435529545,1.5217842341186694,0.4535222401578445,21.842134952308356,0.12760766966449538,0.12508825895379966,0.002519410710695746,2.3903907446918797,2.388827141454957,76.2906856620195,0.05218032862119431,0.0027083333333333334,0.9177777777777778,0.0822222222222222,0.8085280051886823,1.0028725735507709,0.08,0.8765133171912833,0.08353510895883777,0.013317191283292978,0.026634382566585957,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
LSC-MST-shell,20260140,0.36,0.7120146879973989,0.8875563751536646,3,0.7304858203743906,2.076088969033247,-0.9553226313897779,-0.6877761619978555,1.1771479851989683,0.21496719678409673,0.2987870088332823,4.039659012425033,0.8396590124250327,0.7406867711741947,0.78,0.09555555555555556,0.01888888888888889,0.10555555555555556,0.78,0.12666666666666668,0.01888888888888889,0.07444444444444444,0.7176754644686647,1.5070385059961409,0.4534531261222815,21.256198174488787,0.12623934413828228,0.1238626739810068,0.0023766701572754665,2.3439549616303896,2.3424066782056268,74.80290169121143,0.053959092295892234,0.003125,0.9155555555555556,0.08444444444444443,0.7827428433372047,1.0028725735507709,0.08,0.8507281553398058,0.0983009708737864,0.015776699029126214,0.03519417475728155,0.0009158119658119642,0.004392361111111111,0.0009158119658119642,0.9476923076923077,4.0762153392753735,4.052417385668942,0.003163247863247863,2.846923076923077,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,406.30157909297924,406.30157909297924,3463594938.606645,3463594938.606645,1.0,1.0,3,3.0,5,5.0,0.0,0.0,3,3.0,0.0,0.0,3.461538461538461e-05,3.461538461538461e-05,2.846923076923077,3,6,MST,shell,6,1170000,105300000,106470000,106470000
