method,seed,time,phase_TV,phase_balance_l2,coverage,entropy,effective_phase_count,mean_q1,mean_q2,mean_order_norm,radial_order_error,second_moment_error,mean_energy,energy_harmonic_reference_error,energy_std,mass_0,mass_1,mass_2,mass_3,nearest_minimum_diagnostic_mass_0,nearest_minimum_diagnostic_mass_1,nearest_minimum_diagnostic_mass_2,nearest_minimum_diagnostic_mass_3,nearest_minimum_diagnostic_TV,magnetization_norm_mean,binder_cumulant,susceptibility,mean_total_energy_density,mean_gradient_energy_density,mean_local_energy_density,vector_correlation_0,vector_correlation_1,structure_factor_0,structure_factor_1,domain_wall_density_mean,coherent_field_fraction,noncoherent_field_probability,coherent_phase_TV,coherence_magnetization_threshold,coherence_domain_wall_threshold,coherent_phase_mass_0,coherent_phase_mass_1,coherent_phase_mass_2,coherent_phase_mass_3,clip_fraction_mean,clip_fraction_max,safety_clip_fraction,max_jump_count,mean_energy_after_jump,mean_energy_before_jump,mean_jump_count,total_jump_count,effective_log_clip,score_effective_log_clip,h_shell,score_h_shell,logratio_clip_fraction,score_logratio_clip_fraction,max_log_ratio,score_max_log_ratio,max_score_norm,score_max_score_norm,moment_score,score_moment_score,n_rho,score_n_rho,n_theta,score_n_theta,overflow_guard_logratio_clip_fraction,score_overflow_guard_logratio_clip_fraction,rho_n,score_rho_n,score_changing_logratio_clip_fraction,score_score_changing_logratio_clip_fraction,score_clip_fraction,score_score_clip_fraction,jump_count,undirected_edges,directed_atoms,graph_family,jump_type,n_atoms,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy
LSC-5-shell,20260174,0.0,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1866054837102482,-1.0735649953305386,1.6001794815489572,0.16753785387547646,0.4363219895350675,18.37619290464606,15.176192904646062,3.8891954259576327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.6002129589480065,0.4999161871521488,0.03438290947372025,0.5742560282701894,0.5738384672140835,0.00041756105610583205,2.5677423302036844,2.560569349363508,81.94524673847174,0.007035087531398031,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.04,0.8986813546640657,1.0975664124056885,1,0.18265385858980399,1.2003988284170488,-1.122823050758017,-1.0253124430372615,1.5205253069780118,0.15660990471762148,0.4011834325871538,3.8129469792822297,0.6129469792822295,0.7352775634339476,0.9666666666666667,0.01,0.012222222222222223,0.011111111111111112,0.9666666666666667,0.01,0.012222222222222223,0.011111111111111112,0.8986813546640657,1.5857873470481592,0.49498490406763584,1.711102732034675,0.11915459310256968,0.11853886924601141,0.0006157238565582597,2.5239982214506522,2.5225164855850775,80.64219859506078,0.019992612749877257,0.0,1.0,0.0,0.8986813546640657,1.0028725735507709,0.08,0.9666666666666667,0.01,0.012222222222222223,0.011111111111111112,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.08,0.8609035768862878,1.0584391767272545,3,0.33340348758295435,1.3957103366629497,-1.0682545214296966,-0.9582843371401073,1.435087660515219,0.142733267115592,0.35845963628015903,3.908782185588248,0.7087821855882477,0.7702853386345773,0.9288888888888889,0.03,0.021111111111111112,0.02,0.9288888888888889,0.03,0.021111111111111112,0.02,0.8609035768862878,1.567061955028737,0.4927634030632062,2.6023822640999583,0.12214944329963275,0.12117502238170061,0.0009744209179321373,2.4685136732244426,2.4669989854446714,78.84209969516161,0.029480103862785524,0.0001388888888888889,0.9988888888888889,0.0011111111111110628,0.8619368237037393,1.0028725735507709,0.08,0.9299221357063404,0.028921023359288096,0.021134593993325918,0.020022246941045607,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.12,0.8364591324418433,1.032939394436787,4,0.41776076793278644,1.5185573433313238,-1.0264941487285668,-0.9142997312351101,1.3746396749368837,0.1341856666297232,0.3259519039466542,3.9056885277220106,0.7056885277220104,0.7474221509778595,0.9044444444444445,0.042222222222222223,0.02666666666666667,0.02666666666666667,0.9044444444444445,0.042222222222222223,0.02666666666666667,0.02666666666666667,0.8364591324418433,1.5518654636319968,0.48598735805689885,4.661513656786269,0.12205276649131283,0.12086081486540924,0.0011919516259035834,2.428096652379926,2.4265858921941086,77.53131671651889,0.03783181033177771,0.0002777777777777778,0.9988888888888889,0.0011111111111110628,0.8374651885535724,1.0028725735507709,0.08,0.9054505005561735,0.041156840934371525,0.026696329254727477,0.026696329254727477,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.16,0.8086813546640655,1.0073752202459152,4,0.5011034978797186,1.6505416353261226,-0.9862961835007905,-0.8600708006134645,1.3086259754628573,0.126414586490709,0.27687624348292944,3.969564037105724,0.7695640371057237,0.7388048672109736,0.8766666666666667,0.06222222222222222,0.03333333333333333,0.027777777777777776,0.8766666666666667,0.06333333333333334,0.03333333333333333,0.02666666666666667,0.8086813546640657,1.5279153485925618,0.4824739663796155,6.179446992842941,0.12404887615955387,0.12256929399373012,0.0014795821658237659,2.3595116430798826,2.3579795269049617,75.32275469815563,0.04371615987554605,0.0011111111111111111,0.9966666666666667,0.0033333333333332993,0.8116133502047567,1.0028725735507709,0.08,0.8795986622073578,0.06131549609810479,0.032329988851727984,0.026755852842809364,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.2,0.7764591324418433,0.9718979609150671,4,0.5988468223040847,1.8200187847089333,-0.9168292483108162,-0.8060775771215026,1.220793566044748,0.12235147549919737,0.24656719570780994,3.960676110240646,0.7606761102406456,0.7238158455777814,0.8444444444444444,0.06888888888888889,0.04666666666666667,0.04,0.8444444444444444,0.07222222222222222,0.04777777777777778,0.035555555555555556,0.7764591324418433,1.504223946050043,0.4764579642298784,9.284045159446492,0.12377112844502018,0.12221969927555683,0.0015514291694633396,2.2976981404481758,2.2961703942072322,73.33447427179622,0.0482924673458575,0.0033333333333333335,0.9788888888888889,0.02111111111111108,0.7878603179633467,1.0028725735507709,0.08,0.8558456299659478,0.060158910329171394,0.04540295119182747,0.03859250851305335,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.24,0.7397924657751767,0.9267446820899083,4,0.6997871317881768,2.0133240891538087,-0.8521406477577372,-0.750835729870678,1.1357367550675685,0.1204293883551084,0.21055949830307244,4.00938615857492,0.8093861585749202,0.7812228296570097,0.8077777777777778,0.07111111111111111,0.056666666666666664,0.06444444444444444,0.8088888888888889,0.08444444444444445,0.05555555555555555,0.051111111111111114,0.7409035768862877,1.4816820982548822,0.4714877703239426,11.98211627536594,0.12529331745546626,0.12361018444845952,0.0016831330070067316,2.239055520041659,2.2375103927360533,71.45043051678428,0.05244217595942356,0.0030902777777777777,0.9733333333333334,0.026666666666666616,0.7596402587736546,1.0028725735507709,0.08,0.8276255707762558,0.0684931506849315,0.05707762557077625,0.04680365296803653,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.28,0.7097924657751766,0.8945828440694538,4,0.7727400188896892,2.165692168969871,-0.8045393184037951,-0.6969159675383614,1.0644131625771889,0.12145997200659113,0.18691346912656567,4.0247163383642865,0.8247163383642864,0.7673031856634304,0.7777777777777778,0.08222222222222222,0.06444444444444444,0.07555555555555556,0.7777777777777778,0.09777777777777778,0.06333333333333334,0.06111111111111111,0.7097924657751766,1.4686223762310475,0.46491478195322267,13.06794628118709,0.12577238557388395,0.12385495784299126,0.0019174277308926897,2.2040765780706093,2.2025283910975717,70.32604851504753,0.054539678133147335,0.0034027777777777776,0.9677777777777777,0.03222222222222226,0.7333924147482599,1.0028725735507709,0.08,0.801377726750861,0.07692307692307693,0.06544202066590127,0.05625717566016074,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.32,0.6886813546640655,0.8703842411654902,4,0.8207970620050924,2.272310288110306,-0.7600698625313127,-0.6491648401300911,0.9995604962129582,0.12151153443635893,0.1547304196681322,4.02910384873053,0.8291038487305302,0.7770650717802211,0.7566666666666667,0.08777777777777777,0.06888888888888889,0.08666666666666667,0.7566666666666667,0.10777777777777778,0.06888888888888889,0.06666666666666667,0.6886813546640655,1.443954517406514,0.4638270449323112,12.667564679084506,0.12590949527282908,0.12391633891796876,0.0019931563548602933,2.1311552680247985,2.129606313788324,67.9869052147462,0.05748555302978365,0.0025,0.9644444444444444,0.03555555555555556,0.7131206787808091,1.0028725735507709,0.08,0.7811059907834101,0.08294930875576037,0.07027649769585254,0.06566820276497695,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
LSC-5-shell,20260174,0.36,0.6620146879973989,0.8435902104700439,4,0.8773330755372865,2.404478585141565,-0.7196830921552773,-0.5947484809868475,0.9336324270130846,0.13674889431931558,0.1422038396025201,4.025097447980694,0.8250974479806938,0.8156561615906601,0.73,0.10222222222222223,0.07333333333333333,0.09444444444444444,0.7311111111111112,0.12333333333333334,0.07222222222222222,0.07333333333333333,0.6654532422464425,1.421614007475582,0.45746242069871457,14.504777259428181,0.1257842952493967,0.12355276593088099,0.0022315293185157037,2.0729250239362753,2.0713806143621394,66.12204208596785,0.0586811351059941,0.003125,0.9611111111111111,0.03888888888888886,0.6892401215234105,1.0028725735507709,0.08,0.7572254335260116,0.09710982658959537,0.07514450867052024,0.07052023121387284,0.0012181623931623933,0.005399305555555556,0.0012181623931623933,0.9453846153846154,4.065499489605763,4.02294146686241,0.0031923076923076926,2.873076923076923,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,759.5920928859975,759.5920928859975,6788893847107.919,6788893847107.919,1.0,1.0,3,3.0,5,5.0,2.2131054131054133e-05,2.2131054131054133e-05,3,3.0,0.0,0.0,0.0003662393162393162,0.0003662393162393162,2.873076923076923,5,10,5,shell,10,1170000,175500000,176670000,176670000
