method,seed,time,phase_TV,phase_balance_l2,coverage,entropy,effective_phase_count,mean_q1,mean_q2,mean_order_norm,radial_order_error,second_moment_error,mean_energy,energy_harmonic_reference_error,energy_std,mass_0,mass_1,mass_2,mass_3,nearest_minimum_diagnostic_mass_0,nearest_minimum_diagnostic_mass_1,nearest_minimum_diagnostic_mass_2,nearest_minimum_diagnostic_mass_3,nearest_minimum_diagnostic_TV,magnetization_norm_mean,binder_cumulant,susceptibility,mean_total_energy_density,mean_gradient_energy_density,mean_local_energy_density,vector_correlation_0,vector_correlation_1,structure_factor_0,structure_factor_1,domain_wall_density_mean,coherent_field_fraction,noncoherent_field_probability,coherent_phase_TV,coherence_magnetization_threshold,coherence_domain_wall_threshold,coherent_phase_mass_0,coherent_phase_mass_1,coherent_phase_mass_2,coherent_phase_mass_3,clip_fraction_mean,clip_fraction_max,safety_clip_fraction,max_jump_count,mean_energy_after_jump,mean_energy_before_jump,mean_jump_count,total_jump_count,effective_log_clip,score_effective_log_clip,h_shell,score_h_shell,logratio_clip_fraction,score_logratio_clip_fraction,max_log_ratio,score_max_log_ratio,max_score_norm,score_max_score_norm,moment_score,score_moment_score,n_rho,score_n_rho,n_theta,score_n_theta,overflow_guard_logratio_clip_fraction,score_overflow_guard_logratio_clip_fraction,rho_n,score_rho_n,score_changing_logratio_clip_fraction,score_score_changing_logratio_clip_fraction,score_clip_fraction,score_score_clip_fraction,jump_count,undirected_edges,directed_atoms,graph_family,jump_type,n_atoms,jump_cost_proxy,score_cost_proxy,total_cost_proxy,cost_proxy
LSC-cycle-shell,20260157,0.0,0.932014687997399,1.1341157041619936,1,2.072326583694641e-297,1.0,-1.1866054837102482,-1.0735649953305386,1.6001794815489572,0.16753785387547646,0.4363219895350675,18.37619290464606,15.176192904646062,3.8891954259576327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.932014687997399,1.6002129589480065,0.4999161871521488,0.03438290947372025,0.5742560282701894,0.5738384672140835,0.00041756105610583205,2.5677423302036844,2.560569349363508,81.94524673847174,0.007035087531398031,0.0,1.0,0.0,0.932014687997399,1.0028725735507709,0.08,1.0,0.0,0.0,0.0,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.04,0.8953480213307322,1.096277887172112,1,0.1939809990046589,1.214073214137583,-1.1456758350946186,-1.0206604908483616,1.5343796651085313,0.1559441421904539,0.4083848805640542,3.892445196695068,0.692445196695068,0.7962719937800578,0.9633333333333334,0.02,0.008888888888888889,0.0077777777777777776,0.9633333333333334,0.02,0.008888888888888889,0.0077777777777777776,0.8953480213307322,1.5827821379033018,0.4946256050223935,1.8373881819606197,0.12163891239672088,0.12071504106890166,0.0009238713278192095,2.5149553290531084,2.5134463910397473,80.3501162923,0.01995714669236415,0.0001388888888888889,1.0,0.0,0.8953480213307322,1.0028725735507709,0.08,0.9633333333333334,0.02,0.008888888888888889,0.0077777777777777776,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.08,0.8653480213307323,1.0676559758345898,2,0.3064132347444688,1.3585435879818397,-1.1159639448371867,-0.974426645671289,1.4815136901057564,0.15012637932653733,0.3765429360227836,3.918818041926967,0.718818041926967,0.79697682419645,0.9333333333333333,0.04111111111111111,0.015555555555555555,0.01,0.9333333333333333,0.04111111111111111,0.015555555555555555,0.01,0.8653480213307323,1.561463166863085,0.4880194492915916,4.741833751465805,0.12246306381021772,0.1211605342294739,0.001302529580743814,2.4576610015607843,2.4561464948829155,78.49553446218965,0.028607827679214416,0.0001388888888888889,0.9977777777777778,0.0022222222222222365,0.8674267147234569,1.0028725735507709,0.08,0.9354120267260579,0.0400890868596882,0.014476614699331848,0.01002227171492205,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.12,0.8353480213307323,1.0352826345802046,4,0.41319224345973793,1.5116356000602298,-1.0634467929303673,-0.9238712660305404,1.4087076338228453,0.1402190406885392,0.33188804131553823,3.908563981722193,0.7085639817221927,0.8240185983719892,0.9033333333333333,0.05444444444444444,0.021111111111111112,0.021111111111111112,0.9033333333333333,0.05444444444444444,0.021111111111111112,0.021111111111111112,0.8353480213307323,1.5420235919032503,0.4820419940292784,6.538095215999675,0.12214262442881853,0.12065498559957623,0.0014876388292422884,2.4034120898004514,2.4019039024804565,76.74458577715852,0.03580397055293325,0.00034722222222222224,0.9944444444444445,0.005555555555555536,0.8403945762655554,1.0028725735507709,0.08,0.9083798882681564,0.05027932960893855,0.021229050279329607,0.02011173184357542,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.16,0.7975702435529544,0.9980646168999366,4,0.5255417885609424,1.6913749677949874,-1.0119731419103555,-0.8522957080601284,1.3230637225491568,0.1287166485163689,0.2820176174333745,3.964455232891689,0.7644552328916889,0.7422260785552283,0.8655555555555555,0.07777777777777778,0.027777777777777776,0.028888888888888888,0.8655555555555555,0.07888888888888888,0.027777777777777776,0.027777777777777776,0.7975702435529545,1.5172871701608575,0.47910068114829585,7.614660187730635,0.12388922602786528,0.12212692708146525,0.0017622989464000222,2.3315190647613937,2.3299924781728754,74.4305974342849,0.04194527896737442,0.0002777777777777778,0.9877777777777778,0.012222222222222245,0.8082801548140468,1.0028725735507709,0.08,0.876265466816648,0.0686164229471316,0.0281214848143982,0.02699662542182227,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.2,0.7653480213307322,0.9646913033652691,4,0.6166620895614158,1.852733450777476,-0.9582756618891323,-0.7974900467462888,1.2467087145073037,0.12238486298957875,0.24350627345282339,3.9941066197415402,0.7941066197415401,0.7784638504787453,0.8333333333333334,0.09222222222222222,0.035555555555555556,0.03888888888888889,0.8333333333333334,0.09444444444444444,0.035555555555555556,0.03666666666666667,0.7653480213307322,1.4953855671608633,0.47326001440562737,9.449517391955311,0.12481583186692313,0.122859541057697,0.001956290809226116,2.271590461498937,2.2700547172357153,72.5026475623321,0.04637415650919501,0.0006944444444444445,0.9777777777777777,0.022222222222222254,0.7820146879973989,1.0028725735507709,0.08,0.85,0.07727272727272727,0.035227272727272725,0.0375,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.24,0.7342369102196211,0.9341202437674127,4,0.6913090018872436,1.9963270194860394,-0.9204631748260275,-0.7326044460560466,1.1764190284893798,0.11890690911367147,0.2126412575638981,4.011365565504849,0.8113655655048486,0.7615178240613991,0.8022222222222222,0.11222222222222222,0.03777777777777778,0.04777777777777778,0.8022222222222222,0.11444444444444445,0.03777777777777778,0.04555555555555556,0.7342369102196211,1.4714466806369144,0.4690826560293273,10.734772646637367,0.12535517392202652,0.12312731114754208,0.002227862774484456,2.2047626867230354,2.2032235953336907,70.35844795130038,0.04964448005066351,0.00125,0.9733333333333334,0.026666666666666616,0.756215601239408,1.0028725735507709,0.08,0.8242009132420092,0.09474885844748858,0.03767123287671233,0.04337899543378995,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.28,0.701008797801998,0.895087659435843,4,0.786770438301718,2.1962918999795993,-0.8533305518971293,-0.6813034479540087,1.0919466191142673,0.12510084309135455,0.18239559774969405,4.041443828390706,0.8414438283907062,0.7397881463043308,0.7633333333333333,0.12666666666666668,0.052222222222222225,0.057777777777777775,0.7633333333333333,0.1288888888888889,0.052222222222222225,0.05555555555555555,0.7032310200242202,1.4505071173827713,0.4627445789388278,12.527363635773412,0.12629511963720957,0.12376993035787845,0.0025251892793311504,2.1494269375962163,2.1478798134667425,68.57980508607584,0.05301729003264681,0.0011805555555555556,0.9688888888888889,0.03111111111111109,0.7164183577221696,1.0028725735507709,0.08,0.7844036697247706,0.10779816513761468,0.052752293577981654,0.05504587155963303,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.32,0.6854532422464424,0.863122917687629,4,0.8499026831459249,2.33941917593325,-0.8164638616351613,-0.6185462995960319,1.0243108718060867,0.14501952444981828,0.18332632397556983,4.037951244855247,0.8379512448552466,0.7772458974073129,0.7333333333333333,0.1411111111111111,0.05333333333333334,0.07222222222222222,0.7333333333333333,0.14555555555555555,0.05333333333333334,0.06777777777777778,0.6898976866908868,1.4301115970858882,0.44992668268919067,16.925738364529224,0.12618597640172646,0.12320464878541187,0.0029813276163145985,2.1044895626122258,2.102949504502408,67.13958760027852,0.055600832427638525,0.0014583333333333334,0.9522222222222222,0.04777777777777781,0.6951418758620429,1.0028725735507709,0.08,0.7631271878646441,0.11435239206534423,0.05367561260210035,0.06884480746791131,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
LSC-cycle-shell,20260157,0.36,0.6665643533575536,0.8357739284694888,4,0.9029608178447452,2.466896339571901,-0.7701590194017606,-0.5832798605393097,0.9661057451835375,0.16319745828833318,0.18137117303853623,4.078617459573833,0.8786174595738325,0.7773061917315477,0.7088888888888889,0.14666666666666667,0.06,0.08444444444444445,0.7088888888888889,0.1511111111111111,0.06,0.08,0.6710087978019981,1.406459773962841,0.44029901615431477,19.78995201740112,0.12745679561168227,0.12446623715517388,0.0029905584565083636,2.046464133625716,2.0449083056612762,65.27912626655964,0.05679826913468838,0.0030555555555555557,0.9344444444444444,0.06555555555555559,0.6858791350842003,1.0028725735507709,0.08,0.7538644470868014,0.1117717003567182,0.06302021403091558,0.0713436385255648,0.0013399038461538468,0.005,0.0013399038461538468,0.9492307692307692,4.095510207573538,4.053360081223338,0.0032128205128205134,2.8915384615384614,707.782712893384,707.782712893384,0.08,0.07999999999999999,0.0,0.0,765.0578241146445,765.0578241146445,12109824210292.787,12109824210292.787,1.0,1.0,3,3.0,5,5.0,2.8575498575498574e-05,2.8575498575498574e-05,3,3.0,0.0,0.0,0.00037264957264957263,0.00037264957264957263,2.8915384615384614,4,8,cycle,shell,8,1170000,140400000,141570000,141570000
