method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,score_evaluation,splitting,jump_mode,bank_size,bank_refresh_policy,bank_shared_between_score_and_noise,m_clip_fraction,jump_count_mean,max_log_magnitude,jump_count_applied_cumulative,score_clip_fraction_cumulative,jump_rate_per_particle_time_cumulative,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,0,0,0.0,0.0,0.0,0.0,0.0,0.7375435016076635,0.5185869602971889,0.5180882223909883,0.795,0.5336818114030089,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,1,0,0.0,0.0,0.0,0.0,0.0,0.7394532088910644,0.5206934080227161,0.520194899010266,0.795,0.5317247242843812,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,2,0,0.0,0.0,0.0,0.0,0.0,0.7394603897410907,0.5202054958208711,0.5197073156033409,0.7987500000000001,0.5306670466670927,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,3,0,0.0,0.0,0.0,0.0,0.0,0.7386120682173176,0.5192847333828506,0.5187863891275463,0.7937500000000001,0.5337624740718186,0.0,0.36550095012754413,0.7311477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,,,,,,,,
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,0,8,0.04,2506237.686141132,783.1992769191037,8.0,1024.0,0.7157215188605051,0.4889923649100686,0.48845859911793554,0.7475,0.47495787494942787,0.0,0.33169613686995203,0.7161477216369079,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.0043359375,125.03646557605526,111,0.0,0.8671875,3.90625e-05,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,1,8,0.04,2506237.686141132,783.1992769191037,8.0,1024.0,0.7177715471632703,0.4928939687451519,0.49235868627224777,0.7450000000000001,0.46603880321125424,0.0,0.3307370653534931,0.7148977216369079,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.0043359375,125.03646557605526,111,0.0,0.8671875,3.90625e-05,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,2,8,0.04,2506237.686141132,783.1992769191037,8.0,1024.0,0.7135629521059381,0.48709225010731716,0.48655694738002153,0.74625,0.4417006391868048,0.0,0.32440411580000983,0.712397721636908,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.0043359375,125.03646557605526,111,0.0,0.8671875,3.90625e-05,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,3,8,0.04,2506237.686141132,783.1992769191037,8.0,1024.0,0.7105322335041878,0.4855418343137402,0.48500889675596803,0.74875,0.4586418560396467,0.0,0.3306583628406331,0.7161477216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.0043359375,125.03646557605526,111,0.0,0.8671875,3.90625e-05,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,0,17,0.085,5325755.0830499055,1664.2984634530956,17.0,2176.0,0.6926378893203947,0.4603614926845163,0.4598019100065278,0.7212500000000001,0.41303985484184336,0.0,0.3013747464471692,0.6973977216369078,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.004895833333333334,121.96955796847294,252,0.0,0.9264705882352942,1.838235294117647e-05,0.0
LSC-CP-RA,"LSC-CP-RA (A=4), tamed",98886f115ea6a7a4c556fecc8bb0d7f3,c87203a12406cc5114b7ffa2d8877465,True,1,17,0.085,5325755.0830499055,1664.2984634530956,17.0,2176.0,0.6963939856943422,0.4670884705945638,0.4665365881016814,0.72375,0.40356808657286136,0.0,0.30488433959944117,0.6986477216369077,True,0.12012712206063299,reject,pre_step,drift_diffusion_then_jump,iid_bank,4,every_step,True,0.0,0.004895833333333334,121.96955796847294,252,0.0,0.9264705882352942,1.838235294117647e-05,0.0
