method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,phase_weight_JS,order_parameter_SW2,order_parameter_MMD2_biased,energy_per_site_MAE,susceptibility_relative_frobenius,order_parameter_MMD2_unbiased,phase_weight_TV,max_phase_mass_error,phase_outside_mass,energy_per_site_variance_error,coherence_mean_error,correlation_relative_L2,kink_density_error,heat_capacity_error,binder_cumulant_error,order_parameter_mean_error,marginal_KS_mx,marginal_KS_my,marginal_KS_m_norm,marginal_W1_mx,marginal_W1_my,marginal_W1_m_norm,energy_per_site_KS,energy_per_site_W1,energy_per_site_MMD2_biased,energy_per_site_MMD2_unbiased,coherence_KS,coherence_W1,kink_density_KS,kink_density_W1,kink_zero_probability,kink_zero_probability_reference,kink_zero_probability_error,kink_high_tail_threshold,kink_high_tail_probability,kink_high_tail_probability_reference,kink_high_tail_probability_error,connected_correlation_relative_L2,energy_per_site_mean,energy_per_site_variance,coherence_mean,kink_density_mean,heat_capacity_per_site,heat_capacity_per_site_reference,binder_cumulant,binder_cumulant_reference,phase_occupancy_0,phase_count_0,phase_occupancy_1,phase_count_1,phase_occupancy_2,phase_count_2,phase_occupancy_3,phase_count_3,phase_outside_count,susceptibility_00,susceptibility_01,susceptibility_10,susceptibility_11,correlation_r0,connected_correlation_r0,correlation_r1,connected_correlation_r1,correlation_r2,connected_correlation_r2,correlation_r3,connected_correlation_r3,correlation_r4,connected_correlation_r4,correlation_r5,connected_correlation_r5,correlation_r6,connected_correlation_r6,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,0,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.281740113620283,0.30121910261038287,0.024840971986575228,0.9997835737798286,0.3003498259388514,0.676619318181681,0.676619318181681,0.0,0.001882633201364401,0.0026378954760076226,0.05438446011297561,5.823863636363635e-05,1.4458622986478595,0.017927939322221143,1.2814035807026307,0.72,0.7050000000000001,0.535,1.00624871724677,0.8689969812656262,0.10440311992032228,0.21499999999999997,0.02308864028343132,0.04906266701412276,0.04654660788561571,0.3575,0.0025635639259725695,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996216202968665,0.15048759909621734,0.003209070848551601,0.01011608400574187,0.0,2.464566411687629,1.0187041130397694,0.4997866437796097,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.01802462218832552,0.0009942654691623156,0.0009942654691623156,0.021322217195879963,2.0136752393816555,0.004965639435343672,2.0086171973787845,-9.240256752729437e-05,2.0086962654593687,-1.3334486943072932e-05,2.008734615728445,2.5015782133319675e-05,2.0087321805593996,2.258061308779702e-05,2.0086922823439086,-1.7317602403199572e-05,2.008800936069989,9.133612367717703e-05,True,1.0,reject,1.6,,
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,1,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2811626120292536,0.3012085958857894,0.02019044136273046,0.999761382259944,0.30033928866945414,0.676619318181681,0.676619318181681,0.0,0.0013320593509667151,0.002328048504957928,0.0546364569329296,5.823863636363635e-05,1.023021581542437,0.017928270239864985,1.2815093119033971,0.7125,0.7050000000000001,0.53,1.0049441386671074,0.8691919384135324,0.10467179441111384,0.18000000000000005,0.018591029132609252,0.03106613559425675,0.028594990665465336,0.32000000000000006,0.002253716954922876,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9995981751933523,0.14583706847237257,0.002658496998153915,0.009806237034692175,0.0,2.0417256945822064,1.0187041130397694,0.4997869746972535,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020613896325452213,-0.001301863335102885,-0.001301863335102885,0.02320573416331111,2.01409174268651,0.004945384182823531,2.009188624169164,4.2265665477270176e-05,2.0092257047154702,7.934621178362633e-05,2.0091674823173107,2.1123813624068788e-05,2.0091940453180626,4.7686814375946796e-05,2.0091288403236445,-1.7518180042142006e-05,2.009318925846992,0.00017256734330528545,True,1.0,reject,1.6,,
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,2,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2820385451504608,0.30140080845301176,0.025892851890640917,0.9997892653741554,0.3005315380397424,0.676619318181681,0.676619318181681,0.0,0.0015058784562780759,0.0027053574376509617,0.055263187911933936,5.823863636363635e-05,1.156514654421562,0.017939675436777214,1.2819848023942462,0.73,0.7075,0.54,1.00634134096448,0.8694902416538284,0.10515778472161308,0.21250000000000002,0.02412538803274703,0.04542006670967913,0.04292464334960455,0.35,0.002631025887615907,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996227553525245,0.15153947900028303,0.002832316103465276,0.010183545967385209,0.0,2.1752187674613315,1.0187041130397694,0.49979837989416576,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.017711506003255894,0.00032304955438516717,0.00032304955438516717,0.020718835446182214,2.0154718291358207,0.005083202732035996,2.010380056152128,-8.570251656792038e-06,2.010377910431639,-1.0715972145636243e-05,2.0102910614498963,-9.756495388835162e-05,2.0102866899183427,-0.00010193648544198908,2.0104332196277097,4.459322392502685e-05,2.0104455957496468,5.6969345862079024e-05,True,1.0,reject,1.6,,
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,3,0,0.0,0.0,0.0,0.0,0.0,0.3252121593263408,1.2820132531944148,0.3014191705138273,0.02531924984123285,0.99978608413447,0.3005498950016998,0.676619318181681,0.676619318181681,0.0,0.002198526340124859,0.0026683062851681335,0.0553202448539515,5.823863636363635e-05,1.6884682292158912,0.017946019917170708,1.282031848631112,0.7175,0.7075,0.5375000000000001,1.006037968826166,0.8697746643379529,0.10500982670646986,0.235,0.023551903930792303,0.045103967490688235,0.04254221252115009,0.3350000000000001,0.0025939747351330813,0.0,0.0,1.0,0.9997244318181817,0.00027556818181828646,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9996282638831948,0.15096587695087496,0.003524963987312059,0.01014649481490238,0.0,2.7071723422556606,1.0187041130397694,0.49980472437455925,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.020694809967056065,-0.000705409759172953,-0.000705409759172953,0.01848215779828603,2.015532083899107,0.005023915974737836,2.0104588364916562,-4.9331432713017875e-05,2.010569068673119,6.090074874975926e-05,2.010475845617491,-3.2322306878107554e-05,2.0105876472863935,7.947936202423733e-05,2.010441203786821,-6.696413754836428e-05,2.010385605650609,-0.00012256227376017392,True,1.0,reject,1.6,,
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,0,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.246453512108881,0.29797711208978117,0.03328791929364491,0.9952923358905735,0.29710229953128453,0.676619318181681,0.676619318181681,0.0,0.30802141598643706,0.00286333891453622,0.048767924244994196,0.0011917613636363636,236.56044747758355,0.01340222220917442,1.2747638905608742,0.5925,0.5525,0.29,0.9816313841005595,0.8398027276296063,0.06736981151744557,0.6100000000000001,0.13385823673970929,0.5296963881731022,0.5273116920571621,0.575,0.008221068561059496,0.007499999999999951,0.00125,0.9925,0.9997244318181817,0.007224431818181665,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.995096218016465,0.15893454640328702,0.30934785363362427,0.010341527444270467,0.00125,237.57915159062333,1.0187041130397694,0.49526092666656296,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.4108694002590596,0.034002538791407466,0.034002538791407466,0.4425262363148484,2.008500114173143,0.018990328679528545,2.0033293504510077,0.013819564957393116,1.999768212622714,0.010258427129099523,1.9970969360351536,0.007587150541539023,1.995117216680415,0.0056074311868004045,1.9939327483406633,0.004422962847048684,1.9935361519256354,0.0040263664320208115,True,1.0,reject,1.6,0.00026785714285714287,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,1,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2494420131230366,0.29950998781400084,0.046121093737449714,0.9957262170469997,0.29863566399369657,0.676619318181681,0.676619318181681,0.0,0.4306079512099692,0.0036536590498224457,0.05619038041739075,0.0011917613636363636,330.70690652925634,0.014292589979220782,1.2797656514963212,0.5850000000000001,0.5800000000000001,0.31,0.982271293997988,0.8487779444318051,0.07297405728736432,0.5974999999999999,0.1429490395738476,0.5143942317010264,0.5119292286362735,0.5475000000000001,0.008796728572626871,0.007499999999999951,0.00125,0.9925,0.9997244318181817,0.007224431818181665,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9954798629459902,0.17176772084709183,0.4319343888571564,0.011131847579556693,0.00125,331.7256106422961,1.0187041130397694,0.4961512944366093,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.4283610533006946,-0.005294147383747282,-0.005294147383747282,0.35260722916020215,2.023099745811768,0.018721633998473486,2.01753382202199,0.013155710208695215,2.013718157933858,0.009340046120563272,2.0111280481735974,0.006749936360302744,2.009169554549178,0.0047914427358835,2.008069960471726,0.003691848658431418,2.007575492366409,0.0031973805531144706,True,1.0,reject,1.6,0.00026785714285714287,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,2,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2468394951213,0.29891521536983556,0.04998681092203763,0.9953951680158748,0.29804045216866215,0.676619318181681,0.676619318181681,0.0,0.5171044996066743,0.003922732480524817,0.05372384805714535,0.000775094696969697,397.1362556979258,0.014139912021472023,1.2779500539026125,0.5925,0.5575,0.2925,0.9814856978242997,0.844191777055454,0.0711361882369675,0.5825,0.1465162833352478,0.4894540160008067,0.4870120595253778,0.5325,0.009033294275315684,0.0050000000000000044,0.0008333333333333333,0.995,0.9997244318181817,0.004724431818181718,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9951004998687291,0.17563343803167974,0.5184309372538615,0.011400921010259064,0.0008333333333333333,398.1549598109655,1.0187041130397694,0.49599861647886057,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.47734633557204753,-0.030266608912432977,-0.030266608912432977,0.36857568024025833,2.018617198756004,0.019656655181207405,2.012916738250875,0.013956194676078226,2.008826199821385,0.009865656246588639,2.0061431850653197,0.007182641490523167,2.004385811067187,0.005425267492390251,2.003349901476162,0.004389357901365631,2.003141554126296,0.00418101055149922,True,1.0,reject,1.6,0.00026785714285714287,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,3,42,0.021,67200.0,42.0,42.0,0.0,0.3252121593263408,1.2481362907304052,0.30003623092496323,0.020379903427919593,0.9947735499947046,0.2991607700696447,0.676619318181681,0.676619318181681,0.0,0.1584408689634632,0.002004411547338234,0.060211426539121565,0.0016084280303030301,121.68258736393977,0.01350134692122773,1.2819376366745623,0.585,0.575,0.3,0.9813589032423571,0.8477704172484204,0.0705083038544044,0.5925,0.11604927433030099,0.503246900949968,0.5007568909747168,0.5425,0.007098544406181227,0.010000000000000009,0.0016666666666666666,0.99,0.9997244318181817,0.009724431818181722,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9945632775027915,0.1460265305375617,0.15976730661065042,0.009482600077072481,0.0016666666666666666,122.70129147697955,1.0187041130397694,0.4953600513786163,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.5072961097625973,0.015921994290432395,0.015921994290432395,0.44373230015824805,2.030598873245714,0.02028749292487575,2.0258575732071775,0.015546192886339405,2.0217983454605597,0.011486965139721583,2.0187846239602867,0.008473243639448569,2.0165611801127272,0.00624979979188911,2.0153868195595765,0.005075439238738433,2.014941960865693,0.00463058054485499,True,1.0,reject,1.6,0.00026785714285714287,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,0,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2303235896007751,0.29561358917620484,0.1095835354952312,0.9918744699430627,0.2947346087626024,0.676619318181681,0.676619318181681,0.0,5.073785545149585,0.007741063208672012,0.045620838850579916,0.0016084280303030301,3896.667298674882,0.009980351955235833,1.2702891275043744,0.5449999999999999,0.485,0.235,0.9735838728484965,0.8307725845328554,0.05445576675082281,0.5725,0.2042090818083595,0.4740644393931834,0.47164130157553413,0.5325,0.012878964622135669,0.010000000000000009,0.0016666666666666666,0.99,0.9997244318181817,0.009724431818181722,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9916203826097805,0.2352301626048733,5.075111982796773,0.01521925173840626,0.0016666666666666666,3897.686002787922,1.0187041130397694,0.4918390564126244,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.7383742355572831,0.07520623573165078,0.07520623573165078,0.7312604210278275,2.0047325844791066,0.02779184583369787,1.9971229586099037,0.020182219964494985,1.9933902116091813,0.016449472963772527,1.9906515896477566,0.013710851002347813,1.98865605598959,0.011715317344181297,1.9875222605227743,0.010581521877365496,1.9871151977503458,0.010174459104937084,True,1.0,reject,1.6,0.00029367469879518074,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,6301bacd8069f5c726e241e2afe2fb0c,True,1,83,0.0415,132800.0,83.0,83.0,0.0,0.3252121593263408,1.2336399037768664,0.29757392295634233,0.04215460457391995,0.992620791997882,0.2966957229376145,0.676619318181681,0.676619318181681,0.0,0.4517235989326026,0.0033606757808387335,0.053983587304901465,0.0016084280303030301,346.9237239802388,0.011809647346482266,1.2762160727384984,0.5325,0.5175,0.2375,0.9746337290088432,0.8412343342293542,0.06056739694767723,0.5825,0.13739157730141144,0.4814588744353476,0.4790404857191702,0.5475000000000001,0.008567017677906172,0.010000000000000009,0.0016666666666666666,0.99,0.9997244318181817,0.009724431818181722,0.0,1.0,0.9999999999999999,1.1102230246251565e-16,0.9923411130613353,0.16780123168356206,0.4530500365797898,0.01083886431057298,0.0016666666666666666,347.9424280932785,1.0187041130397694,0.4936683518038708,0.48185870445738854,0.9999999999999897,400,0.0,0,0.0,0,0.0,0,0,0.6762305981098018,-0.027279435950833954,-0.027279435950833954,0.6761968533307522,2.0180523125214784,0.023795217488274956,2.012632880366192,0.018375785332988448,2.0095573020904665,0.015300207057262982,2.0070879651667872,0.01283087013358375,2.005285005580159,0.011027910546955733,2.004268448563259,0.010011353530055667,2.004000422194733,0.00974332716152948,True,1.0,reject,1.6,0.00029367469879518074,0.0
