step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,1.009456147008823,0.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,0.0,0.0,0.0
10,0.02,0,0,16000,0,0,0,16000,0,0.0,1.009456147008823,16000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,10.0,0.0,10.0
21,0.042,0,0,33600,0,0,0,33600,0,0.0,1.009456147008823,33600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,21.0,0.0,21.0
31,0.062,0,0,49600,0,0,0,49600,0,0.0,1.009456147008823,49600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,31.0,0.0,31.0
42,0.084,0,0,67200,0,0,0,67200,0,0.0,1.009456147008823,67200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,42.0,0.0,42.0
52,0.10400000000000001,0,0,83200,0,0,0,83200,0,0.0,1.009456147008823,83200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,52.0,0.0,52.0
63,0.126,0,0,100800,0,0,0,100800,0,0.0,1.009456147008823,100800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,63.0,0.0,63.0
73,0.146,0,0,116800,0,0,0,116800,0,0.0,1.009456147008823,116800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,73.0,0.0,73.0
83,0.166,0,0,132800,0,0,0,132800,0,0.0,1.009456147008823,132800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,83.0,0.0,83.0
94,0.188,0,0,150400,0,0,0,150400,0,0.0,1.009456147008823,150400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,94.0,0.0,94.0
104,0.20800000000000002,0,0,166400,0,0,0,166400,0,0.0,1.009456147008823,166400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,104.0,0.0,104.0
115,0.23,0,0,184000,0,0,0,184000,0,0.0,1.009456147008823,184000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,115.0,0.0,115.0
125,0.25,0,0,200000,0,0,0,200000,0,0.0,1.009456147008823,200000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,125.0,0.0,125.0
135,0.27,0,0,216000,0,0,0,216000,0,0.0,1.009456147008823,216000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,135.0,0.0,135.0
146,0.292,0,0,233600,0,0,0,233600,0,0.0,1.009456147008823,233600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,146.0,0.0,146.0
156,0.312,0,0,249600,0,0,0,249600,0,0.0,1.009456147008823,249600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,156.0,0.0,156.0
167,0.334,0,0,267200,0,0,0,267200,0,0.0,1.009456147008823,267200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,167.0,0.0,167.0
177,0.354,0,0,283200,0,0,0,283200,0,0.0,1.009456147008823,283200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,177.0,0.0,177.0
188,0.376,0,0,300800,0,0,0,300800,0,0.0,1.009456147008823,300800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,188.0,0.0,188.0
198,0.396,0,0,316800,0,0,0,316800,0,0.0,1.009456147008823,316800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,198.0,0.0,198.0
208,0.41600000000000004,0,0,332800,0,0,0,332800,0,0.0,1.009456147008823,332800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,208.0,0.0,208.0
219,0.438,0,0,350400,0,0,0,350400,0,0.0,1.009456147008823,350400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,219.0,0.0,219.0
229,0.458,0,0,366400,0,0,0,366400,0,0.0,1.009456147008823,366400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,229.0,0.0,229.0
240,0.48,0,0,384000,0,0,0,384000,0,0.0,1.009456147008823,384000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,240.0,0.0,240.0
250,0.5,0,0,400000,0,0,0,400000,0,0.0,1.009456147008823,400000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,250.0,0.0,250.0
260,0.52,0,0,416000,0,0,0,416000,0,0.0,1.009456147008823,416000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,260.0,0.0,260.0
271,0.542,0,0,433600,0,0,0,433600,0,0.0,1.009456147008823,433600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,271.0,0.0,271.0
281,0.562,0,0,449600,0,0,0,449600,0,0.0,1.009456147008823,449600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,281.0,0.0,281.0
292,0.584,0,0,467200,0,0,0,467200,0,0.0,1.009456147008823,467200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,292.0,0.0,292.0
302,0.604,0,0,483200,0,0,0,483200,0,0.0,1.009456147008823,483200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,302.0,0.0,302.0
313,0.626,0,0,500800,0,0,0,500800,0,0.0,1.009456147008823,500800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,313.0,0.0,313.0
323,0.646,0,0,516800,0,0,0,516800,0,0.0,1.009456147008823,516800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,323.0,0.0,323.0
333,0.666,0,0,532800,0,0,0,532800,0,0.0,1.009456147008823,532800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,333.0,0.0,333.0
344,0.6880000000000001,0,0,550400,0,0,0,550400,0,0.0,1.009456147008823,550400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,344.0,0.0,344.0
354,0.708,0,0,566400,0,0,0,566400,0,0.0,1.009456147008823,566400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,354.0,0.0,354.0
365,0.73,0,0,584000,0,0,0,584000,0,0.0,1.009456147008823,584000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,365.0,0.0,365.0
375,0.75,0,0,600000,0,0,0,600000,0,0.0,1.009456147008823,600000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,375.0,0.0,375.0
385,0.77,0,0,616000,0,0,0,616000,0,0.0,1.009456147008823,616000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,385.0,0.0,385.0
396,0.792,0,0,633600,0,0,0,633600,0,0.0,1.009456147008823,633600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,396.0,0.0,396.0
406,0.812,0,0,649600,0,0,0,649600,0,0.0,1.009456147008823,649600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,406.0,0.0,406.0
417,0.834,0,0,667200,0,0,0,667200,0,0.0,1.009456147008823,667200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,417.0,0.0,417.0
427,0.854,0,0,683200,0,0,0,683200,0,0.0,1.009456147008823,683200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,427.0,0.0,427.0
438,0.876,0,0,700800,0,0,0,700800,0,0.0,1.009456147008823,700800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,438.0,0.0,438.0
448,0.896,0,0,716800,0,0,0,716800,0,0.0,1.009456147008823,716800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,448.0,0.0,448.0
458,0.916,0,0,732800,0,0,0,732800,0,0.0,1.009456147008823,732800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,458.0,0.0,458.0
469,0.9380000000000001,0,0,750400,0,0,0,750400,0,0.0,1.009456147008823,750400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,469.0,0.0,469.0
479,0.9580000000000001,0,0,766400,0,0,0,766400,0,0.0,1.009456147008823,766400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,479.0,0.0,479.0
490,0.98,0,0,784000,0,0,0,784000,0,0.0,1.009456147008823,784000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,490.0,0.0,490.0
500,1.0,0,0,800000,0,0,0,800000,0,0.0,1.009456147008823,800000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,500.0,0.0,500.0
510,1.02,0,0,816000,0,0,0,816000,0,0.0,1.009456147008823,816000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,510.0,0.0,510.0
521,1.042,0,0,833600,0,0,0,833600,0,0.0,1.009456147008823,833600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,521.0,0.0,521.0
531,1.062,0,0,849600,0,0,0,849600,0,0.0,1.009456147008823,849600.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,531.0,0.0,531.0
542,1.084,0,0,867200,0,0,0,867200,0,0.0,1.009456147008823,867200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,542.0,0.0,542.0
552,1.104,0,0,883200,0,0,0,883200,0,0.0,1.009456147008823,883200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,552.0,0.0,552.0
562,1.124,0,0,899200,0,0,0,899200,0,0.0,1.009456147008823,899200.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,562.0,0.0,562.0
573,1.1460000000000001,0,0,916800,0,0,0,916800,0,0.0,1.009456147008823,916800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,573.0,0.0,573.0
583,1.166,0,0,932800,0,0,0,932800,0,0.0,1.009456147008823,932800.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,583.0,0.0,583.0
594,1.188,0,0,950400,0,0,0,950400,0,0.0,1.009456147008823,950400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,594.0,0.0,594.0
604,1.208,0,0,966400,0,0,0,966400,0,0.0,1.009456147008823,966400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,604.0,0.0,604.0
615,1.23,0,0,984000,0,0,0,984000,0,0.0,1.009456147008823,984000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,615.0,0.0,615.0
625,1.25,0,0,1000000,0,0,0,1000000,0,0.0,1.009456147008823,1000000.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,625.0,0.0,625.0
699,1.3980000000000001,0,0,1118400,0,0,0,1118400,0,0.0,1.009456147008823,1118400.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,699.0,0.0,699.0
