method,EMC_mean,EMC_std,FES_RMSE_kBT_mean,FES_RMSE_kBT_std,FES_outside_mass_mean,FES_outside_mass_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_mean,W2_std,basin_KL_target_mean,basin_KL_target_std,grad_evals_per_step,jump_applied_rate_per_particle_time_cumulative,jump_boundary_applied_count_cumulative,jump_boundary_clip_count_cumulative,jump_boundary_clip_fraction_per_applied_jump_cumulative,jump_cap_excess_count_cumulative,jump_cap_hit_count_cumulative,jump_cap_hit_fraction_cumulative,jump_cap_k,jump_count_applied_cumulative,jump_count_cumulative,jump_count_mean,jump_rate_per_particle_time_cumulative,m_clip_fraction,mala_accept,mala_accept_count_cumulative,mala_accept_fraction_cumulative,mala_proposal_count_cumulative,nonfinite_count,nonfinite_count_mean,nonfinite_count_std,nonfinite_frac,nonfinite_frac_mean,nonfinite_frac_std,nonfinite_proposal_count_cumulative,nonfinite_proposal_fraction_cumulative,outside_proposal_reject_count_cumulative,outside_proposal_reject_fraction_cumulative,pt_swap_accept,pt_swap_accept_count_cumulative,pt_swap_accept_fraction_cumulative,pt_swap_proposal_count_cumulative,score_clip_count_cumulative,score_clip_fraction_cumulative,score_quad_evals_per_step,state_box_clip_count_cumulative,state_box_clip_fraction_cumulative,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
ULA,0.03379005805981129,0.0004806469642981479,1.9174286777764225,0.008042584110339198,0.0,0.0,0.4768680135905144,0.0003881573818351775,0.9163416666666667,0.0026758040915268594,0.0,26.117264847317884,0.024076117306243233,4.202487850182955,0.016868130908704655,60000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0,0.0,inf,24.674667550250888,0.0
MALA,0.03362194226731969,0.00048167222893523274,1.9171331978642883,0.009719941962594646,0.0,0.0,0.47711012520223633,0.00043105436928527033,0.9167333333333335,0.0032009056689395053,60000.0,26.13578332989587,0.028557489174529976,4.205760089604603,0.013568709899386635,60000.0,,,,,,,,,,,,,,0.9999405555555546,599962183,0.9999369716666666,600000000,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,,,,,,,0.0,,,inf,48.87930215988308,0.0
FLA,0.587401752949419,0.010444277639639416,1.4814581535700373,0.056504713198404354,0.00105,0.0005250258792793395,0.32133957815696584,0.004674541864085671,0.43585000000000007,0.00681870828007003,0.0,15.247098747798715,0.21366542613347186,0.7429309126387835,0.04499760780207318,60000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,3326,5.543333333333333e-06,inf,25.41072468739003,0.0
BAOAB,0.03166173390373666,0.0005982549589187698,1.9082757287849448,0.007445906913384782,0.0,0.0,0.47827198353344097,0.0005280534135373515,0.9300583333333332,0.0044649277385132215,0.0,26.227906881011894,0.03227926149767977,4.239681591811512,0.016463058859593743,60000.0,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0,0.0,inf,24.962281751446426,0.0
PT,0.9480132395691356,0.004568428058177656,0.5740655946307371,0.034229716176641965,0.0,0.0,0.12931655726018934,0.006862794409549239,0.141375,0.0067177409505175785,180000.0,6.5428978063009735,0.33529714000036787,0.05523619905370606,0.005349147981048323,180000.0,,,,,,,,,,,,,,0.998550925925926,1797812505,0.998784725,1800000000,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1671070,0.0009283722222222222,0.26317222222222214,17241907,0.28736511666666664,60000000,,,0.0,,,inf,58.02237778622657,0.0
CP,0.766615260355017,0.007885195991099186,1.7614010846890198,0.03382419355802417,0.31583333333333335,0.007742747892546695,0.2155594718988063,0.0037614963411697136,0.308825,0.007334329642465484,0.0,11.340361021734074,0.17754306348987803,0.31899546543665064,0.020033844924289942,60000.0,0.9997928333333334,5996974,306883,0.05117297490367642,0,0,0.0,8,5998757,5998757,0.010059166666666668,0.9997928333333334,,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,475212,0.00079202,inf,107.92233147472143,0.0
LSC-CP,0.9910838497453062,0.0020308931485932594,0.6954205617665382,0.042926271918070996,0.0022833333333333334,0.00094715439569025,0.03198802596857097,0.005671361094324207,0.05341666666666667,0.006425740807684062,0.0,2.0483822013401376,0.28576619941732817,0.008897219831512105,0.002032581679712873,60000.0,0.9997928333333334,5998757,128,2.13377538046632e-05,0,0,0.0,8,5998757,5998757,0.010059166666666668,0.9997928333333334,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,0,0.0,61440000.0,104,1.7333333333333332e-07,38.47,3104.999639477581,0.0
LSC-CP-RA,0.9605796205151339,0.004891764636548941,0.8879186385338956,0.025542401556890467,0.008483333333333334,0.002018968024525889,0.041276023058799814,0.005941818881602959,0.11065833333333334,0.006405019544257367,0.0,2.586806295592367,0.2514519387150964,0.044769417263253286,0.006764328375974483,60000.0,0.9999593333333333,5999754,1504,0.00025067694442138796,,,,,5999756,5999756,0.010024166666666664,0.9999593333333333,0.0,,,,,0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,0,0.0,960000.0,1522,2.536666666666667e-06,inf,157.468026147224,0.0
