method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,8,0.04,64000.0,8.0,8.0,0.0,1.290893523868138,0.4015771556439457,0.40133630583551216,0.4950038085370172,0.6657920828515197,0.9645520162836491,0.9925,0.49250000000000005,0.9616546741211789,0.011945841134738622,0.938324015620525,0.14333545546838555,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,8,0.04,64000.0,8.0,8.0,0.0,1.3075846620961076,0.41021578963895255,0.4099776964606697,0.501918827753775,0.6758135198610064,0.98439328,0.996,0.496,0.9843936015778139,0.035711562778061534,1.028704259020454,0.11372368390090803,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,12,0.06,96000.0,12.0,12.0,0.0,1.2905800503391667,0.40289707926010365,0.40265708553972057,0.49443836150489306,0.666522307307971,0.9650371945842613,0.993,0.493,0.9637047531652397,0.0072094956454875625,0.9592903273031835,0.025689333942286674,True,1.0,reject,1.7,5.208333333333334e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,12,0.06,96000.0,12.0,12.0,0.0,1.295368893154245,0.4016850488212387,0.4014429106510532,0.49313644647665933,0.6683881669438578,0.9726480322220523,0.992,0.492,0.9725058300793693,0.027951097283304027,1.0067751304812131,0.08512934703098807,True,1.0,reject,1.7,5.208333333333334e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,12,0.06,96000.0,12.0,12.0,0.0,1.2872941206838073,0.3978399157807335,0.39759714803749635,0.4927126985429431,0.6637160300051742,0.9613046087419215,0.99,0.49,0.9612556407487298,0.008024663650935016,0.9706700749941445,0.02085181832854699,True,1.0,reject,1.7,5.208333333333334e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,12,0.06,96000.0,12.0,12.0,0.0,1.298976196499027,0.4025331447342685,0.40229118609834313,0.49405989251102655,0.6685901589161433,0.9752592505842614,0.994,0.494,0.9736974133761196,0.04002835418340611,1.0611930428034708,0.3904614939059844,True,1.0,reject,1.7,5.208333333333334e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,17,0.085,136000.0,17.0,17.0,0.0,1.2841247646721814,0.3941030018059135,0.39385836517493134,0.49095339278735783,0.660979123438004,0.9581819,0.987,0.487,0.9581821326624718,0.009337413383483706,0.9873642644762536,0.08941604769102984,True,1.0,reject,1.7,5.147058823529412e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,17,0.085,136000.0,17.0,17.0,0.0,1.2852482037856856,0.3955905400885289,0.39534664104808837,0.4902086602785999,0.6616162777039885,0.9582830914788043,0.989,0.489,0.9576551937815991,0.009288426491053214,0.9650244843273502,0.030376215412429963,True,1.0,reject,1.7,5.147058823529412e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,17,0.085,136000.0,17.0,17.0,0.0,1.274695728626926,0.3891251869137149,0.38887841709928683,0.48913796958010103,0.6559167890320261,0.9498245900000001,0.985,0.485,0.9498250330000046,0.00034887966028129824,0.9549467385595393,0.0019871637222794725,True,1.0,reject,1.7,5.147058823529412e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,17,0.085,136000.0,17.0,17.0,0.0,1.2909833875475611,0.39878472564956313,0.3985414009264562,0.4919125695454589,0.664748844224162,0.9679144845842613,0.9905,0.49050000000000005,0.9663710537170999,0.028470447562891077,1.0155004720051195,0.23769005718161773,True,1.0,reject,1.7,5.147058823529412e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,21,0.105,168000.0,21.0,21.0,0.0,1.2786424536541001,0.3908730885566808,0.3906267274111811,0.48839603874893434,0.6579791873904416,0.9541307762883158,0.986,0.486,0.9540405234682434,0.007240836716392862,0.9659820956371903,0.02042191939494542,True,1.0,reject,1.7,5.9523809523809524e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,21,0.105,168000.0,21.0,21.0,0.0,1.2827420976487227,0.3925420931480179,0.3922964602015291,0.48913266367693453,0.6597124041391785,0.9563506594956428,0.987,0.487,0.9562281732399188,0.010921943451794536,0.9695993488682344,0.028723679605573538,True,1.0,reject,1.7,5.9523809523809524e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,21,0.105,168000.0,21.0,21.0,0.0,1.2731237873289427,0.3848610310962035,0.3846114618447204,0.4861372618446441,0.6535173106304506,0.94887676,0.982,0.482,0.9488769491855874,0.007891679362291515,0.9679417659552071,0.02891037242810779,True,1.0,reject,1.7,5.9523809523809524e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,21,0.105,168000.0,21.0,21.0,0.0,1.281845071319921,0.39273875571011696,0.39249251295554444,0.4914348757772915,0.6599346441586214,0.960534718,0.9885,0.48850000000000005,0.9605349559198622,0.018047486469192853,0.9995433384539057,0.10124667630854967,True,1.0,reject,1.7,5.9523809523809524e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,25,0.125,200000.0,25.0,25.0,0.0,1.2711921140410498,0.385514793721339,0.38526628722138656,0.48517852017413354,0.652854097764977,0.945189544,0.983,0.483,0.9451896371735402,0.0011307380311611492,0.9513595987220732,0.0049842010104464984,True,1.0,reject,1.7,5e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,25,0.125,200000.0,25.0,25.0,0.0,1.2722969580592967,0.3880660358363952,0.38781915200649675,0.48788364258596184,0.65426895048984,0.946256948686458,0.986,0.486,0.9462572538722551,0.005922327644339753,0.9440715227047022,0.015536533376447781,True,1.0,reject,1.7,5e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,25,0.125,200000.0,25.0,25.0,0.0,1.2660861119139488,0.3820487975310538,0.381798673689672,0.4846313973827475,0.6496365980320393,0.9396394521703041,0.9825,0.48250000000000004,0.9396204969703081,0.0045023389082758936,0.9409197197047214,0.0037978598144114972,True,1.0,reject,1.7,5e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,25,0.125,200000.0,25.0,25.0,0.0,1.2779551897631516,0.38881655977392404,0.3885688987198438,0.48684888366916224,0.6565043130948072,0.9525227394788042,0.986,0.486,0.9520012776893043,0.011010671079422218,0.9675810779857408,0.04140424316699265,True,1.0,reject,1.7,5e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,29,0.145,232000.0,29.0,29.0,0.0,1.2716234562198447,0.3831876488102174,0.3829372365642103,0.48404736760388045,0.6521606873020146,0.9469645640000001,0.981,0.481,0.9469648334898829,0.008410191271468803,0.965856919399281,0.02686376697590165,True,1.0,reject,1.7,4.7413793103448274e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,29,0.145,232000.0,29.0,29.0,0.0,1.2780502585502673,0.3875424904258711,0.3872941796812641,0.4869207157549502,0.6556542315394619,0.9513462399999999,0.9835,0.48350000000000004,0.9513460019922473,0.014332360062257576,0.9807380221340706,0.09229947208277933,True,1.0,reject,1.7,4.7413793103448274e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,29,0.145,232000.0,29.0,29.0,0.0,1.2617282361283646,0.3781563048850306,0.3779042049881648,0.4816282467003745,0.6461103134917279,0.9342428674788044,0.98,0.48,0.9338602089730912,0.0053769327235840825,0.932526278230418,0.0018178822440944042,True,1.0,reject,1.7,4.7413793103448274e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,29,0.145,232000.0,29.0,29.0,0.0,1.274051139812383,0.38580704854388514,0.38555774600466397,0.48489585629858845,0.653602129570183,0.9496146654788041,0.9825,0.48250000000000004,0.9477799087308131,0.01343531912820306,0.9530417401970087,0.0887798393991589,True,1.0,reject,1.7,4.7413793103448274e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,33,0.165,264000.0,33.0,33.0,0.0,1.2676394539712565,0.37687743785226546,0.37662357023685944,0.47992988071469933,0.6473789282447049,0.9395644568375995,0.977,0.477,0.9394090646674806,0.016401093121599764,0.9820566880667564,0.15124968654194204,True,1.0,reject,1.7,4.9242424242424245e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,33,0.165,264000.0,33.0,33.0,0.0,1.2716524702311855,0.3840489320493039,0.38379905014005433,0.48478199600159444,0.6523497085313175,0.945971702,0.9815,0.48150000000000004,0.9459716000303476,0.008242987364721621,0.9561739129684395,0.014447484844965275,True,1.0,reject,1.7,4.9242424242424245e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,33,0.165,264000.0,33.0,33.0,0.0,1.265246689005888,0.3742264885963703,0.3739705031747361,0.47885731730891823,0.6454647974327897,0.9399433414788041,0.975,0.475,0.9386683827672169,0.023607995719155395,0.9770439509995706,0.1431595144492418,True,1.0,reject,1.7,4.9242424242424245e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,33,0.165,264000.0,33.0,33.0,0.0,1.2695957980045416,0.38159336539130606,0.3813418418249488,0.482765316533565,0.6505372787466277,0.944970342584262,0.98,0.48,0.9445665990675487,0.013200915331385232,0.9610658120238151,0.03548502458013669,True,1.0,reject,1.7,4.9242424242424245e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,38,0.19,304000.0,38.0,38.0,0.0,1.253330143549761,0.36908467947172563,0.3688277724924085,0.4772051153233583,0.6393661283234261,0.9256703833156738,0.973,0.473,0.9256486122530697,0.0026747694346047624,0.9316563834034259,0.0003722963456181949,True,1.0,reject,1.7,4.9342105263157894e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,38,0.19,304000.0,38.0,38.0,0.0,1.2646584131252625,0.3771964169597829,0.37694305625313673,0.4806882885333933,0.6468887920872449,0.9381465600000001,0.977,0.477,0.9381458735190928,0.007199886202857608,0.9531745015138339,0.025804942184578183,True,1.0,reject,1.7,4.9342105263157894e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,38,0.19,304000.0,38.0,38.0,0.0,1.2546962881161827,0.3696100950376975,0.36935324229867206,0.4763963231882503,0.6398292720244705,0.9269227805874004,0.9725,0.47250000000000003,0.9265799228269834,0.0011947711918777193,0.9330968563203303,0.008143422417040802,True,1.0,reject,1.7,4.9342105263157894e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,38,0.19,304000.0,38.0,38.0,0.0,1.2634141576963471,0.3759816484192714,0.3757273049052876,0.47996024024201567,0.6458774348185317,0.938795962,0.9785,0.47850000000000004,0.9387963102906887,0.012153115090930755,0.9692841484316133,0.07449132318855478,True,1.0,reject,1.7,4.9342105263157894e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,42,0.21,336000.0,42.0,42.0,0.0,1.2476298710013662,0.3642761989399791,0.3640166082071933,0.4713443018564212,0.634968921561243,0.920656958,0.9705,0.47050000000000003,0.920657025636005,0.001009008643676479,0.9291815068686279,0.006796268634120639,True,1.0,reject,1.7,5.6547619047619046e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,42,0.21,336000.0,42.0,42.0,0.0,1.2663094991928758,0.3769598107961434,0.3767061918783371,0.4789969863302971,0.6470748507289961,0.93850887,0.9765,0.47650000000000003,0.9385085932552778,0.01092398607658196,0.9545620257464297,0.02757596253262673,True,1.0,reject,1.7,5.6547619047619046e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,42,0.21,336000.0,42.0,42.0,0.0,1.248448389426102,0.3630655144660285,0.3628046030388594,0.4723917668922373,0.6350801361282256,0.9227684892450057,0.9685,0.4685,0.9227677735662128,0.009538006039473745,0.9437775931845159,0.03751226381173123,True,1.0,reject,1.7,5.6547619047619046e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,42,0.21,336000.0,42.0,42.0,0.0,1.260642137249457,0.37270698035206296,0.3724511481546393,0.4778543374654376,0.64267427307005,0.9318954885842613,0.9755,0.47550000000000003,0.9306329225397331,0.011499929636771156,0.9463182773771748,0.08593717890226438,True,1.0,reject,1.7,5.6547619047619046e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,46,0.23,368000.0,46.0,46.0,0.0,1.2454941475836707,0.3612741843318943,0.361013089702791,0.4700984335572469,0.6326338722290147,0.91695851,0.9675,0.4675,0.9169580440178824,0.0020453582909943924,0.9254859976631236,0.006678583191710996,True,1.0,reject,1.7,5.706521739130435e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,46,0.23,368000.0,46.0,46.0,0.0,1.2615046950838804,0.3733388449990319,0.37308338240385497,0.47802182326567866,0.6439104500860169,0.9344584340000001,0.9755,0.47550000000000003,0.9344580434209849,0.009799797689390655,0.9512078857919735,0.027065492608713604,True,1.0,reject,1.7,5.706521739130435e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,46,0.23,368000.0,46.0,46.0,0.0,1.249911724386629,0.3624615268807754,0.36220030013384696,0.46978200574411166,0.6349257978790327,0.9230565500000001,0.9675,0.4675,0.9230563522585449,0.013179657667721223,0.9453793144110395,0.033920094196031036,True,1.0,reject,1.7,5.706521739130435e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,46,0.23,368000.0,46.0,46.0,0.0,1.2515493345719473,0.3677789085063736,0.36752072714561745,0.47448047186583475,0.6376880300245871,0.9243754515090981,0.973,0.473,0.9241597201164308,0.006175313911490843,0.9306927646301747,0.019635109245154436,True,1.0,reject,1.7,5.706521739130435e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,50,0.25,400000.0,50.0,50.0,0.0,1.2497057157237175,0.35903535599071734,0.35877217103657966,0.46775130262618314,0.6320722512096008,0.9184439776787506,0.965,0.46499999999999997,0.9176887434357128,0.022471069119767262,0.9689920386032734,0.22901852280190205,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,50,0.25,400000.0,50.0,50.0,0.0,1.2549550415197623,0.36718443186728256,0.3669253836493903,0.47634979648399267,0.6388183027536176,0.9303786439999999,0.972,0.472,0.9303788945595487,0.02001223529463325,1.0013822459264243,0.25279240008602766,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,50,0.25,400000.0,50.0,50.0,0.0,1.2395470024274737,0.3543632810082369,0.35409754376135216,0.4672056369902894,0.6274288002861859,0.9122497065842614,0.965,0.46499999999999997,0.9113882046959716,0.01350667338105005,0.935449386889871,0.07064557133405824,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,50,0.25,400000.0,50.0,50.0,0.0,1.2532023490512971,0.3639817246361967,0.36372085699499923,0.47239709008073283,0.6359952240642853,0.92605019,0.9715,0.47150000000000003,0.9260505850450454,0.022768232640630992,0.9993170015814027,0.268910700485235,True,1.0,reject,1.7,6.25e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,54,0.27,432000.0,54.0,54.0,0.0,1.2384444050229482,0.35387353403885147,0.35360846169036597,0.46639659461781047,0.6262251072595455,0.9063972574788043,0.9625,0.4625,0.9054004813359878,0.00424394245717874,0.9036024890785136,0.017027657355736303,True,1.0,reject,1.7,6.481481481481482e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,54,0.27,432000.0,54.0,54.0,0.0,1.2452948021222683,0.36176893926853293,0.36150748253781584,0.472417266235325,0.632961546052292,0.920018554,0.97,0.47,0.9200182841307439,0.009092135212176333,0.9570543224160358,0.11358189997438528,True,1.0,reject,1.7,6.481481481481482e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,54,0.27,432000.0,54.0,54.0,0.0,1.2367098699782166,0.3512778617177341,0.3510106430276497,0.4639053427771681,0.6243169823874092,0.9068517315099618,0.963,0.46299999999999997,0.9048382394258732,0.014774933620384734,0.9112125724255955,0.08254303951753983,True,1.0,reject,1.7,6.481481481481482e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,54,0.27,432000.0,54.0,54.0,0.0,1.2441804259934366,0.3610255217282661,0.36076429945305644,0.47078165333045174,0.632070474491371,0.9157074284872879,0.968,0.46799999999999997,0.9156415809357951,0.00022843470380951025,0.9214228016346435,0.005512629960668147,True,1.0,reject,1.7,6.481481481481482e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,58,0.29,464000.0,58.0,58.0,0.0,1.233058571580162,0.3457190059846479,0.34544925667545634,0.46181290895175897,0.6207057192604006,0.900940661136141,0.9570000000000001,0.4570000000000001,0.9007590790824761,0.014631638703693217,0.9485534296030428,0.17311540084729804,True,1.0,reject,1.7,6.896551724137931e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,58,0.29,464000.0,58.0,58.0,0.0,1.2457528756870488,0.36026798957329786,0.36000601377900787,0.4696746637618655,0.6319750496339208,0.9156238975099618,0.9665,0.4665,0.9145789786676309,0.006705524959643383,0.9169153050246478,0.022447289570090567,True,1.0,reject,1.7,6.896551724137931e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,2,58,0.29,464000.0,58.0,58.0,0.0,1.2311349408585195,0.34729428262545403,0.34702531402738523,0.46310474090400344,0.6199267828987695,0.8982124159822384,0.9580000000000001,0.4580000000000001,0.8937673858364402,0.011518037137069559,0.8655854509456231,0.0983983845444637,True,1.0,reject,1.7,6.896551724137931e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,3,58,0.29,464000.0,58.0,58.0,0.0,1.2413805136339737,0.35503458884160355,0.35476952787593574,0.46593323272766507,0.627986174331791,0.9119466135099619,0.9625,0.4625,0.9100770964171493,0.011922644608419297,0.9154362570284761,0.04624970636854575,True,1.0,reject,1.7,6.896551724137931e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,0,62,0.31,496000.0,62.0,62.0,0.0,1.2257871129628202,0.338659408452909,0.3383856034052827,0.45601934432420277,0.613768410482659,0.8933744495099618,0.9525,0.4525,0.8877329843643454,0.023802257333730314,0.8430335182752391,0.28864544140845305,True,1.0,reject,1.7,7.056451612903226e-05,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,8da7d73e85753d4e79f54062070fbc7b,True,1,62,0.31,496000.0,62.0,62.0,0.0,1.2420084094745736,0.3564891205298144,0.3562256610801635,0.46659014083292516,0.6289572775838556,0.9098056157802805,0.9635,0.4635,0.9097647038755079,0.002091694960887125,0.9131002521540911,0.0002341053967535034,True,1.0,reject,1.7,7.056451612903226e-05,0.0
