step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8523901073971654,0.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,0.0,0.0,0.0
2,0.02,0,0,8000,0,0,0,8000,0,0.0,0.8523901073971654,8000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,2.0,0.0,2.0
4,0.04,0,0,16000,0,0,0,16000,0,0.0,0.8523901073971654,16000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,4.0,0.0,4.0
6,0.06,0,0,24000,0,0,0,24000,0,0.0,0.8523901073971654,24000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,6.0,0.0,6.0
8,0.08,0,0,32000,0,0,0,32000,0,0.0,0.8523901073971654,32000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,8.0,0.0,8.0
10,0.1,0,0,40000,0,0,0,40000,0,0.0,0.8523901073971654,40000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,10.0,0.0,10.0
13,0.13,0,0,52000,0,0,0,52000,0,0.0,0.8523901073971654,52000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,13.0,0.0,13.0
15,0.15,0,0,60000,0,0,0,60000,0,0.0,0.8523901073971654,60000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,15.0,0.0,15.0
17,0.17,0,0,68000,0,0,0,68000,0,0.0,0.8523901073971654,68000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,17.0,0.0,17.0
19,0.19,0,0,76000,0,0,0,76000,0,0.0,0.8523901073971654,76000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,19.0,0.0,19.0
21,0.21,0,0,84000,0,0,0,84000,0,0.0,0.8523901073971654,84000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,21.0,0.0,21.0
23,0.23,0,0,92000,0,0,0,92000,0,0.0,0.8523901073971654,92000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,23.0,0.0,23.0
25,0.25,0,0,100000,0,0,0,100000,0,0.0,0.8523901073971654,100000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,25.0,0.0,25.0
27,0.27,0,0,108000,0,0,0,108000,0,0.0,0.8523901073971654,108000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,27.0,0.0,27.0
29,0.29,0,0,116000,0,0,0,116000,0,0.0,0.8523901073971654,116000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,29.0,0.0,29.0
31,0.31,0,0,124000,0,0,0,124000,0,0.0,0.8523901073971654,124000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,31.0,0.0,31.0
33,0.33,0,0,132000,0,0,0,132000,0,0.0,0.8523901073971654,132000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,33.0,0.0,33.0
35,0.35000000000000003,0,0,140000,0,0,0,140000,0,0.0,0.8523901073971654,140000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,35.0,0.0,35.0
38,0.38,0,0,152000,0,0,0,152000,0,0.0,0.8523901073971654,152000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,38.0,0.0,38.0
40,0.4,0,0,160000,0,0,0,160000,0,0.0,0.8523901073971654,160000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,40.0,0.0,40.0
42,0.42,0,0,168000,0,0,0,168000,0,0.0,0.8523901073971654,168000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,42.0,0.0,42.0
44,0.44,0,0,176000,0,0,0,176000,0,0.0,0.8523901073971654,176000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,44.0,0.0,44.0
46,0.46,0,0,184000,0,0,0,184000,0,0.0,0.8523901073971654,184000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,46.0,0.0,46.0
48,0.48,0,0,192000,0,0,0,192000,0,0.0,0.8523901073971654,192000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,48.0,0.0,48.0
50,0.5,0,0,200000,0,0,0,200000,0,0.0,0.8523901073971654,200000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,50.0,0.0,50.0
52,0.52,0,0,208000,0,0,0,208000,0,0.0,0.8523901073971654,208000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,52.0,0.0,52.0
54,0.54,0,0,216000,0,0,0,216000,0,0.0,0.8523901073971654,216000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,54.0,0.0,54.0
56,0.56,0,0,224000,0,0,0,224000,0,0.0,0.8523901073971654,224000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,56.0,0.0,56.0
58,0.58,0,0,232000,0,0,0,232000,0,0.0,0.8523901073971654,232000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,58.0,0.0,58.0
60,0.6,0,0,240000,0,0,0,240000,0,0.0,0.8523901073971654,240000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,60.0,0.0,60.0
63,0.63,0,0,252000,0,0,0,252000,0,0.0,0.8523901073971654,252000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,63.0,0.0,63.0
65,0.65,0,0,260000,0,0,0,260000,0,0.0,0.8523901073971654,260000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,65.0,0.0,65.0
67,0.67,0,0,268000,0,0,0,268000,0,0.0,0.8523901073971654,268000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,67.0,0.0,67.0
69,0.6900000000000001,0,0,276000,0,0,0,276000,0,0.0,0.8523901073971654,276000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,69.0,0.0,69.0
71,0.71,0,0,284000,0,0,0,284000,0,0.0,0.8523901073971654,284000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,71.0,0.0,71.0
73,0.73,0,0,292000,0,0,0,292000,0,0.0,0.8523901073971654,292000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,73.0,0.0,73.0
75,0.75,0,0,300000,0,0,0,300000,0,0.0,0.8523901073971654,300000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,75.0,0.0,75.0
77,0.77,0,0,308000,0,0,0,308000,0,0.0,0.8523901073971654,308000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,77.0,0.0,77.0
79,0.79,0,0,316000,0,0,0,316000,0,0.0,0.8523901073971654,316000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,79.0,0.0,79.0
81,0.81,0,0,324000,0,0,0,324000,0,0.0,0.8523901073971654,324000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,81.0,0.0,81.0
83,0.8300000000000001,0,0,332000,0,0,0,332000,0,0.0,0.8523901073971654,332000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,83.0,0.0,83.0
85,0.85,0,0,340000,0,0,0,340000,0,0.0,0.8523901073971654,340000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,85.0,0.0,85.0
88,0.88,0,0,352000,0,0,0,352000,0,0.0,0.8523901073971654,352000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,88.0,0.0,88.0
90,0.9,0,0,360000,0,0,0,360000,0,0.0,0.8523901073971654,360000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,90.0,0.0,90.0
92,0.92,0,0,368000,0,0,0,368000,0,0.0,0.8523901073971654,368000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,92.0,0.0,92.0
94,0.9400000000000001,0,0,376000,0,0,0,376000,0,0.0,0.8523901073971654,376000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,94.0,0.0,94.0
96,0.96,0,0,384000,0,0,0,384000,0,0.0,0.8523901073971654,384000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,96.0,0.0,96.0
98,0.98,0,0,392000,0,0,0,392000,0,0.0,0.8523901073971654,392000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,98.0,0.0,98.0
100,1.0,0,0,400000,0,0,0,400000,0,0.0,0.8523901073971654,400000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,100.0,0.0,100.0
102,1.02,0,0,408000,0,0,0,408000,0,0.0,0.8523901073971654,408000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,102.0,0.0,102.0
104,1.04,0,0,416000,0,0,0,416000,0,0.0,0.8523901073971654,416000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,104.0,0.0,104.0
106,1.06,0,0,424000,0,0,0,424000,0,0.0,0.8523901073971654,424000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,106.0,0.0,106.0
108,1.08,0,0,432000,0,0,0,432000,0,0.0,0.8523901073971654,432000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,108.0,0.0,108.0
110,1.1,0,0,440000,0,0,0,440000,0,0.0,0.8523901073971654,440000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,110.0,0.0,110.0
112,1.12,0,0,448000,0,0,0,448000,0,0.0,0.8523901073971654,448000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,112.0,0.0,112.0
115,1.1500000000000001,0,0,460000,0,0,0,460000,0,0.0,0.8523901073971654,460000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,115.0,0.0,115.0
117,1.17,0,0,468000,0,0,0,468000,0,0.0,0.8523901073971654,468000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,117.0,0.0,117.0
119,1.19,0,0,476000,0,0,0,476000,0,0.0,0.8523901073971654,476000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,119.0,0.0,119.0
121,1.21,0,0,484000,0,0,0,484000,0,0.0,0.8523901073971654,484000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,121.0,0.0,121.0
123,1.23,0,0,492000,0,0,0,492000,0,0.0,0.8523901073971654,492000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,123.0,0.0,123.0
125,1.25,0,0,500000,0,0,0,500000,0,0.0,0.8523901073971654,500000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,125.0,0.0,125.0
140,1.4000000000000001,0,0,560000,0,0,0,560000,0,0.0,0.8523901073971654,560000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,140.0,0.0,140.0
155,1.55,0,0,620000,0,0,0,620000,0,0.0,0.8523901073971654,620000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,155.0,0.0,155.0
170,1.7,0,0,680000,0,0,0,680000,0,0.0,0.8523901073971654,680000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,170.0,0.0,170.0
184,1.84,0,0,736000,0,0,0,736000,0,0.0,0.8523901073971654,736000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,184.0,0.0,184.0
199,1.99,0,0,796000,0,0,0,796000,0,0.0,0.8523901073971654,796000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,199.0,0.0,199.0
214,2.14,0,0,856000,0,0,0,856000,0,0.0,0.8523901073971654,856000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,214.0,0.0,214.0
229,2.29,0,0,916000,0,0,0,916000,0,0.0,0.8523901073971654,916000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,229.0,0.0,229.0
244,2.44,0,0,976000,0,0,0,976000,0,0.0,0.8523901073971654,976000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,244.0,0.0,244.0
259,2.59,0,0,1036000,0,0,0,1036000,0,0.0,0.8523901073971654,1036000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,259.0,0.0,259.0
273,2.73,0,0,1092000,0,0,0,1092000,0,0.0,0.8523901073971654,1092000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,273.0,0.0,273.0
288,2.88,0,0,1152000,0,0,0,1152000,0,0.0,0.8523901073971654,1152000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,288.0,0.0,288.0
303,3.0300000000000002,0,0,1212000,0,0,0,1212000,0,0.0,0.8523901073971654,1212000.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,303.0,0.0,303.0
