method,EMC_mean,EMC_std,MMD_mean,MMD_std,TV_mean,TV_std,V_evals_per_step,W2_10d_mean,W2_10d_std,W2_mean,W2_std,grad_evals_per_step,jump_count_mean,m_clip_fraction,mala_accept,nonfinite_frac_mean,nonfinite_frac_std,pt_swap_accept,score_quad_evals_per_step,time_to_threshold_TV,wallclock_mean_s,wallclock_std_s
ULA,0.018176923959779857,0.007766568286678857,1.039042074484751,0.004681762761126854,0.9963283338253088,0.0018234582528809922,0.0,0.46892903332295843,0.0015791607169756488,1.2697462166433042,0.003506944848691477,10000.0,,,,0.0,0.0,,0.0,inf,29.770589608699083,0.0
MALA,0.012420123270024352,0.0020137637775580973,1.0591304829390755,0.002953342152705267,0.9977283338253088,0.00044721359549995215,10000.0,0.47136628171172923,0.00039972807433938227,1.2751846231489654,0.0015650086608205492,10000.0,,,0.9105452500000005,0.0,0.0,,0.0,inf,56.210355665534735,0.0
FLA,0.4603404389274409,0.00869146957489143,0.7485801469868953,0.0037510369265456745,0.7438283338253087,0.0075547997988034245,0.0,0.33068473065154486,0.0057249441410465755,0.9090113377281501,0.011153553943710733,10000.0,,,,0.0,0.0,,0.0,inf,33.69882563315332,0.0
BAOAB,0.005810389737387345,0.003321041605631748,1.0608367108675332,0.0046581077750517275,0.9990283338253085,0.0006123724356958178,0.0,0.4716267256962235,0.0006057501651683984,1.2753977411686717,0.0016741369421726428,10000.0,,,,0.0,0.0,,0.0,inf,30.930022291839123,0.0
PT,0.9998431748270606,0.00011112116643929875,0.01845017230667113,0.0075458660585907,0.0003961741253374207,0.0002047821228571154,40000.0,0.009064044279894917,0.0009749131646119573,0.01528267669530955,0.013653100388468195,40000.0,,,0.8805130312499994,0.0,0.0,0.20036874999999998,0.0,16.0,58.12689914274961,0.0
CP,0.7115836963028259,0.00678672798034805,0.588404414515938,0.00741392533128285,0.47342833382530863,0.008855789067045365,0.0,0.2860554808035453,0.0030104319141169623,0.9221390353585541,0.006532997537483024,10000.0,0.004996625000000004,,,0.0,0.0,,0.0,inf,41.07931932806969,0.0
LSC-CP,0.9961848268107971,0.0004659078676013913,0.06718489982435415,0.004275601233770098,0.008928333825308605,0.0008944271909999213,0.0,0.02911935691798604,0.0030670229407355303,0.11977171649378222,0.011020533759890035,10000.0,0.004996625000000004,3.3749999999999995e-06,,0.0,0.0,,1280000.0,inf,79.9543033298105,0.0
