method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,0,0.0,0.0,0.0,0.0,0.0,1.3573468037849843,0.43003389364522726,0.4298069438970342,0.6191734522868046,0.7017946567297124,1.0144845092489314,1.0,0.5,1.0013780345272505,0.040682574212312694,1.011295520799286,0.024170852429391654,False,nan,reject,1.6,,
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,0,0.0,0.0,0.0,0.0,0.0,1.3559887504502557,0.4296546377481061,0.4294275842487898,0.6129065506769413,0.7009659814682611,1.0129711857630708,1.0,0.5,1.0004844995205044,0.039074380566711975,1.0091469801023036,0.02165514145231151,False,nan,reject,1.6,,
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,0,0.0,0.0,0.0,0.0,0.0,1.354634155540597,0.4290766137238021,0.42884965367244987,0.6151511545466367,0.7003125214966487,1.012106199372919,1.0,0.5,0.9978225699425223,0.03359228213681975,1.0006640712116475,0.009964846414065698,False,nan,reject,1.6,,
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,0,0.0,0.0,0.0,0.0,0.0,1.3553793599445576,0.42948586891598284,0.42925884493095934,0.6196320050257158,0.7006972023283474,1.0122334221897193,1.0,0.5,0.9996957457651299,0.03744501463645089,1.0066293530864177,0.018203577690015016,False,nan,reject,1.6,,
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,8,0.02,64000.0,8.0,8.0,0.0,1.3242064888734733,0.4173433515160405,0.4171099436259319,0.5265145489698178,0.684317595776945,0.9893797807965572,0.9965,0.49650000000000005,0.9878492095543736,0.027788738708360183,1.002997046539807,0.028045831797439358,False,nan,reject,1.6,0.000125,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,8,0.02,64000.0,8.0,8.0,0.0,1.3149004144223693,0.41161778655386605,0.4113817159553673,0.518013586951565,0.678755455509338,0.9814140426683302,0.9945,0.49450000000000005,0.9797137975310748,0.021732404704382202,0.9980265443807252,0.047515803326477646,False,nan,reject,1.6,0.000125,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,8,0.02,64000.0,8.0,8.0,0.0,1.3253831662325841,0.41596227012070697,0.41572783292774795,0.5426351248204606,0.6841544002687937,0.9881365676714742,0.996,0.496,0.9876382470655115,0.03338804702254883,1.0076172097177594,0.04091596034286449,False,nan,reject,1.6,0.000125,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,8,0.02,64000.0,8.0,8.0,0.0,1.326640125440659,0.4187860330080402,0.418553165324985,0.5292197574493801,0.6844946272076854,0.9903301755517397,0.9985,0.49850000000000005,0.9859464229520211,0.03865948737591074,0.938325855372597,0.34324284634127744,False,nan,reject,1.6,0.000125,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,17,0.0425,136000.0,17.0,17.0,0.0,1.310070089541341,0.4082911416389994,0.4080535262991912,0.5103977823573622,0.6756551099903183,0.9767438735503093,0.9935,0.49350000000000005,0.9756569974418542,0.018787313682249174,0.9882503751623315,0.022039268755833175,False,nan,reject,1.6,0.00015441176470588235,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,17,0.0425,136000.0,17.0,17.0,0.0,1.3019786603291599,0.40288783438320674,0.40264793605733484,0.5064787272635282,0.6705407517701972,0.9677332778351679,0.9905,0.49050000000000005,0.9663540380845349,0.010825707450954125,0.9688332994640038,0.002194929693400516,False,nan,reject,1.6,0.00015441176470588235,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,17,0.0425,136000.0,17.0,17.0,0.0,1.3112929485729758,0.40371481506193985,0.4034741567228223,0.517610958306182,0.6735613532368769,0.9755740609314641,0.9905,0.49050000000000005,0.9743811706912315,0.036773037236424555,1.050778778098449,0.3413820967866169,False,nan,reject,1.6,0.00015441176470588235,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,17,0.0425,136000.0,17.0,17.0,0.0,1.3147344645639918,0.4111103921426842,0.4108741725458447,0.5130930332906027,0.6771188158124575,0.9793784947254172,0.995,0.495,0.9742341685024941,0.027697807363254334,0.9224268306524719,0.3392526688229768,False,nan,reject,1.6,0.00015441176470588235,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,25,0.0625,200000.0,25.0,25.0,0.0,1.304462938702514,0.4037037202453916,0.40346337454575054,0.5035184311578955,0.6720659666545583,0.9732288685953349,0.9915,0.49150000000000005,0.9720196724645739,0.021081843614485063,0.9940227046423266,0.04802255021481516,False,nan,reject,1.6,0.00024,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,25,0.0625,200000.0,25.0,25.0,0.0,1.2916239826654614,0.3942462451444061,0.3940019134467013,0.49741607374868363,0.6632675072640897,0.9578433744812962,0.9865,0.48650000000000004,0.956248415422502,0.00907206281613826,0.9599849571747966,0.005118274680796175,False,nan,reject,1.6,0.00024,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,25,0.0625,200000.0,25.0,25.0,0.0,1.3023592821502077,0.39659501180631707,0.3963510342083215,0.5025184311578954,0.6666004056769333,0.966814740886712,0.987,0.487,0.9659428184204615,0.03853576492030775,1.094497100378553,0.6303141510441238,False,nan,reject,1.6,0.00024,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,25,0.0625,200000.0,25.0,25.0,0.0,1.31138956286348,0.4062911301512564,0.4060525518441228,0.5082799258468989,0.6732801781162098,0.9748091988902553,0.992,0.492,0.9699964836600073,0.03411541524156969,0.9725916892219134,0.6370476515619495,False,nan,reject,1.6,0.00024,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,33,0.0825,264000.0,33.0,33.0,0.0,1.2964135061789603,0.39835364792460026,0.39811129945137813,0.5007799258468988,0.6669157868695272,0.9640527168433283,0.9875,0.48750000000000004,0.9626479138179665,0.011379089623297922,0.9702806153102174,0.006717663140053509,False,nan,reject,1.6,0.00030303030303030303,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,33,0.0825,264000.0,33.0,33.0,0.0,1.2864471033805418,0.39028641497371186,0.39004046730250974,0.4864880493566063,0.6595137390151148,0.9527146338668715,0.9835,0.48350000000000004,0.9499213847478478,0.004330587431912503,0.9485623982490282,0.01019983390352408,False,nan,reject,1.6,0.00030303030303030303,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,33,0.0825,264000.0,33.0,33.0,0.0,1.2983181820887837,0.39254064166392044,0.39229429505264346,0.5004406977684187,0.6632805468920565,0.9632568619863154,0.985,0.485,0.9623956952669794,0.04203091513231505,1.0944197337988804,0.6376547346941511,False,nan,reject,1.6,0.00030303030303030303,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,33,0.0825,264000.0,33.0,33.0,0.0,1.3061802328483545,0.4036680561758411,0.4034280199354138,0.4939205646360347,0.6701147574027091,0.9713161965116023,0.992,0.492,0.9653482821393788,0.034427504326941305,0.9608987347947775,0.6505654392384036,False,nan,reject,1.6,0.00030303030303030303,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,42,0.105,336000.0,42.0,42.0,0.0,1.2941957769174928,0.3917581024623503,0.3915118817135679,0.5011088081390855,0.6628299160505525,0.9603748678650816,0.9845,0.48450000000000004,0.9582808172552711,0.023340272803702322,1.0016600596084257,0.14978289233438613,False,nan,reject,1.6,0.0003958333333333333,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,42,0.105,336000.0,42.0,42.0,0.0,1.2834348638303985,0.38138473823016605,0.38113355638411783,0.48777579391025305,0.6526819289665085,0.9465793239990369,0.977,0.477,0.9403172454387573,0.030037445525393447,0.943669374394438,0.617683902567662,False,nan,reject,1.6,0.0003958333333333333,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,42,0.105,336000.0,42.0,42.0,0.0,1.2906767332816478,0.38522909105136804,0.38497931924806694,0.5007905271353116,0.6576499854092348,0.9542186986915651,0.9805,0.48050000000000004,0.9529729041553715,0.03711362215627312,1.0819474387059278,0.6253499240990702,False,nan,reject,1.6,0.0003958333333333333,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,42,0.105,336000.0,42.0,42.0,0.0,1.3039348175428602,0.40070224259036014,0.4004605045569023,0.49384391511341247,0.6673999137783972,0.9684895192897149,0.9895,0.48950000000000005,0.9593734883813733,0.04029980814033096,0.9250968553564477,0.764066433769757,False,nan,reject,1.6,0.0003958333333333333,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,50,0.125,400000.0,50.0,50.0,0.0,1.280810638540049,0.3824872043898456,0.3822360719383485,0.4829355516707069,0.6539605138873518,0.9479992574514269,0.9795,0.47950000000000004,0.9476512301645602,0.023412683966754,1.0020770387066635,0.18801931669086402,False,nan,reject,1.6,0.000465,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,50,0.125,400000.0,50.0,50.0,0.0,1.2758952108550086,0.37447013196398726,0.3742151502040738,0.4860090114264826,0.6472324884622231,0.938849823078477,0.9735,0.47350000000000003,0.933543031153599,0.03201410753236822,0.942243120380508,0.6301456271785671,False,nan,reject,1.6,0.000465,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,2,50,0.125,400000.0,50.0,50.0,0.0,1.277178379296003,0.375075631793249,0.37482112901367515,0.4885315918487002,0.6484098474928186,0.9398880163853933,0.974,0.474,0.9384297879779463,0.029514531154729018,1.0601620208495635,0.6087602300956433,False,nan,reject,1.6,0.000465,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,3,50,0.125,400000.0,50.0,50.0,0.0,1.3017552560477756,0.3961016861031623,0.39585780326872677,0.5043719642062978,0.6653006011643465,0.9647187648581739,0.9865,0.48650000000000004,0.9596658740852784,0.03891741202277221,0.9905750244846403,0.7561318231119792,False,nan,reject,1.6,0.000465,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,0,58,0.145,464000.0,58.0,58.0,0.0,1.2758541660332499,0.3781589321508281,0.37790595419127426,0.48955543645456506,0.6508170589779093,0.9410949394252615,0.977,0.477,0.940213430169792,0.012770102803240757,0.958995679354729,0.03825698192041871,False,nan,reject,1.6,0.0005129310344827587,0.0
FLA,"FLA alpha=1.6, canonical",9100993240b20b93814fae72f96f5a4d,8da7d73e85753d4e79f54062070fbc7b,False,1,58,0.145,464000.0,58.0,58.0,0.0,1.264037600747042,0.364883747992245,0.3646240119774875,0.47655435100410243,0.6387140471589073,0.9256706793559137,0.968,0.46799999999999997,0.9214746366359023,0.02894643973506761,0.9278457298420654,0.618802113284563,False,nan,reject,1.6,0.0005129310344827587,0.0
