method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,W2_exact_1d,MMD2_biased,MMD2_unbiased,KS,CDF_L2,W1_cdf,basin_mass_left,basin_mass_error,moment_1_error,moment_2_error,moment_3_error,moment_4_error,tamed,tame_cap,boundary_rule,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,0,0,0.0,0.0,0.0,0.0,0.0,1.35378658482891,0.42906395708981326,0.4288368511958892,0.6117571512022495,0.6998678557834944,1.0113592357999062,1.0,0.5,0.9985265242374235,0.03525128510646924,1.0035369727667016,0.014322564657097137,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,1,0,0.0,0.0,0.0,0.0,0.0,1.354666590322276,0.42929093433594356,0.42906382641035457,0.6109450143089945,0.7002895748314676,1.0120264050505727,1.0,0.5,0.9993956938214874,0.03699179574466327,1.0061496372724117,0.01780845008583587,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,2,0,0.0,0.0,0.0,0.0,0.0,1.3573987552352456,0.43001317501359293,0.4297862179057763,0.6173313440466823,0.7017501043669591,1.0145184321897194,1.0,0.5,1.001338932527834,0.04061709208302644,1.0112105796910915,0.024067867709694712,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,3,0,0.0,0.0,0.0,0.0,0.0,1.356166818477689,0.4295295511980777,0.42930256210471385,0.6184830120575404,0.7010054988985144,1.0128751406662782,1.0,0.5,0.9996840131575421,0.03736144411486375,1.0063991400354093,0.01773817411371137,True,1.0,reject,,
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,0,4,0.02,32000.0,4.0,4.0,0.0,1.3359405684773265,0.4257408725320512,0.4255115824233102,0.5546847356601923,0.6913946467101354,0.9999978242655069,1.0,0.5,0.9972134616354424,0.036454434883824494,1.0110194719638028,0.03188713836190471,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,1,4,0.02,32000.0,4.0,4.0,0.0,1.3389929861932068,0.42667676774320384,0.4264475781775524,0.5519400997433931,0.6929471280777658,1.0034645847955377,1.0,0.5,1.0002399050471582,0.04232331618759089,1.0195318103162405,0.04282444102944971,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,2,4,0.02,32000.0,4.0,4.0,0.0,1.3388599215787036,0.4267239324333937,0.4264948063837859,0.5608431480591483,0.692935039693675,1.0024599073809541,1.0,0.5,1.0000724715725362,0.041874843929304184,1.018794862040895,0.041887623277859,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,3,4,0.02,32000.0,4.0,4.0,0.0,1.3380414405924845,0.4263462234903589,0.4261170005147934,0.5555660992152658,0.6923984889676092,1.0016137897916997,1.0,0.5,0.9991553498617577,0.04021388596922759,1.0165072077328208,0.03904751067887491,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,0,8,0.04,64000.0,8.0,8.0,0.0,1.324236510379289,0.422639274015148,0.42240837271282006,0.526817098168747,0.6861402646288838,0.994222486748793,1.0,0.5,0.9937770137619636,0.03246858013508891,1.009136740086756,0.03467697069083664,True,1.0,reject,0.0,0.0
ULA,"ULA, tamed",75c33ee3c49d2573587b46fad2b06f1d,8da7d73e85753d4e79f54062070fbc7b,True,1,8,0.04,64000.0,8.0,8.0,0.0,1.3286531865088076,0.4242964111372669,0.42406559911499064,0.5303790474384694,0.6885333085672397,1.0003133412000598,1.0,0.5,0.9995900901377148,0.043892492477024536,1.026118262776767,0.05728050760553527,True,1.0,reject,0.0,0.0
