step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,1.009456147008823,0.0,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,0.0,0.0,0.0
10,0.02,0,0,16000,0,512000,16000,16000,0,31770.18744731122,1.009456147008823,48070.61101031086,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,10.0,19.85636715456951,30.044131881444287
21,0.042,0,0,33600,0,1075200,33600,33600,0,66717.39363935356,1.009456147008823,100948.2831216528,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,21.0,41.69837102459597,63.092676951033
31,0.062,0,0,49600,0,1587200,49600,49600,0,98487.58108666477,1.009456147008823,149018.89413196367,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,31.0,61.554738179165476,93.13680883247729
42,0.084,0,0,67200,0,2150400,67200,67200,0,133434.7872787071,1.009456147008823,201896.5662433056,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,42.0,83.39674204919194,126.185353902066
52,0.10400000000000001,0,0,83200,0,2662400,83200,83200,0,165204.97472601835,1.009456147008823,249967.17725361648,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,52.0,103.25310920376147,156.2294857835103
63,0.126,0,0,100800,0,3225600,100800,100800,0,200152.18091806068,1.009456147008823,302844.8493649584,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,63.0,125.09511307378793,189.278030853099
73,0.146,0,0,116800,0,3737600,116800,116800,0,231922.3683653719,1.009456147008823,350915.4603752693,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,73.0,144.95148022835744,219.3221627345433
83,0.166,0,0,132800,0,4249600,132800,132800,0,263692.55581268313,1.009456147008823,398986.0713855801,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,83.0,164.80784738292695,249.36629461598758
94,0.188,0,0,150400,0,4812800,150400,150400,0,298639.7620047254,1.009456147008823,451863.743496922,617414aeae69572deaa374dae2d362a1,amortized_time_per_configuration,94.0,186.64985125295337,282.4148396855763
