step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8345679289892053,0.0,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,0.0,0.0,0.0
4,0.02,4096000,0,32000,0,0,0,32000,4096000,4096000.0,0.8345679289892053,3450390.2371397847,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,4.0,512.0,431.2987796424731
8,0.04,8192000,0,64000,0,0,0,64000,8192000,8192000.0,0.8345679289892053,6900780.474279569,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,8.0,1024.0,862.5975592849462
12,0.06,12288000,0,96000,0,0,0,96000,12288000,12288000.0,0.8345679289892053,10351170.711419355,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,12.0,1536.0,1293.8963389274195
17,0.085,17408000,0,136000,0,0,0,136000,17408000,17408000.0,0.8345679289892053,14664158.507844085,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,17.0,2176.0,1833.0198134805107
21,0.105,21504000,0,168000,0,0,0,168000,21504000,21504000.0,0.8345679289892053,18114548.74498387,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,21.0,2688.0,2264.3185931229837
25,0.125,25600000,0,200000,0,0,0,200000,25600000,25600000.0,0.8345679289892053,21564938.982123654,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,25.0,3200.0,2695.617372765457
29,0.145,29696000,0,232000,0,0,0,232000,29696000,29696000.0,0.8345679289892053,25015329.21926344,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,29.0,3712.0,3126.9161524079304
33,0.165,33792000,0,264000,0,0,0,264000,33792000,33792000.0,0.8345679289892053,28465719.456403226,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,33.0,4224.0,3558.214932050403
38,0.19,38912000,0,304000,0,0,0,304000,38912000,38912000.0,0.8345679289892053,32778707.252827957,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,38.0,4864.0,4097.338406603495
42,0.21,43008000,0,336000,0,0,0,336000,43008000,43008000.0,0.8345679289892053,36229097.48996774,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,42.0,5376.0,4528.637186245967
46,0.23,47104000,0,368000,0,0,0,368000,47104000,47104000.0,0.8345679289892053,39679487.727107525,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,46.0,5888.0,4959.9359658884405
50,0.25,51200000,0,400000,0,0,0,400000,51200000,51200000.0,0.8345679289892053,43129877.96424731,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,50.0,6400.0,5391.234745530914
54,0.27,55296000,0,432000,0,0,0,432000,55296000,55296000.0,0.8345679289892053,46580268.20138709,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,54.0,6912.0,5822.533525173387
58,0.29,59392000,0,464000,0,0,0,464000,59392000,59392000.0,0.8345679289892053,50030658.43852688,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,58.0,7424.0,6253.832304815861
62,0.31,63488000,0,496000,0,0,0,496000,63488000,63488000.0,0.8345679289892053,53481048.67566667,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,62.0,7936.0,6685.131084458333
67,0.335,68608000,0,536000,0,0,0,536000,68608000,68608000.0,0.8345679289892053,57794036.4720914,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,67.0,8576.0,7224.254559011425
71,0.355,72704000,0,568000,0,0,0,568000,72704000,72704000.0,0.8345679289892053,61244426.70923118,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,71.0,9088.0,7655.553338653898
75,0.375,76800000,0,600000,0,0,0,600000,76800000,76800000.0,0.8345679289892053,64694816.94637097,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,75.0,9600.0,8086.8521182963705
79,0.395,80896000,0,632000,0,0,0,632000,80896000,80896000.0,0.8345679289892053,68145207.18351075,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,79.0,10112.0,8518.150897938844
83,0.41500000000000004,84992000,0,664000,0,0,0,664000,84992000,84992000.0,0.8345679289892053,71595597.42065054,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,83.0,10624.0,8949.449677581319
88,0.44,90112000,0,704000,0,0,0,704000,90112000,90112000.0,0.8345679289892053,75908585.21707527,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,88.0,11264.0,9488.57315213441
92,0.46,94208000,0,736000,0,0,0,736000,94208000,94208000.0,0.8345679289892053,79358975.45421505,3590adff094714fc599081a4fb309ee3,amortized_time_per_configuration,92.0,11776.0,9919.871931776881
