method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,650,1.625,2080000.0,650.0,650.0,0.0,0.13247199442597568,0.003381485384228222,0.0024143264471516712,0.07374999999999998,0.11703033985673716,0.0,0.0010570507171657941,0.04532703707188583,True,1.0,reject,1.6,0.0015264423076923076,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,667,1.6675,2134400.0,667.0,667.0,0.0,0.10065713206624871,0.0013683716307552052,0.0003801587848633048,0.05624999999999997,0.11815424391168805,0.0,2.7782721937302324e-05,0.006352278363092212,True,1.0,reject,1.6,0.0015250187406296851,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,667,1.6675,2134400.0,667.0,667.0,0.0,0.11862258547645935,0.003110212836416104,0.002149171909863301,0.06875000000000003,0.11415353621866486,0.0,0.0008266619411588481,0.04032703707188583,True,1.0,reject,1.6,0.0015250187406296851,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,667,1.6675,2134400.0,667.0,667.0,0.0,0.07730482992661813,0.00044986559363291434,-0.0005412967027116355,0.036250000000000004,0.1293831055032365,0.0,0.000193872852793356,0.016025241291206332,True,1.0,reject,1.6,0.0015250187406296851,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,667,1.6675,2134400.0,667.0,667.0,0.0,0.11549929021569416,0.002385586393927941,0.0014103538500271906,0.05499999999999999,0.11891019472986786,0.0,0.0005903149190826639,0.03407703707188581,True,1.0,reject,1.6,0.0015250187406296851,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,683,1.7075,2185600.0,683.0,683.0,0.0,0.08335902323518492,0.0008259201680752559,-0.0001584357654873525,0.04749999999999999,0.1302057549048541,0.0,0.0001847442954649905,0.016352278363092193,True,1.0,reject,1.6,0.0015295571010248902,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,683,1.7075,2185600.0,683.0,683.0,0.0,0.12334838076675032,0.002897839077444453,0.001916354004231402,0.07750000000000001,0.1164983462535627,0.0,0.00015425053959736796,0.015224758708793668,True,1.0,reject,1.6,0.0015295571010248902,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,683,1.7075,2185600.0,683.0,683.0,0.0,0.0980513934412292,0.0007985738812388288,-0.0001954122743331732,0.057499999999999996,0.11980678916182941,0.0,0.00021025774748838173,0.016025241291206332,True,1.0,reject,1.6,0.0015295571010248902,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,683,1.7075,2185600.0,683.0,683.0,0.0,0.10501815961455997,0.0015571731283973156,0.0005775860150353251,0.05500000000000005,0.11936502421288697,0.0,0.0005822169145066535,0.030327037071885818,True,1.0,reject,1.6,0.0015295571010248902,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,700,1.75,2240000.0,700.0,700.0,0.0,0.09054918137606507,0.0008342379515846599,-0.00014937373345702554,0.044999999999999984,0.1255745447582205,0.0,0.0003410477519461396,0.021352278363092225,True,1.0,reject,1.6,0.0015294642857142857,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,700,1.75,2240000.0,700.0,700.0,0.0,0.12396302040768523,0.0029095766551878732,0.0019187897073776883,0.057499999999999996,0.1258607733548145,0.0,8.092560288520305e-05,0.011474758708793636,True,1.0,reject,1.6,0.0015294642857142857,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,700,1.75,2240000.0,700.0,700.0,0.0,0.08187317082059131,0.0008161439534950521,-0.0001763534894902996,0.05249999999999999,0.12374413139875506,0.0,9.331876184491333e-05,0.012275241291206357,True,1.0,reject,1.6,0.0015294642857142857,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,700,1.75,2240000.0,700.0,700.0,0.0,0.09968261338389936,0.0011090283759273012,0.0001266013254757059,0.04750000000000004,0.13197739931335617,0.0,0.0003911957512068775,0.024077037071885826,True,1.0,reject,1.6,0.0015294642857142857,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,717,1.7925,2294400.0,717.0,717.0,0.0,0.08001283470815537,0.000805912345496429,-0.00017720347856886587,0.04874999999999996,0.11629909237825775,0.0,0.0003780116823282123,0.0238522783630922,True,1.0,reject,1.6,0.0015285041841004185,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,717,1.7925,2294400.0,717.0,717.0,0.0,0.11522665056130474,0.002080191742413917,0.0010986851718770563,0.065,0.1182504505994677,0.0,6.507245396337276e-05,0.010327037071885814,True,1.0,reject,1.6,0.0015285041841004185,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,717,1.7925,2294400.0,717.0,717.0,0.0,0.09780152465026125,0.0012305479112030282,0.00023705442032340152,0.04749999999999999,0.11498928947060438,0.0,5.0175891858001906e-05,0.008525241291206354,True,1.0,reject,1.6,0.0015285041841004185,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,717,1.7925,2294400.0,717.0,717.0,0.0,0.08926983150102231,0.0008413492458839711,-0.00015374776759446984,0.04250000000000004,0.12782319178216328,0.0,0.000115892114113739,0.012602278363092217,True,1.0,reject,1.6,0.0015285041841004185,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,733,1.8325,2345600.0,733.0,733.0,0.0,0.07996896444854829,0.0007138920316067665,-0.00026684472791982383,0.04125,0.12802129789944094,0.0,0.0010498266295236713,0.0388522783630922,True,1.0,reject,1.6,0.0015211459754433834,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,733,1.8325,2345600.0,733.0,733.0,0.0,0.11262978909759984,0.0021978684515212565,0.0012204363719754419,0.06375000000000003,0.11628226758164573,0.0,7.412543415712559e-05,0.010327037071885842,True,1.0,reject,1.6,0.0015211459754433834,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,733,1.8325,2345600.0,733.0,733.0,0.0,0.0844775054591994,0.0012018832530276136,0.00021567895132545978,0.053749999999999964,0.1175820269787119,0.0,3.0509431786570652e-05,0.0071729629281142016,True,1.0,reject,1.6,0.0015211459754433834,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,733,1.8325,2345600.0,733.0,733.0,0.0,0.09292609299802765,0.0008823857234111498,-0.0001024896755722482,0.05,0.12339816277936377,0.0,0.0005144824891471812,0.027602278363092217,True,1.0,reject,1.6,0.0015211459754433834,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,750,1.875,2400000.0,750.0,750.0,0.0,0.10546683137229793,0.0009563934998030321,-3.491589169313247e-05,0.04125,0.12588004603329994,0.0,0.001485859682588908,0.046352278363092206,True,1.0,reject,1.6,0.00152625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,750,1.875,2400000.0,750.0,750.0,0.0,0.09794014470591836,0.0012546073521637613,0.0002753016447500922,0.04375000000000001,0.12070008125179521,0.0,6.921173552349759e-05,0.010327037071885814,True,1.0,reject,1.6,0.00152625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,750,1.875,2400000.0,750.0,750.0,0.0,0.09623519752609293,0.0017317155948579632,0.0007559734436575205,0.05874999999999997,0.11451769057315853,0.0,6.93416134390024e-05,0.011577037071885815,True,1.0,reject,1.6,0.00152625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,750,1.875,2400000.0,750.0,750.0,0.0,0.06727482490108987,0.00034255199342048126,-0.0006386239817861572,0.034999999999999976,0.11532508036699052,0.0,0.00034437189275321597,0.022602278363092185,True,1.0,reject,1.6,0.00152625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,767,1.9175,2454400.0,767.0,767.0,0.0,0.08668592326116045,0.0007601891782774706,-0.00021863074157313367,0.05125000000000002,0.12040698649236248,0.0,0.0012982802262403881,0.043852278363092176,True,1.0,reject,1.6,0.0015266460234680574,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,767,1.9175,2454400.0,767.0,767.0,0.0,0.10714499415133873,0.0008617319230258547,-0.00013364362543888397,0.05499999999999999,0.11802126616618547,0.0,8.42204590738849e-05,0.011352278363092216,True,1.0,reject,1.6,0.0015266460234680574,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,767,1.9175,2454400.0,767.0,767.0,0.0,0.09340415951241651,0.0011140892913615863,0.00012593157432005953,0.04749999999999999,0.12115936802172911,0.0,4.530323282961389e-05,0.00782703707188584,True,1.0,reject,1.6,0.0015266460234680574,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,767,1.9175,2454400.0,767.0,767.0,0.0,0.08556160714717057,0.0004245526270362232,-0.0005639891346096437,0.04250000000000009,0.12589170207807865,0.0,0.00042465238751302403,0.025102278363092215,True,1.0,reject,1.6,0.0015266460234680574,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,783,1.9575,2505600.0,783.0,783.0,0.0,0.08783862925671351,0.0008447653034451275,-0.00014052077370740879,0.05125000000000002,0.12790371053005412,0.0,0.001450900827719862,0.046352278363092206,True,1.0,reject,1.6,0.0015193965517241378,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,783,1.9575,2505600.0,783.0,783.0,0.0,0.10990116404190715,0.0012356106031435887,0.0002383175568906326,0.04249999999999998,0.1302833864037103,0.0,0.0001048062897901986,0.012602278363092217,True,1.0,reject,1.6,0.0015193965517241378,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,783,1.9575,2505600.0,783.0,783.0,0.0,0.10982374174179468,0.002109508979615593,0.0011312960697965613,0.05499999999999999,0.12227124339570572,0.0,0.0002691264670985679,0.022827037071885853,True,1.0,reject,1.6,0.0015193965517241378,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,783,1.9575,2505600.0,783.0,783.0,0.0,0.08172587685819642,0.0004922947262022692,-0.0004959492510598906,0.04125000000000001,0.1268759315231962,0.0,0.0005528020868967552,0.028852278363092204,True,1.0,reject,1.6,0.0015193965517241378,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,800,2.0,2560000.0,800.0,800.0,0.0,0.08813090815871315,0.0007275811210066818,-0.00026323600081346044,0.04749999999999999,0.11844376146805546,0.0,0.0011152543102128736,0.040102278363092214,True,1.0,reject,1.6,0.001519140625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,800,2.0,2560000.0,800.0,800.0,0.0,0.10022452447324844,0.001016931061306181,3.3337937528576944e-05,0.03500000000000003,0.11828798115632422,0.0,0.0004752496126523278,0.025102278363092215,True,1.0,reject,1.6,0.001519140625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,800,2.0,2560000.0,800.0,800.0,0.0,0.11430552432901794,0.0022204918801533857,0.0012372908083769785,0.05625000000000002,0.12029050403957098,0.0,0.00033059663277765824,0.025327037071885827,True,1.0,reject,1.6,0.001519140625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,800,2.0,2560000.0,800.0,800.0,0.0,0.10020949499985463,0.000786505864370568,-0.00020026440566101034,0.04625000000000001,0.12186516948821013,0.0,0.00034956654306175783,0.022602278363092212,True,1.0,reject,1.6,0.001519140625,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,817,2.0425,2614400.0,817.0,817.0,0.0,0.07668002353549777,0.0009039699548566427,-7.523392876818136e-05,0.05125000000000002,0.12032830525573412,0.0,0.0013775431402384712,0.04510227836309222,True,1.0,reject,1.6,0.001521955324357405,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,817,2.0425,2614400.0,817.0,817.0,0.0,0.08847481712831418,0.0006142778428338547,-0.0003748683510078621,0.03999999999999998,0.12487364753630048,0.0,0.000372685841475171,0.0238522783630922,True,1.0,reject,1.6,0.001521955324357405,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,817,2.0425,2614400.0,817.0,817.0,0.0,0.09307087878927027,0.0010787838947461381,9.349422722182421e-05,0.04624999999999996,0.1139446672514598,0.0,0.00014013704959490872,0.013852278363092219,True,1.0,reject,1.6,0.001521955324357405,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,817,2.0425,2614400.0,817.0,817.0,0.0,0.08845722249713428,0.0008819197245161225,-9.762736480012357e-05,0.04874999999999996,0.1243400688531302,0.0,0.0006740951670458507,0.03135227836309219,True,1.0,reject,1.6,0.001521955324357405,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,833,2.0825,2665600.0,833.0,833.0,0.0,0.07896658293706742,0.0005343731127440687,-0.00045566519298989583,0.050000000000000044,0.12231476042879796,0.0,0.001224719463572119,0.04260227836309219,True,1.0,reject,1.6,0.0015246098439375751,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,833,2.0825,2665600.0,833.0,833.0,0.0,0.08762273275170801,0.0007386621626946921,-0.00024398671923697712,0.05624999999999997,0.12079264564781778,0.0,0.0006535750968341154,0.03135227836309219,True,1.0,reject,1.6,0.0015246098439375751,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,833,2.0825,2665600.0,833.0,833.0,0.0,0.09396797619982569,0.0009190385911851395,-6.404797731063283e-05,0.048750000000000016,0.11820943002006523,0.0,0.00010898588397760664,0.012602278363092217,True,1.0,reject,1.6,0.0015246098439375751,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,833,2.0825,2665600.0,833.0,833.0,0.0,0.08967160549363,0.0006692998779826986,-0.0003188290537425864,0.04625000000000001,0.12007969990586076,0.0,0.0003340581541973328,0.022602278363092212,True,1.0,reject,1.6,0.0015246098439375751,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,850,2.125,2720000.0,850.0,850.0,0.0,0.08333142640338995,0.0006177043306013763,-0.00036798300781604176,0.04625000000000001,0.1225389619321966,0.0,0.0009526435639330743,0.03760227836309221,True,1.0,reject,1.6,0.001523529411764706,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,850,2.125,2720000.0,850.0,850.0,0.0,0.06266017660384374,0.00042707488265225635,-0.000560812375235753,0.0475,0.12382020343535649,0.0,0.0003479889733535195,0.02010227836309221,True,1.0,reject,1.6,0.001523529411764706,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,850,2.125,2720000.0,850.0,850.0,0.0,0.08548706446186218,0.0009515192486418966,-4.147480568306161e-05,0.04749999999999999,0.12298416871932705,0.0,0.00020205714257332972,0.017602278363092194,True,1.0,reject,1.6,0.001523529411764706,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,850,2.125,2720000.0,850.0,850.0,0.0,0.09039785379447716,0.0007975307199089565,-0.00018876761598096703,0.05625000000000002,0.12078424849543457,0.0,0.00039170432917705507,0.0238522783630922,True,1.0,reject,1.6,0.001523529411764706,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,867,2.1675,2774400.0,867.0,867.0,0.0,0.07645764991023321,0.000696004742095524,-0.00028418244663153125,0.04749999999999999,0.11505976435844756,0.0,0.0008203540164147035,0.03510227836309218,True,1.0,reject,1.6,0.0015253748558246827,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,867,2.1675,2774400.0,867.0,867.0,0.0,0.0614546636546689,0.00026523649107323966,-0.0007176530574241058,0.03749999999999998,0.11768210201438789,0.0,0.00048466569098511007,0.025102278363092187,True,1.0,reject,1.6,0.0015253748558246827,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,867,2.1675,2774400.0,867.0,867.0,0.0,0.10300153696864112,0.0011563490861853376,0.00015981686317889654,0.04125,0.12429468889887774,0.0,0.0002339017898011289,0.018852278363092223,True,1.0,reject,1.6,0.0015253748558246827,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,867,2.1675,2774400.0,867.0,867.0,0.0,0.07092769866966987,0.00045367504359361543,-0.0005288963711312933,0.043749999999999956,0.11513447567280866,0.0,0.0005530132869336251,0.028852278363092204,True,1.0,reject,1.6,0.0015253748558246827,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,883,2.2075,2825600.0,883.0,883.0,0.0,0.09062898974441116,0.0008934428795828175,-9.440267608051833e-05,0.07125000000000004,0.1285011418160633,0.0,0.001373530868111164,0.04510227836309219,True,1.0,reject,1.6,0.0015218006795016989,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,883,2.2075,2825600.0,883.0,883.0,0.0,0.06504008001459044,0.00027051948612710763,-0.000719758359638778,0.04125000000000001,0.1274507355181329,0.0,0.00043963710091684725,0.024775241291206354,True,1.0,reject,1.6,0.0015218006795016989,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,883,2.2075,2825600.0,883.0,883.0,0.0,0.09143132186849551,0.0007086381339619363,-0.00027809636812581306,0.04874999999999996,0.11945101643147082,0.0,0.0002316283532187392,0.018852278363092195,True,1.0,reject,1.6,0.0015218006795016989,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,883,2.2075,2825600.0,883.0,883.0,0.0,0.07729345967352842,0.0005455991044869268,-0.00043704170892300276,0.04125000000000001,0.11863640093175198,0.0,0.0008802829561127953,0.0363522783630922,True,1.0,reject,1.6,0.0015218006795016989,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,900,2.25,2880000.0,900.0,900.0,0.0,0.08460257338410636,0.0007392129731809138,-0.0002421647747821165,0.03875000000000001,0.13314815399745394,0.0,0.0012261480153783972,0.04260227836309219,True,1.0,reject,1.6,0.0015190972222222222,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,900,2.25,2880000.0,900.0,900.0,0.0,0.07733613275969643,0.0003002834946314037,-0.0006956311576480356,0.03,0.12305184316640383,0.0,0.0006149918094497976,0.028852278363092204,True,1.0,reject,1.6,0.0015190972222222222,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,900,2.25,2880000.0,900.0,900.0,0.0,0.08320533196537185,0.0007732396113827589,-0.00021234086607380132,0.04749999999999999,0.11209263358131705,0.0,0.00012399751376167745,0.013525241291206358,True,1.0,reject,1.6,0.0015190972222222222,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,900,2.25,2880000.0,900.0,900.0,0.0,0.06102925957576697,0.000287241343804312,-0.0006974625550564273,0.06749999999999995,0.12328099793094804,0.0,0.0006305662194255528,0.030102278363092205,True,1.0,reject,1.6,0.0015190972222222222,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,917,2.2925,2934400.0,917.0,917.0,0.0,0.07368229228808326,0.00048794807377017246,-0.0004897887354111674,0.04249999999999998,0.11801412334020545,0.0,0.0013915383450955688,0.04510227836309222,True,1.0,reject,1.6,0.0015236504907306435,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,917,2.2925,2934400.0,917.0,917.0,0.0,0.0810212969598362,0.0004841242690744041,-0.0005047532037343316,0.03375,0.12690550607233553,0.0,0.0002978219315112967,0.021352278363092225,True,1.0,reject,1.6,0.0015236504907306435,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,917,2.2925,2934400.0,917.0,917.0,0.0,0.08001633376268402,0.0005814286644337807,-0.000412664806149432,0.04249999999999998,0.12425031334690828,0.0,0.0004195611000588921,0.0238522783630922,True,1.0,reject,1.6,0.0015236504907306435,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,917,2.2925,2934400.0,917.0,917.0,0.0,0.08526738340943056,0.0003927403577294042,-0.0005945414398972337,0.04625000000000001,0.12593381012461657,0.0,0.0007119767146885358,0.03260227836309221,True,1.0,reject,1.6,0.0015236504907306435,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,933,2.3325,2985600.0,933.0,933.0,0.0,0.07042722357726706,0.0005206151094929723,-0.000459636372144967,0.04874999999999996,0.11685019095052851,0.0,0.0014358979508944342,0.043852278363092204,True,1.0,reject,1.6,0.001527331189710611,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,933,2.3325,2985600.0,933.0,933.0,0.0,0.08995780477909712,0.0006268767213186699,-0.0003643683835253819,0.03875000000000001,0.11492726062218783,0.0,0.00021687546940186357,0.017602278363092194,True,1.0,reject,1.6,0.001527331189710611,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,933,2.3325,2985600.0,933.0,933.0,0.0,0.09239419066205778,0.0009214324093678172,-6.783134726817686e-05,0.05624999999999997,0.12300048166130884,0.0,0.0004609787380078917,0.02635227836309223,True,1.0,reject,1.6,0.001527331189710611,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,3,933,2.3325,2985600.0,933.0,933.0,0.0,0.06823323694662381,0.00034563383753538623,-0.0006395616974245177,0.04125000000000001,0.11433377605272066,0.0,0.0006053144885720682,0.030102278363092178,True,1.0,reject,1.6,0.001527331189710611,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,0,950,2.375,3040000.0,950.0,950.0,0.0,0.08283419915076257,0.0007675585677706653,-0.00022681606937680066,0.050000000000000044,0.12204774303142285,0.0,0.0017808731946246398,0.05010227836309222,True,1.0,reject,1.6,0.0015263157894736842,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,1,950,2.375,3040000.0,950.0,950.0,0.0,0.0967349917192164,0.0005914908833782873,-0.0003997823036510084,0.04749999999999999,0.12688903509864935,0.0,0.0005530132869336251,0.028852278363092204,True,1.0,reject,1.6,0.0015263157894736842,0.0
FLA,"FLA alpha=1.6, tamed",fba3a9cc4307e4af0b8519c8281dc4f8,c87203a12406cc5114b7ffa2d8877465,True,2,950,2.375,3040000.0,950.0,950.0,0.0,0.08837073655773597,0.0006049871525313222,-0.00038441661159382967,0.028750000000000053,0.12436275372058858,0.0,0.00027279476120280893,0.02010227836309221,True,1.0,reject,1.6,0.0015263157894736842,0.0
