step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.8523901073971654,0.0,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,0.0,0.0,0.0
2,0.02,2048000,0,8000,0,0,0,8000,2048000,2048000.0,0.8523901073971654,1753694.9399493947,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,2.0,512.0,438.42373498734867
4,0.04,4096000,0,16000,0,0,0,16000,4096000,4096000.0,0.8523901073971654,3507389.8798987893,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,4.0,1024.0,876.8474699746973
6,0.06,6144000,0,24000,0,0,0,24000,6144000,6144000.0,0.8523901073971654,5261084.819848184,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,6.0,1536.0,1315.2712049620459
8,0.08,8192000,0,32000,0,0,0,32000,8192000,8192000.0,0.8523901073971654,7014779.759797579,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,8.0,2048.0,1753.6949399493947
10,0.1,10240000,0,40000,0,0,0,40000,10240000,10240000.0,0.8523901073971654,8768474.699746974,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,10.0,2560.0,2192.1186749367434
13,0.13,13312000,0,52000,0,0,0,52000,13312000,13312000.0,0.8523901073971654,11399017.109671066,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,13.0,3328.0,2849.7542774177664
15,0.15,15360000,0,60000,0,0,0,60000,15360000,15360000.0,0.8523901073971654,13152712.04962046,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,15.0,3840.0,3288.178012405115
17,0.17,17408000,0,68000,0,0,0,68000,17408000,17408000.0,0.8523901073971654,14906406.989569854,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,17.0,4352.0,3726.6017473924635
19,0.19,19456000,0,76000,0,0,0,76000,19456000,19456000.0,0.8523901073971654,16660101.92951925,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,19.0,4864.0,4165.025482379812
21,0.21,21504000,0,84000,0,0,0,84000,21504000,21504000.0,0.8523901073971654,18413796.869468644,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,21.0,5376.0,4603.4492173671615
23,0.23,23552000,0,92000,0,0,0,92000,23552000,23552000.0,0.8523901073971654,20167491.809418038,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,23.0,5888.0,5041.87295235451
25,0.25,25600000,0,100000,0,0,0,100000,25600000,25600000.0,0.8523901073971654,21921186.749367435,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,25.0,6400.0,5480.296687341859
27,0.27,27648000,0,108000,0,0,0,108000,27648000,27648000.0,0.8523901073971654,23674881.689316828,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,27.0,6912.0,5918.720422329207
29,0.29,29696000,0,116000,0,0,0,116000,29696000,29696000.0,0.8523901073971654,25428576.62926622,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,29.0,7424.0,6357.144157316556
31,0.31,31744000,0,124000,0,0,0,124000,31744000,31744000.0,0.8523901073971654,27182271.569215618,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,31.0,7936.0,6795.567892303905
33,0.33,33792000,0,132000,0,0,0,132000,33792000,33792000.0,0.8523901073971654,28935966.50916501,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,33.0,8448.0,7233.991627291253
35,0.35000000000000003,35840000,0,140000,0,0,0,140000,35840000,35840000.0,0.8523901073971654,30689661.44911441,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,35.0,8960.0,7672.4153622786025
38,0.38,38912000,0,152000,0,0,0,152000,38912000,38912000.0,0.8523901073971654,33320203.8590385,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,38.0,9728.0,8330.050964759625
40,0.4,40960000,0,160000,0,0,0,160000,40960000,40960000.0,0.8523901073971654,35073898.798987895,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,40.0,10240.0,8768.474699746974
42,0.42,43008000,0,168000,0,0,0,168000,43008000,43008000.0,0.8523901073971654,36827593.73893729,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,42.0,10752.0,9206.898434734323
44,0.44,45056000,0,176000,0,0,0,176000,45056000,45056000.0,0.8523901073971654,38581288.67888668,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,44.0,11264.0,9645.32216972167
46,0.46,47104000,0,184000,0,0,0,184000,47104000,47104000.0,0.8523901073971654,40334983.618836075,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,46.0,11776.0,10083.74590470902
48,0.48,49152000,0,192000,0,0,0,192000,49152000,49152000.0,0.8523901073971654,42088678.55878547,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,48.0,12288.0,10522.169639696367
50,0.5,51200000,0,200000,0,0,0,200000,51200000,51200000.0,0.8523901073971654,43842373.49873487,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,50.0,12800.0,10960.593374683718
52,0.52,53248000,0,208000,0,0,0,208000,53248000,53248000.0,0.8523901073971654,45596068.43868426,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,52.0,13312.0,11399.017109671066
54,0.54,55296000,0,216000,0,0,0,216000,55296000,55296000.0,0.8523901073971654,47349763.378633656,076536868d101ed21862549ee5a0e135,amortized_time_per_configuration,54.0,13824.0,11837.440844658415
