method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,117,0.2925,374400.0,117.0,117.0,0.0,0.39788450757804467,0.13490773097259245,0.1341140591179696,0.30999999999999994,0.17106008581433263,0.0,0.06829250143304175,0.2539747587087936,True,1.0,reject,1.7,0.0011191239316239317,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,117,0.2925,374400.0,117.0,117.0,0.0,0.3817028247642113,0.12241366162524103,0.12162295146261803,0.29250000000000004,0.15952279677207248,0.0,0.06458710873514127,0.2552247587087937,True,1.0,reject,1.7,0.0011191239316239317,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,133,0.3325,425600.0,133.0,133.0,0.0,0.3832476834569197,0.12344451798870293,0.12266068597091107,0.29125,0.15491318875055726,0.0,0.06490118631537592,0.25647475870879366,True,1.0,reject,1.7,0.0011113721804511278,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,133,0.3325,425600.0,133.0,133.0,0.0,0.37980681456512044,0.1155044008231223,0.11468121762886818,0.28625,0.1619671157436101,0.0,0.053633808372354486,0.23272475870879367,True,1.0,reject,1.7,0.0011113721804511278,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,133,0.3325,425600.0,133.0,133.0,0.0,0.3874101243093287,0.11672169040823277,0.1159100807042921,0.28750000000000003,0.15899292550249167,0.0,0.05941189792307432,0.24647475870879365,True,1.0,reject,1.7,0.0011113721804511278,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,133,0.3325,425600.0,133.0,133.0,0.0,0.37393994932493385,0.11194395424526016,0.11113916932801371,0.28,0.15553629858717355,0.0,0.05747170778363878,0.24772475870879365,True,1.0,reject,1.7,0.0011113721804511278,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,150,0.375,480000.0,150.0,150.0,0.0,0.3736647849857181,0.11401289960891281,0.11321747617184574,0.29125,0.16135751357809835,0.0,0.05793386867164013,0.24897475870879365,True,1.0,reject,1.7,0.0011125,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,150,0.375,480000.0,150.0,150.0,0.0,0.3735847736827582,0.10956535295949255,0.10874796953150156,0.28500000000000003,0.1509908078417126,0.0,0.052260590407496116,0.23522475870879367,True,1.0,reject,1.7,0.0011125,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,150,0.375,480000.0,150.0,150.0,0.0,0.3604520254499548,0.10438333628465479,0.10357192672332383,0.2725,0.15948157454480216,0.0,0.05283249018027983,0.23897475870879364,True,1.0,reject,1.7,0.0011125,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,150,0.375,480000.0,150.0,150.0,0.0,0.3522548240212363,0.09895903461815403,0.09815064965296727,0.27375000000000005,0.1573783159465849,0.0,0.052552880501948326,0.24272475870879368,True,1.0,reject,1.7,0.0011125,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,167,0.4175,534400.0,167.0,167.0,0.0,0.3574270598576153,0.10002461306213006,0.09921544861591591,0.2875,0.1420819679439953,0.0,0.04968245993379735,0.23522475870879367,True,1.0,reject,1.7,0.0011115269461077844,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,167,0.4175,534400.0,167.0,167.0,0.0,0.3479292958842915,0.09362890568750781,0.09280262973780085,0.255,0.15609301679963639,0.0,0.046438416358531534,0.22897475870879366,True,1.0,reject,1.7,0.0011115269461077844,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,167,0.4175,534400.0,167.0,167.0,0.0,0.35264938675884255,0.09257016966223608,0.09173878521206691,0.2675,0.1441520116577517,0.0,0.04501099562156381,0.22647475870879366,True,1.0,reject,1.7,0.0011115269461077844,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,167,0.4175,534400.0,167.0,167.0,0.0,0.3435880510992967,0.0910161525071651,0.09019611495079483,0.26625,0.15480156616221652,0.0,0.04602403326145938,0.23147475870879367,True,1.0,reject,1.7,0.0011115269461077844,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,183,0.4575,585600.0,183.0,183.0,0.0,0.3430379638855815,0.08949426753993883,0.08866279807871047,0.255,0.15167745255822762,0.0,0.04501099562156381,0.22647475870879366,True,1.0,reject,1.7,0.0011116803278688524,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,183,0.4575,585600.0,183.0,183.0,0.0,0.33306859778379183,0.0829673405234631,0.08213011135982218,0.25,0.14610859495329365,0.0,0.03972936940149625,0.21647475870879365,True,1.0,reject,1.7,0.0011116803278688524,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,183,0.4575,585600.0,183.0,183.0,0.0,0.3454147170128986,0.08992860258183,0.08909566892744925,0.26,0.1410847162598533,0.0,0.04105761174086544,0.21772475870879368,True,1.0,reject,1.7,0.0011116803278688524,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,183,0.4575,585600.0,183.0,183.0,0.0,0.3382316769873178,0.08395363825420521,0.08312325970890355,0.26,0.14527703694368066,0.0,0.039938097852511206,0.21897475870879363,True,1.0,reject,1.7,0.0011116803278688524,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,200,0.5,640000.0,200.0,200.0,0.0,0.3221457993176168,0.07477058398239278,0.07393107108363473,0.23875,0.1432934492390524,0.0,0.03632240527687009,0.21147475870879365,True,1.0,reject,1.7,0.001109375,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,200,0.5,640000.0,200.0,200.0,0.0,0.32561830074653175,0.0751642412227681,0.07432044255716641,0.2425,0.1378289546810355,0.0,0.03407030674052193,0.20397475870879364,True,1.0,reject,1.7,0.001109375,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,200,0.5,640000.0,200.0,200.0,0.0,0.33677379105180316,0.07855314110366374,0.07770602812549399,0.24375,0.14352477254281293,0.0,0.036426939835462066,0.21022475870879365,True,1.0,reject,1.7,0.001109375,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,200,0.5,640000.0,200.0,200.0,0.0,0.3316308180130586,0.07983548859600598,0.07899638293940092,0.2475,0.14461617910935343,0.0,0.038116265198362115,0.21522475870879365,True,1.0,reject,1.7,0.001109375,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,217,0.5425,694400.0,217.0,217.0,0.0,0.30829830540546954,0.06780622747508502,0.06697061596113218,0.23625000000000002,0.13640540374507615,0.0,0.033719928209227104,0.20647475870879364,True,1.0,reject,1.7,0.0011117511520737327,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,217,0.5425,694400.0,217.0,217.0,0.0,0.3119315317977698,0.06728188697741366,0.06642227021973723,0.22,0.1290530094645974,0.0,0.029878376026200294,0.1952247587087937,True,1.0,reject,1.7,0.0011117511520737327,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,217,0.5425,694400.0,217.0,217.0,0.0,0.3167074761055689,0.07077668536072346,0.06992919915201856,0.23250000000000004,0.14281631235079117,0.0,0.03209358362281002,0.20022475870879364,True,1.0,reject,1.7,0.0011117511520737327,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,217,0.5425,694400.0,217.0,217.0,0.0,0.32459300948814446,0.07589685648607336,0.07505821016887715,0.24125000000000002,0.13911905664461777,0.0,0.0364824435173752,0.21272475870879365,True,1.0,reject,1.7,0.0011117511520737327,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,233,0.5825,745600.0,233.0,233.0,0.0,0.3011770897777208,0.06375415575911092,0.06290976559318895,0.22875,0.1394444016115285,0.0,0.030303213397860258,0.19772475870879364,True,1.0,reject,1.7,0.001134656652360515,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,233,0.5825,745600.0,233.0,233.0,0.0,0.29756640269475393,0.057667004912726805,0.05679890686673006,0.21375,0.13335827059356964,0.0,0.02581011320961039,0.18397475870879365,True,1.0,reject,1.7,0.001134656652360515,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,233,0.5825,745600.0,233.0,233.0,0.0,0.3014957377957489,0.06271596105240429,0.06185832094918653,0.235,0.12779191861827444,0.0,0.026934628176545013,0.18647475870879365,True,1.0,reject,1.7,0.001134656652360515,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,233,0.5825,745600.0,233.0,233.0,0.0,0.31055640925853273,0.07024088873728718,0.06940281481341481,0.22875,0.13183801193900013,0.0,0.0343437919043819,0.20772475870879364,True,1.0,reject,1.7,0.001134656652360515,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,250,0.625,800000.0,250.0,250.0,0.0,0.293302266908202,0.0569236661175655,0.05606399533953543,0.21375,0.13563004628665642,0.0,0.02502181516594175,0.18272475870879368,True,1.0,reject,1.7,0.00114,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,250,0.625,800000.0,250.0,250.0,0.0,0.2761410247292774,0.048422629666950656,0.0475490399564904,0.19375000000000003,0.1365791480703985,0.0,0.020836187995008783,0.1689747587087937,True,1.0,reject,1.7,0.00114,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,250,0.625,800000.0,250.0,250.0,0.0,0.28875420619962355,0.05734181862695331,0.056480301922984255,0.22875,0.12831198725291648,0.0,0.023986540805507574,0.17897475870879365,True,1.0,reject,1.7,0.00114,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,250,0.625,800000.0,250.0,250.0,0.0,0.2934035743045459,0.055423354366885946,0.05455744951030239,0.21000000000000002,0.13466144534425462,0.0,0.026290365337327832,0.18647475870879365,True,1.0,reject,1.7,0.00114,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,267,0.6675,854400.0,267.0,267.0,0.0,0.27405466037704107,0.04658707215587443,0.04570473469938152,0.18875000000000003,0.1280523200783772,0.0,0.020117287446284524,0.16647475870879364,True,1.0,reject,1.7,0.0011247659176029962,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,267,0.6675,854400.0,267.0,267.0,0.0,0.267247965583407,0.04064302088370697,0.0397519860664034,0.17500000000000002,0.12391900466360073,0.0,0.016522743581121452,0.15272475870879365,True,1.0,reject,1.7,0.0011247659176029962,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,267,0.6675,854400.0,267.0,267.0,0.0,0.2842825533740302,0.052182834695558844,0.05131264785081924,0.2025,0.13171350512778968,0.0,0.022789274967111074,0.17522475870879362,True,1.0,reject,1.7,0.0011247659176029962,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,267,0.6675,854400.0,267.0,267.0,0.0,0.2890212679587249,0.05460309320512269,0.053734929753323946,0.20750000000000002,0.13379316661401097,0.0,0.0246223491583335,0.18147475870879365,True,1.0,reject,1.7,0.0011247659176029962,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,283,0.7075,905600.0,283.0,283.0,0.0,0.2686282863708379,0.042863452455966566,0.041974499952272426,0.18875000000000003,0.12678741692526618,0.0,0.017766560798231096,0.15772475870879366,True,1.0,reject,1.7,0.0011219081272084805,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,283,0.7075,905600.0,283.0,283.0,0.0,0.2475509338899059,0.035410262986514174,0.03451996133391999,0.175,0.13399452733091688,0.0,0.014874837918207685,0.14522475870879364,True,1.0,reject,1.7,0.0011219081272084805,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,283,0.7075,905600.0,283.0,283.0,0.0,0.2723157512988965,0.048434664679786854,0.04756389275883399,0.19875000000000004,0.1318375086572423,0.0,0.02082522122744871,0.16897475870879364,True,1.0,reject,1.7,0.0011219081272084805,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,3,283,0.7075,905600.0,283.0,283.0,0.0,0.2814040749957918,0.05266933032972276,0.05180857326014243,0.21125,0.11909331886761465,0.0,0.023447814705109496,0.17772475870879367,True,1.0,reject,1.7,0.0011219081272084805,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,0,300,0.75,960000.0,300.0,300.0,0.0,0.26660437707425605,0.04215351667780376,0.04126306392971424,0.185,0.1278951460702097,0.0,0.017141811550853772,0.15522475870879365,True,1.0,reject,1.7,0.0011208333333333333,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,1,300,0.75,960000.0,300.0,300.0,0.0,0.24739760180622258,0.03624174381427936,0.035349188064575765,0.17250000000000001,0.1313725004605899,0.0,0.013959365520149685,0.14147475870879364,True,1.0,reject,1.7,0.0011208333333333333,0.0
FLA,"FLA alpha=1.7, tamed",539ccca205beeea074bcb3e0ff138db1,c87203a12406cc5114b7ffa2d8877465,True,2,300,0.75,960000.0,300.0,300.0,0.0,0.27014666072572213,0.04355734344378459,0.04267011102052687,0.19000000000000003,0.12390226746355182,0.0,0.018471877172314067,0.16022475870879366,True,1.0,reject,1.7,0.0011208333333333333,0.0
