step,t,n_potential_only,n_potential_baseline,n_force_only,n_value_and_force,n_structured_extra_chord_units,n_structured_extra_particle_calls,n_force,n_extra_potential,n_extra_potential_equivalent,rho,n_fee,fee_calibration_hash,fee_cost_unit,n_force_per_particle,n_extra_potential_equivalent_per_particle,n_fee_per_particle
0,0.0,0,0,0,0,0,0,0,0,0.0,0.7570305438663122,0.0,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,0.0,0.0,0.0
8,0.04,3276800,0,25600,0,0,0,25600,3276800,3276800.0,0.7570305438663122,2506237.686141132,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,8.0,1024.0,783.1992769191037
17,0.085,6963200,0,54400,0,0,0,54400,6963200,6963200.0,0.7570305438663122,5325755.0830499055,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,17.0,2176.0,1664.2984634530956
25,0.125,10240000,0,80000,0,0,0,80000,10240000,10240000.0,0.7570305438663122,7831992.769191037,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,25.0,3200.0,2447.497740372199
33,0.165,13516800,0,105600,0,0,0,105600,13516800,13516800.0,0.7570305438663122,10338230.45533217,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,33.0,4224.0,3230.697017291303
42,0.21,17203200,0,134400,0,0,0,134400,17203200,17203200.0,0.7570305438663122,13157747.852240942,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,42.0,5376.0,4111.7962038252945
50,0.25,20480000,0,160000,0,0,0,160000,20480000,20480000.0,0.7570305438663122,15663985.538382074,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,50.0,6400.0,4894.995480744398
58,0.29,23756800,0,185600,0,0,0,185600,23756800,23756800.0,0.7570305438663122,18170223.224523205,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,58.0,7424.0,5678.194757663502
67,0.335,27443200,0,214400,0,0,0,214400,27443200,27443200.0,0.7570305438663122,20989740.62143198,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,67.0,8576.0,6559.293944197494
75,0.375,30720000,0,240000,0,0,0,240000,30720000,30720000.0,0.7570305438663122,23495978.30757311,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,75.0,9600.0,7342.493221116597
83,0.41500000000000004,33996800,0,265600,0,0,0,265600,33996800,33996800.0,0.7570305438663122,26002215.993714243,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,83.0,10624.0,8125.692498035701
92,0.46,37683200,0,294400,0,0,0,294400,37683200,37683200.0,0.7570305438663122,28821733.390623014,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,92.0,11776.0,9006.791684569693
100,0.5,40960000,0,320000,0,0,0,320000,40960000,40960000.0,0.7570305438663122,31327971.076764148,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,100.0,12800.0,9789.990961488797
108,0.54,44236800,0,345600,0,0,0,345600,44236800,44236800.0,0.7570305438663122,33834208.76290528,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,108.0,13824.0,10573.190238407899
117,0.585,47923200,0,374400,0,0,0,374400,47923200,47923200.0,0.7570305438663122,36653726.15981405,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,117.0,14976.0,11454.289424941891
125,0.625,51200000,0,400000,0,0,0,400000,51200000,51200000.0,0.7570305438663122,39159963.845955186,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,125.0,16000.0,12237.488701860995
133,0.665,54476800,0,425600,0,0,0,425600,54476800,54476800.0,0.7570305438663122,41666201.53209632,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,133.0,17024.0,13020.687978780099
142,0.71,58163200,0,454400,0,0,0,454400,58163200,58163200.0,0.7570305438663122,44485718.92900509,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,142.0,18176.0,13901.78716531409
150,0.75,61440000,0,480000,0,0,0,480000,61440000,61440000.0,0.7570305438663122,46991956.61514622,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,150.0,19200.0,14684.986442233194
158,0.79,64716800,0,505600,0,0,0,505600,64716800,64716800.0,0.7570305438663122,49498194.30128735,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,158.0,20224.0,15468.185719152298
167,0.835,68403200,0,534400,0,0,0,534400,68403200,68403200.0,0.7570305438663122,52317711.69819613,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,167.0,21376.0,16349.28490568629
175,0.875,71680000,0,560000,0,0,0,560000,71680000,71680000.0,0.7570305438663122,54823949.38433726,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,175.0,22400.0,17132.484182605393
183,0.915,74956800,0,585600,0,0,0,585600,74956800,74956800.0,0.7570305438663122,57330187.07047839,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,183.0,23424.0,17915.683459524495
192,0.96,78643200,0,614400,0,0,0,614400,78643200,78643200.0,0.7570305438663122,60149704.46738716,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,192.0,24576.0,18796.782646058487
200,1.0,81920000,0,640000,0,0,0,640000,81920000,81920000.0,0.7570305438663122,62655942.153528295,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,200.0,25600.0,19579.981922977593
208,1.04,85196800,0,665600,0,0,0,665600,85196800,85196800.0,0.7570305438663122,65162179.83966943,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,208.0,26624.0,20363.181199896695
217,1.085,88883200,0,694400,0,0,0,694400,88883200,88883200.0,0.7570305438663122,67981697.2365782,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,217.0,27776.0,21244.280386430688
225,1.125,92160000,0,720000,0,0,0,720000,92160000,92160000.0,0.7570305438663122,70487934.92271933,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,225.0,28800.0,22027.47966334979
233,1.165,95436800,0,745600,0,0,0,745600,95436800,95436800.0,0.7570305438663122,72994172.60886046,088ecf363630e7e9c4899a3eb827d2f6,amortized_time_per_configuration,233.0,29824.0,22810.678940268896
