method,variant_label,variant_hash,metric_definition_hash,tame,seed,step,t,n_fee,n_fee_per_particle,n_force_per_particle,n_extra_potential_equivalent_per_particle,CV_SW2,CV_MMD2_biased,CV_MMD2_unbiased,latent_z1_KS,CV_KDE_Hellinger,basin_outside_mass,basin_JS,basin_TV,tamed,tame_cap,boundary_rule,alpha,boundary_reject_fraction_cumulative,nonfinite_proposal_fraction_cumulative
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,0,0.0,0.0,0.0,0.0,0.0,0.7375938057918036,0.5188157729047026,0.5183170290096989,0.79625,0.5318053840673957,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,0,0.0,0.0,0.0,0.0,0.0,0.7380447599131841,0.5185267695861586,0.5180285257571825,0.79875,0.5322460301792822,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,0,0.0,0.0,0.0,0.0,0.0,0.736912913495338,0.5178168522886771,0.5173179280334931,0.7975,0.5324815052147551,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,0,0.0,0.0,0.0,0.0,0.0,0.7373231526433917,0.5176080689123692,0.5171095520448956,0.7949999999999999,0.5302580522417041,0.0,0.36550095012754413,0.7311477216369078,True,1.0,reject,1.8,,
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,17,0.0425,54400.0,17.0,17.0,0.0,0.6432811252455439,0.4058270555075605,0.4052534360826646,0.6637500000000001,0.40330517496090146,0.0,0.2624620047805697,0.6473977216369078,True,1.0,reject,1.8,0.0006985294117647059,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,17,0.0425,54400.0,17.0,17.0,0.0,0.639763357549624,0.40094496998406903,0.4003571264589453,0.6575000000000001,0.3980076735157475,0.0,0.24450509028323408,0.6298977216369079,True,1.0,reject,1.8,0.0006985294117647059,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,17,0.0425,54400.0,17.0,17.0,0.0,0.6361107038923381,0.396793209442875,0.396208826987853,0.66,0.39752335262704563,0.0,0.24987353382511318,0.6373977216369078,True,1.0,reject,1.8,0.0006985294117647059,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,17,0.0425,54400.0,17.0,17.0,0.0,0.6233337589325708,0.37631177023395534,0.37571050807506334,0.63375,0.3631935337609902,0.0,0.22936710845553282,0.6098977216369079,True,1.0,reject,1.8,0.0006985294117647059,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,33,0.0825,105600.0,33.0,33.0,0.0,0.585083354962316,0.33099517851143867,0.3303602566499082,0.57125,0.31726727657595044,0.0,0.19736216586160038,0.546147721636908,True,1.0,reject,1.8,0.0007481060606060607,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,33,0.0825,105600.0,33.0,33.0,0.0,0.5826445577511321,0.3252883950730213,0.32464139466800357,0.57125,0.3140928626787044,0.0,0.19212072702373617,0.5473977216369079,True,1.0,reject,1.8,0.0007481060606060607,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,33,0.0825,105600.0,33.0,33.0,0.0,0.5810366539458653,0.32524474319349117,0.3246001862634085,0.5650000000000001,0.3264446826924041,0.0,0.19236654439834946,0.5348977216369079,True,1.0,reject,1.8,0.0007481060606060607,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,33,0.0825,105600.0,33.0,33.0,0.0,0.5642848857643129,0.3069110578111611,0.30624961707599996,0.55625,0.2972816953597993,0.0,0.17043226328767858,0.5148977216369078,True,1.0,reject,1.8,0.0007481060606060607,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,50,0.125,160000.0,50.0,50.0,0.0,0.5322971933299945,0.2741388772987571,0.2734663945127582,0.49875,0.278324567778493,0.0,0.15727683229440845,0.4673977216369078,True,1.0,reject,1.8,0.0007,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,50,0.125,160000.0,50.0,50.0,0.0,0.5344682068721867,0.27081395114729,0.27012280574446745,0.4962500000000001,0.27019587375232323,0.0,0.15346532726661177,0.47739772163690775,True,1.0,reject,1.8,0.0007,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,50,0.125,160000.0,50.0,50.0,0.0,0.5377832343264035,0.27792740152965756,0.27725088759884586,0.49000000000000005,0.2785431192241621,0.0,0.1645383041533428,0.4786477216369079,True,1.0,reject,1.8,0.0007,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,50,0.125,160000.0,50.0,50.0,0.0,0.5211039774659698,0.2591966595082409,0.25849981058894145,0.48250000000000004,0.25915924914304256,0.0,0.14586329197181042,0.4548977216369078,True,1.0,reject,1.8,0.0007,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,67,0.1675,214400.0,67.0,67.0,0.0,0.49111095505544905,0.23014037015207278,0.22942454102984577,0.44875000000000004,0.2459675595168368,0.0,0.12708719162535442,0.40364772163690776,True,1.0,reject,1.8,0.0006669776119402985,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,67,0.1675,214400.0,67.0,67.0,0.0,0.49219267871804795,0.23145370276456967,0.23073746299226205,0.45000000000000007,0.2361182063916406,0.0,0.12967854719011657,0.40364772163690776,True,1.0,reject,1.8,0.0006669776119402985,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,67,0.1675,214400.0,67.0,67.0,0.0,0.497487442286473,0.23713906894450676,0.23643130218445507,0.44500000000000006,0.2489705649030528,0.0,0.13542541080781356,0.4148977216369078,True,1.0,reject,1.8,0.0006669776119402985,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,67,0.1675,214400.0,67.0,67.0,0.0,0.4862168263471416,0.2269919378040791,0.22627392602891894,0.43125,0.24285319477884026,0.0,0.12611319061059198,0.39989772163690784,True,1.0,reject,1.8,0.0006669776119402985,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,83,0.20750000000000002,265600.0,83.0,83.0,0.0,0.46007901397917206,0.1980879650912999,0.19735550236333055,0.37625000000000003,0.234363300577755,0.0,0.1115267598803197,0.34739772163690774,True,1.0,reject,1.8,0.0007040662650602409,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,83,0.20750000000000002,265600.0,83.0,83.0,0.0,0.46572246677207557,0.20638271178650935,0.2056562788099926,0.4,0.22374153879211656,0.0,0.11591036685088829,0.3498977216369078,True,1.0,reject,1.8,0.0007040662650602409,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,83,0.20750000000000002,265600.0,83.0,83.0,0.0,0.47371818802352805,0.21365897256766264,0.21292922629660205,0.41124999999999995,0.24738289583056194,0.0,0.11933527275843292,0.37739772163690777,True,1.0,reject,1.8,0.0007040662650602409,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,3,83,0.20750000000000002,265600.0,83.0,83.0,0.0,0.4521298493177128,0.19248463426967655,0.19174803837652854,0.37500000000000006,0.21088578534732283,0.0,0.10659012077184364,0.3461477216369078,True,1.0,reject,1.8,0.0007040662650602409,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,0,100,0.25,320000.0,100.0,100.0,0.0,0.4293815167792609,0.16945490798797902,0.16870416880482553,0.33125,0.20756038987563885,0.0,0.09764890167876242,0.28989772163690775,True,1.0,reject,1.8,0.00073125,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,1,100,0.25,320000.0,100.0,100.0,0.0,0.44737537915253656,0.18570151848951477,0.18495226758042282,0.3662500000000001,0.20279742416179658,0.0,0.1015380560507309,0.32614772163690775,True,1.0,reject,1.8,0.00073125,0.0
FLA,"FLA alpha=1.8, tamed",f4e072c25075d2cc45cadca4e0162b91,c87203a12406cc5114b7ffa2d8877465,True,2,100,0.25,320000.0,100.0,100.0,0.0,0.4469316480393159,0.18349410158074042,0.1827381575420336,0.36374999999999996,0.22143295081583847,0.0,0.10045208051177004,0.32614772163690775,True,1.0,reject,1.8,0.00073125,0.0
